Created as New Dataset,Natural, 7.3.
cm-1,%T
3179.00,89.43
3178.00,89.45
3177.00,89.47
3176.00,89.51
3175.00,89.55
3174.00,89.60
3173.00,89.66
3172.00,89.72
3171.00,89.77
3170.00,89.82
3169.00,89.86
3168.00,89.89
3167.00,89.93
3166.00,89.97
3165.00,90.01
3164.00,90.06
3163.00,90.12
3162.00,90.19
3161.00,90.25
3160.00,90.30
3159.00,90.34
3158.00,90.38
3157.00,90.42
3156.00,90.48
3155.00,90.53
3154.00,90.57
3153.00,90.60
3152.00,90.62
3151.00,90.65
3150.00,90.69
3149.00,90.74
3148.00,90.79
3147.00,90.85
3146.00,90.89
3145.00,90.92
3144.00,90.95
3143.00,90.98
3142.00,91.01
3141.00,91.04
3140.00,91.07
3139.00,91.09
3138.00,91.12
3137.00,91.15
3136.00,91.19
3135.00,91.24
3134.00,91.28
3133.00,91.32
3132.00,91.34
3131.00,91.36
3130.00,91.37
3129.00,91.38
3128.00,91.40
3127.00,91.44
3126.00,91.47
3125.00,91.50
3124.00,91.52
3123.00,91.54
3122.00,91.55
3121.00,91.57
3120.00,91.57
3119.00,91.58
3118.00,91.59
3117.00,91.62
3116.00,91.65
3115.00,91.68
3114.00,91.69
3113.00,91.69
3112.00,91.67
3111.00,91.65
3110.00,91.63
3109.00,91.64
3108.00,91.67
3107.00,91.70
3106.00,91.71
3105.00,91.71
3104.00,91.69
3103.00,91.67
3102.00,91.67
3101.00,91.68
3100.00,91.69
3099.00,91.69
3098.00,91.70
3097.00,91.70
3096.00,91.69
3095.00,91.67
3094.00,91.65
3093.00,91.62
3092.00,91.60
3091.00,91.59
3090.00,91.59
3089.00,91.60
3088.00,91.61
3087.00,91.62
3086.00,91.61
3085.00,91.60
3084.00,91.59
3083.00,91.58
3082.00,91.57
3081.00,91.55
3080.00,91.53
3079.00,91.50
3078.00,91.49
3077.00,91.48
3076.00,91.48
3075.00,91.47
3074.00,91.46
3073.00,91.45
3072.00,91.45
3071.00,91.45
3070.00,91.45
3069.00,91.45
3068.00,91.46
3067.00,91.48
3066.00,91.49
3065.00,91.49
3064.00,91.48
3063.00,91.48
3062.00,91.49
3061.00,91.51
3060.00,91.54
3059.00,91.58
3058.00,91.61
3057.00,91.62
3056.00,91.64
3055.00,91.65
3054.00,91.67
3053.00,91.70
3052.00,91.73
3051.00,91.76
3050.00,91.81
3049.00,91.85
3048.00,91.89
3047.00,91.91
3046.00,91.93
3045.00,91.94
3044.00,91.96
3043.00,91.99
3042.00,92.01
3041.00,92.03
3040.00,92.05
3039.00,92.08
3038.00,92.12
3037.00,92.16
3036.00,92.20
3035.00,92.24
3034.00,92.26
3033.00,92.28
3032.00,92.31
3031.00,92.33
3030.00,92.36
3029.00,92.39
3028.00,92.44
3027.00,92.48
3026.00,92.52
3025.00,92.54
3024.00,92.55
3023.00,92.56
3022.00,92.57
3021.00,92.61
3020.00,92.65
3019.00,92.70
3018.00,92.73
3017.00,92.76
3016.00,92.78
3015.00,92.80
3014.00,92.83
3013.00,92.85
3012.00,92.87
3011.00,92.90
3010.00,92.92
3009.00,92.93
3008.00,92.93
3007.00,92.94
3006.00,92.94
3005.00,92.94
3004.00,92.94
3003.00,92.93
3002.00,92.92
3001.00,92.92
3000.00,92.92
2999.00,92.91
2998.00,92.90
2997.00,92.89
2996.00,92.87
2995.00,92.85
2994.00,92.84
2993.00,92.82
2992.00,92.80
2991.00,92.78
2990.00,92.74
2989.00,92.70
2988.00,92.66
2987.00,92.63
2986.00,92.60
2985.00,92.55
2984.00,92.50
2983.00,92.44
2982.00,92.38
2981.00,92.33
2980.00,92.27
2979.00,92.21
2978.00,92.14
2977.00,92.08
2976.00,92.03
2975.00,91.98
2974.00,91.92
2973.00,91.86
2972.00,91.78
2971.00,91.71
2970.00,91.64
2969.00,91.57
2968.00,91.52
2967.00,91.48
2966.00,91.45
2965.00,91.43
2964.00,91.41
2963.00,91.38
2962.00,91.35
2961.00,91.33
2960.00,91.33
2959.00,91.34
2958.00,91.35
2957.00,91.37
2956.00,91.39
2955.00,91.43
2954.00,91.46
2953.00,91.48
2952.00,91.49
2951.00,91.49
2950.00,91.50
2949.00,91.52
2948.00,91.53
2947.00,91.53
2946.00,91.51
2945.00,91.50
2944.00,91.48
2943.00,91.46
2942.00,91.44
2941.00,91.40
2940.00,91.35
2939.00,91.30
2938.00,91.25
2937.00,91.21
2936.00,91.18
2935.00,91.15
2934.00,91.12
2933.00,91.09
2932.00,91.06
2931.00,91.03
2930.00,91.01
2929.00,91.00
2928.00,91.02
2927.00,91.05
2926.00,91.08
2925.00,91.10
2924.00,91.11
2923.00,91.11
2922.00,91.11
2921.00,91.14
2920.00,91.19
2919.00,91.26
2918.00,91.34
2917.00,91.42
2916.00,91.50
2915.00,91.60
2914.00,91.70
2913.00,91.81
2912.00,91.90
2911.00,91.99
2910.00,92.06
2909.00,92.13
2908.00,92.19
2907.00,92.24
2906.00,92.29
2905.00,92.33
2904.00,92.39
2903.00,92.44
2902.00,92.49
2901.00,92.52
2900.00,92.55
2899.00,92.57
2898.00,92.59
2897.00,92.61
2896.00,92.64
2895.00,92.67
2894.00,92.70
2893.00,92.73
2892.00,92.75
2891.00,92.76
2890.00,92.77
2889.00,92.78
2888.00,92.80
2887.00,92.81
2886.00,92.82
2885.00,92.82
2884.00,92.80
2883.00,92.78
2882.00,92.75
2881.00,92.74
2880.00,92.73
2879.00,92.73
2878.00,92.73
2877.00,92.74
2876.00,92.75
2875.00,92.76
2874.00,92.78
2873.00,92.79
2872.00,92.81
2871.00,92.83
2870.00,92.87
2869.00,92.91
2868.00,92.94
2867.00,92.99
2866.00,93.03
2865.00,93.07
2864.00,93.12
2863.00,93.15
2862.00,93.17
2861.00,93.19
2860.00,93.22
2859.00,93.24
2858.00,93.26
2857.00,93.26
2856.00,93.25
2855.00,93.23
2854.00,93.22
2853.00,93.22
2852.00,93.23
2851.00,93.27
2850.00,93.33
2849.00,93.40
2848.00,93.48
2847.00,93.57
2846.00,93.67
2845.00,93.76
2844.00,93.85
2843.00,93.92
2842.00,93.98
2841.00,94.03
2840.00,94.08
2839.00,94.13
2838.00,94.18
2837.00,94.22
2836.00,94.25
2835.00,94.27
2834.00,94.28
2833.00,94.29
2832.00,94.31
2831.00,94.33
2830.00,94.35
2829.00,94.37
2828.00,94.40
2827.00,94.43
2826.00,94.46
2825.00,94.48
2824.00,94.50
2823.00,94.51
2822.00,94.51
2821.00,94.51
2820.00,94.52
2819.00,94.54
2818.00,94.55
2817.00,94.55
2816.00,94.56
2815.00,94.57
2814.00,94.59
2813.00,94.60
2812.00,94.61
2811.00,94.62
2810.00,94.63
2809.00,94.64
2808.00,94.65
2807.00,94.66
2806.00,94.67
2805.00,94.69
2804.00,94.72
2803.00,94.73
2802.00,94.75
2801.00,94.75
2800.00,94.76
2799.00,94.77
2798.00,94.78
2797.00,94.77
2796.00,94.77
2795.00,94.79
2794.00,94.82
2793.00,94.85
2792.00,94.88
2791.00,94.90
2790.00,94.91
2789.00,94.91
2788.00,94.91
