Created as New Dataset,Natural, 14.3
cm-1,%T
2933.00,88.97
2932.00,88.95
2931.00,88.93
2930.00,88.92
2929.00,88.92
2928.00,88.93
2927.00,88.96
2926.00,88.98
2925.00,89.01
2924.00,89.03
2923.00,89.06
2922.00,89.09
2921.00,89.12
2920.00,89.15
2919.00,89.20
2918.00,89.26
2917.00,89.35
2916.00,89.45
2915.00,89.57
2914.00,89.70
2913.00,89.82
2912.00,89.93
2911.00,90.03
2910.00,90.11
2909.00,90.18
2908.00,90.24
2907.00,90.31
2906.00,90.37
2905.00,90.43
2904.00,90.49
2903.00,90.54
2902.00,90.60
2901.00,90.64
2900.00,90.68
2899.00,90.71
2898.00,90.74
2897.00,90.78
2896.00,90.81
2895.00,90.85
2894.00,90.87
2893.00,90.89
2892.00,90.91
2891.00,90.92
2890.00,90.92
2889.00,90.93
2888.00,90.93
2887.00,90.91
2886.00,90.89
2885.00,90.87
2884.00,90.87
2883.00,90.87
2882.00,90.88
2881.00,90.89
2880.00,90.88
2879.00,90.87
2878.00,90.85
2877.00,90.83
2876.00,90.83
2875.00,90.84
2874.00,90.85
2873.00,90.87
2872.00,90.89
2871.00,90.91
2870.00,90.95
2869.00,91.00
2868.00,91.06
2867.00,91.13
2866.00,91.19
2865.00,91.26
2864.00,91.32
2863.00,91.38
2862.00,91.42
2861.00,91.46
2860.00,91.48
2859.00,91.49
2858.00,91.48
2857.00,91.48
2856.00,91.47
2855.00,91.47
2854.00,91.47
2853.00,91.48
2852.00,91.51
2851.00,91.55
2850.00,91.61
2849.00,91.68
2848.00,91.77
2847.00,91.87
2846.00,91.97
2845.00,92.06
2844.00,92.15
2843.00,92.23
2842.00,92.29
2841.00,92.33
2840.00,92.37
2839.00,92.41
2838.00,92.45
2837.00,92.49
2836.00,92.51
2835.00,92.54
2834.00,92.57
2833.00,92.60
2832.00,92.64
2831.00,92.69
2830.00,92.71
2829.00,92.72
2828.00,92.72
2827.00,92.71
2826.00,92.72
2825.00,92.74
2824.00,92.76
2823.00,92.78
2822.00,92.80
2821.00,92.82
