Created as New Dataset,3.2 Jute cord
cm-1,%T
900.00,89.30
899.00,89.26
898.00,89.22
897.00,89.23
896.00,89.28
895.00,89.38
894.00,89.52
893.00,89.66
892.00,89.79
891.00,89.91
890.00,90.03
889.00,90.14
888.00,90.24
887.00,90.35
886.00,90.50
885.00,90.66
884.00,90.81
883.00,90.95
882.00,91.06
881.00,91.15
880.00,91.25
879.00,91.35
878.00,91.46
877.00,91.54
876.00,91.60
875.00,91.64
874.00,91.70
873.00,91.76
872.00,91.84
871.00,91.93
870.00,92.03
869.00,92.14
868.00,92.23
867.00,92.31
866.00,92.37
865.00,92.42
864.00,92.49
863.00,92.56
862.00,92.63
861.00,92.68
860.00,92.71
859.00,92.76
858.00,92.80
857.00,92.84
856.00,92.86
855.00,92.88
854.00,92.89
853.00,92.91
852.00,92.92
851.00,92.93
850.00,92.91
849.00,92.87
848.00,92.85
847.00,92.85
846.00,92.86
845.00,92.86
844.00,92.85
843.00,92.85
842.00,92.84
841.00,92.82
840.00,92.78
839.00,92.75
838.00,92.75
837.00,92.77
836.00,92.78
835.00,92.77
834.00,92.74
833.00,92.69
832.00,92.66
831.00,92.65
830.00,92.66
829.00,92.68
828.00,92.69
827.00,92.67
826.00,92.65
825.00,92.64
824.00,92.67
823.00,92.72
822.00,92.77
821.00,92.80
820.00,92.80
819.00,92.78
818.00,92.75
817.00,92.74
816.00,92.75
815.00,92.78
814.00,92.80
813.00,92.80
812.00,92.78
811.00,92.77
810.00,92.76
809.00,92.75
808.00,92.74
807.00,92.72
806.00,92.67
805.00,92.60
804.00,92.52
803.00,92.46
802.00,92.42
801.00,92.39
800.00,92.35
799.00,92.30
798.00,92.25
797.00,92.23
796.00,92.23
795.00,92.25
794.00,92.28
793.00,92.30
792.00,92.31
791.00,92.33
790.00,92.34
789.00,92.34
788.00,92.33
787.00,92.31
786.00,92.29
785.00,92.24
784.00,92.16
783.00,92.07
782.00,92.01
781.00,91.98
780.00,91.98
779.00,91.97
778.00,91.97
777.00,91.97
776.00,92.01
775.00,92.07
774.00,92.09
773.00,92.06
772.00,92.00
771.00,91.95
770.00,91.93
769.00,91.94
768.00,91.95
767.00,91.96
766.00,91.93
765.00,91.89
764.00,91.84
763.00,91.80
762.00,91.76
761.00,91.70
760.00,91.64
759.00,91.59
758.00,91.55
757.00,91.51
756.00,91.46
755.00,91.42
754.00,91.39
753.00,91.34
752.00,91.28
751.00,91.25
750.00,91.25
749.00,91.27
748.00,91.26
747.00,91.21
746.00,91.13
745.00,91.05
744.00,90.97
743.00,90.92
742.00,90.89
741.00,90.89
740.00,90.89
739.00,90.87
738.00,90.81
737.00,90.70
736.00,90.60
735.00,90.53
734.00,90.51
733.00,90.48
732.00,90.43
731.00,90.37
730.00,90.32
729.00,90.26
728.00,90.17
727.00,90.05
726.00,89.94
725.00,89.85
724.00,89.78
723.00,89.73
722.00,89.69
721.00,89.64
720.00,89.58
719.00,89.50
718.00,89.40
717.00,89.27
716.00,89.15
715.00,89.08
714.00,89.04
713.00,88.99
712.00,88.93
711.00,88.86
710.00,88.79
709.00,88.70
708.00,88.60
707.00,88.53
706.00,88.47
705.00,88.41
704.00,88.30
703.00,88.18
702.00,88.07
701.00,87.99
700.00,87.91
699.00,87.86
698.00,87.85
697.00,87.85
696.00,87.85
695.00,87.82
694.00,87.78
693.00,87.72
692.00,87.67
691.00,87.62
690.00,87.58
689.00,87.52
688.00,87.45
687.00,87.43
686.00,87.47
685.00,87.51
684.00,87.47
683.00,87.36
682.00,87.22
681.00,87.09
680.00,86.98
679.00,86.86
678.00,86.70
677.00,86.47
676.00,86.23
675.00,86.00
674.00,85.81
673.00,85.61
672.00,85.42
671.00,85.28
670.00,85.21
669.00,85.14
668.00,84.96
667.00,84.71
666.00,84.51
665.00,84.36
664.00,84.22
663.00,84.13
662.00,84.14
661.00,84.22
660.00,84.31
659.00,84.42
658.00,84.53
657.00,84.65
656.00,84.76
655.00,84.85
654.00,84.91
653.00,84.93
652.00,84.88
651.00,84.80
650.00,84.71
649.00,84.63
648.00,84.58
647.00,84.57
646.00,84.57
645.00,84.54
644.00,84.49
643.00,84.47
642.00,84.52
641.00,84.59
640.00,84.61
639.00,84.55
638.00,84.42
637.00,84.25
636.00,84.07
635.00,83.94
634.00,83.87
633.00,83.79
632.00,83.64
631.00,83.44
630.00,83.24
629.00,83.05
628.00,82.90
627.00,82.82
626.00,82.85
625.00,82.93
624.00,83.03
623.00,83.14
622.00,83.26
621.00,83.31
620.00,83.24
619.00,83.11
618.00,82.93
617.00,82.72
616.00,82.53
615.00,82.47
614.00,82.52
613.00,82.47
612.00,82.20
611.00,81.81
610.00,81.51
609.00,81.37
608.00,81.37
607.00,81.46
606.00,81.55
605.00,81.54
604.00,81.48
603.00,81.54
602.00,81.75
601.00,81.95
600.00,81.96
599.00,81.83
598.00,81.71
597.00,81.70
596.00,81.77
595.00,81.82
594.00,81.73
593.00,81.45
592.00,81.11
591.00,80.88
590.00,80.79
589.00,80.71
588.00,80.60
587.00,80.61
586.00,80.81
585.00,81.01
584.00,81.03
583.00,80.88
582.00,80.69
581.00,80.49
580.00,80.33
579.00,80.33
578.00,80.53
577.00,80.78
576.00,80.98
575.00,81.18
574.00,81.39
573.00,81.50
572.00,81.44
571.00,81.24
570.00,80.92
569.00,80.57
568.00,80.39
567.00,80.45
566.00,80.45
565.00,80.08
564.00,79.50
563.00,79.09
562.00,78.85
561.00,78.45
560.00,77.92
559.00,77.71
558.00,77.97
557.00,78.30
556.00,78.30
555.00,78.03
554.00,77.64
553.00,77.20
552.00,76.82
551.00,76.71
550.00,76.75
