Created as New Dataset,Linen Hand supun thread
cm-1,%T
901.00,89.93
900.00,89.87
899.00,89.83
898.00,89.80
897.00,89.78
896.00,89.77
895.00,89.77
894.00,89.81
893.00,89.86
892.00,89.92
891.00,89.96
890.00,90.00
889.00,90.07
888.00,90.15
887.00,90.26
886.00,90.36
885.00,90.45
884.00,90.53
883.00,90.60
882.00,90.67
881.00,90.73
880.00,90.81
879.00,90.89
878.00,90.99
877.00,91.07
876.00,91.15
875.00,91.21
874.00,91.26
873.00,91.32
872.00,91.37
871.00,91.43
870.00,91.48
869.00,91.53
868.00,91.56
867.00,91.59
866.00,91.64
865.00,91.71
864.00,91.77
863.00,91.82
862.00,91.87
861.00,91.91
860.00,91.94
859.00,91.99
858.00,92.05
857.00,92.12
856.00,92.17
855.00,92.20
854.00,92.22
853.00,92.25
852.00,92.28
851.00,92.32
850.00,92.35
849.00,92.36
848.00,92.36
847.00,92.35
846.00,92.35
845.00,92.37
844.00,92.40
843.00,92.44
842.00,92.47
841.00,92.49
840.00,92.48
839.00,92.46
838.00,92.43
837.00,92.43
836.00,92.43
835.00,92.43
834.00,92.41
833.00,92.38
832.00,92.33
831.00,92.29
830.00,92.26
829.00,92.24
828.00,92.25
827.00,92.25
826.00,92.27
825.00,92.27
824.00,92.28
823.00,92.28
822.00,92.29
821.00,92.29
820.00,92.25
819.00,92.18
818.00,92.12
817.00,92.08
816.00,92.05
815.00,92.02
814.00,91.98
813.00,91.95
812.00,91.93
811.00,91.91
810.00,91.90
809.00,91.88
808.00,91.88
807.00,91.88
806.00,91.88
805.00,91.87
804.00,91.85
803.00,91.84
802.00,91.83
801.00,91.82
800.00,91.82
799.00,91.82
798.00,91.83
797.00,91.83
796.00,91.81
795.00,91.78
794.00,91.77
793.00,91.76
792.00,91.75
791.00,91.73
790.00,91.73
789.00,91.72
788.00,91.71
787.00,91.70
786.00,91.68
785.00,91.65
784.00,91.63
783.00,91.60
782.00,91.58
781.00,91.55
780.00,91.51
779.00,91.48
778.00,91.46
777.00,91.45
776.00,91.44
775.00,91.43
774.00,91.41
773.00,91.39
772.00,91.37
771.00,91.35
770.00,91.34
769.00,91.32
768.00,91.29
767.00,91.23
766.00,91.17
765.00,91.11
764.00,91.06
763.00,91.04
762.00,91.02
761.00,90.97
760.00,90.90
759.00,90.82
758.00,90.76
757.00,90.72
756.00,90.70
755.00,90.69
754.00,90.68
753.00,90.67
752.00,90.65
751.00,90.62
750.00,90.59
749.00,90.54
748.00,90.49
747.00,90.44
746.00,90.40
745.00,90.36
744.00,90.31
743.00,90.24
742.00,90.17
741.00,90.10
740.00,90.05
739.00,90.01
738.00,89.98
737.00,89.93
736.00,89.86
735.00,89.77
734.00,89.70
733.00,89.64
732.00,89.57
731.00,89.46
730.00,89.30
729.00,89.13
728.00,88.98
727.00,88.88
726.00,88.81
725.00,88.73
724.00,88.61
723.00,88.43
722.00,88.20
721.00,87.95
720.00,87.76
719.00,87.68
718.00,87.70
717.00,87.74
716.00,87.74
715.00,87.69
714.00,87.63
713.00,87.56
712.00,87.49
711.00,87.42
710.00,87.35
709.00,87.27
708.00,87.19
707.00,87.13
706.00,87.11
705.00,87.10
704.00,87.09
703.00,87.08
702.00,87.07
701.00,87.03
700.00,86.96
699.00,86.89
698.00,86.86
697.00,86.84
696.00,86.80
695.00,86.76
694.00,86.73
693.00,86.70
692.00,86.65
691.00,86.62
690.00,86.64
689.00,86.71
688.00,86.76
687.00,86.76
686.00,86.72
685.00,86.63
684.00,86.48
683.00,86.30
682.00,86.15
681.00,86.05
680.00,85.99
679.00,85.91
678.00,85.76
677.00,85.55
676.00,85.33
675.00,85.14
674.00,85.00
673.00,84.84
672.00,84.67
671.00,84.51
670.00,84.35
669.00,84.12
668.00,83.83
667.00,83.63
666.00,83.55
665.00,83.50
664.00,83.45
663.00,83.38
662.00,83.33
661.00,83.32
660.00,83.35
659.00,83.41
658.00,83.48
657.00,83.54
656.00,83.58
655.00,83.65
654.00,83.76
653.00,83.84
652.00,83.87
651.00,83.88
650.00,83.95
649.00,84.07
648.00,84.16
647.00,84.16
646.00,84.07
645.00,83.97
644.00,83.87
643.00,83.79
642.00,83.72
641.00,83.65
640.00,83.59
639.00,83.54
638.00,83.48
637.00,83.35
636.00,83.15
635.00,82.97
634.00,82.86
633.00,82.82
632.00,82.82
631.00,82.87
630.00,82.97
629.00,83.03
628.00,82.95
627.00,82.71
626.00,82.39
625.00,82.10
624.00,81.90
623.00,81.80
622.00,81.70
621.00,81.53
620.00,81.29
619.00,81.07
618.00,80.84
617.00,80.56
616.00,80.29
615.00,80.20
614.00,80.32
613.00,80.41
612.00,80.28
611.00,80.07
610.00,80.00
609.00,80.11
608.00,80.30
607.00,80.45
606.00,80.51
605.00,80.44
604.00,80.18
603.00,79.73
602.00,79.20
601.00,78.80
600.00,78.78
599.00,79.23
598.00,79.90
597.00,80.40
596.00,80.54
595.00,80.36
594.00,80.04
593.00,79.69
592.00,79.47
591.00,79.46
590.00,79.54
589.00,79.43
588.00,79.14
587.00,78.97
586.00,79.13
585.00,79.42
584.00,79.55
583.00,79.46
582.00,79.26
581.00,79.00
580.00,78.70
579.00,78.44
578.00,78.23
577.00,78.03
576.00,78.06
575.00,78.59
574.00,79.45
573.00,80.05
572.00,80.08
571.00,79.74
570.00,79.35
569.00,78.97
568.00,78.60
567.00,78.35
566.00,78.19
565.00,77.93
564.00,77.61
563.00,77.44
562.00,77.38
561.00,77.21
560.00,77.12
559.00,77.50
558.00,78.21
557.00,78.43
556.00,77.74
555.00,76.66
554.00,75.93
553.00,75.74
552.00,76.06
551.00,77.06
550.00,78.37
