Created as New Dataset,197 Hoechst AG
cm-1,%T
896.00,87.02
895.00,86.95
894.00,86.93
893.00,86.97
892.00,87.06
891.00,87.18
890.00,87.34
889.00,87.52
888.00,87.73
887.00,87.97
886.00,88.20
885.00,88.41
884.00,88.60
883.00,88.78
882.00,88.96
881.00,89.13
880.00,89.30
879.00,89.46
878.00,89.61
877.00,89.76
876.00,89.90
875.00,90.03
874.00,90.13
873.00,90.19
872.00,90.24
871.00,90.30
870.00,90.39
869.00,90.50
868.00,90.62
867.00,90.70
866.00,90.77
865.00,90.82
864.00,90.85
863.00,90.89
862.00,90.91
861.00,90.92
860.00,90.92
859.00,90.93
858.00,90.94
857.00,90.95
856.00,90.96
855.00,90.97
854.00,90.99
853.00,91.02
852.00,91.05
851.00,91.09
850.00,91.13
849.00,91.15
848.00,91.16
847.00,91.17
846.00,91.19
845.00,91.22
844.00,91.26
843.00,91.29
842.00,91.29
841.00,91.26
840.00,91.21
839.00,91.16
838.00,91.12
837.00,91.11
836.00,91.12
835.00,91.13
834.00,91.12
833.00,91.10
832.00,91.08
831.00,91.07
830.00,91.07
829.00,91.07
828.00,91.05
827.00,91.04
826.00,91.05
825.00,91.06
824.00,91.07
823.00,91.06
822.00,91.04
821.00,91.00
820.00,90.95
819.00,90.90
818.00,90.87
817.00,90.88
816.00,90.89
815.00,90.89
814.00,90.87
813.00,90.86
812.00,90.86
811.00,90.85
810.00,90.83
809.00,90.80
808.00,90.76
807.00,90.72
806.00,90.70
805.00,90.69
804.00,90.70
803.00,90.72
802.00,90.73
801.00,90.72
800.00,90.69
799.00,90.65
798.00,90.62
797.00,90.59
796.00,90.55
795.00,90.50
794.00,90.45
793.00,90.43
792.00,90.44
791.00,90.47
790.00,90.47
789.00,90.45
788.00,90.42
787.00,90.41
786.00,90.39
785.00,90.35
784.00,90.29
783.00,90.23
782.00,90.18
781.00,90.13
780.00,90.10
779.00,90.09
778.00,90.10
777.00,90.09
776.00,90.04
775.00,89.97
774.00,89.91
773.00,89.87
772.00,89.85
771.00,89.84
770.00,89.83
769.00,89.82
768.00,89.80
767.00,89.77
766.00,89.70
765.00,89.62
764.00,89.52
763.00,89.43
762.00,89.37
761.00,89.33
760.00,89.31
759.00,89.30
758.00,89.29
757.00,89.29
756.00,89.30
755.00,89.30
754.00,89.27
753.00,89.21
752.00,89.13
751.00,89.05
750.00,88.98
749.00,88.91
748.00,88.86
747.00,88.82
746.00,88.79
745.00,88.76
744.00,88.72
743.00,88.68
742.00,88.62
741.00,88.57
740.00,88.52
739.00,88.48
738.00,88.43
737.00,88.35
736.00,88.25
735.00,88.17
734.00,88.13
733.00,88.11
732.00,88.07
731.00,88.01
730.00,87.95
729.00,87.90
728.00,87.88
727.00,87.86
726.00,87.85
725.00,87.82
724.00,87.75
723.00,87.67
722.00,87.57
721.00,87.47
720.00,87.38
719.00,87.30
718.00,87.24
717.00,87.20
716.00,87.20
715.00,87.21
714.00,87.21
713.00,87.16
712.00,87.08
711.00,87.00
710.00,86.97
709.00,86.97
708.00,86.97
707.00,86.95
706.00,86.92
705.00,86.87
704.00,86.83
703.00,86.82
702.00,86.83
701.00,86.82
700.00,86.79
699.00,86.74
698.00,86.71
697.00,86.68
696.00,86.63
695.00,86.56
694.00,86.49
693.00,86.44
692.00,86.41
691.00,86.39
690.00,86.38
689.00,86.38
688.00,86.35
687.00,86.32
686.00,86.28
685.00,86.23
684.00,86.13
683.00,85.99
682.00,85.84
681.00,85.66
680.00,85.47
679.00,85.25
678.00,85.01
677.00,84.72
676.00,84.36
675.00,83.95
674.00,83.50
673.00,83.06
672.00,82.65
671.00,82.33
670.00,82.11
669.00,82.03
668.00,82.02
667.00,81.97
666.00,81.86
665.00,81.75
664.00,81.68
663.00,81.67
662.00,81.70
661.00,81.75
660.00,81.81
659.00,81.84
658.00,81.85
657.00,81.83
656.00,81.82
655.00,81.82
654.00,81.82
653.00,81.81
652.00,81.79
651.00,81.79
650.00,81.79
649.00,81.78
648.00,81.77
647.00,81.76
646.00,81.72
645.00,81.60
644.00,81.42
643.00,81.26
642.00,81.21
641.00,81.25
640.00,81.30
639.00,81.29
638.00,81.21
637.00,81.09
636.00,80.97
635.00,80.95
634.00,81.03
633.00,81.16
632.00,81.27
631.00,81.31
630.00,81.27
629.00,81.11
628.00,80.84
627.00,80.56
626.00,80.36
625.00,80.21
624.00,80.07
623.00,79.93
622.00,79.84
621.00,79.80
620.00,79.81
619.00,79.88
618.00,79.97
617.00,79.95
616.00,79.74
615.00,79.44
614.00,79.24
613.00,79.18
612.00,79.11
611.00,78.92
610.00,78.63
609.00,78.40
608.00,78.33
607.00,78.42
606.00,78.57
605.00,78.67
604.00,78.66
603.00,78.51
602.00,78.27
601.00,78.00
600.00,77.83
599.00,77.81
598.00,77.90
597.00,77.99
596.00,78.01
595.00,77.96
594.00,77.82
593.00,77.58
592.00,77.30
591.00,77.23
590.00,77.48
589.00,77.92
588.00,78.27
587.00,78.37
586.00,78.25
585.00,78.03
584.00,77.87
583.00,77.87
582.00,78.03
581.00,78.21
580.00,78.25
579.00,78.12
578.00,77.89
577.00,77.76
576.00,77.82
575.00,78.00
574.00,78.04
573.00,77.76
572.00,77.29
571.00,76.99
570.00,77.01
569.00,77.10
568.00,76.97
567.00,76.60
566.00,76.25
565.00,76.17
564.00,76.36
563.00,76.66
562.00,76.93
561.00,77.16
560.00,77.42
559.00,77.56
558.00,77.29
557.00,76.64
556.00,76.07
555.00,76.05
554.00,76.48
553.00,76.85
552.00,76.98
551.00,77.08
550.00,77.29
