Created as New Dataset,Bio-Couture 20/2 Linen (NC)
cm-1,%T
904.00,88.70
903.00,88.62
902.00,88.54
901.00,88.45
900.00,88.36
899.00,88.29
898.00,88.25
897.00,88.25
896.00,88.26
895.00,88.31
894.00,88.37
893.00,88.45
892.00,88.54
891.00,88.63
890.00,88.74
889.00,88.87
888.00,89.00
887.00,89.11
886.00,89.21
885.00,89.32
884.00,89.45
883.00,89.59
882.00,89.72
881.00,89.84
880.00,89.95
879.00,90.04
878.00,90.12
877.00,90.17
876.00,90.21
875.00,90.25
874.00,90.29
873.00,90.33
872.00,90.38
871.00,90.44
870.00,90.51
869.00,90.60
868.00,90.70
867.00,90.82
866.00,90.93
865.00,91.03
864.00,91.09
863.00,91.13
862.00,91.18
861.00,91.25
860.00,91.32
859.00,91.39
858.00,91.44
857.00,91.47
856.00,91.51
855.00,91.55
854.00,91.60
853.00,91.63
852.00,91.65
851.00,91.66
850.00,91.67
849.00,91.67
848.00,91.68
847.00,91.69
846.00,91.69
845.00,91.68
844.00,91.67
843.00,91.66
842.00,91.66
841.00,91.67
840.00,91.67
839.00,91.68
838.00,91.67
837.00,91.66
836.00,91.66
835.00,91.68
834.00,91.70
833.00,91.70
832.00,91.69
831.00,91.65
830.00,91.60
829.00,91.53
828.00,91.48
827.00,91.45
826.00,91.44
825.00,91.42
824.00,91.39
823.00,91.35
822.00,91.31
821.00,91.25
820.00,91.18
819.00,91.11
818.00,91.05
817.00,90.98
816.00,90.91
815.00,90.86
814.00,90.82
813.00,90.79
812.00,90.76
811.00,90.72
810.00,90.69
809.00,90.66
808.00,90.64
807.00,90.62
806.00,90.62
805.00,90.62
804.00,90.62
803.00,90.61
802.00,90.59
801.00,90.58
800.00,90.60
799.00,90.63
798.00,90.65
797.00,90.63
796.00,90.59
795.00,90.55
794.00,90.51
793.00,90.49
792.00,90.48
791.00,90.47
790.00,90.47
789.00,90.46
788.00,90.43
787.00,90.40
786.00,90.37
785.00,90.33
784.00,90.30
783.00,90.28
782.00,90.26
781.00,90.26
780.00,90.27
779.00,90.26
778.00,90.22
777.00,90.16
776.00,90.11
775.00,90.08
774.00,90.05
773.00,90.03
772.00,89.98
771.00,89.90
770.00,89.80
769.00,89.71
768.00,89.63
767.00,89.59
766.00,89.56
765.00,89.53
764.00,89.52
763.00,89.50
762.00,89.45
761.00,89.35
760.00,89.22
759.00,89.09
758.00,88.98
757.00,88.89
756.00,88.82
755.00,88.77
754.00,88.72
753.00,88.66
752.00,88.60
751.00,88.58
750.00,88.58
749.00,88.55
748.00,88.47
747.00,88.34
746.00,88.21
745.00,88.11
744.00,88.04
743.00,87.99
742.00,87.94
741.00,87.87
740.00,87.81
739.00,87.80
738.00,87.81
737.00,87.80
736.00,87.72
735.00,87.56
734.00,87.35
733.00,87.14
732.00,86.94
731.00,86.78
730.00,86.66
729.00,86.54
728.00,86.41
727.00,86.27
726.00,86.10
725.00,85.92
724.00,85.73
723.00,85.54
722.00,85.37
721.00,85.21
720.00,85.03
719.00,84.83
718.00,84.60
717.00,84.38
716.00,84.20
715.00,84.06
714.00,83.94
713.00,83.78
712.00,83.59
711.00,83.42
710.00,83.28
709.00,83.13
708.00,82.96
707.00,82.82
706.00,82.75
705.00,82.74
704.00,82.73
703.00,82.69
702.00,82.61
701.00,82.53
700.00,82.48
699.00,82.46
698.00,82.45
697.00,82.42
696.00,82.35
695.00,82.28
694.00,82.27
693.00,82.30
692.00,82.34
691.00,82.35
690.00,82.31
689.00,82.22
688.00,82.11
687.00,82.04
686.00,82.01
685.00,81.97
684.00,81.87
683.00,81.70
682.00,81.49
681.00,81.26
680.00,81.01
679.00,80.77
678.00,80.52
677.00,80.25
676.00,79.93
675.00,79.57
674.00,79.19
673.00,78.80
672.00,78.44
671.00,78.14
670.00,77.88
669.00,77.61
668.00,77.28
667.00,76.98
666.00,76.76
665.00,76.60
664.00,76.48
663.00,76.43
662.00,76.44
661.00,76.47
660.00,76.50
659.00,76.57
658.00,76.70
657.00,76.86
656.00,77.02
655.00,77.17
654.00,77.29
653.00,77.36
652.00,77.43
651.00,77.54
650.00,77.69
649.00,77.81
648.00,77.87
647.00,77.87
646.00,77.83
645.00,77.76
644.00,77.67
643.00,77.57
642.00,77.50
641.00,77.44
640.00,77.39
639.00,77.32
638.00,77.19
637.00,76.99
636.00,76.78
635.00,76.68
634.00,76.71
633.00,76.73
632.00,76.65
631.00,76.46
630.00,76.21
629.00,76.00
628.00,75.89
627.00,75.92
626.00,75.97
625.00,75.84
624.00,75.46
623.00,74.96
622.00,74.51
621.00,74.15
620.00,73.84
619.00,73.59
618.00,73.44
617.00,73.31
616.00,73.13
615.00,72.90
614.00,72.69
613.00,72.53
612.00,72.45
611.00,72.54
610.00,72.78
609.00,73.05
608.00,73.24
607.00,73.37
606.00,73.44
605.00,73.40
604.00,73.22
603.00,73.01
602.00,72.91
601.00,72.95
600.00,73.00
599.00,72.94
598.00,72.78
597.00,72.59
596.00,72.48
595.00,72.44
594.00,72.37
593.00,72.18
592.00,71.87
591.00,71.57
590.00,71.38
589.00,71.32
588.00,71.41
587.00,71.67
586.00,72.02
585.00,72.33
584.00,72.57
583.00,72.69
582.00,72.61
581.00,72.26
580.00,71.81
579.00,71.50
578.00,71.33
577.00,71.07
576.00,70.74
575.00,70.69
574.00,71.04
573.00,71.49
572.00,71.74
571.00,71.71
570.00,71.41
569.00,70.79
568.00,69.90
567.00,69.12
566.00,68.79
565.00,68.92
564.00,69.25
563.00,69.49
562.00,69.50
561.00,69.29
560.00,68.98
559.00,68.66
558.00,68.28
557.00,67.84
556.00,67.50
555.00,67.46
554.00,67.67
553.00,67.87
552.00,68.01
551.00,68.21
550.00,68.45
