Created as New Dataset,34. Hoechst (Dark Red)
cm-1,%T
896.00,97.56
895.00,97.53
894.00,97.52
893.00,97.52
892.00,97.54
891.00,97.55
890.00,97.54
889.00,97.52
888.00,97.49
887.00,97.48
886.00,97.50
885.00,97.52
884.00,97.54
883.00,97.56
882.00,97.58
881.00,97.59
880.00,97.58
879.00,97.56
878.00,97.54
877.00,97.54
876.00,97.55
875.00,97.51
874.00,97.40
873.00,97.25
872.00,97.13
871.00,97.09
870.00,97.13
869.00,97.19
868.00,97.26
867.00,97.33
866.00,97.41
865.00,97.46
864.00,97.50
863.00,97.52
862.00,97.53
861.00,97.51
860.00,97.47
859.00,97.43
858.00,97.42
857.00,97.44
856.00,97.47
855.00,97.47
854.00,97.45
853.00,97.44
852.00,97.46
851.00,97.49
850.00,97.52
849.00,97.54
848.00,97.56
847.00,97.58
846.00,97.59
845.00,97.61
844.00,97.64
843.00,97.67
842.00,97.69
841.00,97.67
840.00,97.64
839.00,97.62
838.00,97.60
837.00,97.60
836.00,97.60
835.00,97.61
834.00,97.62
833.00,97.63
832.00,97.63
831.00,97.60
830.00,97.56
829.00,97.52
828.00,97.49
827.00,97.45
826.00,97.41
825.00,97.34
824.00,97.29
823.00,97.27
822.00,97.30
821.00,97.34
820.00,97.40
819.00,97.45
818.00,97.49
817.00,97.51
816.00,97.46
815.00,97.33
814.00,97.15
813.00,97.02
812.00,97.00
811.00,97.09
810.00,97.23
809.00,97.33
808.00,97.39
807.00,97.41
806.00,97.41
805.00,97.42
804.00,97.42
803.00,97.37
802.00,97.24
801.00,97.05
800.00,96.89
799.00,96.84
798.00,96.90
797.00,97.03
796.00,97.17
795.00,97.28
794.00,97.34
793.00,97.36
792.00,97.37
791.00,97.39
790.00,97.40
789.00,97.39
788.00,97.35
787.00,97.31
786.00,97.30
785.00,97.32
784.00,97.36
783.00,97.40
782.00,97.40
781.00,97.37
780.00,97.31
779.00,97.26
778.00,97.23
777.00,97.22
776.00,97.24
775.00,97.28
774.00,97.33
773.00,97.41
772.00,97.48
771.00,97.54
770.00,97.56
769.00,97.56
768.00,97.55
767.00,97.54
766.00,97.53
765.00,97.52
764.00,97.52
763.00,97.54
762.00,97.57
761.00,97.60
760.00,97.61
759.00,97.61
758.00,97.61
757.00,97.62
756.00,97.63
755.00,97.68
754.00,97.76
753.00,97.83
752.00,97.85
751.00,97.77
750.00,97.58
749.00,97.36
748.00,97.21
747.00,97.19
746.00,97.31
745.00,97.50
744.00,97.67
743.00,97.77
742.00,97.79
741.00,97.77
740.00,97.77
739.00,97.83
738.00,97.94
737.00,98.04
736.00,98.09
735.00,98.10
734.00,98.09
733.00,98.08
732.00,98.09
731.00,98.12
730.00,98.16
729.00,98.20
728.00,98.22
727.00,98.21
726.00,98.15
725.00,98.07
724.00,98.02
723.00,98.03
722.00,98.07
721.00,98.10
720.00,98.10
719.00,98.11
718.00,98.13
717.00,98.17
716.00,98.21
715.00,98.25
714.00,98.30
713.00,98.35
712.00,98.38
711.00,98.38
710.00,98.38
709.00,98.40
708.00,98.43
707.00,98.45
706.00,98.44
705.00,98.41
704.00,98.40
703.00,98.42
702.00,98.47
701.00,98.52
700.00,98.54
699.00,98.52
698.00,98.48
697.00,98.45
696.00,98.45
695.00,98.50
694.00,98.56
693.00,98.60
692.00,98.57
691.00,98.45
690.00,98.26
689.00,98.06
688.00,97.99
687.00,98.06
686.00,98.18
685.00,98.22
684.00,98.11
683.00,97.93
682.00,97.81
681.00,97.80
680.00,97.90
679.00,98.06
678.00,98.22
677.00,98.31
676.00,98.37
675.00,98.39
674.00,98.40
673.00,98.39
672.00,98.35
671.00,98.29
670.00,98.23
669.00,98.17
668.00,98.09
667.00,98.09
666.00,98.24
665.00,98.41
664.00,98.49
663.00,98.48
662.00,98.39
661.00,98.28
660.00,98.17
659.00,98.12
658.00,98.15
657.00,98.22
656.00,98.31
655.00,98.40
654.00,98.48
653.00,98.54
652.00,98.58
651.00,98.62
650.00,98.66
649.00,98.71
648.00,98.76
647.00,98.77
646.00,98.70
645.00,98.54
644.00,98.36
643.00,98.28
642.00,98.29
641.00,98.34
640.00,98.36
639.00,98.39
638.00,98.43
637.00,98.45
636.00,98.41
635.00,98.41
634.00,98.51
633.00,98.72
632.00,98.88
631.00,98.92
630.00,98.82
629.00,98.62
628.00,98.37
627.00,98.13
626.00,98.03
625.00,98.08
624.00,98.22
623.00,98.37
622.00,98.54
621.00,98.72
620.00,98.92
619.00,99.10
618.00,99.26
617.00,99.39
616.00,99.41
615.00,99.22
614.00,98.85
613.00,98.46
612.00,98.20
611.00,98.10
610.00,98.09
609.00,98.12
608.00,98.26
607.00,98.52
606.00,98.79
605.00,98.91
604.00,98.91
603.00,98.95
602.00,99.09
601.00,99.16
600.00,99.07
599.00,98.89
598.00,98.79
597.00,98.75
596.00,98.58
595.00,98.23
594.00,97.84
593.00,97.59
592.00,97.53
591.00,97.58
590.00,97.58
589.00,97.47
588.00,97.40
587.00,97.68
586.00,98.38
585.00,99.17
584.00,99.65
583.00,99.77
582.00,99.70
581.00,99.53
580.00,99.12
579.00,98.46
578.00,97.71
577.00,96.92
576.00,96.10
575.00,95.56
574.00,95.79
573.00,96.70
572.00,97.62
571.00,98.07
570.00,98.11
569.00,98.10
568.00,98.13
567.00,98.04
566.00,97.78
565.00,97.46
564.00,97.23
563.00,97.16
562.00,97.20
561.00,97.08
560.00,96.65
559.00,96.12
558.00,95.91
557.00,96.01
556.00,96.09
555.00,96.00
554.00,96.01
553.00,96.37
552.00,97.06
551.00,97.77
550.00,98.33
