Created as New Dataset,15.1 Red Wool sheep natural black roving
cm-1,%T
906.00,94.57
905.00,94.58
904.00,94.60
903.00,94.60
902.00,94.59
901.00,94.55
900.00,94.50
899.00,94.47
898.00,94.48
897.00,94.54
896.00,94.60
895.00,94.64
894.00,94.64
893.00,94.61
892.00,94.56
891.00,94.51
890.00,94.47
889.00,94.45
888.00,94.43
887.00,94.43
886.00,94.44
885.00,94.45
884.00,94.45
883.00,94.43
882.00,94.39
881.00,94.34
880.00,94.29
879.00,94.25
878.00,94.23
877.00,94.26
876.00,94.31
875.00,94.34
874.00,94.35
873.00,94.34
872.00,94.32
871.00,94.29
870.00,94.25
869.00,94.22
868.00,94.21
867.00,94.21
866.00,94.22
865.00,94.25
864.00,94.29
863.00,94.31
862.00,94.29
861.00,94.24
860.00,94.15
859.00,94.06
858.00,93.97
857.00,93.92
856.00,93.91
855.00,93.94
854.00,93.96
853.00,93.95
852.00,93.91
851.00,93.86
850.00,93.81
849.00,93.76
848.00,93.70
847.00,93.63
846.00,93.58
845.00,93.54
844.00,93.53
843.00,93.52
842.00,93.52
841.00,93.50
840.00,93.47
839.00,93.43
838.00,93.38
837.00,93.32
836.00,93.27
835.00,93.23
834.00,93.21
833.00,93.19
832.00,93.16
831.00,93.13
830.00,93.10
829.00,93.09
828.00,93.08
827.00,93.05
826.00,93.01
825.00,92.98
824.00,92.98
823.00,93.01
822.00,93.02
821.00,93.01
820.00,92.99
819.00,92.98
818.00,92.97
817.00,92.93
816.00,92.85
815.00,92.77
814.00,92.71
813.00,92.68
812.00,92.68
811.00,92.70
810.00,92.71
809.00,92.70
808.00,92.65
807.00,92.59
806.00,92.52
805.00,92.44
804.00,92.35
803.00,92.26
802.00,92.19
801.00,92.16
800.00,92.17
799.00,92.21
798.00,92.24
797.00,92.22
796.00,92.15
795.00,92.06
794.00,91.98
793.00,91.91
792.00,91.87
791.00,91.83
790.00,91.81
789.00,91.80
788.00,91.79
787.00,91.77
786.00,91.75
785.00,91.71
784.00,91.66
783.00,91.63
782.00,91.61
781.00,91.61
780.00,91.61
779.00,91.59
778.00,91.55
777.00,91.47
776.00,91.37
775.00,91.29
774.00,91.25
773.00,91.24
772.00,91.22
771.00,91.19
770.00,91.15
769.00,91.11
768.00,91.06
767.00,91.01
766.00,90.96
765.00,90.88
764.00,90.80
763.00,90.71
762.00,90.64
761.00,90.60
760.00,90.59
759.00,90.60
758.00,90.60
757.00,90.58
756.00,90.53
755.00,90.47
754.00,90.41
753.00,90.33
752.00,90.23
751.00,90.15
750.00,90.09
749.00,90.08
748.00,90.09
747.00,90.12
746.00,90.13
745.00,90.12
744.00,90.10
743.00,90.06
742.00,90.03
741.00,90.00
740.00,89.95
739.00,89.90
738.00,89.83
737.00,89.74
736.00,89.65
735.00,89.58
734.00,89.57
733.00,89.58
732.00,89.57
731.00,89.54
730.00,89.49
729.00,89.45
728.00,89.41
727.00,89.38
726.00,89.38
725.00,89.39
724.00,89.38
723.00,89.32
722.00,89.22
721.00,89.11
720.00,89.00
719.00,88.89
718.00,88.81
717.00,88.77
716.00,88.77
715.00,88.79
714.00,88.79
713.00,88.75
712.00,88.67
711.00,88.57
710.00,88.46
709.00,88.35
708.00,88.26
707.00,88.19
706.00,88.15
705.00,88.10
704.00,88.05
703.00,88.00
702.00,87.96
701.00,87.92
700.00,87.85
699.00,87.76
698.00,87.65
697.00,87.57
696.00,87.52
695.00,87.50
694.00,87.50
693.00,87.50
692.00,87.49
691.00,87.47
690.00,87.43
689.00,87.38
688.00,87.33
687.00,87.28
686.00,87.25
685.00,87.23
684.00,87.21
683.00,87.19
682.00,87.12
681.00,87.00
680.00,86.84
679.00,86.73
678.00,86.70
677.00,86.70
676.00,86.67
675.00,86.60
674.00,86.56
673.00,86.58
672.00,86.64
671.00,86.63
670.00,86.51
669.00,86.25
668.00,86.02
667.00,85.98
666.00,86.10
665.00,86.20
664.00,86.26
663.00,86.28
662.00,86.27
661.00,86.22
660.00,86.12
659.00,86.01
658.00,85.91
657.00,85.81
656.00,85.75
655.00,85.73
654.00,85.75
653.00,85.78
652.00,85.79
651.00,85.78
650.00,85.75
649.00,85.68
648.00,85.60
647.00,85.56
646.00,85.57
645.00,85.56
644.00,85.50
643.00,85.42
642.00,85.39
641.00,85.39
640.00,85.37
639.00,85.30
638.00,85.24
637.00,85.22
636.00,85.20
635.00,85.15
634.00,85.05
633.00,84.91
632.00,84.76
631.00,84.67
630.00,84.70
629.00,84.83
628.00,84.95
627.00,84.99
626.00,84.92
625.00,84.79
624.00,84.68
623.00,84.64
622.00,84.69
621.00,84.75
620.00,84.77
619.00,84.80
618.00,84.85
617.00,84.90
616.00,84.85
615.00,84.66
614.00,84.31
613.00,83.89
612.00,83.56
611.00,83.48
610.00,83.67
609.00,84.02
608.00,84.44
607.00,84.85
606.00,85.11
605.00,85.11
604.00,84.95
603.00,84.88
602.00,85.00
601.00,85.07
600.00,84.85
599.00,84.41
598.00,84.07
597.00,83.99
596.00,84.03
595.00,84.01
594.00,83.90
593.00,83.80
592.00,83.73
591.00,83.59
590.00,83.30
589.00,82.97
588.00,82.91
587.00,83.37
586.00,84.22
585.00,85.01
584.00,85.32
583.00,85.08
582.00,84.56
581.00,84.09
580.00,83.87
579.00,83.92
578.00,84.15
577.00,84.37
576.00,84.40
575.00,84.15
574.00,83.69
573.00,83.18
572.00,82.89
571.00,83.01
570.00,83.36
569.00,83.63
568.00,83.76
567.00,83.97
566.00,84.26
565.00,84.25
564.00,83.66
563.00,82.68
562.00,81.77
561.00,81.16
560.00,80.90
559.00,81.07
558.00,81.71
557.00,82.68
556.00,83.78
555.00,84.79
554.00,85.44
553.00,85.49
552.00,84.90
551.00,83.79
550.00,82.47
