Created as New Dataset,14.2 Red Wool Targhee sheep
cm-1,%T
893.00,84.41
892.00,84.35
891.00,84.26
890.00,84.15
889.00,84.07
888.00,84.01
887.00,83.97
886.00,83.93
885.00,83.85
884.00,83.75
883.00,83.63
882.00,83.54
881.00,83.46
880.00,83.40
879.00,83.33
878.00,83.27
877.00,83.21
876.00,83.18
875.00,83.17
874.00,83.18
873.00,83.17
872.00,83.14
871.00,83.12
870.00,83.12
869.00,83.15
868.00,83.18
867.00,83.19
866.00,83.18
865.00,83.17
864.00,83.14
863.00,83.10
862.00,83.05
861.00,83.00
860.00,82.96
859.00,82.93
858.00,82.90
857.00,82.84
856.00,82.75
855.00,82.63
854.00,82.52
853.00,82.41
852.00,82.30
851.00,82.19
850.00,82.09
849.00,82.00
848.00,81.92
847.00,81.83
846.00,81.73
845.00,81.63
844.00,81.51
843.00,81.39
842.00,81.28
841.00,81.16
840.00,81.02
839.00,80.89
838.00,80.75
837.00,80.63
836.00,80.52
835.00,80.41
834.00,80.32
833.00,80.22
832.00,80.11
831.00,80.01
830.00,79.91
829.00,79.82
828.00,79.71
827.00,79.59
826.00,79.49
825.00,79.40
824.00,79.33
823.00,79.27
822.00,79.22
821.00,79.15
820.00,79.05
819.00,78.93
818.00,78.79
817.00,78.68
816.00,78.58
815.00,78.50
814.00,78.44
813.00,78.36
812.00,78.25
811.00,78.10
810.00,77.92
809.00,77.76
808.00,77.61
807.00,77.49
806.00,77.37
805.00,77.21
804.00,77.01
803.00,76.80
802.00,76.61
801.00,76.46
800.00,76.35
799.00,76.25
798.00,76.13
797.00,75.98
796.00,75.82
795.00,75.65
794.00,75.49
793.00,75.31
792.00,75.15
791.00,74.99
790.00,74.86
789.00,74.73
788.00,74.62
787.00,74.53
786.00,74.45
785.00,74.37
784.00,74.27
783.00,74.20
782.00,74.15
781.00,74.10
780.00,74.03
779.00,73.92
778.00,73.81
777.00,73.68
776.00,73.57
775.00,73.46
774.00,73.36
773.00,73.25
772.00,73.13
771.00,73.02
770.00,72.94
769.00,72.86
768.00,72.78
767.00,72.70
766.00,72.60
765.00,72.48
764.00,72.34
763.00,72.21
762.00,72.08
761.00,71.95
760.00,71.80
759.00,71.67
758.00,71.54
757.00,71.41
756.00,71.28
755.00,71.18
754.00,71.10
753.00,71.00
752.00,70.88
751.00,70.76
750.00,70.63
749.00,70.49
748.00,70.32
747.00,70.17
746.00,70.04
745.00,69.91
744.00,69.77
743.00,69.66
742.00,69.58
741.00,69.50
740.00,69.41
739.00,69.31
738.00,69.24
737.00,69.17
736.00,69.05
735.00,68.90
734.00,68.74
733.00,68.58
732.00,68.39
731.00,68.16
730.00,67.93
729.00,67.71
728.00,67.51
727.00,67.32
726.00,67.11
725.00,66.84
724.00,66.53
723.00,66.22
722.00,65.93
721.00,65.67
720.00,65.49
719.00,65.42
718.00,65.48
717.00,65.58
716.00,65.66
715.00,65.69
714.00,65.69
713.00,65.64
712.00,65.56
711.00,65.44
710.00,65.31
709.00,65.17
708.00,65.00
707.00,64.84
706.00,64.70
705.00,64.56
704.00,64.38
703.00,64.20
702.00,64.04
701.00,63.89
700.00,63.76
699.00,63.64
698.00,63.55
697.00,63.46
696.00,63.35
695.00,63.22
694.00,63.12
693.00,63.03
692.00,62.95
691.00,62.88
690.00,62.82
689.00,62.76
688.00,62.70
687.00,62.65
686.00,62.58
685.00,62.46
684.00,62.28
683.00,62.12
682.00,62.03
681.00,61.99
680.00,61.94
679.00,61.84
678.00,61.71
677.00,61.55
676.00,61.39
675.00,61.23
674.00,61.07
673.00,60.91
672.00,60.76
671.00,60.67
670.00,60.65
669.00,60.57
668.00,60.29
667.00,59.97
666.00,59.81
665.00,59.74
664.00,59.63
663.00,59.47
662.00,59.33
661.00,59.19
660.00,59.04
659.00,58.91
658.00,58.85
657.00,58.83
656.00,58.79
655.00,58.70
654.00,58.59
653.00,58.44
652.00,58.32
651.00,58.26
650.00,58.28
649.00,58.24
648.00,58.09
647.00,57.88
646.00,57.70
645.00,57.60
644.00,57.52
643.00,57.44
642.00,57.36
641.00,57.25
640.00,57.15
639.00,57.11
638.00,57.11
637.00,57.06
636.00,56.95
635.00,56.84
634.00,56.76
633.00,56.65
632.00,56.51
631.00,56.42
630.00,56.42
629.00,56.38
628.00,56.21
627.00,55.95
626.00,55.72
625.00,55.52
624.00,55.35
623.00,55.28
622.00,55.35
621.00,55.45
620.00,55.46
619.00,55.41
618.00,55.31
617.00,55.13
616.00,54.93
615.00,54.86
614.00,54.85
613.00,54.70
612.00,54.44
611.00,54.32
610.00,54.44
609.00,54.58
608.00,54.50
607.00,54.24
606.00,53.93
605.00,53.61
604.00,53.24
603.00,52.83
602.00,52.41
601.00,52.03
600.00,51.92
599.00,52.26
598.00,52.84
597.00,53.19
596.00,53.13
595.00,52.98
594.00,53.04
593.00,53.22
592.00,53.29
591.00,53.24
590.00,53.10
589.00,52.85
588.00,52.60
587.00,52.59
586.00,52.76
585.00,52.70
584.00,52.27
583.00,51.86
582.00,51.82
581.00,51.99
580.00,52.23
579.00,52.69
578.00,53.22
577.00,53.18
576.00,52.29
575.00,51.28
574.00,50.93
573.00,51.11
572.00,51.29
571.00,51.39
570.00,51.44
569.00,51.25
568.00,50.70
567.00,50.18
566.00,50.04
565.00,50.13
564.00,50.26
563.00,50.51
562.00,50.77
561.00,50.63
560.00,50.08
559.00,49.68
558.00,49.77
557.00,50.00
556.00,50.00
555.00,49.94
554.00,49.98
553.00,49.93
552.00,49.66
551.00,49.34
550.00,49.02
