Created as New Dataset,124 Philips (Green)
cm-1,%T
900.00,94.92
899.00,94.87
898.00,94.98
897.00,95.22
896.00,95.51
895.00,95.79
894.00,96.02
893.00,96.20
892.00,96.32
891.00,96.41
890.00,96.49
889.00,96.55
888.00,96.60
887.00,96.64
886.00,96.64
885.00,96.62
884.00,96.60
883.00,96.60
882.00,96.62
881.00,96.62
880.00,96.62
879.00,96.59
878.00,96.57
877.00,96.55
876.00,96.53
875.00,96.49
874.00,96.43
873.00,96.38
872.00,96.38
871.00,96.45
870.00,96.55
869.00,96.64
868.00,96.69
867.00,96.71
866.00,96.71
865.00,96.71
864.00,96.69
863.00,96.67
862.00,96.65
861.00,96.63
860.00,96.61
859.00,96.59
858.00,96.57
857.00,96.55
856.00,96.52
855.00,96.49
854.00,96.45
853.00,96.39
852.00,96.31
851.00,96.22
850.00,96.13
849.00,96.02
848.00,95.85
847.00,95.59
846.00,95.19
845.00,94.64
844.00,93.93
843.00,93.17
842.00,92.61
841.00,92.45
840.00,92.76
839.00,93.40
838.00,94.14
837.00,94.78
836.00,95.25
835.00,95.55
834.00,95.73
833.00,95.84
832.00,95.92
831.00,95.98
830.00,96.05
829.00,96.12
828.00,96.19
827.00,96.24
826.00,96.28
825.00,96.31
824.00,96.34
823.00,96.37
822.00,96.38
821.00,96.37
820.00,96.32
819.00,96.25
818.00,96.18
817.00,96.11
816.00,96.02
815.00,95.86
814.00,95.62
813.00,95.31
812.00,94.97
811.00,94.67
810.00,94.50
809.00,94.46
808.00,94.54
807.00,94.70
806.00,94.91
805.00,95.15
804.00,95.40
803.00,95.62
802.00,95.81
801.00,95.95
800.00,96.06
799.00,96.15
798.00,96.23
797.00,96.31
796.00,96.39
795.00,96.46
794.00,96.52
793.00,96.59
792.00,96.64
791.00,96.70
790.00,96.74
789.00,96.78
788.00,96.81
787.00,96.82
786.00,96.84
785.00,96.86
784.00,96.88
783.00,96.92
782.00,96.94
781.00,96.96
780.00,96.96
779.00,96.95
778.00,96.95
777.00,96.97
776.00,97.00
775.00,97.04
774.00,97.08
773.00,97.11
772.00,97.14
771.00,97.18
770.00,97.21
769.00,97.21
768.00,97.17
767.00,97.14
766.00,97.15
765.00,97.20
764.00,97.24
763.00,97.26
762.00,97.25
761.00,97.26
760.00,97.29
759.00,97.33
758.00,97.35
757.00,97.36
756.00,97.35
755.00,97.35
754.00,97.36
753.00,97.37
752.00,97.34
751.00,97.30
750.00,97.27
749.00,97.27
748.00,97.28
747.00,97.27
746.00,97.25
745.00,97.26
744.00,97.28
743.00,97.30
742.00,97.32
741.00,97.33
740.00,97.34
739.00,97.34
738.00,97.31
737.00,97.29
736.00,97.29
735.00,97.31
734.00,97.31
733.00,97.31
732.00,97.28
731.00,97.26
730.00,97.23
729.00,97.21
728.00,97.18
727.00,97.14
726.00,97.10
725.00,97.08
724.00,97.08
723.00,97.10
722.00,97.14
721.00,97.18
720.00,97.18
719.00,97.17
718.00,97.16
717.00,97.19
716.00,97.23
715.00,97.24
714.00,97.23
713.00,97.21
712.00,97.22
711.00,97.22
710.00,97.20
709.00,97.18
708.00,97.17
707.00,97.20
706.00,97.26
705.00,97.32
704.00,97.36
703.00,97.36
702.00,97.35
701.00,97.33
700.00,97.33
699.00,97.33
698.00,97.33
697.00,97.30
696.00,97.25
695.00,97.21
694.00,97.21
693.00,97.24
692.00,97.29
691.00,97.35
690.00,97.40
689.00,97.40
688.00,97.38
687.00,97.34
686.00,97.31
685.00,97.30
684.00,97.30
683.00,97.33
682.00,97.38
681.00,97.44
680.00,97.48
679.00,97.47
678.00,97.44
677.00,97.41
676.00,97.41
675.00,97.42
674.00,97.43
673.00,97.40
672.00,97.34
671.00,97.28
670.00,97.25
669.00,97.29
668.00,97.31
667.00,97.17
666.00,97.03
665.00,97.08
664.00,97.21
663.00,97.30
662.00,97.34
661.00,97.37
660.00,97.40
659.00,97.41
658.00,97.38
657.00,97.33
656.00,97.28
655.00,97.25
654.00,97.26
653.00,97.32
652.00,97.41
651.00,97.46
650.00,97.43
649.00,97.38
648.00,97.38
647.00,97.47
646.00,97.54
645.00,97.52
644.00,97.36
643.00,97.11
642.00,96.87
641.00,96.75
640.00,96.73
639.00,96.74
638.00,96.74
637.00,96.74
636.00,96.78
635.00,96.88
634.00,96.97
633.00,97.01
632.00,96.99
631.00,96.98
630.00,97.05
629.00,97.23
628.00,97.46
627.00,97.64
626.00,97.71
625.00,97.65
624.00,97.48
623.00,97.25
622.00,97.05
621.00,96.96
620.00,96.99
619.00,97.10
618.00,97.31
617.00,97.64
616.00,97.98
615.00,98.16
614.00,98.14
613.00,98.02
612.00,97.81
611.00,97.49
610.00,97.10
609.00,96.82
608.00,96.77
607.00,96.87
606.00,96.93
605.00,96.83
604.00,96.56
603.00,96.15
602.00,95.69
601.00,95.36
600.00,95.39
599.00,95.82
598.00,96.45
597.00,96.90
596.00,96.99
595.00,96.80
594.00,96.62
593.00,96.61
592.00,96.74
591.00,96.84
590.00,96.88
589.00,96.94
588.00,97.08
587.00,97.25
586.00,97.32
585.00,97.23
584.00,97.06
583.00,96.91
582.00,96.84
581.00,96.79
580.00,96.64
579.00,96.45
578.00,96.37
577.00,96.46
576.00,96.52
575.00,96.44
574.00,96.43
573.00,96.70
572.00,97.13
571.00,97.35
570.00,97.25
569.00,97.16
568.00,97.34
567.00,97.66
566.00,97.87
565.00,97.93
564.00,97.94
563.00,97.90
562.00,97.72
561.00,97.30
560.00,96.69
559.00,96.16
558.00,96.14
557.00,96.71
556.00,97.30
555.00,97.16
554.00,96.26
553.00,95.37
552.00,95.27
551.00,95.83
550.00,96.37
