Created as New Dataset,13.2 Red Wool Polwarth sheep
cm-1,%T
902.00,80.32
901.00,80.51
900.00,80.67
899.00,80.83
898.00,80.97
897.00,81.10
896.00,81.21
895.00,81.32
894.00,81.43
893.00,81.53
892.00,81.63
891.00,81.72
890.00,81.81
889.00,81.90
888.00,82.02
887.00,82.14
886.00,82.25
885.00,82.33
884.00,82.40
883.00,82.48
882.00,82.56
881.00,82.64
880.00,82.73
879.00,82.82
878.00,82.90
877.00,82.95
876.00,82.99
875.00,83.03
874.00,83.11
873.00,83.21
872.00,83.32
871.00,83.46
870.00,83.59
869.00,83.71
868.00,83.80
867.00,83.88
866.00,83.99
865.00,84.13
864.00,84.31
863.00,84.48
862.00,84.64
861.00,84.75
860.00,84.83
859.00,84.91
858.00,85.01
857.00,85.11
856.00,85.22
855.00,85.32
854.00,85.43
853.00,85.51
852.00,85.57
851.00,85.61
850.00,85.65
849.00,85.70
848.00,85.75
847.00,85.79
846.00,85.82
845.00,85.84
844.00,85.83
843.00,85.80
842.00,85.76
841.00,85.69
840.00,85.62
839.00,85.54
838.00,85.46
837.00,85.38
836.00,85.32
835.00,85.30
834.00,85.32
833.00,85.35
832.00,85.35
831.00,85.33
830.00,85.30
829.00,85.28
828.00,85.27
827.00,85.25
826.00,85.22
825.00,85.19
824.00,85.18
823.00,85.21
822.00,85.25
821.00,85.27
820.00,85.29
819.00,85.29
818.00,85.28
817.00,85.22
816.00,85.12
815.00,84.96
814.00,84.79
813.00,84.60
812.00,84.41
811.00,84.18
810.00,83.90
809.00,83.52
808.00,83.08
807.00,82.59
806.00,82.10
805.00,81.58
804.00,81.02
803.00,80.42
802.00,79.82
801.00,79.24
800.00,78.73
799.00,78.33
798.00,78.05
797.00,77.92
796.00,77.89
795.00,77.94
794.00,78.00
793.00,78.05
792.00,78.10
791.00,78.15
790.00,78.20
789.00,78.22
788.00,78.20
787.00,78.15
786.00,78.07
785.00,77.94
784.00,77.74
783.00,77.49
782.00,77.23
781.00,76.96
780.00,76.69
779.00,76.46
778.00,76.29
777.00,76.18
776.00,76.13
775.00,76.15
774.00,76.26
773.00,76.40
772.00,76.52
771.00,76.62
770.00,76.70
769.00,76.79
768.00,76.88
767.00,76.98
766.00,77.05
765.00,77.10
764.00,77.12
763.00,77.13
762.00,77.13
761.00,77.11
760.00,77.08
759.00,77.06
758.00,77.08
757.00,77.10
756.00,77.10
755.00,77.08
754.00,77.07
753.00,77.06
752.00,77.06
751.00,77.07
750.00,77.06
749.00,77.05
748.00,77.03
747.00,77.04
746.00,77.06
745.00,77.07
744.00,77.06
743.00,77.06
742.00,77.09
741.00,77.12
740.00,77.13
739.00,77.13
738.00,77.10
737.00,77.04
736.00,76.93
735.00,76.80
734.00,76.64
733.00,76.38
732.00,75.99
731.00,75.57
730.00,75.24
729.00,75.04
728.00,74.94
727.00,74.85
726.00,74.70
725.00,74.46
724.00,74.11
723.00,73.69
722.00,73.23
721.00,72.81
720.00,72.55
719.00,72.58
718.00,72.93
717.00,73.49
716.00,74.10
715.00,74.64
714.00,75.07
713.00,75.37
712.00,75.56
711.00,75.67
710.00,75.70
709.00,75.68
708.00,75.61
707.00,75.52
706.00,75.43
705.00,75.31
704.00,75.15
703.00,74.96
702.00,74.76
701.00,74.56
700.00,74.33
699.00,74.06
698.00,73.75
697.00,73.39
696.00,73.03
695.00,72.75
694.00,72.61
693.00,72.60
692.00,72.65
691.00,72.73
690.00,72.85
689.00,72.98
688.00,73.11
687.00,73.22
686.00,73.30
685.00,73.37
684.00,73.42
683.00,73.48
682.00,73.58
681.00,73.69
680.00,73.78
679.00,73.79
678.00,73.77
677.00,73.74
676.00,73.71
675.00,73.68
674.00,73.64
673.00,73.60
672.00,73.56
671.00,73.51
670.00,73.46
669.00,73.43
668.00,73.49
667.00,73.56
666.00,73.55
665.00,73.47
664.00,73.39
663.00,73.38
662.00,73.43
661.00,73.46
660.00,73.39
659.00,73.29
658.00,73.25
657.00,73.28
656.00,73.30
655.00,73.24
654.00,73.10
653.00,72.92
652.00,72.75
651.00,72.59
650.00,72.47
649.00,72.36
648.00,72.29
647.00,72.26
646.00,72.29
645.00,72.35
644.00,72.40
643.00,72.45
642.00,72.48
641.00,72.43
640.00,72.25
639.00,72.02
638.00,71.87
637.00,71.86
636.00,71.96
635.00,72.09
634.00,72.16
633.00,72.09
632.00,71.93
631.00,71.79
630.00,71.73
629.00,71.70
628.00,71.58
627.00,71.37
626.00,71.19
625.00,71.16
624.00,71.27
623.00,71.47
622.00,71.63
621.00,71.59
620.00,71.30
619.00,70.90
618.00,70.64
617.00,70.66
616.00,70.82
615.00,70.86
614.00,70.62
613.00,70.25
612.00,70.02
611.00,70.10
610.00,70.37
609.00,70.64
608.00,70.83
607.00,71.00
606.00,71.11
605.00,71.02
604.00,70.48
603.00,69.36
602.00,67.86
601.00,66.64
600.00,66.42
599.00,67.34
598.00,68.68
597.00,69.57
596.00,69.84
595.00,69.98
594.00,70.30
593.00,70.59
592.00,70.56
591.00,70.21
590.00,69.74
589.00,69.30
588.00,69.00
587.00,68.93
586.00,68.94
585.00,68.74
584.00,68.35
583.00,68.08
582.00,68.10
581.00,68.18
580.00,68.14
579.00,68.15
578.00,68.25
577.00,68.18
576.00,67.75
575.00,67.17
574.00,66.62
573.00,66.09
572.00,65.73
571.00,65.85
570.00,66.24
569.00,66.30
568.00,65.88
567.00,65.40
566.00,65.14
565.00,64.91
564.00,64.64
563.00,64.56
562.00,64.60
561.00,64.37
560.00,63.81
559.00,63.31
558.00,62.89
557.00,62.07
556.00,60.85
555.00,60.02
554.00,60.16
553.00,60.86
552.00,61.59
551.00,62.28
550.00,62.82
