Created as New Dataset,144 Enka
cm-1,%T
896.00,88.78
895.00,88.86
894.00,88.95
893.00,88.99
892.00,89.01
891.00,89.00
890.00,88.98
889.00,88.92
888.00,88.78
887.00,88.58
886.00,88.30
885.00,87.93
884.00,87.45
883.00,86.84
882.00,86.10
881.00,85.26
880.00,84.32
879.00,83.32
878.00,82.23
877.00,80.97
876.00,79.47
875.00,77.75
874.00,76.02
873.00,74.73
872.00,74.31
871.00,74.93
870.00,76.37
869.00,78.19
868.00,79.95
867.00,81.41
866.00,82.51
865.00,83.28
864.00,83.79
863.00,84.12
862.00,84.34
861.00,84.47
860.00,84.54
859.00,84.55
858.00,84.49
857.00,84.38
856.00,84.23
855.00,84.05
854.00,83.85
853.00,83.59
852.00,83.31
851.00,83.00
850.00,82.70
849.00,82.42
848.00,82.19
847.00,82.09
846.00,82.16
845.00,82.39
844.00,82.73
843.00,83.13
842.00,83.55
841.00,83.94
840.00,84.31
839.00,84.67
838.00,85.03
837.00,85.37
836.00,85.70
835.00,86.02
834.00,86.34
833.00,86.65
832.00,86.93
831.00,87.20
830.00,87.45
829.00,87.69
828.00,87.91
827.00,88.11
826.00,88.29
825.00,88.43
824.00,88.54
823.00,88.62
822.00,88.71
821.00,88.81
820.00,88.90
819.00,88.96
818.00,88.99
817.00,89.03
816.00,89.07
815.00,89.10
814.00,89.10
813.00,89.08
812.00,89.07
811.00,89.10
810.00,89.16
809.00,89.21
808.00,89.23
807.00,89.23
806.00,89.24
805.00,89.28
804.00,89.33
803.00,89.39
802.00,89.43
801.00,89.44
800.00,89.40
799.00,89.30
798.00,89.05
797.00,88.62
796.00,88.06
795.00,87.49
794.00,87.03
793.00,86.78
792.00,86.76
791.00,86.93
790.00,87.23
789.00,87.58
788.00,87.94
787.00,88.31
786.00,88.69
785.00,89.06
784.00,89.38
783.00,89.64
782.00,89.85
781.00,90.03
780.00,90.20
779.00,90.38
778.00,90.54
777.00,90.69
776.00,90.81
775.00,90.95
774.00,91.09
773.00,91.25
772.00,91.41
771.00,91.55
770.00,91.69
769.00,91.80
768.00,91.93
767.00,92.09
766.00,92.29
765.00,92.48
764.00,92.64
763.00,92.75
762.00,92.85
761.00,92.94
760.00,93.05
759.00,93.17
758.00,93.29
757.00,93.41
756.00,93.51
755.00,93.60
754.00,93.67
753.00,93.71
752.00,93.72
751.00,93.73
750.00,93.74
749.00,93.75
748.00,93.74
747.00,93.69
746.00,93.55
745.00,93.28
744.00,92.86
743.00,92.25
742.00,91.39
741.00,90.19
740.00,88.62
739.00,86.69
738.00,84.46
737.00,82.02
736.00,79.45
735.00,76.80
734.00,74.11
733.00,71.42
732.00,68.75
731.00,66.15
730.00,63.58
729.00,61.04
728.00,58.54
727.00,56.15
726.00,53.99
725.00,52.24
724.00,51.06
723.00,50.56
722.00,50.72
721.00,51.45
720.00,52.62
719.00,54.04
718.00,55.59
717.00,57.18
716.00,58.78
715.00,60.33
714.00,61.78
713.00,63.11
712.00,64.31
711.00,65.38
710.00,66.34
709.00,67.24
708.00,68.12
707.00,68.96
706.00,69.73
705.00,70.46
704.00,71.20
703.00,71.97
702.00,72.78
701.00,73.63
700.00,74.52
699.00,75.41
698.00,76.25
697.00,77.01
696.00,77.70
695.00,78.31
694.00,78.86
693.00,79.33
692.00,79.75
691.00,80.12
690.00,80.42
689.00,80.66
688.00,80.85
687.00,81.02
686.00,81.16
685.00,81.29
684.00,81.39
683.00,81.47
682.00,81.53
681.00,81.57
680.00,81.65
679.00,81.81
678.00,82.08
677.00,82.42
676.00,82.78
675.00,83.09
674.00,83.35
673.00,83.55
672.00,83.70
671.00,83.81
670.00,83.93
669.00,84.16
668.00,84.51
667.00,84.80
666.00,84.95
665.00,85.02
664.00,85.03
663.00,85.05
662.00,85.14
661.00,85.32
660.00,85.54
659.00,85.73
658.00,85.83
657.00,85.85
656.00,85.85
655.00,85.90
654.00,86.06
653.00,86.27
652.00,86.44
651.00,86.51
650.00,86.50
649.00,86.48
648.00,86.50
647.00,86.55
646.00,86.63
645.00,86.74
644.00,86.91
643.00,87.10
642.00,87.26
641.00,87.37
640.00,87.40
639.00,87.36
638.00,87.31
637.00,87.26
636.00,87.16
635.00,86.90
634.00,86.46
633.00,86.03
632.00,85.84
631.00,85.97
630.00,86.28
629.00,86.62
628.00,86.95
627.00,87.27
626.00,87.52
625.00,87.66
624.00,87.77
623.00,87.88
622.00,87.93
621.00,87.88
620.00,87.85
619.00,88.02
618.00,88.33
617.00,88.56
616.00,88.57
615.00,88.44
614.00,88.27
613.00,88.14
612.00,88.10
611.00,88.22
610.00,88.39
609.00,88.44
608.00,88.35
607.00,88.27
606.00,88.28
605.00,88.34
604.00,88.47
603.00,88.92
602.00,89.76
601.00,90.63
600.00,90.87
599.00,90.30
598.00,89.43
597.00,88.85
596.00,88.69
595.00,88.76
594.00,88.88
593.00,89.02
592.00,89.08
591.00,88.91
590.00,88.51
589.00,88.18
588.00,88.17
587.00,88.49
586.00,88.92
585.00,89.33
584.00,89.64
583.00,89.76
582.00,89.56
581.00,89.15
580.00,88.80
579.00,88.79
578.00,89.09
577.00,89.45
576.00,89.60
575.00,89.55
574.00,89.49
573.00,89.56
572.00,89.66
571.00,89.58
570.00,89.28
569.00,88.98
568.00,88.84
567.00,88.75
566.00,88.53
565.00,88.22
564.00,88.04
563.00,88.13
562.00,88.29
561.00,88.19
560.00,87.76
559.00,87.25
558.00,87.01
557.00,87.19
556.00,87.67
555.00,88.11
554.00,88.20
553.00,87.96
552.00,87.69
551.00,87.67
550.00,87.77
