Created as New Dataset,66 Union Carbide Chemicals
cm-1,%T
899.00,94.20
898.00,94.20
897.00,94.22
896.00,94.26
895.00,94.28
894.00,94.28
893.00,94.24
892.00,94.19
891.00,94.15
890.00,94.15
889.00,94.18
888.00,94.22
887.00,94.26
886.00,94.28
885.00,94.29
884.00,94.28
883.00,94.28
882.00,94.27
881.00,94.27
880.00,94.26
879.00,94.25
878.00,94.25
877.00,94.27
876.00,94.32
875.00,94.37
874.00,94.41
873.00,94.43
872.00,94.43
871.00,94.42
870.00,94.40
869.00,94.37
868.00,94.37
867.00,94.40
866.00,94.43
865.00,94.47
864.00,94.50
863.00,94.52
862.00,94.53
861.00,94.52
860.00,94.50
859.00,94.48
858.00,94.47
857.00,94.48
856.00,94.49
855.00,94.51
854.00,94.54
853.00,94.59
852.00,94.64
851.00,94.68
850.00,94.70
849.00,94.69
848.00,94.68
847.00,94.69
846.00,94.72
845.00,94.77
844.00,94.82
843.00,94.86
842.00,94.89
841.00,94.91
840.00,94.94
839.00,94.96
838.00,94.98
837.00,95.00
836.00,95.02
835.00,95.04
834.00,95.07
833.00,95.10
832.00,95.12
831.00,95.14
830.00,95.18
829.00,95.21
828.00,95.24
827.00,95.25
826.00,95.24
825.00,95.23
824.00,95.22
823.00,95.20
822.00,95.18
821.00,95.17
820.00,95.18
819.00,95.19
818.00,95.20
817.00,95.19
816.00,95.20
815.00,95.23
814.00,95.25
813.00,95.24
812.00,95.19
811.00,95.14
810.00,95.11
809.00,95.09
808.00,95.08
807.00,95.09
806.00,95.08
805.00,95.07
804.00,95.06
803.00,95.08
802.00,95.10
801.00,95.12
800.00,95.11
799.00,95.08
798.00,95.07
797.00,95.06
796.00,95.04
795.00,95.01
794.00,94.99
793.00,94.98
792.00,94.99
791.00,95.00
790.00,94.98
789.00,94.93
788.00,94.89
787.00,94.87
786.00,94.88
785.00,94.90
784.00,94.89
783.00,94.86
782.00,94.82
781.00,94.79
780.00,94.76
779.00,94.72
778.00,94.67
777.00,94.64
776.00,94.63
775.00,94.65
774.00,94.66
773.00,94.67
772.00,94.68
771.00,94.71
770.00,94.75
769.00,94.79
768.00,94.81
767.00,94.82
766.00,94.81
765.00,94.79
764.00,94.79
763.00,94.82
762.00,94.87
761.00,94.94
760.00,95.00
759.00,95.04
758.00,95.05
757.00,95.02
756.00,95.00
755.00,94.99
754.00,94.99
753.00,94.97
752.00,94.95
751.00,94.93
750.00,94.94
749.00,94.96
748.00,94.98
747.00,95.00
746.00,95.01
745.00,95.03
744.00,95.05
743.00,95.07
742.00,95.08
741.00,95.09
740.00,95.07
739.00,95.05
738.00,95.02
737.00,95.01
736.00,95.00
735.00,94.99
734.00,94.97
733.00,94.95
732.00,94.91
731.00,94.87
730.00,94.83
729.00,94.80
728.00,94.78
727.00,94.79
726.00,94.80
725.00,94.80
724.00,94.79
723.00,94.77
722.00,94.76
721.00,94.74
720.00,94.69
719.00,94.60
718.00,94.49
717.00,94.37
716.00,94.27
715.00,94.19
714.00,94.13
713.00,94.05
712.00,93.92
711.00,93.77
710.00,93.60
709.00,93.46
708.00,93.34
707.00,93.22
706.00,93.09
705.00,92.94
704.00,92.81
703.00,92.69
702.00,92.58
701.00,92.48
700.00,92.39
699.00,92.32
698.00,92.28
697.00,92.25
696.00,92.21
695.00,92.18
694.00,92.16
693.00,92.13
692.00,92.07
691.00,92.01
690.00,91.97
689.00,91.97
688.00,91.98
687.00,91.98
686.00,91.98
685.00,92.01
684.00,92.07
683.00,92.11
682.00,92.11
681.00,92.08
680.00,92.07
679.00,92.12
678.00,92.19
677.00,92.25
676.00,92.27
675.00,92.28
674.00,92.30
673.00,92.35
672.00,92.43
671.00,92.50
670.00,92.55
669.00,92.54
668.00,92.42
667.00,92.22
666.00,92.13
665.00,92.18
664.00,92.21
663.00,92.19
662.00,92.15
661.00,92.12
660.00,92.13
659.00,92.13
658.00,92.08
657.00,91.92
656.00,91.67
655.00,91.40
654.00,91.17
653.00,90.99
652.00,90.83
651.00,90.68
650.00,90.50
649.00,90.29
648.00,90.11
647.00,89.98
646.00,89.87
645.00,89.67
644.00,89.39
643.00,89.08
642.00,88.80
641.00,88.50
640.00,88.14
639.00,87.75
638.00,87.39
637.00,87.04
636.00,86.74
635.00,86.57
634.00,86.54
633.00,86.55
632.00,86.50
631.00,86.38
630.00,86.19
629.00,85.89
628.00,85.48
627.00,85.13
626.00,84.98
625.00,85.03
624.00,85.16
623.00,85.34
622.00,85.52
621.00,85.56
620.00,85.39
619.00,85.18
618.00,85.16
617.00,85.33
616.00,85.48
615.00,85.49
614.00,85.39
613.00,85.29
612.00,85.28
611.00,85.37
610.00,85.44
609.00,85.35
608.00,85.14
607.00,85.01
606.00,85.08
605.00,85.33
604.00,85.78
603.00,86.51
602.00,87.41
601.00,88.08
600.00,88.13
599.00,87.61
598.00,86.97
597.00,86.59
596.00,86.57
595.00,86.88
594.00,87.40
593.00,87.99
592.00,88.40
591.00,88.49
590.00,88.37
589.00,88.38
588.00,88.72
587.00,89.23
586.00,89.63
585.00,89.84
584.00,90.08
583.00,90.40
582.00,90.55
581.00,90.35
580.00,90.06
579.00,90.12
578.00,90.58
577.00,91.13
576.00,91.46
575.00,91.51
574.00,91.31
573.00,90.93
572.00,90.53
571.00,90.26
570.00,90.10
569.00,89.84
568.00,89.48
567.00,89.33
566.00,89.59
565.00,90.09
564.00,90.48
563.00,90.52
562.00,90.25
561.00,89.87
560.00,89.70
559.00,90.00
558.00,90.65
557.00,91.22
556.00,91.35
555.00,90.97
554.00,90.28
553.00,89.57
552.00,89.14
551.00,89.22
550.00,89.77
