Created as New Dataset,11.3 Red Wool Coopworth sheep 
cm-1,%T
912.00,94.82
911.00,94.82
910.00,94.81
909.00,94.81
908.00,94.82
907.00,94.82
906.00,94.83
905.00,94.84
904.00,94.84
903.00,94.84
902.00,94.85
901.00,94.87
900.00,94.89
899.00,94.90
898.00,94.89
897.00,94.87
896.00,94.86
895.00,94.85
894.00,94.84
893.00,94.82
892.00,94.81
891.00,94.81
890.00,94.80
889.00,94.79
888.00,94.78
887.00,94.78
886.00,94.77
885.00,94.76
884.00,94.72
883.00,94.69
882.00,94.66
881.00,94.66
880.00,94.66
879.00,94.66
878.00,94.66
877.00,94.66
876.00,94.68
875.00,94.68
874.00,94.68
873.00,94.66
872.00,94.64
871.00,94.61
870.00,94.57
869.00,94.55
868.00,94.56
867.00,94.58
866.00,94.58
865.00,94.55
864.00,94.53
863.00,94.52
862.00,94.53
861.00,94.54
860.00,94.54
859.00,94.51
858.00,94.47
857.00,94.42
856.00,94.38
855.00,94.33
854.00,94.28
853.00,94.27
852.00,94.27
851.00,94.27
850.00,94.24
849.00,94.21
848.00,94.19
847.00,94.19
846.00,94.19
845.00,94.18
844.00,94.16
843.00,94.13
842.00,94.11
841.00,94.07
840.00,94.04
839.00,94.01
838.00,93.97
837.00,93.94
836.00,93.92
835.00,93.90
834.00,93.89
833.00,93.88
832.00,93.84
831.00,93.79
830.00,93.75
829.00,93.72
828.00,93.73
827.00,93.76
826.00,93.76
825.00,93.74
824.00,93.70
823.00,93.65
822.00,93.62
821.00,93.60
820.00,93.59
819.00,93.58
818.00,93.57
817.00,93.56
816.00,93.55
815.00,93.53
814.00,93.52
813.00,93.53
812.00,93.53
811.00,93.52
810.00,93.47
809.00,93.40
808.00,93.34
807.00,93.29
806.00,93.27
805.00,93.26
804.00,93.25
803.00,93.25
802.00,93.24
801.00,93.21
800.00,93.17
799.00,93.14
798.00,93.11
797.00,93.07
796.00,93.00
795.00,92.93
794.00,92.87
793.00,92.84
792.00,92.84
791.00,92.86
790.00,92.87
789.00,92.86
788.00,92.82
787.00,92.77
786.00,92.72
785.00,92.68
784.00,92.64
783.00,92.61
782.00,92.58
781.00,92.56
780.00,92.56
779.00,92.56
778.00,92.53
777.00,92.47
776.00,92.39
775.00,92.33
774.00,92.30
773.00,92.30
772.00,92.31
771.00,92.29
770.00,92.25
769.00,92.19
768.00,92.14
767.00,92.12
766.00,92.09
765.00,92.05
764.00,91.99
763.00,91.93
762.00,91.90
761.00,91.89
760.00,91.89
759.00,91.89
758.00,91.88
757.00,91.85
756.00,91.82
755.00,91.78
754.00,91.75
753.00,91.72
752.00,91.68
751.00,91.63
750.00,91.58
749.00,91.53
748.00,91.48
747.00,91.44
746.00,91.43
745.00,91.43
744.00,91.41
743.00,91.38
742.00,91.35
741.00,91.34
740.00,91.35
739.00,91.37
738.00,91.37
737.00,91.35
736.00,91.32
735.00,91.32
734.00,91.34
733.00,91.33
732.00,91.25
731.00,91.14
730.00,91.08
729.00,91.08
728.00,91.06
727.00,90.98
726.00,90.85
725.00,90.73
724.00,90.67
723.00,90.67
722.00,90.68
721.00,90.68
720.00,90.66
719.00,90.64
718.00,90.61
717.00,90.57
716.00,90.52
715.00,90.47
714.00,90.44
713.00,90.41
712.00,90.38
711.00,90.36
710.00,90.34
709.00,90.33
708.00,90.32
707.00,90.27
706.00,90.19
705.00,90.10
704.00,90.02
703.00,89.95
702.00,89.91
701.00,89.88
700.00,89.86
699.00,89.84
698.00,89.82
697.00,89.82
696.00,89.82
695.00,89.83
694.00,89.83
693.00,89.82
692.00,89.78
691.00,89.73
690.00,89.67
689.00,89.61
688.00,89.56
687.00,89.50
686.00,89.44
685.00,89.39
684.00,89.40
683.00,89.42
682.00,89.40
681.00,89.30
680.00,89.19
679.00,89.12
678.00,89.12
677.00,89.14
676.00,89.15
675.00,89.15
674.00,89.14
673.00,89.10
672.00,89.01
671.00,88.89
670.00,88.80
669.00,88.79
668.00,88.77
667.00,88.68
666.00,88.62
665.00,88.58
664.00,88.54
663.00,88.50
662.00,88.48
661.00,88.47
660.00,88.47
659.00,88.48
658.00,88.54
657.00,88.63
656.00,88.74
655.00,88.82
654.00,88.81
653.00,88.72
652.00,88.60
651.00,88.54
650.00,88.53
649.00,88.51
648.00,88.47
647.00,88.45
646.00,88.50
645.00,88.58
644.00,88.59
643.00,88.48
642.00,88.32
641.00,88.24
640.00,88.28
639.00,88.40
638.00,88.51
637.00,88.57
636.00,88.55
635.00,88.45
634.00,88.26
633.00,88.06
632.00,87.91
631.00,87.85
630.00,87.85
629.00,87.86
628.00,87.90
627.00,88.00
626.00,88.09
625.00,88.10
624.00,87.99
623.00,87.80
622.00,87.63
621.00,87.56
620.00,87.58
619.00,87.62
618.00,87.59
617.00,87.48
616.00,87.38
615.00,87.38
614.00,87.41
613.00,87.37
612.00,87.29
611.00,87.26
610.00,87.28
609.00,87.24
608.00,87.11
607.00,86.99
606.00,86.97
605.00,87.01
604.00,87.05
603.00,87.09
602.00,87.15
601.00,87.23
600.00,87.35
599.00,87.51
598.00,87.70
597.00,87.86
596.00,87.92
595.00,87.85
594.00,87.58
593.00,87.17
592.00,86.81
591.00,86.69
590.00,86.79
589.00,86.91
588.00,86.92
587.00,86.92
586.00,87.03
585.00,87.28
584.00,87.62
583.00,88.00
582.00,88.33
581.00,88.43
580.00,88.20
579.00,87.70
578.00,87.08
577.00,86.56
576.00,86.31
575.00,86.39
574.00,86.51
573.00,86.40
572.00,86.19
571.00,86.24
570.00,86.58
569.00,86.82
568.00,86.70
567.00,86.44
566.00,86.28
565.00,86.09
564.00,85.72
563.00,85.35
562.00,85.26
561.00,85.39
560.00,85.52
559.00,85.56
558.00,85.58
557.00,85.68
556.00,85.88
555.00,86.18
554.00,86.45
553.00,86.56
552.00,86.57
551.00,86.71
550.00,86.99
