Created as New Dataset,37 Hoechst
cm-1,%T
892.00,95.18
891.00,95.17
890.00,95.15
889.00,95.12
888.00,95.08
887.00,95.07
886.00,95.08
885.00,95.11
884.00,95.13
883.00,95.15
882.00,95.16
881.00,95.17
880.00,95.18
879.00,95.18
878.00,95.16
877.00,95.16
876.00,95.17
875.00,95.18
874.00,95.17
873.00,95.15
872.00,95.13
871.00,95.13
870.00,95.16
869.00,95.19
868.00,95.24
867.00,95.28
866.00,95.32
865.00,95.34
864.00,95.34
863.00,95.32
862.00,95.30
861.00,95.29
860.00,95.27
859.00,95.26
858.00,95.26
857.00,95.30
856.00,95.35
855.00,95.38
854.00,95.39
853.00,95.40
852.00,95.40
851.00,95.40
850.00,95.39
849.00,95.40
848.00,95.41
847.00,95.42
846.00,95.42
845.00,95.39
844.00,95.36
843.00,95.34
842.00,95.35
841.00,95.36
840.00,95.35
839.00,95.33
838.00,95.32
837.00,95.33
836.00,95.35
835.00,95.35
834.00,95.33
833.00,95.32
832.00,95.34
831.00,95.37
830.00,95.38
829.00,95.35
828.00,95.29
827.00,95.23
826.00,95.18
825.00,95.16
824.00,95.16
823.00,95.18
822.00,95.21
821.00,95.22
820.00,95.23
819.00,95.22
818.00,95.22
817.00,95.21
816.00,95.21
815.00,95.19
814.00,95.17
813.00,95.17
812.00,95.19
811.00,95.22
810.00,95.21
809.00,95.18
808.00,95.14
807.00,95.13
806.00,95.15
805.00,95.18
804.00,95.20
803.00,95.22
802.00,95.22
801.00,95.21
800.00,95.19
799.00,95.17
798.00,95.15
797.00,95.14
796.00,95.11
795.00,95.08
794.00,95.06
793.00,95.07
792.00,95.09
791.00,95.11
790.00,95.11
789.00,95.10
788.00,95.09
787.00,95.09
786.00,95.10
785.00,95.11
784.00,95.11
783.00,95.09
782.00,95.06
781.00,95.05
780.00,95.04
779.00,95.03
778.00,95.02
777.00,95.00
776.00,94.99
775.00,95.01
774.00,95.03
773.00,95.06
772.00,95.09
771.00,95.13
770.00,95.17
769.00,95.20
768.00,95.19
767.00,95.18
766.00,95.16
765.00,95.16
764.00,95.18
763.00,95.22
762.00,95.26
761.00,95.29
760.00,95.32
759.00,95.34
758.00,95.37
757.00,95.39
756.00,95.39
755.00,95.39
754.00,95.40
753.00,95.42
752.00,95.44
751.00,95.46
750.00,95.47
749.00,95.50
748.00,95.54
747.00,95.60
746.00,95.67
745.00,95.73
744.00,95.77
743.00,95.77
742.00,95.76
741.00,95.75
740.00,95.78
739.00,95.83
738.00,95.89
737.00,95.95
736.00,96.00
735.00,96.05
734.00,96.09
733.00,96.11
732.00,96.12
731.00,96.13
730.00,96.13
729.00,96.13
728.00,96.15
727.00,96.18
726.00,96.23
725.00,96.29
724.00,96.34
723.00,96.37
722.00,96.37
721.00,96.35
720.00,96.31
719.00,96.30
718.00,96.33
717.00,96.40
716.00,96.47
715.00,96.51
714.00,96.51
713.00,96.50
712.00,96.50
711.00,96.53
710.00,96.57
709.00,96.62
708.00,96.66
707.00,96.69
706.00,96.67
705.00,96.63
704.00,96.58
703.00,96.56
702.00,96.54
701.00,96.52
700.00,96.51
699.00,96.52
698.00,96.56
697.00,96.60
696.00,96.63
695.00,96.65
694.00,96.65
693.00,96.65
692.00,96.63
691.00,96.58
690.00,96.49
689.00,96.39
688.00,96.32
687.00,96.32
686.00,96.36
685.00,96.40
684.00,96.40
683.00,96.38
682.00,96.34
681.00,96.28
680.00,96.25
679.00,96.25
678.00,96.28
677.00,96.30
676.00,96.33
675.00,96.36
674.00,96.39
673.00,96.42
672.00,96.44
671.00,96.48
670.00,96.52
669.00,96.53
668.00,96.47
667.00,96.46
666.00,96.55
665.00,96.66
664.00,96.72
663.00,96.75
662.00,96.75
661.00,96.70
660.00,96.62
659.00,96.55
658.00,96.53
657.00,96.55
656.00,96.59
655.00,96.61
654.00,96.63
653.00,96.66
652.00,96.71
651.00,96.73
650.00,96.73
649.00,96.73
648.00,96.76
647.00,96.83
646.00,96.87
645.00,96.80
644.00,96.59
643.00,96.37
642.00,96.26
641.00,96.28
640.00,96.37
639.00,96.47
638.00,96.55
637.00,96.59
636.00,96.57
635.00,96.53
634.00,96.56
633.00,96.69
632.00,96.83
631.00,96.91
630.00,96.89
629.00,96.81
628.00,96.71
627.00,96.65
626.00,96.63
625.00,96.66
624.00,96.70
623.00,96.71
622.00,96.72
621.00,96.74
620.00,96.79
619.00,96.88
618.00,97.02
617.00,97.19
616.00,97.32
615.00,97.29
614.00,97.10
613.00,96.84
612.00,96.63
611.00,96.54
610.00,96.52
609.00,96.50
608.00,96.46
607.00,96.45
606.00,96.49
605.00,96.61
604.00,96.92
603.00,97.53
602.00,98.27
601.00,98.71
600.00,98.54
599.00,97.94
598.00,97.41
597.00,97.23
596.00,97.21
595.00,97.04
594.00,96.71
593.00,96.40
592.00,96.22
591.00,96.16
590.00,96.15
589.00,96.16
588.00,96.27
587.00,96.58
586.00,97.12
585.00,97.64
584.00,97.77
583.00,97.32
582.00,96.55
581.00,95.85
580.00,95.27
579.00,94.72
578.00,94.22
577.00,93.92
576.00,93.91
575.00,94.26
574.00,94.95
573.00,95.75
572.00,96.19
571.00,95.99
570.00,95.42
569.00,95.04
568.00,95.11
567.00,95.40
566.00,95.59
565.00,95.63
564.00,95.71
563.00,95.92
562.00,96.10
561.00,95.89
560.00,95.10
559.00,94.02
558.00,93.32
557.00,93.39
556.00,94.02
555.00,94.70
554.00,95.16
553.00,95.45
552.00,95.71
551.00,95.87
550.00,95.82
