Created as New Dataset,12. Acrylic Courtaulds Dyed
cm-1,%T
902.00,95.38
901.00,95.42
900.00,95.46
899.00,95.51
898.00,95.54
897.00,95.54
896.00,95.50
895.00,95.46
894.00,95.43
893.00,95.42
892.00,95.44
891.00,95.46
890.00,95.47
889.00,95.48
888.00,95.47
887.00,95.47
886.00,95.47
885.00,95.47
884.00,95.46
883.00,95.44
882.00,95.41
881.00,95.39
880.00,95.38
879.00,95.38
878.00,95.37
877.00,95.35
876.00,95.33
875.00,95.33
874.00,95.35
873.00,95.37
872.00,95.37
871.00,95.34
870.00,95.31
869.00,95.31
868.00,95.32
867.00,95.33
866.00,95.33
865.00,95.33
864.00,95.32
863.00,95.31
862.00,95.30
861.00,95.29
860.00,95.29
859.00,95.30
858.00,95.31
857.00,95.32
856.00,95.31
855.00,95.29
854.00,95.27
853.00,95.25
852.00,95.22
851.00,95.20
850.00,95.20
849.00,95.22
848.00,95.24
847.00,95.23
846.00,95.20
845.00,95.17
844.00,95.16
843.00,95.17
842.00,95.17
841.00,95.16
840.00,95.16
839.00,95.16
838.00,95.19
837.00,95.22
836.00,95.23
835.00,95.23
834.00,95.24
833.00,95.27
832.00,95.29
831.00,95.29
830.00,95.27
829.00,95.24
828.00,95.23
827.00,95.24
826.00,95.27
825.00,95.31
824.00,95.34
823.00,95.34
822.00,95.33
821.00,95.32
820.00,95.32
819.00,95.33
818.00,95.34
817.00,95.34
816.00,95.34
815.00,95.34
814.00,95.34
813.00,95.35
812.00,95.36
811.00,95.36
810.00,95.34
809.00,95.32
808.00,95.30
807.00,95.29
806.00,95.29
805.00,95.26
804.00,95.22
803.00,95.18
802.00,95.16
801.00,95.17
800.00,95.19
799.00,95.21
798.00,95.21
797.00,95.19
796.00,95.17
795.00,95.17
794.00,95.19
793.00,95.23
792.00,95.27
791.00,95.29
790.00,95.28
789.00,95.27
788.00,95.25
787.00,95.23
786.00,95.22
785.00,95.23
784.00,95.25
783.00,95.27
782.00,95.29
781.00,95.29
780.00,95.28
779.00,95.26
778.00,95.22
777.00,95.20
776.00,95.19
775.00,95.19
774.00,95.20
773.00,95.20
772.00,95.18
771.00,95.15
770.00,95.12
769.00,95.12
768.00,95.16
767.00,95.21
766.00,95.23
765.00,95.21
764.00,95.17
763.00,95.15
762.00,95.14
761.00,95.16
760.00,95.19
759.00,95.21
758.00,95.21
757.00,95.20
756.00,95.16
755.00,95.12
754.00,95.10
753.00,95.11
752.00,95.13
751.00,95.16
750.00,95.19
749.00,95.23
748.00,95.26
747.00,95.30
746.00,95.34
745.00,95.37
744.00,95.40
743.00,95.38
742.00,95.34
741.00,95.30
740.00,95.28
739.00,95.30
738.00,95.31
737.00,95.31
736.00,95.30
735.00,95.30
734.00,95.33
733.00,95.37
732.00,95.42
731.00,95.47
730.00,95.50
729.00,95.50
728.00,95.47
727.00,95.43
726.00,95.42
725.00,95.43
724.00,95.47
723.00,95.49
722.00,95.47
721.00,95.41
720.00,95.33
719.00,95.30
718.00,95.34
717.00,95.42
716.00,95.48
715.00,95.50
714.00,95.48
713.00,95.45
712.00,95.42
711.00,95.41
710.00,95.41
709.00,95.42
708.00,95.42
707.00,95.38
706.00,95.33
705.00,95.29
704.00,95.29
703.00,95.33
702.00,95.37
701.00,95.40
700.00,95.40
699.00,95.35
698.00,95.28
697.00,95.22
696.00,95.19
695.00,95.18
694.00,95.19
693.00,95.17
692.00,95.14
691.00,95.09
690.00,95.04
689.00,94.96
688.00,94.88
687.00,94.81
686.00,94.77
685.00,94.76
684.00,94.76
683.00,94.75
682.00,94.72
681.00,94.68
680.00,94.64
679.00,94.66
678.00,94.72
677.00,94.80
676.00,94.82
675.00,94.79
674.00,94.74
673.00,94.71
672.00,94.72
671.00,94.73
670.00,94.76
669.00,94.80
668.00,94.84
667.00,94.90
666.00,94.89
665.00,94.77
664.00,94.65
663.00,94.61
662.00,94.65
661.00,94.72
660.00,94.81
659.00,94.91
658.00,94.98
657.00,95.02
656.00,95.05
655.00,95.07
654.00,95.10
653.00,95.13
652.00,95.12
651.00,95.07
650.00,94.96
649.00,94.88
648.00,94.90
647.00,95.01
646.00,95.16
645.00,95.28
644.00,95.32
643.00,95.29
642.00,95.22
641.00,95.15
640.00,95.13
639.00,95.20
638.00,95.34
637.00,95.44
636.00,95.42
635.00,95.28
634.00,95.13
633.00,95.04
632.00,95.02
631.00,95.01
630.00,95.01
629.00,95.03
628.00,95.05
627.00,95.05
626.00,95.05
625.00,95.08
624.00,95.18
623.00,95.28
622.00,95.22
621.00,94.97
620.00,94.68
619.00,94.59
618.00,94.77
617.00,95.05
616.00,95.20
615.00,95.11
614.00,94.90
613.00,94.80
612.00,94.91
611.00,95.12
610.00,95.16
609.00,94.93
608.00,94.57
607.00,94.31
606.00,94.22
605.00,94.26
604.00,94.53
603.00,95.13
602.00,95.95
601.00,96.53
600.00,96.48
599.00,95.83
598.00,95.04
597.00,94.55
596.00,94.40
595.00,94.37
594.00,94.37
593.00,94.40
592.00,94.43
591.00,94.39
590.00,94.33
589.00,94.41
588.00,94.71
587.00,95.08
586.00,95.36
585.00,95.56
584.00,95.79
583.00,95.97
582.00,95.93
581.00,95.61
580.00,95.23
579.00,95.06
578.00,95.24
577.00,95.65
576.00,96.04
575.00,96.13
574.00,95.81
573.00,95.30
572.00,94.94
571.00,94.80
570.00,94.71
569.00,94.39
568.00,93.90
567.00,93.57
566.00,93.71
565.00,94.20
564.00,94.63
563.00,94.68
562.00,94.45
561.00,94.29
560.00,94.33
559.00,94.35
558.00,94.12
557.00,93.77
556.00,93.68
555.00,93.96
554.00,94.27
553.00,94.20
552.00,93.81
551.00,93.49
550.00,93.53
