Created as New Dataset,60 Lenzing Lenzing Modal
cm-1,%T
905.00,87.05
904.00,86.89
903.00,86.73
902.00,86.59
901.00,86.45
900.00,86.32
899.00,86.22
898.00,86.14
897.00,86.08
896.00,86.04
895.00,86.02
894.00,86.06
893.00,86.13
892.00,86.24
891.00,86.37
890.00,86.52
889.00,86.68
888.00,86.86
887.00,87.03
886.00,87.19
885.00,87.34
884.00,87.49
883.00,87.67
882.00,87.86
881.00,88.06
880.00,88.25
879.00,88.43
878.00,88.58
877.00,88.70
876.00,88.81
875.00,88.92
874.00,89.04
873.00,89.15
872.00,89.25
871.00,89.35
870.00,89.45
869.00,89.54
868.00,89.62
867.00,89.68
866.00,89.71
865.00,89.72
864.00,89.73
863.00,89.77
862.00,89.85
861.00,89.93
860.00,89.97
859.00,89.98
858.00,89.98
857.00,89.97
856.00,89.96
855.00,89.96
854.00,89.98
853.00,89.99
852.00,89.99
851.00,89.99
850.00,89.98
849.00,89.99
848.00,90.01
847.00,90.04
846.00,90.07
845.00,90.07
844.00,90.04
843.00,90.00
842.00,89.96
841.00,89.92
840.00,89.90
839.00,89.90
838.00,89.90
837.00,89.89
836.00,89.87
835.00,89.84
834.00,89.83
833.00,89.83
832.00,89.82
831.00,89.82
830.00,89.83
829.00,89.84
828.00,89.84
827.00,89.84
826.00,89.83
825.00,89.81
824.00,89.77
823.00,89.73
822.00,89.72
821.00,89.72
820.00,89.72
819.00,89.72
818.00,89.71
817.00,89.68
816.00,89.65
815.00,89.62
814.00,89.63
813.00,89.66
812.00,89.68
811.00,89.67
810.00,89.64
809.00,89.60
808.00,89.56
807.00,89.54
806.00,89.52
805.00,89.48
804.00,89.44
803.00,89.39
802.00,89.35
801.00,89.34
800.00,89.35
799.00,89.38
798.00,89.40
797.00,89.39
796.00,89.35
795.00,89.29
794.00,89.23
793.00,89.18
792.00,89.14
791.00,89.11
790.00,89.10
789.00,89.10
788.00,89.08
787.00,89.04
786.00,89.00
785.00,88.97
784.00,88.95
783.00,88.93
782.00,88.91
781.00,88.89
780.00,88.87
779.00,88.83
778.00,88.79
777.00,88.75
776.00,88.70
775.00,88.68
774.00,88.67
773.00,88.66
772.00,88.66
771.00,88.65
770.00,88.63
769.00,88.59
768.00,88.54
767.00,88.50
766.00,88.47
765.00,88.43
764.00,88.37
763.00,88.32
762.00,88.31
761.00,88.31
760.00,88.28
759.00,88.22
758.00,88.16
757.00,88.10
756.00,88.06
755.00,88.02
754.00,88.01
753.00,88.01
752.00,88.00
751.00,87.95
750.00,87.90
749.00,87.86
748.00,87.83
747.00,87.80
746.00,87.79
745.00,87.78
744.00,87.77
743.00,87.75
742.00,87.72
741.00,87.67
740.00,87.60
739.00,87.52
738.00,87.47
737.00,87.45
736.00,87.48
735.00,87.51
734.00,87.52
733.00,87.47
732.00,87.39
731.00,87.32
730.00,87.29
729.00,87.26
728.00,87.20
727.00,87.12
726.00,87.05
725.00,86.99
724.00,86.94
723.00,86.89
722.00,86.85
721.00,86.80
720.00,86.76
719.00,86.74
718.00,86.74
717.00,86.74
716.00,86.69
715.00,86.59
714.00,86.49
713.00,86.43
712.00,86.43
711.00,86.49
710.00,86.54
709.00,86.56
708.00,86.50
707.00,86.40
706.00,86.30
705.00,86.25
704.00,86.24
703.00,86.25
702.00,86.28
701.00,86.29
700.00,86.29
699.00,86.29
698.00,86.27
697.00,86.25
696.00,86.21
695.00,86.20
694.00,86.20
693.00,86.22
692.00,86.23
691.00,86.23
690.00,86.24
689.00,86.21
688.00,86.16
687.00,86.11
686.00,86.07
685.00,86.02
684.00,85.93
683.00,85.80
682.00,85.66
681.00,85.54
680.00,85.44
679.00,85.34
678.00,85.24
677.00,85.08
676.00,84.87
675.00,84.61
674.00,84.33
673.00,84.04
672.00,83.78
671.00,83.56
670.00,83.40
669.00,83.30
668.00,83.18
667.00,83.03
666.00,82.95
665.00,82.91
664.00,82.87
663.00,82.86
662.00,82.88
661.00,82.85
660.00,82.75
659.00,82.65
658.00,82.67
657.00,82.79
656.00,82.93
655.00,83.01
654.00,83.01
653.00,82.97
652.00,82.95
651.00,82.95
650.00,82.97
649.00,82.95
648.00,82.86
647.00,82.74
646.00,82.62
645.00,82.55
644.00,82.53
643.00,82.54
642.00,82.59
641.00,82.64
640.00,82.64
639.00,82.53
638.00,82.37
637.00,82.27
636.00,82.32
635.00,82.54
634.00,82.78
633.00,82.91
632.00,82.88
631.00,82.73
630.00,82.51
629.00,82.25
628.00,81.95
627.00,81.68
626.00,81.51
625.00,81.46
624.00,81.49
623.00,81.53
622.00,81.48
621.00,81.27
620.00,81.02
619.00,80.96
618.00,81.18
617.00,81.56
616.00,81.93
615.00,82.14
614.00,82.13
613.00,81.87
612.00,81.47
611.00,81.05
610.00,80.68
609.00,80.40
608.00,80.35
607.00,80.72
606.00,81.38
605.00,81.90
604.00,81.87
603.00,81.31
602.00,80.55
601.00,79.98
600.00,79.82
599.00,80.04
598.00,80.42
597.00,80.62
596.00,80.59
595.00,80.55
594.00,80.69
593.00,80.96
592.00,81.16
591.00,81.26
590.00,81.37
589.00,81.49
588.00,81.48
587.00,81.25
586.00,80.85
585.00,80.46
584.00,80.22
583.00,80.24
582.00,80.48
581.00,80.82
580.00,81.11
579.00,81.19
578.00,81.01
577.00,80.72
576.00,80.64
575.00,80.91
574.00,81.23
573.00,81.13
572.00,80.64
571.00,80.21
570.00,80.21
569.00,80.52
568.00,80.88
567.00,81.13
566.00,81.17
565.00,80.97
564.00,80.67
563.00,80.51
562.00,80.41
561.00,80.14
560.00,79.77
559.00,79.67
558.00,79.85
557.00,79.87
556.00,79.58
555.00,79.42
554.00,79.77
553.00,80.32
552.00,80.52
551.00,80.30
550.00,79.98
