Created as New Dataset,198 Lenzing AG
cm-1,%T
896.00,92.85
895.00,92.78
894.00,92.74
893.00,92.76
892.00,92.83
891.00,92.91
890.00,93.01
889.00,93.12
888.00,93.25
887.00,93.40
886.00,93.56
885.00,93.71
884.00,93.84
883.00,93.95
882.00,94.07
881.00,94.20
880.00,94.34
879.00,94.45
878.00,94.53
877.00,94.60
876.00,94.66
875.00,94.74
874.00,94.83
873.00,94.90
872.00,94.95
871.00,94.98
870.00,95.02
869.00,95.08
868.00,95.16
867.00,95.22
866.00,95.27
865.00,95.29
864.00,95.31
863.00,95.34
862.00,95.38
861.00,95.41
860.00,95.42
859.00,95.42
858.00,95.42
857.00,95.45
856.00,95.48
855.00,95.50
854.00,95.52
853.00,95.54
852.00,95.56
851.00,95.56
850.00,95.55
849.00,95.55
848.00,95.55
847.00,95.56
846.00,95.57
845.00,95.58
844.00,95.61
843.00,95.63
842.00,95.64
841.00,95.63
840.00,95.60
839.00,95.59
838.00,95.58
837.00,95.58
836.00,95.56
835.00,95.52
834.00,95.48
833.00,95.44
832.00,95.42
831.00,95.41
830.00,95.41
829.00,95.42
828.00,95.43
827.00,95.43
826.00,95.43
825.00,95.45
824.00,95.50
823.00,95.55
822.00,95.59
821.00,95.60
820.00,95.59
819.00,95.57
818.00,95.54
817.00,95.50
816.00,95.45
815.00,95.41
814.00,95.38
813.00,95.37
812.00,95.37
811.00,95.40
810.00,95.43
809.00,95.46
808.00,95.47
807.00,95.47
806.00,95.46
805.00,95.45
804.00,95.44
803.00,95.44
802.00,95.43
801.00,95.44
800.00,95.44
799.00,95.43
798.00,95.42
797.00,95.38
796.00,95.32
795.00,95.24
794.00,95.18
793.00,95.16
792.00,95.15
791.00,95.15
790.00,95.14
789.00,95.15
788.00,95.18
787.00,95.22
786.00,95.24
785.00,95.24
784.00,95.23
783.00,95.20
782.00,95.17
781.00,95.13
780.00,95.08
779.00,95.05
778.00,95.03
777.00,95.02
776.00,95.00
775.00,94.98
774.00,94.96
773.00,94.94
772.00,94.92
771.00,94.89
770.00,94.86
769.00,94.84
768.00,94.84
767.00,94.85
766.00,94.86
765.00,94.86
764.00,94.85
763.00,94.83
762.00,94.81
761.00,94.79
760.00,94.77
759.00,94.74
758.00,94.68
757.00,94.62
756.00,94.56
755.00,94.52
754.00,94.51
753.00,94.50
752.00,94.48
751.00,94.47
750.00,94.45
749.00,94.43
748.00,94.42
747.00,94.39
746.00,94.35
745.00,94.30
744.00,94.26
743.00,94.24
742.00,94.24
741.00,94.25
740.00,94.27
739.00,94.28
738.00,94.24
737.00,94.15
736.00,94.02
735.00,93.89
734.00,93.81
733.00,93.79
732.00,93.81
731.00,93.85
730.00,93.88
729.00,93.89
728.00,93.88
727.00,93.84
726.00,93.80
725.00,93.77
724.00,93.75
723.00,93.75
722.00,93.73
721.00,93.67
720.00,93.57
719.00,93.48
718.00,93.42
717.00,93.38
716.00,93.35
715.00,93.34
714.00,93.35
713.00,93.38
712.00,93.40
711.00,93.40
710.00,93.40
709.00,93.39
708.00,93.34
707.00,93.26
706.00,93.17
705.00,93.10
704.00,93.07
703.00,93.07
702.00,93.06
701.00,93.06
700.00,93.06
699.00,93.08
698.00,93.09
697.00,93.08
696.00,93.06
695.00,93.06
694.00,93.05
693.00,93.02
692.00,92.98
691.00,92.96
690.00,92.97
689.00,92.98
688.00,92.96
687.00,92.92
686.00,92.88
685.00,92.86
684.00,92.84
683.00,92.81
682.00,92.71
681.00,92.53
680.00,92.31
679.00,92.11
678.00,91.96
677.00,91.81
676.00,91.58
675.00,91.27
674.00,90.94
673.00,90.65
672.00,90.43
671.00,90.27
670.00,90.13
669.00,90.02
668.00,89.99
667.00,90.01
666.00,90.01
665.00,89.98
664.00,89.94
663.00,89.90
662.00,89.86
661.00,89.84
660.00,89.83
659.00,89.86
658.00,89.95
657.00,90.08
656.00,90.20
655.00,90.27
654.00,90.25
653.00,90.15
652.00,90.05
651.00,90.01
650.00,90.06
649.00,90.13
648.00,90.12
647.00,90.03
646.00,89.94
645.00,89.91
644.00,89.96
643.00,90.03
642.00,90.07
641.00,90.07
640.00,90.03
639.00,89.95
638.00,89.82
637.00,89.70
636.00,89.68
635.00,89.72
634.00,89.74
633.00,89.65
632.00,89.48
631.00,89.32
630.00,89.26
629.00,89.26
628.00,89.28
627.00,89.27
626.00,89.23
625.00,89.15
624.00,89.05
623.00,88.97
622.00,88.97
621.00,89.05
620.00,89.13
619.00,89.09
618.00,88.87
617.00,88.57
616.00,88.46
615.00,88.65
614.00,88.96
613.00,89.02
612.00,88.73
611.00,88.29
610.00,88.00
609.00,87.93
608.00,87.95
607.00,87.96
606.00,87.93
605.00,87.86
604.00,87.77
603.00,87.70
602.00,87.69
601.00,87.72
600.00,87.71
599.00,87.62
598.00,87.55
597.00,87.56
596.00,87.59
595.00,87.49
594.00,87.17
593.00,86.79
592.00,86.56
591.00,86.64
590.00,86.95
589.00,87.37
588.00,87.82
587.00,88.25
586.00,88.54
585.00,88.47
584.00,87.91
583.00,87.04
582.00,86.33
581.00,86.20
580.00,86.54
579.00,86.77
578.00,86.56
577.00,86.28
576.00,86.59
575.00,87.57
574.00,88.55
573.00,88.92
572.00,88.76
571.00,88.40
570.00,87.93
569.00,87.33
568.00,86.80
567.00,86.64
566.00,86.78
565.00,86.91
564.00,86.96
563.00,87.04
562.00,87.08
561.00,86.82
560.00,86.29
559.00,86.03
558.00,86.43
557.00,87.20
556.00,87.58
555.00,87.12
554.00,86.19
553.00,85.48
552.00,85.26
551.00,85.34
550.00,85.47
