Created as New Dataset,60 Lenzing
cm-1,%T
898.00,83.47
897.00,83.30
896.00,83.16
895.00,83.06
894.00,83.03
893.00,83.09
892.00,83.21
891.00,83.37
890.00,83.55
889.00,83.78
888.00,84.05
887.00,84.36
886.00,84.67
885.00,84.96
884.00,85.23
883.00,85.47
882.00,85.69
881.00,85.89
880.00,86.09
879.00,86.30
878.00,86.50
877.00,86.69
876.00,86.84
875.00,86.97
874.00,87.07
873.00,87.16
872.00,87.27
871.00,87.39
870.00,87.52
869.00,87.65
868.00,87.76
867.00,87.85
866.00,87.92
865.00,87.96
864.00,87.99
863.00,88.03
862.00,88.08
861.00,88.13
860.00,88.17
859.00,88.22
858.00,88.25
857.00,88.28
856.00,88.31
855.00,88.34
854.00,88.38
853.00,88.42
852.00,88.44
851.00,88.44
850.00,88.44
849.00,88.45
848.00,88.46
847.00,88.48
846.00,88.49
845.00,88.49
844.00,88.48
843.00,88.48
842.00,88.49
841.00,88.50
840.00,88.51
839.00,88.51
838.00,88.50
837.00,88.48
836.00,88.44
835.00,88.41
834.00,88.37
833.00,88.36
832.00,88.36
831.00,88.38
830.00,88.39
829.00,88.40
828.00,88.41
827.00,88.41
826.00,88.39
825.00,88.35
824.00,88.31
823.00,88.28
822.00,88.26
821.00,88.26
820.00,88.26
819.00,88.27
818.00,88.29
817.00,88.28
816.00,88.26
815.00,88.23
814.00,88.21
813.00,88.21
812.00,88.21
811.00,88.22
810.00,88.22
809.00,88.19
808.00,88.16
807.00,88.12
806.00,88.09
805.00,88.05
804.00,88.02
803.00,88.00
802.00,88.01
801.00,88.01
800.00,87.99
799.00,87.94
798.00,87.89
797.00,87.85
796.00,87.84
795.00,87.87
794.00,87.91
793.00,87.91
792.00,87.87
791.00,87.81
790.00,87.75
789.00,87.70
788.00,87.65
787.00,87.61
786.00,87.58
785.00,87.56
784.00,87.56
783.00,87.55
782.00,87.54
781.00,87.51
780.00,87.47
779.00,87.43
778.00,87.38
777.00,87.33
776.00,87.27
775.00,87.21
774.00,87.16
773.00,87.12
772.00,87.08
771.00,87.04
770.00,87.02
769.00,86.99
768.00,86.98
767.00,86.99
766.00,86.99
765.00,86.98
764.00,86.96
763.00,86.93
762.00,86.89
761.00,86.83
760.00,86.73
759.00,86.63
758.00,86.54
757.00,86.46
756.00,86.39
755.00,86.34
754.00,86.31
753.00,86.29
752.00,86.25
751.00,86.23
750.00,86.21
749.00,86.17
748.00,86.11
747.00,86.03
746.00,85.95
745.00,85.89
744.00,85.83
743.00,85.80
742.00,85.79
741.00,85.79
740.00,85.78
739.00,85.75
738.00,85.70
737.00,85.63
736.00,85.56
735.00,85.50
734.00,85.42
733.00,85.31
732.00,85.19
731.00,85.10
730.00,85.06
729.00,85.04
728.00,85.02
727.00,84.98
726.00,84.94
725.00,84.88
724.00,84.80
723.00,84.72
722.00,84.65
721.00,84.59
720.00,84.52
719.00,84.45
718.00,84.39
717.00,84.33
716.00,84.28
715.00,84.23
714.00,84.18
713.00,84.12
712.00,84.04
711.00,83.96
710.00,83.92
709.00,83.91
708.00,83.92
707.00,83.94
706.00,83.97
705.00,83.96
704.00,83.91
703.00,83.85
702.00,83.81
701.00,83.80
700.00,83.79
699.00,83.76
698.00,83.72
697.00,83.68
696.00,83.65
695.00,83.63
694.00,83.64
693.00,83.66
692.00,83.67
691.00,83.66
690.00,83.63
689.00,83.58
688.00,83.55
687.00,83.52
686.00,83.49
685.00,83.44
684.00,83.37
683.00,83.28
682.00,83.14
681.00,82.88
680.00,82.53
679.00,82.18
678.00,81.85
677.00,81.48
676.00,81.01
675.00,80.47
674.00,79.92
673.00,79.42
672.00,79.01
671.00,78.70
670.00,78.51
669.00,78.36
668.00,78.13
667.00,77.88
666.00,77.74
665.00,77.70
664.00,77.70
663.00,77.72
662.00,77.75
661.00,77.75
660.00,77.73
659.00,77.70
658.00,77.69
657.00,77.70
656.00,77.70
655.00,77.71
654.00,77.73
653.00,77.76
652.00,77.79
651.00,77.83
650.00,77.85
649.00,77.82
648.00,77.76
647.00,77.75
646.00,77.81
645.00,77.87
644.00,77.86
643.00,77.79
642.00,77.72
641.00,77.62
640.00,77.48
639.00,77.30
638.00,77.15
637.00,77.05
636.00,77.00
635.00,76.99
634.00,77.04
633.00,77.11
632.00,77.12
631.00,77.08
630.00,77.00
629.00,76.89
628.00,76.82
627.00,76.84
626.00,76.96
625.00,77.12
624.00,77.21
623.00,77.21
622.00,77.04
621.00,76.65
620.00,76.16
619.00,75.80
618.00,75.70
617.00,75.68
616.00,75.55
615.00,75.34
614.00,75.12
613.00,74.89
612.00,74.68
611.00,74.64
610.00,74.78
609.00,74.90
608.00,74.80
607.00,74.55
606.00,74.33
605.00,74.19
604.00,74.17
603.00,74.37
602.00,74.76
601.00,75.11
600.00,75.18
599.00,74.95
598.00,74.60
597.00,74.28
596.00,74.06
595.00,74.00
594.00,74.09
593.00,74.18
592.00,74.13
591.00,74.06
590.00,74.18
589.00,74.45
588.00,74.63
587.00,74.60
586.00,74.48
585.00,74.38
584.00,74.26
583.00,74.07
582.00,73.89
581.00,73.77
580.00,73.70
579.00,73.66
578.00,73.62
577.00,73.54
576.00,73.43
575.00,73.37
574.00,73.38
573.00,73.38
572.00,73.42
571.00,73.69
570.00,74.15
569.00,74.45
568.00,74.30
567.00,73.81
566.00,73.30
565.00,72.86
564.00,72.39
563.00,71.94
562.00,71.67
561.00,71.65
560.00,71.76
559.00,71.88
558.00,71.99
557.00,72.15
556.00,72.52
555.00,73.11
554.00,73.64
553.00,73.75
552.00,73.35
551.00,72.64
550.00,71.91
