Created as New Dataset,50 Du Pont
cm-1,%T
2941.00,82.07
2940.00,82.09
2939.00,82.08
2938.00,82.06
2937.00,82.03
2936.00,82.01
2935.00,82.00
2934.00,82.00
2933.00,82.00
2932.00,82.00
2931.00,82.00
2930.00,82.00
2929.00,81.99
2928.00,81.98
2927.00,81.97
2926.00,81.95
2925.00,81.93
2924.00,81.91
2923.00,81.91
2922.00,81.92
2921.00,81.93
2920.00,81.94
2919.00,81.94
2918.00,81.96
2917.00,81.98
2916.00,82.01
2915.00,82.05
2914.00,82.07
2913.00,82.08
2912.00,82.07
2911.00,82.06
2910.00,82.06
2909.00,82.07
2908.00,82.09
2907.00,82.12
2906.00,82.15
2905.00,82.16
2904.00,82.18
2903.00,82.19
2902.00,82.20
2901.00,82.20
2900.00,82.20
2899.00,82.19
2898.00,82.18
2897.00,82.18
2896.00,82.17
2895.00,82.18
2894.00,82.18
2893.00,82.18
2892.00,82.17
2891.00,82.17
2890.00,82.17
2889.00,82.17
2888.00,82.18
2887.00,82.19
2886.00,82.21
2885.00,82.23
2884.00,82.24
2883.00,82.24
2882.00,82.23
2881.00,82.22
2880.00,82.21
2879.00,82.20
2878.00,82.21
2877.00,82.21
2876.00,82.21
2875.00,82.20
2874.00,82.18
2873.00,82.16
2872.00,82.15
2871.00,82.15
2870.00,82.15
2869.00,82.15
2868.00,82.15
2867.00,82.15
2866.00,82.15
2865.00,82.16
2864.00,82.17
2863.00,82.19
2862.00,82.20
2861.00,82.21
2860.00,82.22
2859.00,82.23
2858.00,82.23
2857.00,82.23
2856.00,82.23
2855.00,82.22
2854.00,82.21
2853.00,82.19
2852.00,82.18
2851.00,82.18
2850.00,82.20
2849.00,82.21
2848.00,82.22
2847.00,82.22
2846.00,82.23
2845.00,82.23
2844.00,82.23
2843.00,82.25
2842.00,82.27
2841.00,82.28
2840.00,82.28
2839.00,82.27
2838.00,82.27
2837.00,82.27
2836.00,82.27
2835.00,82.27
2834.00,82.26
2833.00,82.25
2832.00,82.24
2831.00,82.22
2830.00,82.20
2829.00,82.19
2828.00,82.18
2827.00,82.17
2826.00,82.17
2825.00,82.16
2824.00,82.15
2823.00,82.14
2822.00,82.15
2821.00,82.15
2820.00,82.16
2819.00,82.17
2818.00,82.18
2817.00,82.18
2816.00,82.17
2815.00,82.16
2814.00,82.15
2813.00,82.15
2812.00,82.14
2811.00,82.14
2810.00,82.16
2809.00,82.17
2808.00,82.18
2807.00,82.19
2806.00,82.20
2805.00,82.22
2804.00,82.24
2803.00,82.25
2802.00,82.26
2801.00,82.26
2800.00,82.26
2799.00,82.27
2798.00,82.27
2797.00,82.27
2796.00,82.27
2795.00,82.26
2794.00,82.26
2793.00,82.26
2792.00,82.26
2791.00,82.27
2790.00,82.28
2789.00,82.28
2788.00,82.27
2787.00,82.25
2786.00,82.24
2785.00,82.24
2784.00,82.24
2783.00,82.24
2782.00,82.25
2781.00,82.25
2780.00,82.25
2779.00,82.26
2778.00,82.26
2777.00,82.27
2776.00,82.27
2775.00,82.26
2774.00,82.24
2773.00,82.23
2772.00,82.22
2771.00,82.23
2770.00,82.26
2769.00,82.28
2768.00,82.28
2767.00,82.28
2766.00,82.29
2765.00,82.29
2764.00,82.30
2763.00,82.31
2762.00,82.32
2761.00,82.32
2760.00,82.31
2759.00,82.29
2758.00,82.29
2757.00,82.29
2756.00,82.30
2755.00,82.31
2754.00,82.31
2753.00,82.31
2752.00,82.31
2751.00,82.31
2750.00,82.31
2749.00,82.31
2748.00,82.30
2747.00,82.29
2746.00,82.29
2745.00,82.29
2744.00,82.29
2743.00,82.29
2742.00,82.30
2741.00,82.30
2740.00,82.30
2739.00,82.30
2738.00,82.30
2737.00,82.29
2736.00,82.28
2735.00,82.28
2734.00,82.29
2733.00,82.30
2732.00,82.31
2731.00,82.32
2730.00,82.33
2729.00,82.34
2728.00,82.33
2727.00,82.33
2726.00,82.32
2725.00,82.32
2724.00,82.33
2723.00,82.35
2722.00,82.37
2721.00,82.39
2720.00,82.40
2719.00,82.41
2718.00,82.42
2717.00,82.43
2716.00,82.43
2715.00,82.44
2714.00,82.44
2713.00,82.44
2712.00,82.45
2711.00,82.47
2710.00,82.50
2709.00,82.52
2708.00,82.54
2707.00,82.56
2706.00,82.57
2705.00,82.58
2704.00,82.59
2703.00,82.60
2702.00,82.60
2701.00,82.61
2700.00,82.61
2699.00,82.61
2698.00,82.60
2697.00,82.59
2696.00,82.60
2695.00,82.60
2694.00,82.62
2693.00,82.63
2692.00,82.64
2691.00,82.65
2690.00,82.65
2689.00,82.65
2688.00,82.64
2687.00,82.64
2686.00,82.64
2685.00,82.65
2684.00,82.65
2683.00,82.65
2682.00,82.63
2681.00,82.61
2680.00,82.60
2679.00,82.60
2678.00,82.61
2677.00,82.62
2676.00,82.62
2675.00,82.61
2674.00,82.60
2673.00,82.59
2672.00,82.57
2671.00,82.56
2670.00,82.55
2669.00,82.55
2668.00,82.54
2667.00,82.53
2666.00,82.52
2665.00,82.51
2664.00,82.50
2663.00,82.48
2662.00,82.46
2661.00,82.45
2660.00,82.43
2659.00,82.42
2658.00,82.40
2657.00,82.38
2656.00,82.36
2655.00,82.34
2654.00,82.32
2653.00,82.30
2652.00,82.29
2651.00,82.28
2650.00,82.27
2649.00,82.26
2648.00,82.25
2647.00,82.23
2646.00,82.22
2645.00,82.20
2644.00,82.18
2643.00,82.17
2642.00,82.15
2641.00,82.13
2640.00,82.11
2639.00,82.10
2638.00,82.08
2637.00,82.07
2636.00,82.05
2635.00,82.03
2634.00,82.03
2633.00,82.03
2632.00,82.03
2631.00,82.03
2630.00,82.01
2629.00,81.99
2628.00,81.96
2627.00,81.94
2626.00,81.93
2625.00,81.92
2624.00,81.92
2623.00,81.93
2622.00,81.93
2621.00,81.94
2620.00,81.95
2619.00,81.96
2618.00,81.97
2617.00,81.96
2616.00,81.94
2615.00,81.92
2614.00,81.90
2613.00,81.90
2612.00,81.91
2611.00,81.93
2610.00,81.94
2609.00,81.94
2608.00,81.94
2607.00,81.94
2606.00,81.93
2605.00,81.93
2604.00,81.91
2603.00,81.90
2602.00,81.89
2601.00,81.88
2600.00,81.86
2599.00,81.85
2598.00,81.85
2597.00,81.84
2596.00,81.83
2595.00,81.82
2594.00,81.82
2593.00,81.82
2592.00,81.81
2591.00,81.80
2590.00,81.79
2589.00,81.79
2588.00,81.78
2587.00,81.78
2586.00,81.77
2585.00,81.76
2584.00,81.75
2583.00,81.74
2582.00,81.73
2581.00,81.73
2580.00,81.71
2579.00,81.70
2578.00,81.70
2577.00,81.70
2576.00,81.71
2575.00,81.73
2574.00,81.74
