Created as New Dataset,72 Waxman Fibers
cm-1,%T
926.00,95.12
925.00,95.10
924.00,95.07
923.00,95.06
922.00,95.06
921.00,95.06
920.00,95.08
919.00,95.10
918.00,95.11
917.00,95.10
916.00,95.08
915.00,95.07
914.00,95.08
913.00,95.09
912.00,95.09
911.00,95.08
910.00,95.07
909.00,95.06
908.00,95.05
907.00,95.05
906.00,95.06
905.00,95.08
904.00,95.10
903.00,95.12
902.00,95.14
901.00,95.16
900.00,95.19
899.00,95.22
898.00,95.25
897.00,95.27
896.00,95.27
895.00,95.27
894.00,95.28
893.00,95.30
892.00,95.31
891.00,95.34
890.00,95.37
889.00,95.39
888.00,95.40
887.00,95.40
886.00,95.39
885.00,95.39
884.00,95.40
883.00,95.41
882.00,95.41
881.00,95.41
880.00,95.41
879.00,95.42
878.00,95.43
877.00,95.44
876.00,95.42
875.00,95.40
874.00,95.39
873.00,95.40
872.00,95.42
871.00,95.46
870.00,95.49
869.00,95.52
868.00,95.54
867.00,95.57
866.00,95.60
865.00,95.62
864.00,95.64
863.00,95.65
862.00,95.66
861.00,95.67
860.00,95.66
859.00,95.63
858.00,95.60
857.00,95.59
856.00,95.59
855.00,95.58
854.00,95.58
853.00,95.57
852.00,95.58
851.00,95.60
850.00,95.63
849.00,95.65
848.00,95.67
847.00,95.68
846.00,95.68
845.00,95.68
844.00,95.69
843.00,95.71
842.00,95.73
841.00,95.74
840.00,95.73
839.00,95.71
838.00,95.72
837.00,95.76
836.00,95.81
835.00,95.86
834.00,95.88
833.00,95.89
832.00,95.92
831.00,95.97
830.00,96.00
829.00,96.00
828.00,95.98
827.00,95.96
826.00,95.96
825.00,95.97
824.00,95.97
823.00,95.96
822.00,95.95
821.00,95.93
820.00,95.93
819.00,95.93
818.00,95.93
817.00,95.92
816.00,95.91
815.00,95.93
814.00,95.96
813.00,95.98
812.00,95.99
811.00,95.97
810.00,95.96
809.00,95.92
808.00,95.88
807.00,95.84
806.00,95.83
805.00,95.87
804.00,95.90
803.00,95.92
802.00,95.91
801.00,95.90
800.00,95.87
799.00,95.85
798.00,95.84
797.00,95.85
796.00,95.86
795.00,95.86
794.00,95.86
793.00,95.86
792.00,95.86
791.00,95.86
790.00,95.85
789.00,95.83
788.00,95.82
787.00,95.80
786.00,95.79
785.00,95.78
784.00,95.77
783.00,95.75
782.00,95.72
781.00,95.70
780.00,95.69
779.00,95.69
778.00,95.70
777.00,95.71
776.00,95.73
775.00,95.76
774.00,95.78
773.00,95.79
772.00,95.78
771.00,95.77
770.00,95.79
769.00,95.81
768.00,95.82
767.00,95.81
766.00,95.77
765.00,95.74
764.00,95.73
763.00,95.72
762.00,95.71
761.00,95.70
760.00,95.69
759.00,95.71
758.00,95.73
757.00,95.75
756.00,95.76
755.00,95.77
754.00,95.79
753.00,95.82
752.00,95.86
751.00,95.87
750.00,95.84
749.00,95.81
748.00,95.79
747.00,95.79
746.00,95.80
745.00,95.82
744.00,95.83
743.00,95.86
742.00,95.91
741.00,95.99
740.00,96.02
739.00,95.98
738.00,95.88
737.00,95.76
736.00,95.69
735.00,95.67
734.00,95.67
733.00,95.66
732.00,95.64
731.00,95.60
730.00,95.56
729.00,95.51
728.00,95.46
727.00,95.42
726.00,95.39
725.00,95.34
724.00,95.27
723.00,95.19
722.00,95.13
721.00,95.09
720.00,95.07
719.00,95.03
718.00,94.98
717.00,94.93
716.00,94.88
715.00,94.84
714.00,94.77
713.00,94.69
712.00,94.60
711.00,94.53
710.00,94.46
709.00,94.38
708.00,94.29
707.00,94.22
706.00,94.19
705.00,94.19
704.00,94.20
703.00,94.19
702.00,94.15
701.00,94.09
700.00,94.05
699.00,94.01
698.00,93.96
697.00,93.89
696.00,93.83
695.00,93.82
694.00,93.85
693.00,93.90
692.00,93.91
691.00,93.87
690.00,93.81
689.00,93.74
688.00,93.70
687.00,93.72
686.00,93.79
685.00,93.85
684.00,93.86
683.00,93.79
682.00,93.68
681.00,93.58
680.00,93.55
679.00,93.60
678.00,93.66
677.00,93.64
676.00,93.52
675.00,93.34
674.00,93.19
673.00,93.13
672.00,93.14
671.00,93.20
670.00,93.27
669.00,93.33
668.00,93.33
667.00,93.25
666.00,93.13
665.00,92.98
664.00,92.81
663.00,92.66
662.00,92.57
661.00,92.51
660.00,92.45
659.00,92.34
658.00,92.17
657.00,91.91
656.00,91.63
655.00,91.40
654.00,91.26
653.00,91.19
652.00,91.11
651.00,91.01
650.00,90.93
649.00,90.87
648.00,90.79
647.00,90.64
646.00,90.44
645.00,90.24
644.00,90.11
643.00,90.02
642.00,89.92
641.00,89.78
640.00,89.63
639.00,89.55
638.00,89.56
637.00,89.62
636.00,89.66
635.00,89.66
634.00,89.63
633.00,89.63
632.00,89.68
631.00,89.74
630.00,89.70
629.00,89.48
628.00,89.10
627.00,88.71
626.00,88.47
625.00,88.44
624.00,88.57
623.00,88.72
622.00,88.74
621.00,88.59
620.00,88.41
619.00,88.37
618.00,88.52
617.00,88.77
616.00,89.02
615.00,89.21
614.00,89.30
613.00,89.28
612.00,89.19
611.00,89.10
610.00,89.02
609.00,88.95
608.00,88.93
607.00,88.95
606.00,89.01
605.00,89.02
604.00,88.81
603.00,88.14
602.00,87.06
601.00,86.10
600.00,86.08
599.00,87.27
598.00,88.95
597.00,90.13
596.00,90.43
595.00,90.23
594.00,89.99
593.00,89.88
592.00,89.91
591.00,90.16
590.00,90.58
589.00,90.99
588.00,91.28
587.00,91.50
586.00,91.67
585.00,91.66
584.00,91.37
583.00,90.92
582.00,90.48
581.00,90.12
580.00,89.99
579.00,90.42
578.00,91.45
577.00,92.59
576.00,93.16
575.00,92.82
574.00,91.95
573.00,91.28
572.00,91.20
571.00,91.55
570.00,91.76
569.00,91.47
568.00,90.97
567.00,90.87
566.00,91.36
565.00,92.02
564.00,92.40
563.00,92.37
562.00,92.08
561.00,91.76
560.00,91.55
559.00,91.52
558.00,91.54
557.00,91.45
556.00,91.26
555.00,91.10
554.00,91.11
553.00,91.30
552.00,91.63
551.00,91.92
550.00,91.99
