Created as New Dataset,166. Hoechst (Dark Blue)
cm-1,%T
910.00,82.35
909.00,82.27
908.00,82.15
907.00,82.01
906.00,81.87
905.00,81.73
904.00,81.61
903.00,81.51
902.00,81.45
901.00,81.40
900.00,81.36
899.00,81.32
898.00,81.30
897.00,81.31
896.00,81.36
895.00,81.45
894.00,81.56
893.00,81.67
892.00,81.77
891.00,81.86
890.00,81.92
889.00,81.94
888.00,81.92
887.00,81.84
886.00,81.73
885.00,81.56
884.00,81.34
883.00,81.04
882.00,80.65
881.00,80.17
880.00,79.59
879.00,78.93
878.00,78.15
877.00,77.19
876.00,75.96
875.00,74.43
874.00,72.76
873.00,71.32
872.00,70.56
871.00,70.72
870.00,71.68
869.00,73.03
868.00,74.37
867.00,75.51
866.00,76.39
865.00,77.05
864.00,77.54
863.00,77.90
862.00,78.16
861.00,78.33
860.00,78.41
859.00,78.42
858.00,78.36
857.00,78.23
856.00,78.05
855.00,77.85
854.00,77.65
853.00,77.41
852.00,77.09
851.00,76.70
850.00,76.30
849.00,75.91
848.00,75.59
847.00,75.41
846.00,75.40
845.00,75.53
844.00,75.77
843.00,76.08
842.00,76.41
841.00,76.75
840.00,77.09
839.00,77.42
838.00,77.74
837.00,78.03
836.00,78.31
835.00,78.58
834.00,78.86
833.00,79.13
832.00,79.37
831.00,79.61
830.00,79.83
829.00,80.04
828.00,80.22
827.00,80.40
826.00,80.56
825.00,80.72
824.00,80.85
823.00,80.99
822.00,81.12
821.00,81.24
820.00,81.36
819.00,81.46
818.00,81.57
817.00,81.65
816.00,81.72
815.00,81.77
814.00,81.81
813.00,81.87
812.00,81.92
811.00,81.98
810.00,82.04
809.00,82.11
808.00,82.19
807.00,82.26
806.00,82.31
805.00,82.32
804.00,82.30
803.00,82.30
802.00,82.36
801.00,82.43
800.00,82.48
799.00,82.45
798.00,82.30
797.00,82.00
796.00,81.59
795.00,81.13
794.00,80.72
793.00,80.44
792.00,80.35
791.00,80.45
790.00,80.70
789.00,81.01
788.00,81.35
787.00,81.69
786.00,82.00
785.00,82.27
784.00,82.53
783.00,82.79
782.00,83.07
781.00,83.33
780.00,83.55
779.00,83.76
778.00,83.95
777.00,84.13
776.00,84.29
775.00,84.45
774.00,84.63
773.00,84.82
772.00,84.99
771.00,85.15
770.00,85.32
769.00,85.51
768.00,85.71
767.00,85.90
766.00,86.06
765.00,86.22
764.00,86.39
763.00,86.58
762.00,86.75
761.00,86.88
760.00,87.00
759.00,87.16
758.00,87.36
757.00,87.57
756.00,87.79
755.00,88.00
754.00,88.20
753.00,88.39
752.00,88.57
751.00,88.74
750.00,88.92
749.00,89.09
748.00,89.26
747.00,89.40
746.00,89.48
745.00,89.43
744.00,89.23
743.00,88.87
742.00,88.30
741.00,87.44
740.00,86.21
739.00,84.57
738.00,82.57
737.00,80.24
736.00,77.65
735.00,74.88
734.00,71.98
733.00,68.97
732.00,65.94
731.00,62.93
730.00,59.98
729.00,57.05
728.00,54.18
727.00,51.48
726.00,49.11
725.00,47.29
724.00,46.19
723.00,45.88
722.00,46.32
721.00,47.37
720.00,48.85
719.00,50.60
718.00,52.44
717.00,54.24
716.00,55.95
715.00,57.54
714.00,59.00
713.00,60.30
712.00,61.45
711.00,62.46
710.00,63.37
709.00,64.21
708.00,64.99
707.00,65.74
706.00,66.46
705.00,67.13
704.00,67.76
703.00,68.35
702.00,68.94
701.00,69.54
700.00,70.17
699.00,70.84
698.00,71.52
697.00,72.16
696.00,72.72
695.00,73.21
694.00,73.64
693.00,74.04
692.00,74.38
691.00,74.70
690.00,75.01
689.00,75.34
688.00,75.65
687.00,75.91
686.00,76.10
685.00,76.20
684.00,76.24
683.00,76.26
682.00,76.31
681.00,76.42
680.00,76.57
679.00,76.74
678.00,76.92
677.00,77.10
676.00,77.32
675.00,77.57
674.00,77.83
673.00,78.08
672.00,78.29
671.00,78.46
670.00,78.62
669.00,78.77
668.00,78.87
667.00,78.90
666.00,78.95
665.00,79.05
664.00,79.17
663.00,79.27
662.00,79.36
661.00,79.49
660.00,79.66
659.00,79.86
658.00,80.01
657.00,80.08
656.00,80.10
655.00,80.11
654.00,80.16
653.00,80.25
652.00,80.33
651.00,80.40
650.00,80.47
649.00,80.55
648.00,80.63
647.00,80.70
646.00,80.75
645.00,80.79
644.00,80.83
643.00,80.88
642.00,80.92
641.00,80.94
640.00,80.94
639.00,80.97
638.00,81.10
637.00,81.27
636.00,81.36
635.00,81.24
634.00,80.90
633.00,80.50
632.00,80.24
631.00,80.26
630.00,80.52
629.00,80.91
628.00,81.27
627.00,81.54
626.00,81.71
625.00,81.82
624.00,81.86
623.00,81.83
622.00,81.75
621.00,81.69
620.00,81.73
619.00,81.89
618.00,82.15
617.00,82.43
616.00,82.61
615.00,82.50
614.00,82.11
613.00,81.72
612.00,81.61
611.00,81.80
610.00,82.07
609.00,82.17
608.00,82.13
607.00,82.08
606.00,82.14
605.00,82.22
604.00,81.97
603.00,80.99
602.00,79.39
601.00,77.98
600.00,77.71
599.00,78.81
598.00,80.55
597.00,81.91
596.00,82.53
595.00,82.72
594.00,82.77
593.00,82.72
592.00,82.63
591.00,82.67
590.00,82.87
589.00,83.00
588.00,82.95
587.00,82.88
586.00,83.01
585.00,83.31
584.00,83.57
583.00,83.51
582.00,82.99
581.00,82.10
580.00,81.35
579.00,81.26
578.00,81.88
577.00,82.75
576.00,83.46
575.00,83.96
574.00,84.27
573.00,84.32
572.00,84.07
571.00,83.66
570.00,83.27
569.00,83.02
568.00,82.98
567.00,83.17
566.00,83.35
565.00,83.21
564.00,82.81
563.00,82.44
562.00,82.24
561.00,82.10
560.00,82.00
559.00,82.14
558.00,82.57
557.00,83.11
556.00,83.62
555.00,84.10
554.00,84.31
553.00,84.03
552.00,83.39
551.00,83.11
550.00,83.49
