Created as New Dataset,170. ICI (Pink)
cm-1,%T
919.00,81.17
918.00,81.22
917.00,81.25
916.00,81.25
915.00,81.22
914.00,81.18
913.00,81.14
912.00,81.11
911.00,81.08
910.00,81.03
909.00,80.95
908.00,80.84
907.00,80.70
906.00,80.54
905.00,80.36
904.00,80.18
903.00,80.04
902.00,79.95
901.00,79.91
900.00,79.88
899.00,79.88
898.00,79.89
897.00,79.92
896.00,79.97
895.00,80.03
894.00,80.08
893.00,80.14
892.00,80.21
891.00,80.28
890.00,80.35
889.00,80.37
888.00,80.32
887.00,80.21
886.00,80.03
885.00,79.78
884.00,79.47
883.00,79.09
882.00,78.64
881.00,78.10
880.00,77.46
879.00,76.72
878.00,75.86
877.00,74.83
876.00,73.55
875.00,72.00
874.00,70.38
873.00,69.07
872.00,68.50
871.00,68.88
870.00,70.04
869.00,71.55
868.00,73.02
867.00,74.24
866.00,75.18
865.00,75.88
864.00,76.39
863.00,76.76
862.00,77.01
861.00,77.14
860.00,77.16
859.00,77.10
858.00,76.97
857.00,76.78
856.00,76.53
855.00,76.25
854.00,75.93
853.00,75.55
852.00,75.10
851.00,74.58
850.00,74.03
849.00,73.54
848.00,73.19
847.00,73.05
846.00,73.15
845.00,73.42
844.00,73.81
843.00,74.24
842.00,74.69
841.00,75.12
840.00,75.53
839.00,75.93
838.00,76.32
837.00,76.68
836.00,77.04
835.00,77.39
834.00,77.74
833.00,78.08
832.00,78.42
831.00,78.73
830.00,79.02
829.00,79.28
828.00,79.50
827.00,79.70
826.00,79.87
825.00,80.01
824.00,80.14
823.00,80.27
822.00,80.39
821.00,80.51
820.00,80.61
819.00,80.71
818.00,80.79
817.00,80.85
816.00,80.90
815.00,80.95
814.00,81.02
813.00,81.10
812.00,81.17
811.00,81.24
810.00,81.30
809.00,81.37
808.00,81.44
807.00,81.49
806.00,81.51
805.00,81.52
804.00,81.52
803.00,81.57
802.00,81.65
801.00,81.72
800.00,81.75
799.00,81.65
798.00,81.39
797.00,80.95
796.00,80.37
795.00,79.77
794.00,79.29
793.00,78.99
792.00,78.94
791.00,79.11
790.00,79.44
789.00,79.85
788.00,80.27
787.00,80.67
786.00,81.04
785.00,81.39
784.00,81.72
783.00,82.02
782.00,82.29
781.00,82.51
780.00,82.71
779.00,82.91
778.00,83.10
777.00,83.27
776.00,83.43
775.00,83.61
774.00,83.82
773.00,84.01
772.00,84.19
771.00,84.37
770.00,84.56
769.00,84.75
768.00,84.93
767.00,85.11
766.00,85.30
765.00,85.50
764.00,85.70
763.00,85.90
762.00,86.08
761.00,86.21
760.00,86.30
759.00,86.40
758.00,86.54
757.00,86.72
756.00,86.90
755.00,87.05
754.00,87.19
753.00,87.29
752.00,87.37
751.00,87.44
750.00,87.53
749.00,87.64
748.00,87.75
747.00,87.84
746.00,87.86
745.00,87.77
744.00,87.53
743.00,87.11
742.00,86.45
741.00,85.49
740.00,84.16
739.00,82.44
738.00,80.32
737.00,77.86
736.00,75.15
735.00,72.27
734.00,69.29
733.00,66.23
732.00,63.17
731.00,60.17
730.00,57.25
729.00,54.38
728.00,51.61
727.00,49.08
726.00,46.99
725.00,45.53
724.00,44.81
723.00,44.84
722.00,45.56
721.00,46.84
720.00,48.53
719.00,50.47
718.00,52.47
717.00,54.40
716.00,56.20
715.00,57.86
714.00,59.37
713.00,60.72
712.00,61.92
711.00,62.97
710.00,63.90
709.00,64.74
708.00,65.55
707.00,66.34
706.00,67.10
705.00,67.82
704.00,68.50
703.00,69.16
702.00,69.85
701.00,70.58
700.00,71.38
699.00,72.21
698.00,73.03
697.00,73.77
696.00,74.37
695.00,74.83
694.00,75.22
693.00,75.57
692.00,75.93
691.00,76.30
690.00,76.68
689.00,77.04
688.00,77.33
687.00,77.52
686.00,77.61
685.00,77.64
684.00,77.64
683.00,77.64
682.00,77.67
681.00,77.77
680.00,77.92
679.00,78.14
678.00,78.41
677.00,78.73
676.00,79.05
675.00,79.32
674.00,79.55
673.00,79.75
672.00,79.96
671.00,80.17
670.00,80.35
669.00,80.49
668.00,80.57
667.00,80.58
666.00,80.64
665.00,80.85
664.00,81.09
663.00,81.23
662.00,81.28
661.00,81.34
660.00,81.47
659.00,81.66
658.00,81.80
657.00,81.87
656.00,81.89
655.00,81.93
654.00,82.01
653.00,82.13
652.00,82.23
651.00,82.29
650.00,82.31
649.00,82.30
648.00,82.30
647.00,82.31
646.00,82.37
645.00,82.45
644.00,82.54
643.00,82.65
642.00,82.76
641.00,82.89
640.00,83.03
639.00,83.12
638.00,83.12
637.00,83.01
636.00,82.80
635.00,82.49
634.00,82.14
633.00,81.84
632.00,81.72
631.00,81.83
630.00,82.13
629.00,82.53
628.00,82.94
627.00,83.33
626.00,83.64
625.00,83.88
624.00,84.06
623.00,84.17
622.00,84.18
621.00,84.08
620.00,83.91
619.00,83.71
618.00,83.59
617.00,83.67
616.00,83.90
615.00,84.05
614.00,83.92
613.00,83.57
612.00,83.26
611.00,83.15
610.00,83.17
609.00,83.24
608.00,83.38
607.00,83.66
606.00,84.05
605.00,84.36
604.00,84.38
603.00,83.95
602.00,83.18
601.00,82.53
600.00,82.49
599.00,83.10
598.00,83.83
597.00,84.15
596.00,84.06
595.00,83.93
594.00,83.95
593.00,83.92
592.00,83.73
591.00,83.59
590.00,83.74
589.00,84.06
588.00,84.31
587.00,84.44
586.00,84.63
585.00,84.98
584.00,85.38
583.00,85.62
582.00,85.59
581.00,85.35
580.00,85.06
579.00,84.81
578.00,84.57
577.00,84.24
576.00,83.84
575.00,83.56
574.00,83.55
573.00,83.64
572.00,83.58
571.00,83.21
570.00,82.68
569.00,82.34
568.00,82.48
567.00,83.08
566.00,83.75
565.00,84.06
564.00,83.95
563.00,83.65
562.00,83.40
561.00,83.22
560.00,83.14
559.00,83.24
558.00,83.53
557.00,83.82
556.00,83.96
555.00,83.88
554.00,83.68
553.00,83.51
552.00,83.56
551.00,83.98
550.00,84.61
