Created as New Dataset,58 Eastman Fibres
cm-1,%T
904.00,96.30
903.00,96.30
902.00,96.30
901.00,96.32
900.00,96.35
899.00,96.39
898.00,96.41
897.00,96.42
896.00,96.42
895.00,96.42
894.00,96.42
893.00,96.43
892.00,96.43
891.00,96.44
890.00,96.44
889.00,96.44
888.00,96.41
887.00,96.38
886.00,96.35
885.00,96.35
884.00,96.35
883.00,96.36
882.00,96.36
881.00,96.36
880.00,96.37
879.00,96.40
878.00,96.44
877.00,96.47
876.00,96.49
875.00,96.49
874.00,96.49
873.00,96.47
872.00,96.45
871.00,96.47
870.00,96.52
869.00,96.59
868.00,96.66
867.00,96.69
866.00,96.70
865.00,96.69
864.00,96.69
863.00,96.70
862.00,96.73
861.00,96.78
860.00,96.82
859.00,96.85
858.00,96.84
857.00,96.81
856.00,96.77
855.00,96.74
854.00,96.73
853.00,96.74
852.00,96.76
851.00,96.78
850.00,96.78
849.00,96.77
848.00,96.76
847.00,96.74
846.00,96.72
845.00,96.70
844.00,96.66
843.00,96.64
842.00,96.62
841.00,96.62
840.00,96.61
839.00,96.60
838.00,96.58
837.00,96.57
836.00,96.58
835.00,96.60
834.00,96.61
833.00,96.59
832.00,96.56
831.00,96.56
830.00,96.58
829.00,96.60
828.00,96.59
827.00,96.56
826.00,96.54
825.00,96.55
824.00,96.60
823.00,96.67
822.00,96.71
821.00,96.70
820.00,96.66
819.00,96.63
818.00,96.64
817.00,96.67
816.00,96.67
815.00,96.65
814.00,96.61
813.00,96.59
812.00,96.57
811.00,96.56
810.00,96.56
809.00,96.58
808.00,96.58
807.00,96.57
806.00,96.55
805.00,96.53
804.00,96.52
803.00,96.50
802.00,96.51
801.00,96.53
800.00,96.56
799.00,96.56
798.00,96.56
797.00,96.56
796.00,96.56
795.00,96.55
794.00,96.52
793.00,96.48
792.00,96.44
791.00,96.43
790.00,96.44
789.00,96.48
788.00,96.52
787.00,96.51
786.00,96.49
785.00,96.47
784.00,96.46
783.00,96.47
782.00,96.47
781.00,96.47
780.00,96.48
779.00,96.49
778.00,96.48
777.00,96.43
776.00,96.36
775.00,96.29
774.00,96.25
773.00,96.24
772.00,96.24
771.00,96.23
770.00,96.23
769.00,96.22
768.00,96.20
767.00,96.16
766.00,96.14
765.00,96.13
764.00,96.15
763.00,96.18
762.00,96.20
761.00,96.22
760.00,96.23
759.00,96.20
758.00,96.13
757.00,96.05
756.00,95.97
755.00,95.92
754.00,95.92
753.00,95.93
752.00,95.94
751.00,95.93
750.00,95.89
749.00,95.84
748.00,95.79
747.00,95.74
746.00,95.71
745.00,95.69
744.00,95.69
743.00,95.68
742.00,95.67
741.00,95.65
740.00,95.63
739.00,95.60
738.00,95.56
737.00,95.53
736.00,95.50
735.00,95.47
734.00,95.41
733.00,95.33
732.00,95.23
731.00,95.15
730.00,95.09
729.00,95.06
728.00,95.02
727.00,94.97
726.00,94.91
725.00,94.85
724.00,94.80
723.00,94.75
722.00,94.70
721.00,94.65
720.00,94.59
719.00,94.54
718.00,94.48
717.00,94.41
716.00,94.36
715.00,94.33
714.00,94.31
713.00,94.29
712.00,94.24
711.00,94.17
710.00,94.13
709.00,94.12
708.00,94.14
707.00,94.16
706.00,94.17
705.00,94.19
704.00,94.21
703.00,94.23
702.00,94.23
701.00,94.20
700.00,94.14
699.00,94.08
698.00,94.06
697.00,94.08
696.00,94.13
695.00,94.19
694.00,94.25
693.00,94.29
692.00,94.30
691.00,94.29
690.00,94.27
689.00,94.23
688.00,94.17
687.00,94.11
686.00,94.07
685.00,94.04
684.00,93.99
683.00,93.92
682.00,93.84
681.00,93.74
680.00,93.64
679.00,93.54
678.00,93.46
677.00,93.38
676.00,93.30
675.00,93.18
674.00,93.02
673.00,92.86
672.00,92.71
671.00,92.62
670.00,92.60
669.00,92.58
668.00,92.46
667.00,92.23
666.00,92.05
665.00,91.99
664.00,91.99
663.00,92.00
662.00,91.97
661.00,91.90
660.00,91.81
659.00,91.71
658.00,91.61
657.00,91.49
656.00,91.36
655.00,91.21
654.00,91.08
653.00,90.98
652.00,90.90
651.00,90.84
650.00,90.82
649.00,90.82
648.00,90.82
647.00,90.82
646.00,90.80
645.00,90.76
644.00,90.68
643.00,90.59
642.00,90.56
641.00,90.61
640.00,90.67
639.00,90.69
638.00,90.65
637.00,90.58
636.00,90.53
635.00,90.51
634.00,90.50
633.00,90.47
632.00,90.42
631.00,90.39
630.00,90.37
629.00,90.36
628.00,90.34
627.00,90.39
626.00,90.59
625.00,90.93
624.00,91.30
623.00,91.54
622.00,91.62
621.00,91.58
620.00,91.45
619.00,91.26
618.00,91.09
617.00,91.03
616.00,91.06
615.00,91.01
614.00,90.78
613.00,90.56
612.00,90.58
611.00,90.89
610.00,91.22
609.00,91.32
608.00,91.17
607.00,90.96
606.00,90.90
605.00,91.07
604.00,91.44
603.00,91.82
602.00,91.97
601.00,91.80
600.00,91.47
599.00,91.24
598.00,91.20
597.00,91.19
596.00,91.13
595.00,91.14
594.00,91.40
593.00,91.89
592.00,92.33
591.00,92.46
590.00,92.18
589.00,91.69
588.00,91.22
587.00,90.90
586.00,90.71
585.00,90.52
584.00,90.23
583.00,89.90
582.00,89.64
581.00,89.54
580.00,89.63
579.00,89.92
578.00,90.23
577.00,90.31
576.00,90.10
575.00,89.76
574.00,89.58
573.00,89.70
572.00,90.06
571.00,90.45
570.00,90.55
569.00,90.26
568.00,89.92
567.00,89.98
566.00,90.50
565.00,91.11
564.00,91.49
563.00,91.61
562.00,91.57
561.00,91.40
560.00,91.20
559.00,91.13
558.00,91.28
557.00,91.48
556.00,91.51
555.00,91.32
554.00,90.98
553.00,90.57
552.00,90.13
551.00,89.92
550.00,90.00
