Created as New Dataset,10. Acrylic Bayer
884.00,98.29
883.00,98.32
882.00,98.33
881.00,98.35
880.00,98.36
879.00,98.39
878.00,98.41
877.00,98.40
876.00,98.39
875.00,98.40
874.00,98.43
873.00,98.46
872.00,98.47
871.00,98.45
870.00,98.42
869.00,98.38
868.00,98.36
867.00,98.35
866.00,98.34
865.00,98.34
864.00,98.33
863.00,98.33
862.00,98.34
861.00,98.36
860.00,98.36
859.00,98.34
858.00,98.33
857.00,98.34
856.00,98.36
855.00,98.37
854.00,98.36
853.00,98.33
852.00,98.31
851.00,98.29
850.00,98.29
849.00,98.30
848.00,98.32
847.00,98.33
846.00,98.33
845.00,98.33
844.00,98.31
843.00,98.29
842.00,98.28
841.00,98.28
840.00,98.30
839.00,98.33
838.00,98.37
837.00,98.40
836.00,98.42
835.00,98.42
834.00,98.40
833.00,98.38
832.00,98.37
831.00,98.36
830.00,98.35
829.00,98.34
828.00,98.35
827.00,98.37
826.00,98.37
825.00,98.36
824.00,98.34
823.00,98.34
822.00,98.36
821.00,98.38
820.00,98.40
819.00,98.43
818.00,98.46
817.00,98.47
816.00,98.44
815.00,98.39
814.00,98.33
813.00,98.30
812.00,98.32
811.00,98.35
810.00,98.37
809.00,98.37
808.00,98.37
807.00,98.36
806.00,98.37
805.00,98.37
804.00,98.35
803.00,98.32
802.00,98.31
801.00,98.32
800.00,98.37
799.00,98.41
798.00,98.42
797.00,98.38
796.00,98.33
795.00,98.31
794.00,98.33
793.00,98.36
792.00,98.37
791.00,98.35
790.00,98.33
789.00,98.31
788.00,98.31
787.00,98.32
786.00,98.34
785.00,98.35
784.00,98.36
783.00,98.35
782.00,98.35
781.00,98.35
780.00,98.35
779.00,98.36
778.00,98.38
777.00,98.40
776.00,98.41
775.00,98.42
774.00,98.42
773.00,98.42
772.00,98.40
771.00,98.39
770.00,98.39
769.00,98.40
768.00,98.39
767.00,98.37
766.00,98.36
765.00,98.36
764.00,98.38
763.00,98.40
762.00,98.42
761.00,98.43
760.00,98.43
759.00,98.43
758.00,98.44
757.00,98.47
756.00,98.50
755.00,98.49
754.00,98.45
753.00,98.41
752.00,98.41
751.00,98.45
750.00,98.50
749.00,98.53
748.00,98.54
747.00,98.53
746.00,98.51
745.00,98.49
744.00,98.47
743.00,98.49
742.00,98.52
741.00,98.57
740.00,98.62
739.00,98.68
738.00,98.75
737.00,98.80
736.00,98.83
735.00,98.81
734.00,98.76
733.00,98.71
732.00,98.69
731.00,98.71
730.00,98.74
729.00,98.78
728.00,98.80
727.00,98.79
726.00,98.75
725.00,98.71
724.00,98.70
723.00,98.73
722.00,98.78
721.00,98.84
720.00,98.88
719.00,98.88
718.00,98.88
717.00,98.89
716.00,98.92
715.00,98.95
714.00,98.95
713.00,98.92
712.00,98.89
711.00,98.87
710.00,98.86
709.00,98.89
708.00,98.93
707.00,98.97
706.00,98.97
705.00,98.94
704.00,98.92
703.00,98.92
702.00,98.91
701.00,98.90
700.00,98.89
699.00,98.87
698.00,98.84
697.00,98.77
696.00,98.71
695.00,98.68
694.00,98.70
693.00,98.76
692.00,98.81
691.00,98.83
690.00,98.82
689.00,98.78
688.00,98.78
687.00,98.81
686.00,98.86
685.00,98.89
684.00,98.90
683.00,98.89
682.00,98.88
681.00,98.88
680.00,98.91
679.00,98.93
678.00,98.91
677.00,98.87
676.00,98.84
675.00,98.86
674.00,98.89
673.00,98.89
672.00,98.88
671.00,98.86
670.00,98.81
669.00,98.73
668.00,98.63
667.00,98.56
666.00,98.64
665.00,98.84
664.00,99.00
663.00,99.05
662.00,99.04
661.00,99.03
660.00,99.07
659.00,99.11
658.00,99.12
657.00,99.08
656.00,99.01
655.00,98.95
654.00,98.89
653.00,98.83
652.00,98.79
651.00,98.78
650.00,98.80
649.00,98.85
648.00,98.89
647.00,98.94
646.00,98.96
645.00,98.94
644.00,98.85
643.00,98.74
642.00,98.65
641.00,98.66
640.00,98.73
639.00,98.78
638.00,98.75
637.00,98.66
636.00,98.60
635.00,98.62
634.00,98.70
633.00,98.80
632.00,98.86
631.00,98.90
630.00,98.91
629.00,98.94
628.00,99.00
627.00,99.05
626.00,99.04
625.00,98.94
624.00,98.77
623.00,98.60
622.00,98.45
621.00,98.33
620.00,98.23
619.00,98.22
618.00,98.34
617.00,98.60
616.00,98.90
615.00,99.06
614.00,99.02
613.00,98.84
612.00,98.61
611.00,98.40
610.00,98.28
609.00,98.29
608.00,98.41
607.00,98.58
606.00,98.74
605.00,98.80
604.00,98.45
603.00,97.35
602.00,95.70
601.00,94.33
600.00,94.10
599.00,95.19
598.00,96.86
597.00,98.16
596.00,98.77
595.00,98.96
594.00,99.04
593.00,99.15
592.00,99.26
591.00,99.29
590.00,99.16
589.00,98.89
588.00,98.64
587.00,98.64
586.00,98.93
585.00,99.36
584.00,99.64
583.00,99.47
582.00,98.86
581.00,98.27
580.00,98.19
579.00,98.57
578.00,98.72
577.00,98.21
576.00,97.44
575.00,97.17
574.00,97.58
573.00,98.19
572.00,98.57
571.00,98.60
570.00,98.32
569.00,97.86
568.00,97.51
567.00,97.53
566.00,97.90
565.00,98.38
564.00,98.75
563.00,98.82
562.00,98.45
561.00,97.82
560.00,97.47
559.00,97.73
558.00,98.39
557.00,98.90
556.00,99.04
555.00,98.93
554.00,98.55
553.00,97.79
552.00,96.86
551.00,96.25
550.00,96.26
