Created as New Dataset,10. Acrylic Bayer
3457.00,98.87
3456.00,98.85
3455.00,98.82
3454.00,98.81
3453.00,98.81
3452.00,98.82
3451.00,98.84
3450.00,98.86
3449.00,98.86
3448.00,98.84
3447.00,98.81
3446.00,98.79
3445.00,98.79
3444.00,98.81
3443.00,98.84
3442.00,98.85
3441.00,98.86
3440.00,98.85
3439.00,98.84
3438.00,98.83
3437.00,98.82
3436.00,98.82
3435.00,98.83
3434.00,98.83
3433.00,98.83
3432.00,98.83
3431.00,98.82
3430.00,98.82
3429.00,98.81
3428.00,98.82
3427.00,98.83
3426.00,98.84
3425.00,98.84
3424.00,98.84
3423.00,98.84
3422.00,98.85
3421.00,98.86
3420.00,98.86
3419.00,98.86
3418.00,98.85
3417.00,98.83
3416.00,98.81
3415.00,98.80
3414.00,98.80
3413.00,98.81
3412.00,98.82
3411.00,98.84
3410.00,98.85
3409.00,98.84
3408.00,98.84
3407.00,98.84
3406.00,98.84
3405.00,98.86
3404.00,98.88
3403.00,98.90
3402.00,98.91
3401.00,98.90
3400.00,98.87
3399.00,98.84
3398.00,98.81
3397.00,98.80
3396.00,98.79
3395.00,98.80
3394.00,98.81
3393.00,98.81
3392.00,98.81
3391.00,98.80
3390.00,98.79
3389.00,98.78
3388.00,98.79
3387.00,98.79
3386.00,98.81
3385.00,98.83
3384.00,98.85
3383.00,98.86
3382.00,98.87
3381.00,98.86
3380.00,98.84
3379.00,98.82
3378.00,98.81
3377.00,98.82
3376.00,98.84
3375.00,98.86
3374.00,98.86
3373.00,98.85
3372.00,98.83
3371.00,98.82
3370.00,98.81
3369.00,98.81
3368.00,98.82
3367.00,98.84
3366.00,98.85
3365.00,98.85
3364.00,98.84
3363.00,98.82
3362.00,98.82
3361.00,98.82
3360.00,98.84
3359.00,98.85
3358.00,98.86
3357.00,98.86
3356.00,98.86
3355.00,98.86
3354.00,98.86
3353.00,98.86
3352.00,98.86
3351.00,98.86
3350.00,98.85
3349.00,98.84
3348.00,98.83
3347.00,98.82
3346.00,98.82
3345.00,98.83
3344.00,98.83
3343.00,98.82
3342.00,98.81
3341.00,98.80
3340.00,98.79
3339.00,98.80
3338.00,98.81
3337.00,98.82
3336.00,98.83
3335.00,98.83
3334.00,98.83
3333.00,98.83
3332.00,98.83
3331.00,98.83
3330.00,98.83
3329.00,98.83
3328.00,98.83
3327.00,98.83
3326.00,98.84
3325.00,98.85
3324.00,98.87
3323.00,98.88
3322.00,98.88
3321.00,98.87
3320.00,98.86
3319.00,98.84
3318.00,98.81
3317.00,98.79
3316.00,98.78
3315.00,98.78
3314.00,98.78
3313.00,98.79
3312.00,98.80
3311.00,98.81
3310.00,98.82
3309.00,98.82
3308.00,98.81
3307.00,98.81
3306.00,98.81
3305.00,98.82
3304.00,98.82
3303.00,98.82
3302.00,98.80
3301.00,98.79
3300.00,98.78
3299.00,98.79
3298.00,98.81
3297.00,98.82
3296.00,98.82
3295.00,98.82
3294.00,98.82
3293.00,98.81
3292.00,98.79
3291.00,98.78
3290.00,98.78
3289.00,98.78
3288.00,98.78
3287.00,98.79
3286.00,98.80
3285.00,98.82
3284.00,98.83
3283.00,98.84
3282.00,98.83
3281.00,98.80
3280.00,98.78
3279.00,98.76
3278.00,98.77
3277.00,98.79
3276.00,98.81
3275.00,98.81
3274.00,98.81
3273.00,98.80
3272.00,98.79
3271.00,98.77
3270.00,98.76
3269.00,98.75
3268.00,98.75
3267.00,98.77
3266.00,98.78
3265.00,98.79
3264.00,98.79
3263.00,98.78
3262.00,98.78
3261.00,98.78
3260.00,98.78
3259.00,98.78
3258.00,98.77
3257.00,98.77
3256.00,98.76
3255.00,98.77
3254.00,98.77
3253.00,98.77
3252.00,98.76
3251.00,98.76
3250.00,98.77
3249.00,98.78
3248.00,98.79
3247.00,98.79
3246.00,98.78
3245.00,98.77
3244.00,98.75
3243.00,98.74
3242.00,98.74
3241.00,98.74
3240.00,98.74
3239.00,98.74
3238.00,98.76
3237.00,98.77
3236.00,98.78
3235.00,98.77
3234.00,98.74
3233.00,98.72
3232.00,98.71
3231.00,98.72
3230.00,98.73
3229.00,98.74
3228.00,98.74
3227.00,98.74
3226.00,98.73
3225.00,98.73
3224.00,98.73
3223.00,98.74
3222.00,98.75
3221.00,98.76
3220.00,98.76
3219.00,98.77
3218.00,98.79
3217.00,98.80
3216.00,98.81
3215.00,98.81
3214.00,98.80
3213.00,98.77
3212.00,98.75
3211.00,98.73
3210.00,98.72
3209.00,98.72
3208.00,98.72
3207.00,98.72
3206.00,98.72
3205.00,98.72
3204.00,98.73
3203.00,98.75
3202.00,98.76
3201.00,98.77
3200.00,98.78
3199.00,98.78
3198.00,98.76
3197.00,98.74
3196.00,98.72
3195.00,98.71
3194.00,98.71
3193.00,98.71
3192.00,98.72
3191.00,98.73
3190.00,98.74
3189.00,98.76
3188.00,98.77
3187.00,98.77
3186.00,98.75
3185.00,98.74
3184.00,98.74
3183.00,98.74
3182.00,98.75
3181.00,98.75
3180.00,98.74
3179.00,98.74
3178.00,98.73
3177.00,98.73
3176.00,98.73
3175.00,98.73
3174.00,98.72
3173.00,98.72
3172.00,98.71
3171.00,98.70
3170.00,98.71
3169.00,98.71
3168.00,98.72
3167.00,98.73
3166.00,98.74
3165.00,98.74
3164.00,98.76
3163.00,98.77
3162.00,98.78
3161.00,98.78
3160.00,98.76
3159.00,98.75
3158.00,98.74
3157.00,98.74
3156.00,98.75
3155.00,98.75
3154.00,98.74
3153.00,98.74
3152.00,98.74
3151.00,98.74
3150.00,98.75
3149.00,98.76
3148.00,98.78
3147.00,98.78
3146.00,98.78
3145.00,98.78
3144.00,98.77
3143.00,98.77
3142.00,98.77
3141.00,98.77
3140.00,98.77
3139.00,98.77
3138.00,98.77
3137.00,98.76
3136.00,98.74
3135.00,98.74
3134.00,98.74
3133.00,98.75
3132.00,98.76
3131.00,98.78
3130.00,98.78
3129.00,98.77
3128.00,98.76
3127.00,98.75
3126.00,98.74
3125.00,98.74
3124.00,98.74
3123.00,98.74
3122.00,98.76
3121.00,98.76
3120.00,98.76
3119.00,98.75
3118.00,98.74
3117.00,98.74
3116.00,98.74
3115.00,98.75
3114.00,98.75
3113.00,98.76
3112.00,98.76
3111.00,98.75
3110.00,98.73
3109.00,98.70
3108.00,98.68
3107.00,98.68
3106.00,98.69
3105.00,98.71
3104.00,98.72
3103.00,98.73
3102.00,98.73
3101.00,98.73
3100.00,98.73
3099.00,98.72
3098.00,98.72
3097.00,98.70
3096.00,98.69
3095.00,98.69
3094.00,98.69
3093.00,98.71
3092.00,98.72
3091.00,98.72
3090.00,98.71
3089.00,98.70
3088.00,98.69
3087.00,98.69
3086.00,98.69
3085.00,98.71
3084.00,98.72
3083.00,98.74
3082.00,98.74
3081.00,98.73
3080.00,98.72
3079.00,98.71
3078.00,98.70
3077.00,98.68
3076.00,98.67
3075.00,98.66
3074.00,98.66
3073.00,98.67
3072.00,98.69
3071.00,98.70
3070.00,98.71
3069.00,98.70
3068.00,98.69
3067.00,98.67
3066.00,98.66
3065.00,98.67
3064.00,98.69
3063.00,98.69
3062.00,98.70
3061.00,98.70
3060.00,98.70
3059.00,98.69
3058.00,98.69
3057.00,98.68
3056.00,98.68
3055.00,98.68
3054.00,98.68
3053.00,98.68
3052.00,98.68
3051.00,98.68
3050.00,98.67
3049.00,98.68
3048.00,98.69
3047.00,98.71
3046.00,98.73
3045.00,98.74
3044.00,98.74
3043.00,98.73
3042.00,98.71
3041.00,98.69
3040.00,98.67
3039.00,98.68
3038.00,98.69
3037.00,98.70
3036.00,98.70
3035.00,98.70
3034.00,98.69
3033.00,98.68
3032.00,98.68
3031.00,98.70
3030.00,98.71
3029.00,98.71
3028.00,98.70
3027.00,98.68
3026.00,98.65
3025.00,98.63
3024.00,98.61
3023.00,98.61
3022.00,98.62
3021.00,98.62
3020.00,98.63
3019.00,98.64
3018.00,98.64
3017.00,98.64
3016.00,98.65
3015.00,98.66
3014.00,98.67
3013.00,98.68
3012.00,98.68
3011.00,98.67
3010.00,98.65
3009.00,98.63
3008.00,98.62
3007.00,98.61
3006.00,98.62
3005.00,98.63
3004.00,98.64
3003.00,98.65
3002.00,98.66
3001.00,98.65
3000.00,98.64
2999.00,98.62
2998.00,98.60
2997.00,98.58
2996.00,98.57
2995.00,98.56
2994.00,98.56
2993.00,98.56
2992.00,98.56
2991.00,98.55
2990.00,98.54
2989.00,98.53
2988.00,98.51
2987.00,98.49
2986.00,98.49
2985.00,98.51
2984.00,98.52
2983.00,98.53
2982.00,98.54
2981.00,98.54
2980.00,98.54
2979.00,98.54
2978.00,98.53
2977.00,98.52
2976.00,98.51
2975.00,98.50
2974.00,98.49
2973.00,98.48
2972.00,98.47
2971.00,98.46
2970.00,98.44
2969.00,98.43
2968.00,98.42
2967.00,98.42
2966.00,98.42
2965.00,98.42
2964.00,98.42
2963.00,98.40
2962.00,98.38
2961.00,98.36
2960.00,98.34
2959.00,98.33
2958.00,98.32
2957.00,98.31
2956.00,98.29
2955.00,98.29
2954.00,98.28
2953.00,98.27
2952.00,98.25
2951.00,98.23
2950.00,98.23
2949.00,98.22
2948.00,98.20
2947.00,98.18
2946.00,98.14
2945.00,98.11
2944.00,98.09
2943.00,98.07
2942.00,98.08
2941.00,98.09
2940.00,98.09
2939.00,98.09
2938.00,98.08
2937.00,98.08
2936.00,98.07
2935.00,98.05
2934.00,98.04
2933.00,98.03
2932.00,98.03
2931.00,98.04
2930.00,98.05
2929.00,98.05
2928.00,98.05
2927.00,98.05
2926.00,98.05
2925.00,98.04
2924.00,98.03
2923.00,98.03
2922.00,98.03
2921.00,98.04
2920.00,98.06
2919.00,98.08
2918.00,98.10
2917.00,98.10
2916.00,98.10
2915.00,98.10
2914.00,98.11
2913.00,98.13
2912.00,98.16
2911.00,98.19
2910.00,98.22
2909.00,98.25
2908.00,98.28
2907.00,98.31
2906.00,98.33
2905.00,98.33
2904.00,98.33
2903.00,98.32
2902.00,98.32
2901.00,98.33
2900.00,98.35
2899.00,98.37
2898.00,98.39
2897.00,98.42
2896.00,98.44
2895.00,98.45
2894.00,98.46
2893.00,98.46
2892.00,98.46
2891.00,98.46
2890.00,98.46
2889.00,98.44
2888.00,98.43
2887.00,98.42
2886.00,98.42
2885.00,98.44
2884.00,98.45
2883.00,98.46
2882.00,98.46
2881.00,98.46
2880.00,98.46
2879.00,98.46
2878.00,98.46
2877.00,98.46
2876.00,98.46
2875.00,98.44
2874.00,98.43
2873.00,98.42
2872.00,98.42
2871.00,98.42
2870.00,98.42
2869.00,98.41
2868.00,98.41
2867.00,98.41
2866.00,98.43
2865.00,98.44
2864.00,98.45
2863.00,98.45
2862.00,98.45
2861.00,98.46
2860.00,98.47
2859.00,98.47
2858.00,98.46
2857.00,98.46
2856.00,98.47
2855.00,98.47
2854.00,98.48
2853.00,98.48
2852.00,98.48
2851.00,98.47
2850.00,98.47
2849.00,98.49
2848.00,98.51
2847.00,98.53
2846.00,98.54
2845.00,98.55
2844.00,98.55
2843.00,98.56
2842.00,98.57
2841.00,98.57
2840.00,98.57
2839.00,98.58
2838.00,98.59
2837.00,98.61
2836.00,98.63
2835.00,98.63
2834.00,98.61
2833.00,98.59
2832.00,98.57
2831.00,98.57
2830.00,98.59
2829.00,98.60
2828.00,98.61
2827.00,98.61
2826.00,98.60
2825.00,98.58
2824.00,98.56
2823.00,98.56
2822.00,98.57
2821.00,98.58
2820.00,98.60
2819.00,98.61
2818.00,98.62
2817.00,98.61
2816.00,98.59
2815.00,98.57
2814.00,98.57
2813.00,98.57
2812.00,98.59
2811.00,98.60
2810.00,98.61
2809.00,98.61
2808.00,98.62
2807.00,98.62
2806.00,98.63
2805.00,98.65
2804.00,98.65
2803.00,98.64
2802.00,98.63
2801.00,98.62
2800.00,98.62
2799.00,98.62
2798.00,98.61
2797.00,98.60
2796.00,98.60
2795.00,98.59
2794.00,98.60
2793.00,98.60
2792.00,98.60
2791.00,98.60
2790.00,98.60
2789.00,98.61
2788.00,98.62
2787.00,98.62
2786.00,98.62
2785.00,98.62
2784.00,98.62
2783.00,98.62
2782.00,98.62
2781.00,98.62
2780.00,98.62
2779.00,98.62
2778.00,98.62
2777.00,98.61
2776.00,98.61
2775.00,98.62
2774.00,98.64
2773.00,98.66
2772.00,98.68
2771.00,98.67
2770.00,98.66
2769.00,98.64
2768.00,98.63
2767.00,98.63
2766.00,98.63
2765.00,98.63
2764.00,98.64
2763.00,98.66
2762.00,98.67
2761.00,98.67
2760.00,98.66
2759.00,98.65
2758.00,98.64
2757.00,98.63
2756.00,98.63
2755.00,98.63
2754.00,98.63
2753.00,98.63
2752.00,98.63
2751.00,98.63
2750.00,98.63
2749.00,98.62
2748.00,98.61
2747.00,98.60
2746.00,98.60
2745.00,98.61
2744.00,98.62
2743.00,98.63
2742.00,98.62
2741.00,98.62
2740.00,98.61
2739.00,98.61
2738.00,98.61
2737.00,98.61
2736.00,98.61
2735.00,98.61
2734.00,98.61
2733.00,98.60
2732.00,98.61
2731.00,98.62
2730.00,98.63
2729.00,98.64
2728.00,98.64
2727.00,98.64
2726.00,98.63
2725.00,98.61
2724.00,98.60
2723.00,98.59
2722.00,98.59
2721.00,98.58
2720.00,98.59
2719.00,98.60
2718.00,98.60
2717.00,98.61
2716.00,98.62
2715.00,98.62
2714.00,98.61
2713.00,98.61
2712.00,98.61
2711.00,98.61
2710.00,98.61
2709.00,98.60
2708.00,98.59
2707.00,98.57
2706.00,98.56
2705.00,98.56
2704.00,98.57
2703.00,98.59
2702.00,98.61
2701.00,98.63
2700.00,98.64
2699.00,98.64
2698.00,98.64
2697.00,98.62
2696.00,98.62
2695.00,98.62
2694.00,98.62
2693.00,98.63
2692.00,98.62
2691.00,98.61
2690.00,98.60
2689.00,98.59
2688.00,98.59
2687.00,98.59
2686.00,98.60
2685.00,98.61
2684.00,98.62
2683.00,98.62
2682.00,98.63
2681.00,98.63
2680.00,98.63
2679.00,98.62
2678.00,98.60
2677.00,98.59
2676.00,98.58
2675.00,98.58
2674.00,98.59
2673.00,98.59
2672.00,98.60
2671.00,98.60
2670.00,98.61
2669.00,98.61
2668.00,98.62
2667.00,98.62
2666.00,98.62
2665.00,98.60
2664.00,98.59
2663.00,98.58
2662.00,98.57
2661.00,98.57
2660.00,98.56
2659.00,98.56
2658.00,98.56
2657.00,98.56
2656.00,98.56
2655.00,98.55
2654.00,98.54
2653.00,98.53
2652.00,98.52
2651.00,98.52
2650.00,98.53
2649.00,98.55
2648.00,98.55
2647.00,98.54
2646.00,98.53
2645.00,98.52
2644.00,98.52
2643.00,98.51
2642.00,98.51
2641.00,98.51
2640.00,98.50
2639.00,98.50
2638.00,98.48
2637.00,98.46
2636.00,98.43
2635.00,98.42
2634.00,98.43
2633.00,98.44
2632.00,98.44
2631.00,98.43
2630.00,98.42
2629.00,98.42
2628.00,98.43
2627.00,98.45
2626.00,98.46
2625.00,98.46
2624.00,98.46
2623.00,98.44
2622.00,98.43
2621.00,98.42
2620.00,98.41
2619.00,98.40
2618.00,98.41
2617.00,98.41
2616.00,98.41
2615.00,98.40
2614.00,98.39
2613.00,98.37
2612.00,98.37
2611.00,98.38
2610.00,98.40
2609.00,98.41
2608.00,98.42
2607.00,98.42
2606.00,98.41
2605.00,98.41
2604.00,98.41
2603.00,98.41
2602.00,98.42
2601.00,98.42
2600.00,98.42
2599.00,98.40
2598.00,98.38
2597.00,98.36
2596.00,98.36
2595.00,98.36
2594.00,98.36
2593.00,98.35
2592.00,98.34
2591.00,98.33
2590.00,98.32
2589.00,98.33
2588.00,98.34
2587.00,98.36
2586.00,98.37
2585.00,98.37
2584.00,98.36
2583.00,98.36
2582.00,98.35
2581.00,98.35
2580.00,98.36
2579.00,98.36
2578.00,98.36
2577.00,98.36
2576.00,98.35
2575.00,98.35
2574.00,98.35
2573.00,98.35
2572.00,98.35
2571.00,98.33
2570.00,98.31
2569.00,98.28
2568.00,98.26
2567.00,98.26
2566.00,98.27
2565.00,98.30
2564.00,98.33
2563.00,98.35
2562.00,98.36
2561.00,98.36
2560.00,98.34
2559.00,98.32
2558.00,98.30
2557.00,98.28
2556.00,98.28
2555.00,98.28
2554.00,98.28
2553.00,98.29
2552.00,98.29
2551.00,98.29
2550.00,98.28
2549.00,98.28
2548.00,98.28
2547.00,98.28
2546.00,98.28
2545.00,98.27
2544.00,98.28
2543.00,98.29
2542.00,98.31
2541.00,98.32
2540.00,98.32
2539.00,98.31
2538.00,98.28
2537.00,98.26
2536.00,98.25
2535.00,98.25
2534.00,98.25
2533.00,98.26
2532.00,98.26
2531.00,98.27
2530.00,98.28
2529.00,98.29
2528.00,98.30
2527.00,98.31
2526.00,98.30
2525.00,98.28
2524.00,98.25
2523.00,98.21
2522.00,98.20
2521.00,98.22
2520.00,98.25
2519.00,98.27
2518.00,98.27
2517.00,98.27
2516.00,98.27
2515.00,98.28
2514.00,98.28
2513.00,98.28
2512.00,98.27
2511.00,98.25
2510.00,98.23
2509.00,98.22
2508.00,98.22
2507.00,98.24
2506.00,98.26
2505.00,98.28
2504.00,98.30
2503.00,98.32
2502.00,98.32
2501.00,98.32
2500.00,98.30
2499.00,98.28
2498.00,98.26
2497.00,98.25
2496.00,98.24
2495.00,98.25
2494.00,98.26
2493.00,98.26
2492.00,98.26
2491.00,98.25
2490.00,98.24
2489.00,98.25
2488.00,98.27
2487.00,98.29
2486.00,98.31
2485.00,98.32
2484.00,98.31
2483.00,98.31
2482.00,98.32
2481.00,98.32
2480.00,98.33
2479.00,98.33
2478.00,98.32
2477.00,98.30
2476.00,98.29
2475.00,98.28
2474.00,98.28
2473.00,98.29
2472.00,98.29
2471.00,98.29
2470.00,98.28
2469.00,98.26
2468.00,98.24
2467.00,98.23
2466.00,98.23
2465.00,98.24
2464.00,98.26
2463.00,98.27
2462.00,98.26
2461.00,98.25
2460.00,98.23
2459.00,98.21
2458.00,98.21
2457.00,98.21
2456.00,98.21
2455.00,98.21
2454.00,98.21
2453.00,98.20
2452.00,98.21
2451.00,98.22
