Created as New Dataset,123 Philips
3802.00,100.42
3801.00,100.43
3800.00,100.40
3799.00,100.37
3798.00,100.36
3797.00,100.37
3796.00,100.38
3795.00,100.39
3794.00,100.39
3793.00,100.40
3792.00,100.42
3791.00,100.43
3790.00,100.44
3789.00,100.44
3788.00,100.43
3787.00,100.42
3786.00,100.40
3785.00,100.37
3784.00,100.34
3783.00,100.31
3782.00,100.29
3781.00,100.29
3780.00,100.29
3779.00,100.31
3778.00,100.32
3777.00,100.34
3776.00,100.37
3775.00,100.40
3774.00,100.41
3773.00,100.39
3772.00,100.35
3771.00,100.30
3770.00,100.27
3769.00,100.25
3768.00,100.24
3767.00,100.24
3766.00,100.26
3765.00,100.28
3764.00,100.30
3763.00,100.31
3762.00,100.31
3761.00,100.30
3760.00,100.29
3759.00,100.28
3758.00,100.28
3757.00,100.28
3756.00,100.29
3755.00,100.30
3754.00,100.32
3753.00,100.35
3752.00,100.37
3751.00,100.37
3750.00,100.36
3749.00,100.34
3748.00,100.31
3747.00,100.27
3746.00,100.24
3745.00,100.22
3744.00,100.21
3743.00,100.20
3742.00,100.21
3741.00,100.23
3740.00,100.25
3739.00,100.25
3738.00,100.24
3737.00,100.24
3736.00,100.24
3735.00,100.24
3734.00,100.24
3733.00,100.23
3732.00,100.24
3731.00,100.24
3730.00,100.24
3729.00,100.25
3728.00,100.27
3727.00,100.28
3726.00,100.25
3725.00,100.21
3724.00,100.19
3723.00,100.19
3722.00,100.22
3721.00,100.24
3720.00,100.24
3719.00,100.22
3718.00,100.20
3717.00,100.19
3716.00,100.18
3715.00,100.17
3714.00,100.17
3713.00,100.17
3712.00,100.17
3711.00,100.17
3710.00,100.17
3709.00,100.18
3708.00,100.20
3707.00,100.21
3706.00,100.21
3705.00,100.19
3704.00,100.16
3703.00,100.13
3702.00,100.13
3701.00,100.13
3700.00,100.14
3699.00,100.13
3698.00,100.12
3697.00,100.12
3696.00,100.13
3695.00,100.15
3694.00,100.17
3693.00,100.18
3692.00,100.17
3691.00,100.14
3690.00,100.12
3689.00,100.11
3688.00,100.11
3687.00,100.11
3686.00,100.11
3685.00,100.12
3684.00,100.13
3683.00,100.13
3682.00,100.14
3681.00,100.16
3680.00,100.19
3679.00,100.22
3678.00,100.22
3677.00,100.22
3676.00,100.22
3675.00,100.20
3674.00,100.18
3673.00,100.15
3672.00,100.13
3671.00,100.13
3670.00,100.13
3669.00,100.12
3668.00,100.13
3667.00,100.14
3666.00,100.15
3665.00,100.16
3664.00,100.15
3663.00,100.15
3662.00,100.15
3661.00,100.15
3660.00,100.14
3659.00,100.13
3658.00,100.11
3657.00,100.10
3656.00,100.09
3655.00,100.08
3654.00,100.06
3653.00,100.05
3652.00,100.05
3651.00,100.05
3650.00,100.04
3649.00,100.04
3648.00,100.05
3647.00,100.08
3646.00,100.11
3645.00,100.12
3644.00,100.12
3643.00,100.11
3642.00,100.10
3641.00,100.10
3640.00,100.11
3639.00,100.12
3638.00,100.13
3637.00,100.13
3636.00,100.13
3635.00,100.13
3634.00,100.13
3633.00,100.14
3632.00,100.15
3631.00,100.17
3630.00,100.20
3629.00,100.21
3628.00,100.18
3627.00,100.12
3626.00,100.07
3625.00,100.06
3624.00,100.07
3623.00,100.10
3622.00,100.11
3621.00,100.10
3620.00,100.08
3619.00,100.06
3618.00,100.05
3617.00,100.05
3616.00,100.05
3615.00,100.05
3614.00,100.05
3613.00,100.04
3612.00,100.03
3611.00,100.02
3610.00,100.02
3609.00,100.02
3608.00,100.02
3607.00,100.03
3606.00,100.05
3605.00,100.06
3604.00,100.07
3603.00,100.06
3602.00,100.05
3601.00,100.04
3600.00,100.05
3599.00,100.08
3598.00,100.10
3597.00,100.11
3596.00,100.10
3595.00,100.10
3594.00,100.10
3593.00,100.09
3592.00,100.08
3591.00,100.05
3590.00,100.01
3589.00,99.99
3588.00,99.99
3587.00,100.00
3586.00,100.02
3585.00,100.04
3584.00,100.05
3583.00,100.05
3582.00,100.04
3581.00,100.02
3580.00,100.00
3579.00,99.99
3578.00,99.98
3577.00,99.98
3576.00,99.99
3575.00,99.99
3574.00,100.01
3573.00,100.02
3572.00,100.04
3571.00,100.04
3570.00,100.03
3569.00,100.00
3568.00,99.99
3567.00,99.98
3566.00,100.00
3565.00,100.03
3564.00,100.06
3563.00,100.07
3562.00,100.06
3561.00,100.02
3560.00,99.98
3559.00,99.96
3558.00,99.95
3557.00,99.95
3556.00,99.97
3555.00,99.99
3554.00,100.00
3553.00,99.99
3552.00,99.97
3551.00,99.96
3550.00,99.95
3549.00,99.96
3548.00,99.96
3547.00,99.94
3546.00,99.92
3545.00,99.90
3544.00,99.89
3543.00,99.89
3542.00,99.91
3541.00,99.92
3540.00,99.93
3539.00,99.92
3538.00,99.91
3537.00,99.91
3536.00,99.91
3535.00,99.93
3534.00,99.94
3533.00,99.94
3532.00,99.92
3531.00,99.90
3530.00,99.88
3529.00,99.86
3528.00,99.84
3527.00,99.83
3526.00,99.82
3525.00,99.82
3524.00,99.84
3523.00,99.86
3522.00,99.89
3521.00,99.90
3520.00,99.91
3519.00,99.90
3518.00,99.88
3517.00,99.86
3516.00,99.83
3515.00,99.81
3514.00,99.79
3513.00,99.78
3512.00,99.77
3511.00,99.77
3510.00,99.78
3509.00,99.79
3508.00,99.80
3507.00,99.80
3506.00,99.80
3505.00,99.79
3504.00,99.78
3503.00,99.76
3502.00,99.72
3501.00,99.69
3500.00,99.68
3499.00,99.67
3498.00,99.69
3497.00,99.70
3496.00,99.72
3495.00,99.72
3494.00,99.72
3493.00,99.71
3492.00,99.70
3491.00,99.69
3490.00,99.68
3489.00,99.69
3488.00,99.69
3487.00,99.69
3486.00,99.68
3485.00,99.66
3484.00,99.66
3483.00,99.68
3482.00,99.71
3481.00,99.73
3480.00,99.72
3479.00,99.69
3478.00,99.67
3477.00,99.67
3476.00,99.69
3475.00,99.70
3474.00,99.70
3473.00,99.68
3472.00,99.67
3471.00,99.66
3470.00,99.67
3469.00,99.68
3468.00,99.69
3467.00,99.67
3466.00,99.65
3465.00,99.63
3464.00,99.62
3463.00,99.61
3462.00,99.60
3461.00,99.58
3460.00,99.57
3459.00,99.56
3458.00,99.55
3457.00,99.55
3456.00,99.56
3455.00,99.56
3454.00,99.57
3453.00,99.56
3452.00,99.55
3451.00,99.53
3450.00,99.52
3449.00,99.51
3448.00,99.50
3447.00,99.48
3446.00,99.46
3445.00,99.45
3444.00,99.45
3443.00,99.45
3442.00,99.46
3441.00,99.48
3440.00,99.49
3439.00,99.49
3438.00,99.48
3437.00,99.47
3436.00,99.47
3435.00,99.47
3434.00,99.47
3433.00,99.47
3432.00,99.47
3431.00,99.47
3430.00,99.47
3429.00,99.46
3428.00,99.44
3427.00,99.43
3426.00,99.43
3425.00,99.45
3424.00,99.47
3423.00,99.48
3422.00,99.48
3421.00,99.48
3420.00,99.47
3419.00,99.46
3418.00,99.45
3417.00,99.43
3416.00,99.42
3415.00,99.41
3414.00,99.40
3413.00,99.40
3412.00,99.40
3411.00,99.39
3410.00,99.39
3409.00,99.39
3408.00,99.40
3407.00,99.41
3406.00,99.42
3405.00,99.42
3404.00,99.40
3403.00,99.37
3402.00,99.34
3401.00,99.31
3400.00,99.31
3399.00,99.31
3398.00,99.33
3397.00,99.34
3396.00,99.36
3395.00,99.38
3394.00,99.37
3393.00,99.35
3392.00,99.32
3391.00,99.30
3390.00,99.28
3389.00,99.28
3388.00,99.29
3387.00,99.31
3386.00,99.33
3385.00,99.33
3384.00,99.33
3383.00,99.32
3382.00,99.30
3381.00,99.29
3380.00,99.29
3379.00,99.29
3378.00,99.30
3377.00,99.31
3376.00,99.32
3375.00,99.32
3374.00,99.31
3373.00,99.29
3372.00,99.26
3371.00,99.23
3370.00,99.21
3369.00,99.21
3368.00,99.20
3367.00,99.20
3366.00,99.20
3365.00,99.20
3364.00,99.20
3363.00,99.20
3362.00,99.19
3361.00,99.19
3360.00,99.19
3359.00,99.19
3358.00,99.21
3357.00,99.23
3356.00,99.25
3355.00,99.25
3354.00,99.26
3353.00,99.25
3352.00,99.23
3351.00,99.20
3350.00,99.18
3349.00,99.18
3348.00,99.19
3347.00,99.20
3346.00,99.21
3345.00,99.20
3344.00,99.19
3343.00,99.17
3342.00,99.16
3341.00,99.16
3340.00,99.16
3339.00,99.16
3338.00,99.16
3337.00,99.17
3336.00,99.19
3335.00,99.19
3334.00,99.18
3333.00,99.16
3332.00,99.15
3331.00,99.13
3330.00,99.13
3329.00,99.13
3328.00,99.13
3327.00,99.13
3326.00,99.12
3325.00,99.12
3324.00,99.12
3323.00,99.12
3322.00,99.13
3321.00,99.14
3320.00,99.14
3319.00,99.15
3318.00,99.17
3317.00,99.20
3316.00,99.23
3315.00,99.25
3314.00,99.26
3313.00,99.26
3312.00,99.25
3311.00,99.22
3310.00,99.19
3309.00,99.17
3308.00,99.16
3307.00,99.16
3306.00,99.16
3305.00,99.16
3304.00,99.16
3303.00,99.16
3302.00,99.17
3301.00,99.17
3300.00,99.17
3299.00,99.16
3298.00,99.15
3297.00,99.15
3296.00,99.15
3295.00,99.15
3294.00,99.16
3293.00,99.17
3292.00,99.20
3291.00,99.22
3290.00,99.21
3289.00,99.19
3288.00,99.15
3287.00,99.12
3286.00,99.11
3285.00,99.12
3284.00,99.15
3283.00,99.17
3282.00,99.17
3281.00,99.16
3280.00,99.14
3279.00,99.14
3278.00,99.14
3277.00,99.15
3276.00,99.16
3275.00,99.15
3274.00,99.14
3273.00,99.13
3272.00,99.13
3271.00,99.14
3270.00,99.15
3269.00,99.15
3268.00,99.14
3267.00,99.14
3266.00,99.13
3265.00,99.13
3264.00,99.13
3263.00,99.13
3262.00,99.14
3261.00,99.15
3260.00,99.17
3259.00,99.19
3258.00,99.21
3257.00,99.24
3256.00,99.26
3255.00,99.27
3254.00,99.27
3253.00,99.27
3252.00,99.27
3251.00,99.26
3250.00,99.26
3249.00,99.25
3248.00,99.25
3247.00,99.24
3246.00,99.23
3245.00,99.22
3244.00,99.22
3243.00,99.24
3242.00,99.26
3241.00,99.27
3240.00,99.27
3239.00,99.25
3238.00,99.23
3237.00,99.23
3236.00,99.23
3235.00,99.25
3234.00,99.27
3233.00,99.28
3232.00,99.29
3231.00,99.29
3230.00,99.29
3229.00,99.30
3228.00,99.30
3227.00,99.31
3226.00,99.31
3225.00,99.31
3224.00,99.30
3223.00,99.29
3222.00,99.29
3221.00,99.28
3220.00,99.27
3219.00,99.24
3218.00,99.22
3217.00,99.20
3216.00,99.21
3215.00,99.22
3214.00,99.24
3213.00,99.24
3212.00,99.24
3211.00,99.25
3210.00,99.26
3209.00,99.27
3208.00,99.27
3207.00,99.26
3206.00,99.24
3205.00,99.24
3204.00,99.25
3203.00,99.25
3202.00,99.25
3201.00,99.23
3200.00,99.21
3199.00,99.18
3198.00,99.16
3197.00,99.16
3196.00,99.16
3195.00,99.18
3194.00,99.19
3193.00,99.21
3192.00,99.22
3191.00,99.25
3190.00,99.27
3189.00,99.29
3188.00,99.30
3187.00,99.29
3186.00,99.29
3185.00,99.29
3184.00,99.30
3183.00,99.29
3182.00,99.27
3181.00,99.26
3180.00,99.26
3179.00,99.28
3178.00,99.30
3177.00,99.30
3176.00,99.29
3175.00,99.29
3174.00,99.30
3173.00,99.32
3172.00,99.33
3171.00,99.33
3170.00,99.31
3169.00,99.29
3168.00,99.28
3167.00,99.29
3166.00,99.30
3165.00,99.31
3164.00,99.31
3163.00,99.30
3162.00,99.29
3161.00,99.29
3160.00,99.30
3159.00,99.32
3158.00,99.34
3157.00,99.37
3156.00,99.39
3155.00,99.42
3154.00,99.43
3153.00,99.42
3152.00,99.39
3151.00,99.36
3150.00,99.34
3149.00,99.34
3148.00,99.35
3147.00,99.35
3146.00,99.35
3145.00,99.34
3144.00,99.34
3143.00,99.34
3142.00,99.35
3141.00,99.38
3140.00,99.41
3139.00,99.43
3138.00,99.43
3137.00,99.42
3136.00,99.41
3135.00,99.41
3134.00,99.41
3133.00,99.41
3132.00,99.41
3131.00,99.41
3130.00,99.42
3129.00,99.42
3128.00,99.42
3127.00,99.42
3126.00,99.42
3125.00,99.42
3124.00,99.43
3123.00,99.45
3122.00,99.46
3121.00,99.46
3120.00,99.46
3119.00,99.46
3118.00,99.47
3117.00,99.48
3116.00,99.48
3115.00,99.48
3114.00,99.46
3113.00,99.44
3112.00,99.43
3111.00,99.42
3110.00,99.42
3109.00,99.43
3108.00,99.44
3107.00,99.46
3106.00,99.47
3105.00,99.47
3104.00,99.48
3103.00,99.49
3102.00,99.50
3101.00,99.51
3100.00,99.53
3099.00,99.54
3098.00,99.57
3097.00,99.58
3096.00,99.59
3095.00,99.58
3094.00,99.56
3093.00,99.53
3092.00,99.52
3091.00,99.51
3090.00,99.50
3089.00,99.50
3088.00,99.51
3087.00,99.52
3086.00,99.53
3085.00,99.54
3084.00,99.54
3083.00,99.54
3082.00,99.53
3081.00,99.54
3080.00,99.56
3079.00,99.58
3078.00,99.60
3077.00,99.61
3076.00,99.59
3075.00,99.56
3074.00,99.53
3073.00,99.51
3072.00,99.51
3071.00,99.53
3070.00,99.55
3069.00,99.57
3068.00,99.57
3067.00,99.57
3066.00,99.58
3065.00,99.58
3064.00,99.57
3063.00,99.56
3062.00,99.56
3061.00,99.56
3060.00,99.57
3059.00,99.56
3058.00,99.55
3057.00,99.54
3056.00,99.54
3055.00,99.55
3054.00,99.56
3053.00,99.56
3052.00,99.56
3051.00,99.55
3050.00,99.55
3049.00,99.55
3048.00,99.56
3047.00,99.58
3046.00,99.58
3045.00,99.58
3044.00,99.57
3043.00,99.56
3042.00,99.55
3041.00,99.54
3040.00,99.54
3039.00,99.55
3038.00,99.55
3037.00,99.54
3036.00,99.53
3035.00,99.53
3034.00,99.52
3033.00,99.51
3032.00,99.51
3031.00,99.52
3030.00,99.52
3029.00,99.51
3028.00,99.50
3027.00,99.48
3026.00,99.46
3025.00,99.46
3024.00,99.45
3023.00,99.45
3022.00,99.44
3021.00,99.42
3020.00,99.40
3019.00,99.38
3018.00,99.38
3017.00,99.38
3016.00,99.38
3015.00,99.37
3014.00,99.34
3013.00,99.30
3012.00,99.26
3011.00,99.22
3010.00,99.19
3009.00,99.16
3008.00,99.14
3007.00,99.12
3006.00,99.11
3005.00,99.10
3004.00,99.07
3003.00,99.03
3002.00,98.97
3001.00,98.91
3000.00,98.84
2999.00,98.77
2998.00,98.71
2997.00,98.64
2996.00,98.57
2995.00,98.49
2994.00,98.41
2993.00,98.31
2992.00,98.20
2991.00,98.09
2990.00,97.97
2989.00,97.84
2988.00,97.69
2987.00,97.52
2986.00,97.34
2985.00,97.13
2984.00,96.88
2983.00,96.60
2982.00,96.29
2981.00,95.94
2980.00,95.56
2979.00,95.14
2978.00,94.67
2977.00,94.14
2976.00,93.54
2975.00,92.86
2974.00,92.12
2973.00,91.29
2972.00,90.36
2971.00,89.33
2970.00,88.21
2969.00,86.99
2968.00,85.67
2967.00,84.26
2966.00,82.79
2965.00,81.29
2964.00,79.82
2963.00,78.44
2962.00,77.20
2961.00,76.15
2960.00,75.32
2959.00,74.71
2958.00,74.26
2957.00,73.92
2956.00,73.62
2955.00,73.32
2954.00,73.02
2953.00,72.77
2952.00,72.65
2951.00,72.73
2950.00,73.10
2949.00,73.81
2948.00,74.85
2947.00,76.19
2946.00,77.74
2945.00,79.38
2944.00,80.97
2943.00,82.38
2942.00,83.54
2941.00,84.38
2940.00,84.90
2939.00,85.14
2938.00,85.12
2937.00,84.88
2936.00,84.44
2935.00,83.80
2934.00,82.99
2933.00,82.04
2932.00,80.99
2931.00,79.89
2930.00,78.77
2929.00,77.66
2928.00,76.59
2927.00,75.58
2926.00,74.65
2925.00,73.77
2924.00,72.92
2923.00,72.10
2922.00,71.31
2921.00,70.59
2920.00,69.97
2919.00,69.53
2918.00,69.31
2917.00,69.31
2916.00,69.53
2915.00,69.94
2914.00,70.45
2913.00,71.03
2912.00,71.60
2911.00,72.16
2910.00,72.69
2909.00,73.21
2908.00,73.74
2907.00,74.29
2906.00,74.89
2905.00,75.55
2904.00,76.26
2903.00,77.00
2902.00,77.77
2901.00,78.56
2900.00,79.34
2899.00,80.10
2898.00,80.82
2897.00,81.49
2896.00,82.08
2895.00,82.61
2894.00,83.05
2893.00,83.41
2892.00,83.69
2891.00,83.89
2890.00,84.03
2889.00,84.11
2888.00,84.13
2887.00,84.10
2886.00,84.03
2885.00,83.91
2884.00,83.74
2883.00,83.52
2882.00,83.27
2881.00,83.00
2880.00,82.72
2879.00,82.48
2878.00,82.30
2877.00,82.21
2876.00,82.22
2875.00,82.28
2874.00,82.34
2873.00,82.35
2872.00,82.29
2871.00,82.15
2870.00,81.99
2869.00,81.85
2868.00,81.82
2867.00,82.00
2866.00,82.46
2865.00,83.24
2864.00,84.28
2863.00,85.49
2862.00,86.75
2861.00,87.94
2860.00,89.00
2859.00,89.87
2858.00,90.55
2857.00,91.04
2856.00,91.37
2855.00,91.55
2854.00,91.61
2853.00,91.54
2852.00,91.35
2851.00,91.05
2850.00,90.64
2849.00,90.10
2848.00,89.44
2847.00,88.68
2846.00,87.81
2845.00,86.87
2844.00,85.88
2843.00,84.85
2842.00,83.84
2841.00,82.93
2840.00,82.21
2839.00,81.77
2838.00,81.68
2837.00,81.98
2836.00,82.67
2835.00,83.68
2834.00,84.94
2833.00,86.32
2832.00,87.73
2831.00,89.04
2830.00,90.21
2829.00,91.19
2828.00,91.99
2827.00,92.64
2826.00,93.19
2825.00,93.64
2824.00,94.02
2823.00,94.33
2822.00,94.59
2821.00,94.82
2820.00,95.04
2819.00,95.24
2818.00,95.43
2817.00,95.60
2816.00,95.74
2815.00,95.85
2814.00,95.95
2813.00,96.04
2812.00,96.12
2811.00,96.20
2810.00,96.29
2809.00,96.37
2808.00,96.45
2807.00,96.53
2806.00,96.61
2805.00,96.71
2804.00,96.81
2803.00,96.91
2802.00,97.00
2801.00,97.07
2800.00,97.15
2799.00,97.22
2798.00,97.27
2797.00,97.31
2796.00,97.33
2795.00,97.36
2794.00,97.41
2793.00,97.48
2792.00,97.54
2791.00,97.59
2790.00,97.63
2789.00,97.67
2788.00,97.72
2787.00,97.78
2786.00,97.85
2785.00,97.91
2784.00,97.97
2783.00,98.01
2782.00,98.04
2781.00,98.07
2780.00,98.11
2779.00,98.16
2778.00,98.21
2777.00,98.25
2776.00,98.27
2775.00,98.28
2774.00,98.29
2773.00,98.30
2772.00,98.32
2771.00,98.33
2770.00,98.33
2769.00,98.33
2768.00,98.32
2767.00,98.32
2766.00,98.33
2765.00,98.35
2764.00,98.37
2763.00,98.40
2762.00,98.42
2761.00,98.44
2760.00,98.45
2759.00,98.46
2758.00,98.47
2757.00,98.48
2756.00,98.48
2755.00,98.49
2754.00,98.49
2753.00,98.49
2752.00,98.48
2751.00,98.47
2750.00,98.46
2749.00,98.46
2748.00,98.46
2747.00,98.46
2746.00,98.46
2745.00,98.45
2744.00,98.44
2743.00,98.44
2742.00,98.42
2741.00,98.40
2740.00,98.37
2739.00,98.34
2738.00,98.31
2737.00,98.28
2736.00,98.26
2735.00,98.24
2734.00,98.22
2733.00,98.20
2732.00,98.17
2731.00,98.15
2730.00,98.12
2729.00,98.09
2728.00,98.06
2727.00,98.01
2726.00,97.95
2725.00,97.89
2724.00,97.86
2723.00,97.86
2722.00,97.88
2721.00,97.93
2720.00,97.98
2719.00,98.04
2718.00,98.10
2717.00,98.14
2716.00,98.17
2715.00,98.21
2714.00,98.26
2713.00,98.32
2712.00,98.36
2711.00,98.40
2710.00,98.43
2709.00,98.45
2708.00,98.47
2707.00,98.49
2706.00,98.50
2705.00,98.51
2704.00,98.53
2703.00,98.55
2702.00,98.57
2701.00,98.58
2700.00,98.56
2699.00,98.55
2698.00,98.55
2697.00,98.57
2696.00,98.60
2695.00,98.62
2694.00,98.63
2693.00,98.63
2692.00,98.62
2691.00,98.61
2690.00,98.61
2689.00,98.61
2688.00,98.61
2687.00,98.61
2686.00,98.61
2685.00,98.60
2684.00,98.61
2683.00,98.61
2682.00,98.61
2681.00,98.60
2680.00,98.58
2679.00,98.57
2678.00,98.57
2677.00,98.57
2676.00,98.58
2675.00,98.58
2674.00,98.58
2673.00,98.58
2672.00,98.58
2671.00,98.58
2670.00,98.59
2669.00,98.61
2668.00,98.62
2667.00,98.62
2666.00,98.62
2665.00,98.61
2664.00,98.60
2663.00,98.59
2662.00,98.58
2661.00,98.57
2660.00,98.55
2659.00,98.54
2658.00,98.54
2657.00,98.55
2656.00,98.56
2655.00,98.56
2654.00,98.56
2653.00,98.54
2652.00,98.52
2651.00,98.50
2650.00,98.49
2649.00,98.48
2648.00,98.48
2647.00,98.49
2646.00,98.50
2645.00,98.51
2644.00,98.52
2643.00,98.52
2642.00,98.51
2641.00,98.50
2640.00,98.48
2639.00,98.46
2638.00,98.46
2637.00,98.46
2636.00,98.47
2635.00,98.46
2634.00,98.43
2633.00,98.40
2632.00,98.38
2631.00,98.36
2630.00,98.37
2629.00,98.39
2628.00,98.40
2627.00,98.40
2626.00,98.37
2625.00,98.34
2624.00,98.32
2623.00,98.31
2622.00,98.32
2621.00,98.32
2620.00,98.31
2619.00,98.31
2618.00,98.31
2617.00,98.30
2616.00,98.28
2615.00,98.26
2614.00,98.25
2613.00,98.24
2612.00,98.24
2611.00,98.25
2610.00,98.25
2609.00,98.24
2608.00,98.22
2607.00,98.22
2606.00,98.23
2605.00,98.25
2604.00,98.26
2603.00,98.27
2602.00,98.28
2601.00,98.28
2600.00,98.27
2599.00,98.26
2598.00,98.26
2597.00,98.27
2596.00,98.26
2595.00,98.24
2594.00,98.21
2593.00,98.18
2592.00,98.17
2591.00,98.17
2590.00,98.16
2589.00,98.14
2588.00,98.11
2587.00,98.10
2586.00,98.08
2585.00,98.06
2584.00,98.04
2583.00,98.02
2582.00,98.00
2581.00,97.99
2580.00,97.99
2579.00,97.99
2578.00,98.01
2577.00,98.03
2576.00,98.05
2575.00,98.07
2574.00,98.08
2573.00,98.10
2572.00,98.12
2571.00,98.14
2570.00,98.16
2569.00,98.17
2568.00,98.17
2567.00,98.16
2566.00,98.17
2565.00,98.19
2564.00,98.20
2563.00,98.21
2562.00,98.20
2561.00,98.18
2560.00,98.17
2559.00,98.17
2558.00,98.19
2557.00,98.20
2556.00,98.23
2555.00,98.25
2554.00,98.26
2553.00,98.26
2552.00,98.26
2551.00,98.25
2550.00,98.25
2549.00,98.25
2548.00,98.26
2547.00,98.27
2546.00,98.27
2545.00,98.27
2544.00,98.26
2543.00,98.24
2542.00,98.22
2541.00,98.20
2540.00,98.19
2539.00,98.18
2538.00,98.18
2537.00,98.18
2536.00,98.20
2535.00,98.22
2534.00,98.24
2533.00,98.24
2532.00,98.23
2531.00,98.23
2530.00,98.24
2529.00,98.24
2528.00,98.24
2527.00,98.23
2526.00,98.23
2525.00,98.24
2524.00,98.26
2523.00,98.26
2522.00,98.25
2521.00,98.24
2520.00,98.23
2519.00,98.23
2518.00,98.24
2517.00,98.25
2516.00,98.25
2515.00,98.26
2514.00,98.27
2513.00,98.27
2512.00,98.28
2511.00,98.28
2510.00,98.29
2509.00,98.30
2508.00,98.31
2507.00,98.32
2506.00,98.33
2505.00,98.34
2504.00,98.34
2503.00,98.36
2502.00,98.37
2501.00,98.39
2500.00,98.41
2499.00,98.43
2498.00,98.44
2497.00,98.43
2496.00,98.41
2495.00,98.39
2494.00,98.38
2493.00,98.36
2492.00,98.34
2491.00,98.32
2490.00,98.31
2489.00,98.31
2488.00,98.32
2487.00,98.33
2486.00,98.33
2485.00,98.34
2484.00,98.34
2483.00,98.34
2482.00,98.32
2481.00,98.31
2480.00,98.30
2479.00,98.30
2478.00,98.31
2477.00,98.32
2476.00,98.33
2475.00,98.34
2474.00,98.35
2473.00,98.34
2472.00,98.34
2471.00,98.33
2470.00,98.33
2469.00,98.32
2468.00,98.32
2467.00,98.32
2466.00,98.33
2465.00,98.34
2464.00,98.35
2463.00,98.36
2462.00,98.38
2461.00,98.39
2460.00,98.39
2459.00,98.38
2458.00,98.36
2457.00,98.33
2456.00,98.31
2455.00,98.30
2454.00,98.29
2453.00,98.28
2452.00,98.28
2451.00,98.29
2450.00,98.30
