Created as New Dataset,71 Waxman
cm-1,%T
924.00,95.61
923.00,95.61
922.00,95.59
921.00,95.56
920.00,95.54
919.00,95.52
918.00,95.53
917.00,95.55
916.00,95.56
915.00,95.57
914.00,95.57
913.00,95.57
912.00,95.56
911.00,95.55
910.00,95.56
909.00,95.57
908.00,95.60
907.00,95.62
906.00,95.62
905.00,95.62
904.00,95.61
903.00,95.62
902.00,95.66
901.00,95.70
900.00,95.72
899.00,95.73
898.00,95.72
897.00,95.71
896.00,95.70
895.00,95.70
894.00,95.72
893.00,95.75
892.00,95.77
891.00,95.79
890.00,95.80
889.00,95.81
888.00,95.82
887.00,95.82
886.00,95.82
885.00,95.83
884.00,95.85
883.00,95.87
882.00,95.89
881.00,95.90
880.00,95.91
879.00,95.90
878.00,95.88
877.00,95.85
876.00,95.81
875.00,95.79
874.00,95.81
873.00,95.83
872.00,95.86
871.00,95.87
870.00,95.87
869.00,95.88
868.00,95.89
867.00,95.90
866.00,95.92
865.00,95.92
864.00,95.92
863.00,95.92
862.00,95.93
861.00,95.93
860.00,95.94
859.00,95.93
858.00,95.93
857.00,95.94
856.00,95.96
855.00,95.99
854.00,96.03
853.00,96.06
852.00,96.07
851.00,96.05
850.00,96.02
849.00,95.98
848.00,95.96
847.00,95.97
846.00,96.00
845.00,96.04
844.00,96.09
843.00,96.12
842.00,96.13
841.00,96.12
840.00,96.12
839.00,96.14
838.00,96.18
837.00,96.23
836.00,96.29
835.00,96.35
834.00,96.40
833.00,96.43
832.00,96.43
831.00,96.42
830.00,96.43
829.00,96.45
828.00,96.48
827.00,96.51
826.00,96.54
825.00,96.58
824.00,96.60
823.00,96.59
822.00,96.56
821.00,96.52
820.00,96.52
819.00,96.54
818.00,96.56
817.00,96.57
816.00,96.55
815.00,96.54
814.00,96.53
813.00,96.51
812.00,96.48
811.00,96.44
810.00,96.43
809.00,96.43
808.00,96.44
807.00,96.44
806.00,96.45
805.00,96.47
804.00,96.50
803.00,96.53
802.00,96.55
801.00,96.55
800.00,96.54
799.00,96.52
798.00,96.50
797.00,96.50
796.00,96.50
795.00,96.49
794.00,96.45
793.00,96.41
792.00,96.37
791.00,96.31
790.00,96.26
789.00,96.20
788.00,96.15
787.00,96.09
786.00,96.02
785.00,95.91
784.00,95.78
783.00,95.65
782.00,95.54
781.00,95.46
780.00,95.40
779.00,95.35
778.00,95.29
777.00,95.21
776.00,95.14
775.00,95.09
774.00,95.04
773.00,94.96
772.00,94.83
771.00,94.66
770.00,94.48
769.00,94.33
768.00,94.21
767.00,94.09
766.00,93.96
765.00,93.81
764.00,93.69
763.00,93.60
762.00,93.54
761.00,93.46
760.00,93.35
759.00,93.20
758.00,93.02
757.00,92.81
756.00,92.55
755.00,92.26
754.00,91.97
753.00,91.73
752.00,91.55
751.00,91.40
750.00,91.24
749.00,91.07
748.00,90.85
747.00,90.61
746.00,90.35
745.00,90.08
744.00,89.86
743.00,89.74
742.00,89.72
741.00,89.76
740.00,89.81
739.00,89.87
738.00,89.96
737.00,90.11
736.00,90.30
735.00,90.47
734.00,90.61
733.00,90.74
732.00,90.89
731.00,91.10
730.00,91.35
729.00,91.62
728.00,91.89
727.00,92.15
726.00,92.38
725.00,92.60
724.00,92.81
723.00,93.03
722.00,93.27
721.00,93.52
720.00,93.77
719.00,93.99
718.00,94.19
717.00,94.37
716.00,94.52
715.00,94.62
714.00,94.67
713.00,94.67
712.00,94.65
711.00,94.61
710.00,94.58
709.00,94.55
708.00,94.53
707.00,94.49
706.00,94.41
705.00,94.31
704.00,94.23
703.00,94.18
702.00,94.12
701.00,94.03
700.00,93.94
699.00,93.88
698.00,93.86
697.00,93.85
696.00,93.84
695.00,93.82
694.00,93.79
693.00,93.72
692.00,93.67
691.00,93.66
690.00,93.72
689.00,93.83
688.00,93.94
687.00,94.01
686.00,94.01
685.00,93.95
684.00,93.88
683.00,93.86
682.00,93.90
681.00,93.96
680.00,94.04
679.00,94.13
678.00,94.23
677.00,94.32
676.00,94.37
675.00,94.41
674.00,94.45
673.00,94.49
672.00,94.50
671.00,94.49
670.00,94.47
669.00,94.45
668.00,94.49
667.00,94.56
666.00,94.61
665.00,94.62
664.00,94.59
663.00,94.56
662.00,94.56
661.00,94.55
660.00,94.49
659.00,94.37
658.00,94.20
657.00,94.02
656.00,93.84
655.00,93.69
654.00,93.57
653.00,93.47
652.00,93.37
651.00,93.25
650.00,93.13
649.00,93.00
648.00,92.84
647.00,92.68
646.00,92.57
645.00,92.47
644.00,92.37
643.00,92.26
642.00,92.14
641.00,91.99
640.00,91.79
639.00,91.51
638.00,91.16
637.00,90.75
636.00,90.35
635.00,90.08
634.00,89.99
633.00,90.00
632.00,90.03
631.00,90.05
630.00,90.04
629.00,89.93
628.00,89.68
627.00,89.37
626.00,89.08
625.00,88.87
624.00,88.73
623.00,88.67
622.00,88.68
621.00,88.67
620.00,88.63
619.00,88.65
618.00,88.76
617.00,88.85
616.00,88.84
615.00,88.74
614.00,88.65
613.00,88.58
612.00,88.55
611.00,88.61
610.00,88.72
609.00,88.82
608.00,88.90
607.00,88.99
606.00,89.03
605.00,89.01
604.00,89.20
603.00,90.02
602.00,91.45
601.00,92.76
600.00,93.15
599.00,92.52
598.00,91.53
597.00,90.86
596.00,90.67
595.00,90.72
594.00,90.82
593.00,90.91
592.00,90.99
591.00,91.14
590.00,91.39
589.00,91.68
588.00,91.85
587.00,91.80
586.00,91.62
585.00,91.53
584.00,91.66
583.00,92.06
582.00,92.60
581.00,93.18
580.00,93.67
579.00,94.02
578.00,94.16
577.00,94.06
576.00,93.75
575.00,93.39
574.00,93.18
573.00,93.18
572.00,93.31
571.00,93.57
570.00,93.93
569.00,94.17
568.00,93.94
567.00,93.21
566.00,92.45
565.00,92.19
564.00,92.46
563.00,92.91
562.00,93.22
561.00,93.36
560.00,93.44
559.00,93.51
558.00,93.53
557.00,93.56
556.00,93.69
555.00,93.85
554.00,93.74
553.00,93.13
552.00,92.16
551.00,91.39
550.00,91.29
