Created as New Dataset,14.1 Red Wool Suffolk sheep
cm-1,%T
899.00,89.66
898.00,89.62
897.00,89.56
896.00,89.52
895.00,89.48
894.00,89.45
893.00,89.43
892.00,89.42
891.00,89.40
890.00,89.37
889.00,89.31
888.00,89.25
887.00,89.17
886.00,89.10
885.00,89.04
884.00,89.00
883.00,88.97
882.00,88.92
881.00,88.86
880.00,88.79
879.00,88.75
878.00,88.73
877.00,88.71
876.00,88.68
875.00,88.66
874.00,88.64
873.00,88.63
872.00,88.62
871.00,88.60
870.00,88.57
869.00,88.53
868.00,88.49
867.00,88.47
866.00,88.46
865.00,88.45
864.00,88.44
863.00,88.44
862.00,88.43
861.00,88.41
860.00,88.37
859.00,88.31
858.00,88.26
857.00,88.20
856.00,88.16
855.00,88.11
854.00,88.06
853.00,88.00
852.00,87.93
851.00,87.88
850.00,87.82
849.00,87.77
848.00,87.73
847.00,87.70
846.00,87.66
845.00,87.60
844.00,87.50
843.00,87.38
842.00,87.28
841.00,87.17
840.00,87.08
839.00,86.99
838.00,86.92
837.00,86.84
836.00,86.75
835.00,86.65
834.00,86.56
833.00,86.49
832.00,86.46
831.00,86.45
830.00,86.42
829.00,86.36
828.00,86.28
827.00,86.19
826.00,86.13
825.00,86.07
824.00,86.03
823.00,85.99
822.00,85.97
821.00,85.95
820.00,85.92
819.00,85.87
818.00,85.81
817.00,85.75
816.00,85.69
815.00,85.64
814.00,85.58
813.00,85.51
812.00,85.43
811.00,85.34
810.00,85.24
809.00,85.13
808.00,85.01
807.00,84.90
806.00,84.80
805.00,84.71
804.00,84.62
803.00,84.55
802.00,84.48
801.00,84.41
800.00,84.31
799.00,84.21
798.00,84.11
797.00,84.01
796.00,83.90
795.00,83.79
794.00,83.70
793.00,83.61
792.00,83.52
791.00,83.44
790.00,83.36
789.00,83.28
788.00,83.22
787.00,83.16
786.00,83.12
785.00,83.09
784.00,83.05
783.00,83.00
782.00,82.95
781.00,82.89
780.00,82.82
779.00,82.74
778.00,82.66
777.00,82.61
776.00,82.57
775.00,82.54
774.00,82.50
773.00,82.45
772.00,82.38
771.00,82.30
770.00,82.20
769.00,82.12
768.00,82.06
767.00,82.02
766.00,81.98
765.00,81.92
764.00,81.83
763.00,81.70
762.00,81.57
761.00,81.45
760.00,81.37
759.00,81.35
758.00,81.36
757.00,81.35
756.00,81.27
755.00,81.16
754.00,81.06
753.00,80.99
752.00,80.94
751.00,80.87
750.00,80.79
749.00,80.67
748.00,80.53
747.00,80.40
746.00,80.31
745.00,80.25
744.00,80.18
743.00,80.10
742.00,80.00
741.00,79.89
740.00,79.81
739.00,79.77
738.00,79.77
737.00,79.77
736.00,79.73
735.00,79.66
734.00,79.57
733.00,79.43
732.00,79.23
731.00,79.03
730.00,78.88
729.00,78.78
728.00,78.73
727.00,78.67
726.00,78.59
725.00,78.46
724.00,78.27
723.00,78.07
722.00,77.91
721.00,77.79
720.00,77.72
719.00,77.68
718.00,77.66
717.00,77.64
716.00,77.63
715.00,77.60
714.00,77.58
713.00,77.54
712.00,77.47
711.00,77.40
710.00,77.32
709.00,77.24
708.00,77.15
707.00,77.05
706.00,76.94
705.00,76.83
704.00,76.71
703.00,76.60
702.00,76.50
701.00,76.40
700.00,76.31
699.00,76.22
698.00,76.15
697.00,76.08
696.00,76.03
695.00,76.00
694.00,75.99
693.00,75.93
692.00,75.83
691.00,75.71
690.00,75.63
689.00,75.59
688.00,75.57
687.00,75.53
686.00,75.45
685.00,75.35
684.00,75.28
683.00,75.25
682.00,75.24
681.00,75.17
680.00,75.04
679.00,74.92
678.00,74.85
677.00,74.80
676.00,74.72
675.00,74.61
674.00,74.52
673.00,74.46
672.00,74.39
671.00,74.29
670.00,74.17
669.00,74.03
668.00,73.84
667.00,73.72
666.00,73.72
665.00,73.71
664.00,73.64
663.00,73.54
662.00,73.45
661.00,73.34
660.00,73.22
659.00,73.13
658.00,73.10
657.00,73.11
656.00,73.07
655.00,72.99
654.00,72.91
653.00,72.81
652.00,72.67
651.00,72.52
650.00,72.39
649.00,72.30
648.00,72.27
647.00,72.27
646.00,72.27
645.00,72.23
644.00,72.15
643.00,72.08
642.00,72.05
641.00,72.03
640.00,71.97
639.00,71.89
638.00,71.81
637.00,71.70
636.00,71.61
635.00,71.61
634.00,71.73
633.00,71.85
632.00,71.88
631.00,71.83
630.00,71.77
629.00,71.72
628.00,71.69
627.00,71.67
626.00,71.63
625.00,71.46
624.00,71.14
623.00,70.81
622.00,70.65
621.00,70.62
620.00,70.64
619.00,70.65
618.00,70.65
617.00,70.58
616.00,70.47
615.00,70.44
614.00,70.52
613.00,70.61
612.00,70.66
611.00,70.70
610.00,70.73
609.00,70.64
608.00,70.37
607.00,70.03
606.00,69.76
605.00,69.54
604.00,69.33
603.00,69.15
602.00,69.02
601.00,68.96
600.00,69.06
599.00,69.37
598.00,69.74
597.00,70.00
596.00,70.13
595.00,70.31
594.00,70.56
593.00,70.66
592.00,70.47
591.00,70.10
590.00,69.79
589.00,69.58
588.00,69.44
587.00,69.45
586.00,69.55
585.00,69.60
584.00,69.56
583.00,69.57
582.00,69.60
581.00,69.44
580.00,69.12
579.00,69.03
578.00,69.29
577.00,69.38
576.00,68.94
575.00,68.30
574.00,68.04
573.00,68.19
572.00,68.51
571.00,68.86
570.00,68.94
569.00,68.43
568.00,67.46
567.00,66.83
566.00,66.96
565.00,67.34
564.00,67.28
563.00,66.84
562.00,66.54
561.00,66.50
560.00,66.50
559.00,66.51
558.00,66.76
557.00,67.36
556.00,68.18
555.00,68.96
554.00,69.40
553.00,69.35
552.00,68.95
551.00,68.46
550.00,67.99
