Created as New Dataset,Spun Polyester (Black)
cm-1,%T
894.00,86.09
893.00,86.09
892.00,86.07
891.00,86.01
890.00,85.89
889.00,85.72
888.00,85.50
887.00,85.23
886.00,84.86
885.00,84.34
884.00,83.67
883.00,82.82
882.00,81.82
881.00,80.67
880.00,79.39
879.00,77.99
878.00,76.42
877.00,74.56
876.00,72.29
875.00,69.61
874.00,66.87
873.00,64.76
872.00,64.04
871.00,65.00
870.00,67.24
869.00,69.99
868.00,72.54
867.00,74.61
866.00,76.17
865.00,77.30
864.00,78.08
863.00,78.58
862.00,78.86
861.00,78.95
860.00,78.90
859.00,78.76
858.00,78.56
857.00,78.31
856.00,78.03
855.00,77.76
854.00,77.46
853.00,77.08
852.00,76.56
851.00,75.92
850.00,75.26
849.00,74.71
848.00,74.41
847.00,74.42
846.00,74.73
845.00,75.27
844.00,75.94
843.00,76.65
842.00,77.35
841.00,78.02
840.00,78.62
839.00,79.16
838.00,79.63
837.00,80.06
836.00,80.45
835.00,80.82
834.00,81.16
833.00,81.45
832.00,81.70
831.00,81.91
830.00,82.06
829.00,82.14
828.00,82.13
827.00,82.05
826.00,81.89
825.00,81.69
824.00,81.47
823.00,81.28
822.00,81.12
821.00,80.98
820.00,80.85
819.00,80.76
818.00,80.71
817.00,80.67
816.00,80.62
815.00,80.54
814.00,80.42
813.00,80.26
812.00,80.07
811.00,79.89
810.00,79.71
809.00,79.53
808.00,79.33
807.00,79.12
806.00,78.93
805.00,78.78
804.00,78.66
803.00,78.56
802.00,78.49
801.00,78.42
800.00,78.35
799.00,78.24
798.00,78.03
797.00,77.67
796.00,77.23
795.00,76.85
794.00,76.69
793.00,76.83
792.00,77.29
791.00,78.01
790.00,78.91
789.00,79.88
788.00,80.86
787.00,81.85
786.00,82.82
785.00,83.71
784.00,84.51
783.00,85.20
782.00,85.80
781.00,86.32
780.00,86.78
779.00,87.21
778.00,87.63
777.00,88.01
776.00,88.36
775.00,88.67
774.00,88.96
773.00,89.22
772.00,89.48
771.00,89.76
770.00,90.04
769.00,90.30
768.00,90.56
767.00,90.79
766.00,91.00
765.00,91.16
764.00,91.28
763.00,91.40
762.00,91.52
761.00,91.63
760.00,91.75
759.00,91.86
758.00,91.96
757.00,92.02
756.00,92.05
755.00,92.10
754.00,92.18
753.00,92.26
752.00,92.31
751.00,92.32
750.00,92.28
749.00,92.16
748.00,91.96
747.00,91.66
746.00,91.28
745.00,90.78
744.00,90.12
743.00,89.22
742.00,88.00
741.00,86.37
740.00,84.29
739.00,81.80
738.00,78.93
737.00,75.69
736.00,72.16
735.00,68.43
734.00,64.61
733.00,60.77
732.00,56.95
731.00,53.18
730.00,49.50
729.00,45.88
728.00,42.28
727.00,38.77
726.00,35.44
725.00,32.50
724.00,30.22
723.00,28.79
722.00,28.29
721.00,28.65
720.00,29.78
719.00,31.59
718.00,33.90
717.00,36.51
716.00,39.24
715.00,41.97
714.00,44.56
713.00,46.91
712.00,49.00
711.00,50.87
710.00,52.56
709.00,54.11
708.00,55.55
707.00,56.93
706.00,58.22
705.00,59.41
704.00,60.49
703.00,61.52
702.00,62.59
701.00,63.77
700.00,65.04
699.00,66.36
698.00,67.67
697.00,68.90
696.00,70.03
695.00,71.03
694.00,71.88
693.00,72.60
692.00,73.18
691.00,73.68
690.00,74.13
689.00,74.55
688.00,74.95
687.00,75.31
686.00,75.62
685.00,75.86
684.00,76.04
683.00,76.16
682.00,76.25
681.00,76.34
680.00,76.51
679.00,76.82
678.00,77.27
677.00,77.78
676.00,78.25
675.00,78.63
674.00,78.94
673.00,79.21
672.00,79.47
671.00,79.72
670.00,79.98
669.00,80.25
668.00,80.52
667.00,80.75
666.00,80.97
665.00,81.16
664.00,81.32
663.00,81.44
662.00,81.57
661.00,81.73
660.00,81.91
659.00,82.09
658.00,82.31
657.00,82.56
656.00,82.83
655.00,83.05
654.00,83.22
653.00,83.37
652.00,83.55
651.00,83.73
650.00,83.86
649.00,83.89
648.00,83.87
647.00,83.88
646.00,83.96
645.00,84.09
644.00,84.23
643.00,84.32
642.00,84.37
641.00,84.46
640.00,84.60
639.00,84.78
638.00,84.92
637.00,84.93
636.00,84.78
635.00,84.44
634.00,84.00
633.00,83.61
632.00,83.45
631.00,83.61
630.00,83.98
629.00,84.37
628.00,84.67
627.00,84.89
626.00,85.09
625.00,85.30
624.00,85.49
623.00,85.68
622.00,85.90
621.00,86.11
620.00,86.27
619.00,86.30
618.00,86.16
617.00,85.94
616.00,85.76
615.00,85.70
614.00,85.75
613.00,85.84
612.00,85.95
611.00,86.11
610.00,86.35
609.00,86.53
608.00,86.55
607.00,86.43
606.00,86.30
605.00,86.27
604.00,86.28
603.00,86.23
602.00,86.10
601.00,85.98
600.00,85.96
599.00,86.03
598.00,86.15
597.00,86.29
596.00,86.48
595.00,86.66
594.00,86.64
593.00,86.38
592.00,86.07
591.00,86.04
590.00,86.40
589.00,86.96
588.00,87.38
587.00,87.53
586.00,87.47
585.00,87.43
584.00,87.50
583.00,87.58
582.00,87.52
581.00,87.26
580.00,86.95
579.00,86.75
578.00,86.66
577.00,86.64
576.00,86.73
575.00,86.95
574.00,87.09
573.00,86.93
572.00,86.59
571.00,86.34
570.00,86.26
569.00,86.16
568.00,85.99
567.00,85.97
566.00,86.18
565.00,86.33
564.00,86.25
563.00,86.13
562.00,86.22
561.00,86.45
560.00,86.56
559.00,86.50
558.00,86.40
557.00,86.38
556.00,86.46
555.00,86.58
554.00,86.54
553.00,86.26
552.00,85.87
551.00,85.66
550.00,85.61
