Created as New Dataset,97. Du Pont (Bright Yellow)
cm-1,%T
902.00,90.91
901.00,91.08
900.00,91.25
899.00,91.40
898.00,91.53
897.00,91.62
896.00,91.70
895.00,91.76
894.00,91.81
893.00,91.85
892.00,91.89
891.00,91.95
890.00,92.01
889.00,92.05
888.00,92.07
887.00,92.09
886.00,92.11
885.00,92.15
884.00,92.18
883.00,92.20
882.00,92.20
881.00,92.20
880.00,92.20
879.00,92.22
878.00,92.25
877.00,92.28
876.00,92.30
875.00,92.31
874.00,92.34
873.00,92.39
872.00,92.44
871.00,92.48
870.00,92.49
869.00,92.49
868.00,92.49
867.00,92.50
866.00,92.51
865.00,92.50
864.00,92.48
863.00,92.44
862.00,92.42
861.00,92.43
860.00,92.46
859.00,92.49
858.00,92.50
857.00,92.49
856.00,92.47
855.00,92.46
854.00,92.46
853.00,92.47
852.00,92.47
851.00,92.45
850.00,92.42
849.00,92.39
848.00,92.35
847.00,92.32
846.00,92.31
845.00,92.33
844.00,92.36
843.00,92.38
842.00,92.36
841.00,92.32
840.00,92.29
839.00,92.29
838.00,92.30
837.00,92.30
836.00,92.28
835.00,92.26
834.00,92.27
833.00,92.29
832.00,92.31
831.00,92.32
830.00,92.30
829.00,92.27
828.00,92.24
827.00,92.22
826.00,92.21
825.00,92.20
824.00,92.19
823.00,92.18
822.00,92.17
821.00,92.15
820.00,92.09
819.00,92.01
818.00,91.92
817.00,91.86
816.00,91.84
815.00,91.85
814.00,91.88
813.00,91.90
812.00,91.89
811.00,91.87
810.00,91.84
809.00,91.81
808.00,91.79
807.00,91.76
806.00,91.72
805.00,91.67
804.00,91.58
803.00,91.46
802.00,91.35
801.00,91.28
800.00,91.23
799.00,91.19
798.00,91.14
797.00,91.08
796.00,91.02
795.00,90.98
794.00,90.96
793.00,90.95
792.00,90.93
791.00,90.91
790.00,90.89
789.00,90.85
788.00,90.77
787.00,90.69
786.00,90.63
785.00,90.63
784.00,90.65
783.00,90.67
782.00,90.65
781.00,90.60
780.00,90.52
779.00,90.43
778.00,90.35
777.00,90.27
776.00,90.20
775.00,90.14
774.00,90.09
773.00,90.03
772.00,89.95
771.00,89.86
770.00,89.77
769.00,89.69
768.00,89.63
767.00,89.58
766.00,89.52
765.00,89.45
764.00,89.36
763.00,89.28
762.00,89.22
761.00,89.17
760.00,89.10
759.00,89.01
758.00,88.89
757.00,88.77
756.00,88.67
755.00,88.60
754.00,88.54
753.00,88.47
752.00,88.38
751.00,88.31
750.00,88.26
749.00,88.22
748.00,88.18
747.00,88.13
746.00,88.08
745.00,88.02
744.00,87.94
743.00,87.81
742.00,87.64
741.00,87.41
740.00,87.11
739.00,86.75
738.00,86.35
737.00,85.90
736.00,85.43
735.00,84.96
734.00,84.54
733.00,84.14
732.00,83.75
731.00,83.35
730.00,83.01
729.00,82.77
728.00,82.65
727.00,82.61
726.00,82.60
725.00,82.61
724.00,82.62
723.00,82.65
722.00,82.69
721.00,82.73
720.00,82.74
719.00,82.71
718.00,82.65
717.00,82.58
716.00,82.50
715.00,82.43
714.00,82.35
713.00,82.26
712.00,82.15
711.00,82.03
710.00,81.91
709.00,81.82
708.00,81.76
707.00,81.69
706.00,81.59
705.00,81.42
704.00,81.20
703.00,80.97
702.00,80.73
701.00,80.48
700.00,80.21
699.00,79.91
698.00,79.58
697.00,79.22
696.00,78.84
695.00,78.47
694.00,78.10
693.00,77.75
692.00,77.43
691.00,77.16
690.00,76.93
689.00,76.71
688.00,76.51
687.00,76.35
686.00,76.25
685.00,76.21
684.00,76.18
683.00,76.17
682.00,76.19
681.00,76.24
680.00,76.29
679.00,76.35
678.00,76.41
677.00,76.51
676.00,76.66
675.00,76.83
674.00,77.01
673.00,77.17
672.00,77.33
671.00,77.50
670.00,77.66
669.00,77.86
668.00,78.12
667.00,78.34
666.00,78.48
665.00,78.62
664.00,78.78
663.00,78.95
662.00,79.16
661.00,79.38
660.00,79.60
659.00,79.80
658.00,79.99
657.00,80.16
656.00,80.34
655.00,80.54
654.00,80.72
653.00,80.85
652.00,80.89
651.00,80.90
650.00,80.95
649.00,81.07
648.00,81.22
647.00,81.36
646.00,81.47
645.00,81.59
644.00,81.77
643.00,82.01
642.00,82.24
641.00,82.40
640.00,82.49
639.00,82.52
638.00,82.55
637.00,82.59
636.00,82.62
635.00,82.61
634.00,82.54
633.00,82.46
632.00,82.43
631.00,82.45
630.00,82.49
629.00,82.54
628.00,82.66
627.00,82.87
626.00,83.08
625.00,83.15
624.00,83.07
623.00,82.96
622.00,82.93
621.00,82.98
620.00,83.02
619.00,82.99
618.00,82.91
617.00,82.86
616.00,82.91
615.00,83.08
614.00,83.25
613.00,83.30
612.00,83.22
611.00,83.08
610.00,82.99
609.00,82.95
608.00,82.91
607.00,82.85
606.00,82.74
605.00,82.53
604.00,82.14
603.00,81.55
602.00,80.90
601.00,80.47
600.00,80.49
599.00,80.89
598.00,81.26
597.00,81.17
596.00,80.62
595.00,79.96
594.00,79.53
593.00,79.42
592.00,79.54
591.00,79.74
590.00,79.76
589.00,79.39
588.00,78.79
587.00,78.31
586.00,78.10
585.00,77.85
584.00,77.26
583.00,76.44
582.00,75.66
581.00,74.88
580.00,74.05
579.00,73.45
578.00,73.34
577.00,73.48
576.00,73.48
575.00,73.43
574.00,73.68
573.00,74.28
572.00,74.95
571.00,75.41
570.00,75.50
569.00,75.27
568.00,75.07
567.00,75.36
566.00,76.13
565.00,76.83
564.00,77.10
563.00,77.17
562.00,77.35
561.00,77.58
560.00,77.59
559.00,77.35
558.00,77.09
557.00,77.02
556.00,77.27
555.00,77.99
554.00,79.02
553.00,79.83
552.00,79.98
551.00,79.53
550.00,78.94
