Created as New Dataset,1 Canadian Celanese Co.
cm-1,%T
891.00,88.33
890.00,88.55
889.00,88.76
888.00,88.94
887.00,89.10
886.00,89.23
885.00,89.34
884.00,89.43
883.00,89.52
882.00,89.59
881.00,89.64
880.00,89.68
879.00,89.75
878.00,89.85
877.00,89.96
876.00,90.07
875.00,90.20
874.00,90.35
873.00,90.52
872.00,90.68
871.00,90.85
870.00,91.04
869.00,91.24
868.00,91.47
867.00,91.69
866.00,91.87
865.00,92.03
864.00,92.16
863.00,92.29
862.00,92.41
861.00,92.51
860.00,92.59
859.00,92.66
858.00,92.74
857.00,92.83
856.00,92.92
855.00,93.00
854.00,93.05
853.00,93.05
852.00,93.02
851.00,92.99
850.00,92.97
849.00,92.96
848.00,92.95
847.00,92.93
846.00,92.88
845.00,92.82
844.00,92.75
843.00,92.70
842.00,92.67
841.00,92.65
840.00,92.62
839.00,92.61
838.00,92.63
837.00,92.67
836.00,92.71
835.00,92.75
834.00,92.80
833.00,92.86
832.00,92.93
831.00,93.03
830.00,93.16
829.00,93.29
828.00,93.40
827.00,93.49
826.00,93.55
825.00,93.62
824.00,93.70
823.00,93.77
822.00,93.81
821.00,93.85
820.00,93.88
819.00,93.91
818.00,93.95
817.00,93.98
816.00,94.00
815.00,94.03
814.00,94.05
813.00,94.08
812.00,94.11
811.00,94.15
810.00,94.18
809.00,94.20
808.00,94.22
807.00,94.25
806.00,94.28
805.00,94.31
804.00,94.33
803.00,94.35
802.00,94.36
801.00,94.35
800.00,94.34
799.00,94.34
798.00,94.36
797.00,94.40
796.00,94.46
795.00,94.52
794.00,94.54
793.00,94.53
792.00,94.51
791.00,94.49
790.00,94.48
789.00,94.48
788.00,94.47
787.00,94.47
786.00,94.46
785.00,94.45
784.00,94.44
783.00,94.44
782.00,94.46
781.00,94.49
780.00,94.50
779.00,94.50
778.00,94.51
777.00,94.51
776.00,94.51
775.00,94.49
774.00,94.45
773.00,94.42
772.00,94.40
771.00,94.41
770.00,94.44
769.00,94.47
768.00,94.49
767.00,94.52
766.00,94.53
765.00,94.54
764.00,94.54
763.00,94.53
762.00,94.53
761.00,94.51
760.00,94.49
759.00,94.49
758.00,94.50
757.00,94.50
756.00,94.49
755.00,94.49
754.00,94.50
753.00,94.50
752.00,94.50
751.00,94.51
750.00,94.52
749.00,94.53
748.00,94.51
747.00,94.47
746.00,94.41
745.00,94.36
744.00,94.33
743.00,94.33
742.00,94.36
741.00,94.38
740.00,94.38
739.00,94.35
738.00,94.31
737.00,94.26
736.00,94.21
735.00,94.19
734.00,94.16
733.00,94.08
732.00,93.94
731.00,93.79
730.00,93.70
729.00,93.67
728.00,93.69
727.00,93.69
726.00,93.67
725.00,93.62
724.00,93.54
723.00,93.45
722.00,93.38
721.00,93.33
720.00,93.29
719.00,93.26
718.00,93.24
717.00,93.22
716.00,93.20
715.00,93.18
714.00,93.15
713.00,93.12
712.00,93.09
711.00,93.05
710.00,93.00
709.00,92.95
708.00,92.90
707.00,92.86
706.00,92.83
705.00,92.81
704.00,92.78
703.00,92.74
702.00,92.71
701.00,92.69
700.00,92.68
699.00,92.69
698.00,92.69
697.00,92.64
696.00,92.57
695.00,92.50
694.00,92.44
693.00,92.40
692.00,92.35
691.00,92.28
690.00,92.22
689.00,92.18
688.00,92.16
687.00,92.13
686.00,92.07
685.00,91.98
684.00,91.92
683.00,91.91
682.00,91.94
681.00,91.96
680.00,91.96
679.00,91.94
678.00,91.89
677.00,91.83
676.00,91.78
675.00,91.78
674.00,91.82
673.00,91.85
672.00,91.88
671.00,91.90
670.00,91.92
669.00,91.93
668.00,91.90
667.00,91.83
666.00,91.78
665.00,91.77
664.00,91.78
663.00,91.80
662.00,91.82
661.00,91.79
660.00,91.67
659.00,91.48
658.00,91.29
657.00,91.14
656.00,91.03
655.00,90.96
654.00,90.91
653.00,90.88
652.00,90.84
651.00,90.80
650.00,90.76
649.00,90.72
648.00,90.64
647.00,90.53
646.00,90.39
645.00,90.25
644.00,90.14
643.00,90.06
642.00,90.01
641.00,90.00
640.00,90.03
639.00,90.06
638.00,90.04
637.00,89.95
636.00,89.82
635.00,89.68
634.00,89.52
633.00,89.35
632.00,89.20
631.00,89.14
630.00,89.10
629.00,89.01
628.00,88.87
627.00,88.75
626.00,88.68
625.00,88.61
624.00,88.54
623.00,88.54
622.00,88.60
621.00,88.63
620.00,88.56
619.00,88.42
618.00,88.19
617.00,87.80
616.00,87.41
615.00,87.24
614.00,87.30
613.00,87.33
612.00,87.12
611.00,86.71
610.00,86.23
609.00,85.77
608.00,85.38
607.00,85.10
606.00,84.81
605.00,84.39
604.00,84.04
603.00,84.21
602.00,84.93
601.00,85.68
600.00,85.87
599.00,85.50
598.00,85.06
597.00,84.89
596.00,84.94
595.00,85.09
594.00,85.26
593.00,85.43
592.00,85.63
591.00,85.89
590.00,86.20
589.00,86.47
588.00,86.68
587.00,86.84
586.00,86.98
585.00,87.04
584.00,87.07
583.00,87.21
582.00,87.48
581.00,87.69
580.00,87.74
579.00,87.84
578.00,88.20
577.00,88.71
576.00,89.00
575.00,88.90
574.00,88.55
573.00,88.16
572.00,87.90
571.00,87.82
570.00,87.73
569.00,87.39
568.00,86.88
567.00,86.58
566.00,86.60
565.00,86.55
564.00,86.13
563.00,85.63
562.00,85.47
561.00,85.67
560.00,85.98
559.00,86.31
558.00,86.63
557.00,86.68
556.00,86.26
555.00,85.63
554.00,85.27
553.00,85.35
552.00,85.74
551.00,86.31
550.00,87.00
