Created as New Dataset,69. Waxman
3491.00,98.69
3490.00,98.69
3489.00,98.68
3488.00,98.68
3487.00,98.68
3486.00,98.69
3485.00,98.69
3484.00,98.69
3483.00,98.68
3482.00,98.68
3481.00,98.67
3480.00,98.67
3479.00,98.66
3478.00,98.65
3477.00,98.65
3476.00,98.65
3475.00,98.67
3474.00,98.69
3473.00,98.72
3472.00,98.73
3471.00,98.72
3470.00,98.71
3469.00,98.71
3468.00,98.72
3467.00,98.72
3466.00,98.72
3465.00,98.72
3464.00,98.71
3463.00,98.70
3462.00,98.69
3461.00,98.68
3460.00,98.67
3459.00,98.67
3458.00,98.66
3457.00,98.65
3456.00,98.65
3455.00,98.66
3454.00,98.67
3453.00,98.67
3452.00,98.66
3451.00,98.66
3450.00,98.68
3449.00,98.71
3448.00,98.74
3447.00,98.74
3446.00,98.72
3445.00,98.70
3444.00,98.68
3443.00,98.69
3442.00,98.70
3441.00,98.71
3440.00,98.71
3439.00,98.69
3438.00,98.66
3437.00,98.65
3436.00,98.64
3435.00,98.64
3434.00,98.65
3433.00,98.66
3432.00,98.67
3431.00,98.66
3430.00,98.65
3429.00,98.64
3428.00,98.63
3427.00,98.64
3426.00,98.67
3425.00,98.69
3424.00,98.70
3423.00,98.69
3422.00,98.68
3421.00,98.68
3420.00,98.67
3419.00,98.66
3418.00,98.65
3417.00,98.65
3416.00,98.67
3415.00,98.69
3414.00,98.70
3413.00,98.69
3412.00,98.67
3411.00,98.66
3410.00,98.67
3409.00,98.68
3408.00,98.70
3407.00,98.71
3406.00,98.70
3405.00,98.70
3404.00,98.70
3403.00,98.70
3402.00,98.70
3401.00,98.70
3400.00,98.68
3399.00,98.67
3398.00,98.66
3397.00,98.67
3396.00,98.70
3395.00,98.73
3394.00,98.75
3393.00,98.76
3392.00,98.76
3391.00,98.75
3390.00,98.74
3389.00,98.73
3388.00,98.71
3387.00,98.69
3386.00,98.66
3385.00,98.63
3384.00,98.60
3383.00,98.60
3382.00,98.62
3381.00,98.65
3380.00,98.68
3379.00,98.70
3378.00,98.71
3377.00,98.72
3376.00,98.72
3375.00,98.72
3374.00,98.71
3373.00,98.69
3372.00,98.68
3371.00,98.66
3370.00,98.65
3369.00,98.65
3368.00,98.64
3367.00,98.64
3366.00,98.64
3365.00,98.65
3364.00,98.66
3363.00,98.66
3362.00,98.67
3361.00,98.67
3360.00,98.68
3359.00,98.69
3358.00,98.70
3357.00,98.71
3356.00,98.70
3355.00,98.67
3354.00,98.65
3353.00,98.64
3352.00,98.64
3351.00,98.66
3350.00,98.68
3349.00,98.70
3348.00,98.72
3347.00,98.73
3346.00,98.73
3345.00,98.72
3344.00,98.70
3343.00,98.68
3342.00,98.67
3341.00,98.66
3340.00,98.66
3339.00,98.66
3338.00,98.66
3337.00,98.66
3336.00,98.65
3335.00,98.65
3334.00,98.66
3333.00,98.68
3332.00,98.70
3331.00,98.72
3330.00,98.72
3329.00,98.71
3328.00,98.69
3327.00,98.68
3326.00,98.68
3325.00,98.68
3324.00,98.69
3323.00,98.68
3322.00,98.67
3321.00,98.67
3320.00,98.68
3319.00,98.69
3318.00,98.70
3317.00,98.70
3316.00,98.70
3315.00,98.71
3314.00,98.71
3313.00,98.72
3312.00,98.71
3311.00,98.70
3310.00,98.70
3309.00,98.71
3308.00,98.73
3307.00,98.73
3306.00,98.71
3305.00,98.67
3304.00,98.65
3303.00,98.64
3302.00,98.64
3301.00,98.65
3300.00,98.65
3299.00,98.65
3298.00,98.66
3297.00,98.65
3296.00,98.65
3295.00,98.64
3294.00,98.62
3293.00,98.62
3292.00,98.61
3291.00,98.62
3290.00,98.63
3289.00,98.64
3288.00,98.65
3287.00,98.67
3286.00,98.68
3285.00,98.68
3284.00,98.68
3283.00,98.67
3282.00,98.65
3281.00,98.64
3280.00,98.63
3279.00,98.61
3278.00,98.60
3277.00,98.60
3276.00,98.61
3275.00,98.62
3274.00,98.62
3273.00,98.61
3272.00,98.59
3271.00,98.58
3270.00,98.58
3269.00,98.60
3268.00,98.61
3267.00,98.63
3266.00,98.65
3265.00,98.66
3264.00,98.66
3263.00,98.65
3262.00,98.65
3261.00,98.66
3260.00,98.66
3259.00,98.66
3258.00,98.65
3257.00,98.64
3256.00,98.63
3255.00,98.62
3254.00,98.63
3253.00,98.65
3252.00,98.66
3251.00,98.66
3250.00,98.65
3249.00,98.63
3248.00,98.62
3247.00,98.62
3246.00,98.62
3245.00,98.62
3244.00,98.63
3243.00,98.64
3242.00,98.65
3241.00,98.67
3240.00,98.68
3239.00,98.67
3238.00,98.65
3237.00,98.63
3236.00,98.62
3235.00,98.63
3234.00,98.64
3233.00,98.66
3232.00,98.67
3231.00,98.67
3230.00,98.66
3229.00,98.66
3228.00,98.65
3227.00,98.65
3226.00,98.65
3225.00,98.63
3224.00,98.61
3223.00,98.59
3222.00,98.59
3221.00,98.61
3220.00,98.64
3219.00,98.65
3218.00,98.65
3217.00,98.63
3216.00,98.61
3215.00,98.59
3214.00,98.59
3213.00,98.59
3212.00,98.60
3211.00,98.61
3210.00,98.62
3209.00,98.63
3208.00,98.65
3207.00,98.67
3206.00,98.68
3205.00,98.68
3204.00,98.68
3203.00,98.68
3202.00,98.68
3201.00,98.68
3200.00,98.67
3199.00,98.65
3198.00,98.64
3197.00,98.63
3196.00,98.63
3195.00,98.63
3194.00,98.63
3193.00,98.63
3192.00,98.64
3191.00,98.66
3190.00,98.66
3189.00,98.65
3188.00,98.64
3187.00,98.64
3186.00,98.63
3185.00,98.62
3184.00,98.60
3183.00,98.59
3182.00,98.58
3181.00,98.58
3180.00,98.59
3179.00,98.61
3178.00,98.62
3177.00,98.62
3176.00,98.60
3175.00,98.58
3174.00,98.58
3173.00,98.60
3172.00,98.63
3171.00,98.66
3170.00,98.68
3169.00,98.68
3168.00,98.68
3167.00,98.67
3166.00,98.67
3165.00,98.66
3164.00,98.65
3163.00,98.63
3162.00,98.62
3161.00,98.62
3160.00,98.64
3159.00,98.67
3158.00,98.70
3157.00,98.71
3156.00,98.71
3155.00,98.71
3154.00,98.70
3153.00,98.69
3152.00,98.68
3151.00,98.67
3150.00,98.67
3149.00,98.67
3148.00,98.66
3147.00,98.66
3146.00,98.67
3145.00,98.67
3144.00,98.68
3143.00,98.68
3142.00,98.68
3141.00,98.68
3140.00,98.69
3139.00,98.68
3138.00,98.68
3137.00,98.69
3136.00,98.68
3135.00,98.67
3134.00,98.66
3133.00,98.66
3132.00,98.66
3131.00,98.67
3130.00,98.66
3129.00,98.65
3128.00,98.64
3127.00,98.63
3126.00,98.64
3125.00,98.65
3124.00,98.67
3123.00,98.67
3122.00,98.67
3121.00,98.67
3120.00,98.68
3119.00,98.69
3118.00,98.69
3117.00,98.68
3116.00,98.67
3115.00,98.66
3114.00,98.66
3113.00,98.66
3112.00,98.68
3111.00,98.69
3110.00,98.70
3109.00,98.69
3108.00,98.66
3107.00,98.64
3106.00,98.63
3105.00,98.63
3104.00,98.65
3103.00,98.67
3102.00,98.67
3101.00,98.66
3100.00,98.65
3099.00,98.64
3098.00,98.64
3097.00,98.64
3096.00,98.65
3095.00,98.66
3094.00,98.67
3093.00,98.68
3092.00,98.67
3091.00,98.65
3090.00,98.62
3089.00,98.60
3088.00,98.59
3087.00,98.59
3086.00,98.59
3085.00,98.61
3084.00,98.63
3083.00,98.65
3082.00,98.67
3081.00,98.67
3080.00,98.66
3079.00,98.64
3078.00,98.63
3077.00,98.62
3076.00,98.62
3075.00,98.61
3074.00,98.61
3073.00,98.61
3072.00,98.62
3071.00,98.63
3070.00,98.64
3069.00,98.63
3068.00,98.62
3067.00,98.61
3066.00,98.61
3065.00,98.61
3064.00,98.62
3063.00,98.62
3062.00,98.63
3061.00,98.63
3060.00,98.64
3059.00,98.64
3058.00,98.64
3057.00,98.64
3056.00,98.64
3055.00,98.64
3054.00,98.65
3053.00,98.65
3052.00,98.65
3051.00,98.64
3050.00,98.63
3049.00,98.61
3048.00,98.61
3047.00,98.62
3046.00,98.64
3045.00,98.66
3044.00,98.67
3043.00,98.66
3042.00,98.65
3041.00,98.64
3040.00,98.64
3039.00,98.64
3038.00,98.64
3037.00,98.64
3036.00,98.62
3035.00,98.62
3034.00,98.63
3033.00,98.64
3032.00,98.66
3031.00,98.67
3030.00,98.67
3029.00,98.66
3028.00,98.64
3027.00,98.62
3026.00,98.61
3025.00,98.60
3024.00,98.59
3023.00,98.59
3022.00,98.59
3021.00,98.59
3020.00,98.60
3019.00,98.60
3018.00,98.61
3017.00,98.61
3016.00,98.60
3015.00,98.60
3014.00,98.58
3013.00,98.57
3012.00,98.57
3011.00,98.58
3010.00,98.58
3009.00,98.58
3008.00,98.57
3007.00,98.56
3006.00,98.55
3005.00,98.55
3004.00,98.55
3003.00,98.55
3002.00,98.55
3001.00,98.55
3000.00,98.55
2999.00,98.54
2998.00,98.53
2997.00,98.52
2996.00,98.51
2995.00,98.50
2994.00,98.50
2993.00,98.50
2992.00,98.49
2991.00,98.48
2990.00,98.47
2989.00,98.46
2988.00,98.45
2987.00,98.43
2986.00,98.41
2985.00,98.40
2984.00,98.38
2983.00,98.36
2982.00,98.34
2981.00,98.32
2980.00,98.30
2979.00,98.28
2978.00,98.26
2977.00,98.23
2976.00,98.21
2975.00,98.19
2974.00,98.17
2973.00,98.17
2972.00,98.16
2971.00,98.14
2970.00,98.10
2969.00,98.06
2968.00,98.03
2967.00,98.01
2966.00,98.00
2965.00,97.99
2964.00,97.96
2963.00,97.92
2962.00,97.88
2961.00,97.85
2960.00,97.84
2959.00,97.82
2958.00,97.82
2957.00,97.81
2956.00,97.81
2955.00,97.81
2954.00,97.80
2953.00,97.80
2952.00,97.81
2951.00,97.82
2950.00,97.82
2949.00,97.81
2948.00,97.79
2947.00,97.76
2946.00,97.72
2945.00,97.68
2944.00,97.65
2943.00,97.63
2942.00,97.61
2941.00,97.60
2940.00,97.60
2939.00,97.58
2938.00,97.55
2937.00,97.52
2936.00,97.50
2935.00,97.48
2934.00,97.46
2933.00,97.44
2932.00,97.41
2931.00,97.38
2930.00,97.36
2929.00,97.34
2928.00,97.33
2927.00,97.31
2926.00,97.30
2925.00,97.30
2924.00,97.31
2923.00,97.32
2922.00,97.32
2921.00,97.32
2920.00,97.31
2919.00,97.31
2918.00,97.33
2917.00,97.37
2916.00,97.42
2915.00,97.46
2914.00,97.50
2913.00,97.53
2912.00,97.57
2911.00,97.61
2910.00,97.66
2909.00,97.72
2908.00,97.77
2907.00,97.81
2906.00,97.84
2905.00,97.88
2904.00,97.93
2903.00,97.97
2902.00,98.00
2901.00,98.03
2900.00,98.07
2899.00,98.10
2898.00,98.14
2897.00,98.16
2896.00,98.18
2895.00,98.19
2894.00,98.20
2893.00,98.20
2892.00,98.21
2891.00,98.22
2890.00,98.23
2889.00,98.23
2888.00,98.24
2887.00,98.25
2886.00,98.27
2885.00,98.28
2884.00,98.28
2883.00,98.27
2882.00,98.26
2881.00,98.24
2880.00,98.24
2879.00,98.24
2878.00,98.26
2877.00,98.28
2876.00,98.29
2875.00,98.29
2874.00,98.28
2873.00,98.27
2872.00,98.26
2871.00,98.25
2870.00,98.25
2869.00,98.25
2868.00,98.26
2867.00,98.27
2866.00,98.29
2865.00,98.30
2864.00,98.30
2863.00,98.29
2862.00,98.28
2861.00,98.27
2860.00,98.27
2859.00,98.27
2858.00,98.27
2857.00,98.27
2856.00,98.26
2855.00,98.26
2854.00,98.26
2853.00,98.26
2852.00,98.26
2851.00,98.26
2850.00,98.26
2849.00,98.27
2848.00,98.30
2847.00,98.33
2846.00,98.36
2845.00,98.37
2844.00,98.37
2843.00,98.37
2842.00,98.37
2841.00,98.38
2840.00,98.39
2839.00,98.41
2838.00,98.43
2837.00,98.45
2836.00,98.46
2835.00,98.46
2834.00,98.47
2833.00,98.49
2832.00,98.52
2831.00,98.54
2830.00,98.55
2829.00,98.54
2828.00,98.52
2827.00,98.50
2826.00,98.49
2825.00,98.49
2824.00,98.48
2823.00,98.48
2822.00,98.48
2821.00,98.49
2820.00,98.51
2819.00,98.53
2818.00,98.55
2817.00,98.57
2816.00,98.58
2815.00,98.59
2814.00,98.60
2813.00,98.61
2812.00,98.60
2811.00,98.59
2810.00,98.58
2809.00,98.58
2808.00,98.59
2807.00,98.59
2806.00,98.58
2805.00,98.57
2804.00,98.56
2803.00,98.57
2802.00,98.58
2801.00,98.59
2800.00,98.59
2799.00,98.58
2798.00,98.57
2797.00,98.56
2796.00,98.56
2795.00,98.56
2794.00,98.57
2793.00,98.58
2792.00,98.58
2791.00,98.59
2790.00,98.59
2789.00,98.61
2788.00,98.62
2787.00,98.63
2786.00,98.62
2785.00,98.62
2784.00,98.62
2783.00,98.62
2782.00,98.61
2781.00,98.60
2780.00,98.60
2779.00,98.61
2778.00,98.61
2777.00,98.62
2776.00,98.63
2775.00,98.64
2774.00,98.65
2773.00,98.65
2772.00,98.64
2771.00,98.63
2770.00,98.63
2769.00,98.64
2768.00,98.65
2767.00,98.66
2766.00,98.67
2765.00,98.66
2764.00,98.65
2763.00,98.64
2762.00,98.62
2761.00,98.62
2760.00,98.61
2759.00,98.62
2758.00,98.62
2757.00,98.62
2756.00,98.63
2755.00,98.63
2754.00,98.63
2753.00,98.63
2752.00,98.62
2751.00,98.62
2750.00,98.62
2749.00,98.62
2748.00,98.62
2747.00,98.62
2746.00,98.62
2745.00,98.62
2744.00,98.62
2743.00,98.63
2742.00,98.63
2741.00,98.63
2740.00,98.63
2739.00,98.63
2738.00,98.61
2737.00,98.60
2736.00,98.60
2735.00,98.61
2734.00,98.63
2733.00,98.64
2732.00,98.64
2731.00,98.64
2730.00,98.63
2729.00,98.62
2728.00,98.61
2727.00,98.60
2726.00,98.60
2725.00,98.60
2724.00,98.61
2723.00,98.61
2722.00,98.61
2721.00,98.61
2720.00,98.62
2719.00,98.63
2718.00,98.63
2717.00,98.63
2716.00,98.63
2715.00,98.64
2714.00,98.64
2713.00,98.63
2712.00,98.61
2711.00,98.61
2710.00,98.60
2709.00,98.60
2708.00,98.61
2707.00,98.62
2706.00,98.62
2705.00,98.61
2704.00,98.60
2703.00,98.60
2702.00,98.60
2701.00,98.61
2700.00,98.61
2699.00,98.61
2698.00,98.61
2697.00,98.60
2696.00,98.60
2695.00,98.60
2694.00,98.61
2693.00,98.61
2692.00,98.60
2691.00,98.60
2690.00,98.59
2689.00,98.58
2688.00,98.58
2687.00,98.58
2686.00,98.58
2685.00,98.59
2684.00,98.59
2683.00,98.59
2682.00,98.60
2681.00,98.60
2680.00,98.60
2679.00,98.59
2678.00,98.58
2677.00,98.58
2676.00,98.59
2675.00,98.59
2674.00,98.60
2673.00,98.61
2672.00,98.61
2671.00,98.61
2670.00,98.61
2669.00,98.61
2668.00,98.61
2667.00,98.60
2666.00,98.59
2665.00,98.58
2664.00,98.58
2663.00,98.57
2662.00,98.57
2661.00,98.56
2660.00,98.54
2659.00,98.53
2658.00,98.52
2657.00,98.51
2656.00,98.51
2655.00,98.51
2654.00,98.50
2653.00,98.48
2652.00,98.45
2651.00,98.43
2650.00,98.42
2649.00,98.42
2648.00,98.42
2647.00,98.42
2646.00,98.42
2645.00,98.41
2644.00,98.40
2643.00,98.38
2642.00,98.36
2641.00,98.34
2640.00,98.33
2639.00,98.33
2638.00,98.33
2637.00,98.32
2636.00,98.31
2635.00,98.29
2634.00,98.28
2633.00,98.27
2632.00,98.26
2631.00,98.25
2630.00,98.24
2629.00,98.22
2628.00,98.20
2627.00,98.19
2626.00,98.19
2625.00,98.20
2624.00,98.19
2623.00,98.19
2622.00,98.20
2621.00,98.20
2620.00,98.20
2619.00,98.19
2618.00,98.17
2617.00,98.15
2616.00,98.13
2615.00,98.12
2614.00,98.11
2613.00,98.10
2612.00,98.09
2611.00,98.09
2610.00,98.09
2609.00,98.09
2608.00,98.08
2607.00,98.07
2606.00,98.07
2605.00,98.07
2604.00,98.07
2603.00,98.07
2602.00,98.07
2601.00,98.07
2600.00,98.06
2599.00,98.04
2598.00,98.02
2597.00,98.00
2596.00,97.99
2595.00,97.99
2594.00,97.98
2593.00,97.97
2592.00,97.96
2591.00,97.94
2590.00,97.93
2589.00,97.91
2588.00,97.91
2587.00,97.92
2586.00,97.93
2585.00,97.94
2584.00,97.93
2583.00,97.90
2582.00,97.87
2581.00,97.85
2580.00,97.83
2579.00,97.84
2578.00,97.85
2577.00,97.87
2576.00,97.88
2575.00,97.89
2574.00,97.88
2573.00,97.86
2572.00,97.84
2571.00,97.82
2570.00,97.81
2569.00,97.81
2568.00,97.83
2567.00,97.84
2566.00,97.86
2565.00,97.86
2564.00,97.86
2563.00,97.85
2562.00,97.85
2561.00,97.83
2560.00,97.81
2559.00,97.79
2558.00,97.79
2557.00,97.80
2556.00,97.82
2555.00,97.83
2554.00,97.82
2553.00,97.81
2552.00,97.79
2551.00,97.79
2550.00,97.79
2549.00,97.81
2548.00,97.82
2547.00,97.82
2546.00,97.80
2545.00,97.78
2544.00,97.76
2543.00,97.74
2542.00,97.72
2541.00,97.70
2540.00,97.69
2539.00,97.69
2538.00,97.71
2537.00,97.74
2536.00,97.76
2535.00,97.78
2534.00,97.79
2533.00,97.77
2532.00,97.74
2531.00,97.71
2530.00,97.70
2529.00,97.71
2528.00,97.72
2527.00,97.73
2526.00,97.74
2525.00,97.75
2524.00,97.75
2523.00,97.73
2522.00,97.72
2521.00,97.70
2520.00,97.69
2519.00,97.67
2518.00,97.66
2517.00,97.67
2516.00,97.69
2515.00,97.72
2514.00,97.74
2513.00,97.75
2512.00,97.75
2511.00,97.73
2510.00,97.70
2509.00,97.67
2508.00,97.67
2507.00,97.68
2506.00,97.71
2505.00,97.74
2504.00,97.76
2503.00,97.76
2502.00,97.75
2501.00,97.75
2500.00,97.76
2499.00,97.77
2498.00,97.79
2497.00,97.80
2496.00,97.81
2495.00,97.81
2494.00,97.81
2493.00,97.80
2492.00,97.79
2491.00,97.77
2490.00,97.75
2489.00,97.73
2488.00,97.72
2487.00,97.72
2486.00,97.73
2485.00,97.74
2484.00,97.75
2483.00,97.76
2482.00,97.78
2481.00,97.80
2480.00,97.81
2479.00,97.80
2478.00,97.79
2477.00,97.78
2476.00,97.77
2475.00,97.74
2474.00,97.72
2473.00,97.71
2472.00,97.71
2471.00,97.73
2470.00,97.74
2469.00,97.75
2468.00,97.76
2467.00,97.77
2466.00,97.77
2465.00,97.76
2464.00,97.77
2463.00,97.78
2462.00,97.79
2461.00,97.79
2460.00,97.78
2459.00,97.75
2458.00,97.73
2457.00,97.72
2456.00,97.71
2455.00,97.72
2454.00,97.73
2453.00,97.75
2452.00,97.75
2451.00,97.75
2450.00,97.73
