Created as New Dataset,69. Waxman
883.00,95.56
882.00,95.58
881.00,95.59
880.00,95.59
879.00,95.60
878.00,95.61
877.00,95.62
876.00,95.63
875.00,95.62
874.00,95.60
873.00,95.58
872.00,95.57
871.00,95.57
870.00,95.59
869.00,95.62
868.00,95.66
867.00,95.69
866.00,95.71
865.00,95.71
864.00,95.70
863.00,95.71
862.00,95.72
861.00,95.73
860.00,95.73
859.00,95.73
858.00,95.75
857.00,95.79
856.00,95.83
855.00,95.86
854.00,95.87
853.00,95.88
852.00,95.88
851.00,95.87
850.00,95.86
849.00,95.86
848.00,95.85
847.00,95.82
846.00,95.79
845.00,95.79
844.00,95.83
843.00,95.89
842.00,95.93
841.00,95.95
840.00,95.96
839.00,95.98
838.00,96.01
837.00,96.05
836.00,96.11
835.00,96.18
834.00,96.24
833.00,96.26
832.00,96.26
831.00,96.25
830.00,96.24
829.00,96.22
828.00,96.20
827.00,96.19
826.00,96.21
825.00,96.26
824.00,96.29
823.00,96.29
822.00,96.25
821.00,96.22
820.00,96.20
819.00,96.21
818.00,96.22
817.00,96.21
816.00,96.19
815.00,96.17
814.00,96.15
813.00,96.12
812.00,96.07
811.00,96.02
810.00,95.99
809.00,95.99
808.00,96.00
807.00,96.01
806.00,96.02
805.00,96.03
804.00,96.05
803.00,96.06
802.00,96.08
801.00,96.08
800.00,96.08
799.00,96.07
798.00,96.07
797.00,96.07
796.00,96.07
795.00,96.03
794.00,95.99
793.00,95.96
792.00,95.95
791.00,95.97
790.00,96.00
789.00,96.01
788.00,96.01
787.00,95.98
786.00,95.92
785.00,95.86
784.00,95.81
783.00,95.77
782.00,95.74
781.00,95.73
780.00,95.73
779.00,95.75
778.00,95.78
777.00,95.81
776.00,95.81
775.00,95.82
774.00,95.83
773.00,95.84
772.00,95.83
771.00,95.79
770.00,95.75
769.00,95.74
768.00,95.76
767.00,95.81
766.00,95.87
765.00,95.92
764.00,95.96
763.00,95.99
762.00,96.01
761.00,96.03
760.00,96.04
759.00,96.04
758.00,96.03
757.00,96.04
756.00,96.07
755.00,96.11
754.00,96.16
753.00,96.22
752.00,96.28
751.00,96.34
750.00,96.37
749.00,96.38
748.00,96.39
747.00,96.41
746.00,96.43
745.00,96.44
744.00,96.43
743.00,96.41
742.00,96.39
741.00,96.38
740.00,96.39
739.00,96.41
738.00,96.44
737.00,96.49
736.00,96.52
735.00,96.54
734.00,96.55
733.00,96.55
732.00,96.54
731.00,96.52
730.00,96.53
729.00,96.56
728.00,96.61
727.00,96.65
726.00,96.65
725.00,96.63
724.00,96.59
723.00,96.53
722.00,96.46
721.00,96.40
720.00,96.38
719.00,96.38
718.00,96.37
717.00,96.33
716.00,96.27
715.00,96.19
714.00,96.08
713.00,95.97
712.00,95.89
711.00,95.84
710.00,95.78
709.00,95.67
708.00,95.52
707.00,95.37
706.00,95.24
705.00,95.13
704.00,95.04
703.00,94.95
702.00,94.84
701.00,94.72
700.00,94.62
699.00,94.59
698.00,94.59
697.00,94.59
696.00,94.57
695.00,94.51
694.00,94.44
693.00,94.37
692.00,94.31
691.00,94.31
690.00,94.38
689.00,94.49
688.00,94.57
687.00,94.59
686.00,94.54
685.00,94.47
684.00,94.41
683.00,94.39
682.00,94.41
681.00,94.48
680.00,94.59
679.00,94.69
678.00,94.75
677.00,94.74
676.00,94.71
675.00,94.68
674.00,94.69
673.00,94.72
672.00,94.75
671.00,94.81
670.00,94.88
669.00,94.95
668.00,94.92
667.00,94.84
666.00,94.83
665.00,94.88
664.00,94.89
663.00,94.85
662.00,94.74
661.00,94.64
660.00,94.55
659.00,94.47
658.00,94.34
657.00,94.17
656.00,94.00
655.00,93.89
654.00,93.85
653.00,93.80
652.00,93.70
651.00,93.51
650.00,93.29
649.00,93.08
648.00,92.94
647.00,92.88
646.00,92.83
645.00,92.73
644.00,92.57
643.00,92.39
642.00,92.22
641.00,92.03
640.00,91.84
639.00,91.67
638.00,91.51
637.00,91.25
636.00,90.88
635.00,90.52
634.00,90.30
633.00,90.26
632.00,90.32
631.00,90.40
630.00,90.42
629.00,90.31
628.00,90.03
627.00,89.66
626.00,89.29
625.00,89.06
624.00,89.03
623.00,89.19
622.00,89.37
621.00,89.36
620.00,89.12
619.00,88.83
618.00,88.71
617.00,88.77
616.00,88.91
615.00,89.04
614.00,89.13
613.00,89.19
612.00,89.23
611.00,89.28
610.00,89.35
609.00,89.36
608.00,89.23
607.00,89.00
606.00,88.79
605.00,88.74
604.00,88.84
603.00,88.96
602.00,88.94
601.00,88.80
600.00,88.84
599.00,89.26
598.00,89.91
597.00,90.43
596.00,90.70
595.00,90.89
594.00,91.20
593.00,91.55
592.00,91.77
591.00,91.74
590.00,91.53
589.00,91.29
588.00,91.25
587.00,91.56
586.00,92.18
585.00,92.88
584.00,93.57
583.00,94.24
582.00,94.79
581.00,94.97
580.00,94.76
579.00,94.44
578.00,94.35
577.00,94.42
576.00,94.31
575.00,93.87
574.00,93.34
573.00,93.05
572.00,93.12
571.00,93.54
570.00,94.08
569.00,94.37
568.00,94.21
567.00,93.78
566.00,93.49
565.00,93.59
564.00,93.95
563.00,94.27
562.00,94.33
561.00,94.26
560.00,94.30
559.00,94.54
558.00,94.70
557.00,94.46
556.00,93.96
555.00,93.63
554.00,93.76
553.00,94.13
552.00,94.36
551.00,94.35
550.00,94.25
