Created as New Dataset,79. Nylon Allied Signal Fibers Dyed
3838.00,98.53
3837.00,98.52
3836.00,98.52
3835.00,98.52
3834.00,98.53
3833.00,98.55
3832.00,98.57
3831.00,98.57
3830.00,98.56
3829.00,98.54
3828.00,98.54
3827.00,98.54
3826.00,98.55
3825.00,98.55
3824.00,98.53
3823.00,98.53
3822.00,98.55
3821.00,98.59
3820.00,98.59
3819.00,98.55
3818.00,98.50
3817.00,98.47
3816.00,98.46
3815.00,98.45
3814.00,98.45
3813.00,98.45
3812.00,98.48
3811.00,98.51
3810.00,98.53
3809.00,98.54
3808.00,98.55
3807.00,98.57
3806.00,98.57
3805.00,98.54
3804.00,98.48
3803.00,98.45
3802.00,98.47
3801.00,98.51
3800.00,98.52
3799.00,98.50
3798.00,98.49
3797.00,98.50
3796.00,98.52
3795.00,98.54
3794.00,98.54
3793.00,98.54
3792.00,98.53
3791.00,98.52
3790.00,98.51
3789.00,98.50
3788.00,98.48
3787.00,98.47
3786.00,98.47
3785.00,98.47
3784.00,98.48
3783.00,98.49
3782.00,98.49
3781.00,98.50
3780.00,98.50
3779.00,98.51
3778.00,98.50
3777.00,98.50
3776.00,98.51
3775.00,98.53
3774.00,98.56
3773.00,98.57
3772.00,98.56
3771.00,98.54
3770.00,98.53
3769.00,98.52
3768.00,98.52
3767.00,98.52
3766.00,98.52
3765.00,98.52
3764.00,98.51
3763.00,98.49
3762.00,98.48
3761.00,98.49
3760.00,98.50
3759.00,98.51
3758.00,98.52
3757.00,98.51
3756.00,98.49
3755.00,98.46
3754.00,98.44
3753.00,98.45
3752.00,98.46
3751.00,98.48
3750.00,98.49
3749.00,98.50
3748.00,98.48
3747.00,98.44
3746.00,98.43
3745.00,98.45
3744.00,98.48
3743.00,98.48
3742.00,98.46
3741.00,98.44
3740.00,98.44
3739.00,98.45
3738.00,98.46
3737.00,98.47
3736.00,98.48
3735.00,98.47
3734.00,98.46
3733.00,98.46
3732.00,98.47
3731.00,98.50
3730.00,98.50
3729.00,98.49
3728.00,98.47
3727.00,98.45
3726.00,98.44
3725.00,98.43
3724.00,98.43
3723.00,98.43
3722.00,98.45
3721.00,98.47
3720.00,98.48
3719.00,98.48
3718.00,98.48
3717.00,98.47
3716.00,98.47
3715.00,98.47
3714.00,98.48
3713.00,98.48
3712.00,98.48
3711.00,98.47
3710.00,98.45
3709.00,98.45
3708.00,98.46
3707.00,98.47
3706.00,98.48
3705.00,98.48
3704.00,98.47
3703.00,98.46
3702.00,98.46
3701.00,98.47
3700.00,98.49
3699.00,98.50
3698.00,98.51
3697.00,98.51
3696.00,98.52
3695.00,98.52
3694.00,98.52
3693.00,98.51
3692.00,98.49
3691.00,98.47
3690.00,98.45
3689.00,98.43
3688.00,98.42
3687.00,98.40
3686.00,98.38
3685.00,98.36
3684.00,98.36
3683.00,98.36
3682.00,98.34
3681.00,98.33
3680.00,98.33
3679.00,98.34
3678.00,98.34
3677.00,98.36
3676.00,98.40
3675.00,98.45
3674.00,98.45
3673.00,98.42
3672.00,98.38
3671.00,98.37
3670.00,98.37
3669.00,98.37
3668.00,98.34
3667.00,98.32
3666.00,98.31
3665.00,98.31
3664.00,98.32
3663.00,98.32
3662.00,98.31
3661.00,98.31
3660.00,98.29
3659.00,98.28
3658.00,98.29
3657.00,98.31
3656.00,98.34
3655.00,98.37
3654.00,98.37
3653.00,98.37
3652.00,98.37
3651.00,98.35
3650.00,98.33
3649.00,98.31
3648.00,98.29
3647.00,98.27
3646.00,98.26
3645.00,98.25
3644.00,98.26
3643.00,98.28
3642.00,98.30
3641.00,98.30
3640.00,98.28
3639.00,98.26
3638.00,98.24
3637.00,98.24
3636.00,98.26
3635.00,98.30
3634.00,98.34
3633.00,98.36
3632.00,98.36
3631.00,98.33
3630.00,98.31
3629.00,98.29
3628.00,98.26
3627.00,98.21
3626.00,98.18
3625.00,98.17
3624.00,98.19
3623.00,98.21
3622.00,98.22
3621.00,98.23
3620.00,98.23
3619.00,98.24
3618.00,98.24
3617.00,98.24
3616.00,98.22
3615.00,98.20
3614.00,98.20
3613.00,98.20
3612.00,98.20
3611.00,98.20
3610.00,98.19
3609.00,98.19
3608.00,98.19
3607.00,98.18
3606.00,98.15
3605.00,98.13
3604.00,98.12
3603.00,98.11
3602.00,98.11
3601.00,98.10
3600.00,98.10
3599.00,98.10
3598.00,98.11
3597.00,98.13
3596.00,98.15
3595.00,98.16
3594.00,98.17
3593.00,98.17
3592.00,98.16
3591.00,98.14
3590.00,98.13
3589.00,98.10
3588.00,98.08
3587.00,98.07
3586.00,98.06
3585.00,98.05
3584.00,98.06
3583.00,98.07
3582.00,98.07
3581.00,98.06
3580.00,98.04
3579.00,98.00
3578.00,97.98
3577.00,97.96
3576.00,97.97
3575.00,97.98
3574.00,97.99
3573.00,98.00
3572.00,98.01
3571.00,98.00
3570.00,98.00
3569.00,97.98
3568.00,97.97
3567.00,97.95
3566.00,97.94
3565.00,97.94
3564.00,97.94
3563.00,97.95
3562.00,97.94
3561.00,97.92
3560.00,97.89
3559.00,97.85
3558.00,97.82
3557.00,97.80
3556.00,97.79
3555.00,97.79
3554.00,97.79
3553.00,97.80
3552.00,97.80
3551.00,97.82
3550.00,97.84
3549.00,97.84
3548.00,97.82
3547.00,97.79
3546.00,97.76
3545.00,97.74
3544.00,97.73
3543.00,97.73
3542.00,97.72
3541.00,97.70
3540.00,97.69
3539.00,97.69
3538.00,97.71
3537.00,97.73
3536.00,97.75
3535.00,97.76
3534.00,97.76
3533.00,97.75
3532.00,97.73
3531.00,97.70
3530.00,97.67
3529.00,97.62
3528.00,97.60
3527.00,97.59
3526.00,97.61
3525.00,97.63
3524.00,97.64
3523.00,97.63
3522.00,97.62
3521.00,97.59
3520.00,97.56
3519.00,97.53
3518.00,97.49
3517.00,97.46
3516.00,97.45
3515.00,97.47
3514.00,97.49
3513.00,97.50
3512.00,97.50
3511.00,97.49
3510.00,97.48
3509.00,97.47
3508.00,97.45
3507.00,97.44
3506.00,97.43
3505.00,97.42
3504.00,97.42
3503.00,97.42
3502.00,97.43
3501.00,97.43
3500.00,97.43
3499.00,97.42
3498.00,97.41
3497.00,97.42
3496.00,97.42
3495.00,97.41
3494.00,97.39
3493.00,97.36
3492.00,97.34
3491.00,97.34
3490.00,97.35
3489.00,97.36
3488.00,97.36
3487.00,97.36
3486.00,97.35
3485.00,97.35
3484.00,97.35
3483.00,97.37
3482.00,97.38
3481.00,97.39
3480.00,97.38
3479.00,97.36
3478.00,97.34
3477.00,97.33
3476.00,97.32
3475.00,97.32
3474.00,97.33
3473.00,97.33
3472.00,97.34
3471.00,97.37
3470.00,97.38
3469.00,97.38
3468.00,97.36
3467.00,97.33
3466.00,97.30
3465.00,97.29
3464.00,97.30
3463.00,97.31
3462.00,97.32
3461.00,97.31
3460.00,97.29
3459.00,97.26
3458.00,97.24
3457.00,97.24
3456.00,97.25
3455.00,97.25
3454.00,97.24
3453.00,97.23
3452.00,97.23
3451.00,97.24
3450.00,97.24
3449.00,97.25
3448.00,97.25
3447.00,97.25
3446.00,97.24
3445.00,97.22
3444.00,97.20
3443.00,97.19
3442.00,97.19
3441.00,97.21
3440.00,97.24
3439.00,97.26
3438.00,97.27
3437.00,97.27
3436.00,97.24
3435.00,97.21
3434.00,97.18
3433.00,97.16
3432.00,97.15
3431.00,97.15
3430.00,97.15
3429.00,97.15
3428.00,97.14
3427.00,97.11
3426.00,97.09
3425.00,97.08
3424.00,97.08
3423.00,97.09
3422.00,97.09
3421.00,97.08
3420.00,97.05
3419.00,97.02
3418.00,97.02
3417.00,97.02
3416.00,97.04
3415.00,97.04
3414.00,97.04
3413.00,97.04
3412.00,97.03
3411.00,97.03
3410.00,97.03
3409.00,97.02
3408.00,97.00
3407.00,96.98
3406.00,96.97
3405.00,96.96
3404.00,96.94
3403.00,96.92
3402.00,96.89
3401.00,96.87
3400.00,96.85
3399.00,96.85
3398.00,96.86
3397.00,96.86
3396.00,96.84
3395.00,96.82
3394.00,96.79
3393.00,96.78
3392.00,96.77
3391.00,96.76
3390.00,96.75
3389.00,96.74
3388.00,96.71
3387.00,96.69
3386.00,96.68
3385.00,96.68
3384.00,96.68
3383.00,96.66
3382.00,96.62
3381.00,96.57
3380.00,96.52
3379.00,96.48
3378.00,96.45
3377.00,96.44
3376.00,96.43
3375.00,96.43
3374.00,96.42
3373.00,96.40
3372.00,96.38
3371.00,96.36
3370.00,96.33
3369.00,96.30
3368.00,96.24
3367.00,96.20
3366.00,96.16
3365.00,96.14
3364.00,96.11
3363.00,96.06
3362.00,95.99
3361.00,95.92
3360.00,95.87
3359.00,95.84
3358.00,95.82
3357.00,95.79
3356.00,95.76
3355.00,95.71
3354.00,95.65
3353.00,95.60
3352.00,95.55
3351.00,95.50
3350.00,95.44
3349.00,95.36
3348.00,95.28
3347.00,95.18
3346.00,95.10
3345.00,95.03
3344.00,94.97
3343.00,94.91
3342.00,94.83
3341.00,94.73
3340.00,94.63
3339.00,94.52
3338.00,94.41
3337.00,94.30
3336.00,94.16
3335.00,94.02
3334.00,93.86
3333.00,93.71
3332.00,93.56
3331.00,93.40
3330.00,93.21
3329.00,93.01
3328.00,92.80
3327.00,92.60
3326.00,92.39
3325.00,92.16
3324.00,91.93
3323.00,91.70
3322.00,91.46
3321.00,91.24
3320.00,91.02
3319.00,90.80
3318.00,90.57
3317.00,90.33
3316.00,90.08
3315.00,89.83
3314.00,89.56
3313.00,89.29
3312.00,89.00
3311.00,88.67
3310.00,88.31
3309.00,87.90
3308.00,87.46
3307.00,86.99
3306.00,86.52
3305.00,86.05
3304.00,85.59
3303.00,85.14
3302.00,84.71
3301.00,84.31
3300.00,83.95
3299.00,83.65
3298.00,83.44
3297.00,83.31
3296.00,83.25
3295.00,83.27
3294.00,83.35
3293.00,83.49
3292.00,83.67
3291.00,83.90
3290.00,84.18
3289.00,84.49
3288.00,84.84
3287.00,85.21
3286.00,85.57
3285.00,85.92
3284.00,86.27
3283.00,86.61
3282.00,86.93
3281.00,87.24
3280.00,87.54
3279.00,87.84
3278.00,88.12
3277.00,88.39
3276.00,88.64
3275.00,88.86
3274.00,89.06
3273.00,89.26
3272.00,89.46
3271.00,89.66
3270.00,89.85
3269.00,90.03
3268.00,90.21
3267.00,90.38
3266.00,90.58
3265.00,90.78
3264.00,90.98
3263.00,91.17
3262.00,91.34
3261.00,91.51
3260.00,91.66
3259.00,91.80
3258.00,91.94
3257.00,92.07
3256.00,92.19
3255.00,92.31
3254.00,92.42
3253.00,92.54
3252.00,92.66
3251.00,92.78
3250.00,92.90
3249.00,93.01
3248.00,93.13
3247.00,93.26
3246.00,93.39
3245.00,93.50
3244.00,93.59
3243.00,93.66
3242.00,93.73
3241.00,93.80
3240.00,93.89
3239.00,93.97
3238.00,94.05
3237.00,94.13
3236.00,94.21
3235.00,94.29
3234.00,94.37
3233.00,94.45
3232.00,94.52
3231.00,94.58
3230.00,94.64
3229.00,94.70
3228.00,94.74
3227.00,94.79
3226.00,94.83
3225.00,94.88
3224.00,94.92
3223.00,94.95
3222.00,94.99
3221.00,95.03
3220.00,95.08
3219.00,95.13
3218.00,95.17
3217.00,95.19
3216.00,95.21
3215.00,95.23
3214.00,95.26
3213.00,95.29
3212.00,95.32
3211.00,95.34
3210.00,95.34
3209.00,95.34
3208.00,95.34
3207.00,95.34
3206.00,95.34
3205.00,95.34
3204.00,95.35
3203.00,95.37
3202.00,95.40
3201.00,95.43
3200.00,95.47
3199.00,95.49
3198.00,95.51
3197.00,95.53
3196.00,95.56
3195.00,95.58
3194.00,95.60
3193.00,95.62
3192.00,95.63
3191.00,95.63
3190.00,95.64
3189.00,95.66
3188.00,95.69
3187.00,95.71
3186.00,95.73
3185.00,95.75
3184.00,95.78
3183.00,95.82
3182.00,95.86
3181.00,95.90
3180.00,95.94
3179.00,95.98
3178.00,96.01
3177.00,96.03
3176.00,96.07
3175.00,96.11
3174.00,96.17
3173.00,96.22
3172.00,96.26
3171.00,96.29
3170.00,96.31
3169.00,96.32
3168.00,96.35
3167.00,96.41
3166.00,96.46
3165.00,96.51
3164.00,96.54
3163.00,96.55
3162.00,96.56
3161.00,96.58
3160.00,96.61
3159.00,96.64
3158.00,96.66
3157.00,96.67
3156.00,96.69
3155.00,96.71
3154.00,96.73
3153.00,96.74
3152.00,96.76
3151.00,96.78
3150.00,96.80
3149.00,96.82
3148.00,96.82
3147.00,96.83
3146.00,96.83
3145.00,96.83
3144.00,96.84
3143.00,96.85
3142.00,96.86
3141.00,96.87
3140.00,96.86
3139.00,96.86
3138.00,96.87
3137.00,96.88
3136.00,96.89
3135.00,96.90
3134.00,96.90
3133.00,96.90
3132.00,96.89
3131.00,96.89
3130.00,96.88
3129.00,96.89
3128.00,96.89
3127.00,96.88
3126.00,96.86
3125.00,96.84
3124.00,96.82
3123.00,96.81
3122.00,96.79
3121.00,96.78
3120.00,96.76
3119.00,96.73
3118.00,96.69
3117.00,96.66
3116.00,96.64
3115.00,96.63
3114.00,96.63
3113.00,96.62
3112.00,96.62
3111.00,96.59
3110.00,96.55
3109.00,96.50
3108.00,96.45
3107.00,96.40
3106.00,96.37
3105.00,96.33
3104.00,96.29
3103.00,96.26
3102.00,96.25
3101.00,96.25
3100.00,96.25
3099.00,96.24
3098.00,96.21
3097.00,96.17
3096.00,96.11
3095.00,96.06
3094.00,96.02
3093.00,96.01
3092.00,96.01
3091.00,96.01
3090.00,95.99
3089.00,95.96
3088.00,95.93
3087.00,95.90
3086.00,95.88
3085.00,95.87
3084.00,95.85
3083.00,95.82
3082.00,95.79
3081.00,95.76
3080.00,95.75
3079.00,95.74
3078.00,95.72
3077.00,95.70
3076.00,95.68
3075.00,95.67
3074.00,95.66
3073.00,95.66
3072.00,95.65
3071.00,95.65
3070.00,95.64
3069.00,95.64
3068.00,95.63
3067.00,95.63
3066.00,95.62
3065.00,95.61
3064.00,95.60
3063.00,95.60
3062.00,95.61
3061.00,95.63
3060.00,95.66
3059.00,95.69
3058.00,95.72
3057.00,95.74
3056.00,95.77
3055.00,95.81
3054.00,95.86
3053.00,95.93
3052.00,96.01
3051.00,96.09
3050.00,96.16
3049.00,96.22
3048.00,96.27
3047.00,96.32
3046.00,96.37
3045.00,96.44
3044.00,96.50
3043.00,96.56
3042.00,96.62
3041.00,96.67
3040.00,96.71
3039.00,96.76
3038.00,96.81
3037.00,96.86
3036.00,96.90
3035.00,96.93
3034.00,96.96
3033.00,96.99
3032.00,97.02
3031.00,97.06
3030.00,97.10
3029.00,97.11
3028.00,97.12
3027.00,97.12
3026.00,97.13
3025.00,97.14
3024.00,97.15
3023.00,97.15
3022.00,97.15
3021.00,97.16
3020.00,97.19
3019.00,97.22
3018.00,97.24
3017.00,97.26
3016.00,97.27
3015.00,97.28
3014.00,97.28
3013.00,97.27
3012.00,97.27
3011.00,97.26
3010.00,97.25
3009.00,97.25
3008.00,97.25
3007.00,97.26
3006.00,97.27
3005.00,97.27
3004.00,97.27
3003.00,97.27
3002.00,97.25
3001.00,97.23
3000.00,97.21
2999.00,97.21
2998.00,97.21
2997.00,97.21
2996.00,97.19
2995.00,97.17
2994.00,97.14
2993.00,97.12
2992.00,97.10
2991.00,97.08
2990.00,97.07
2989.00,97.04
2988.00,96.99
2987.00,96.93
2986.00,96.86
2985.00,96.82
2984.00,96.79
2983.00,96.76
2982.00,96.73
2981.00,96.69
2980.00,96.63
2979.00,96.57
2978.00,96.49
2977.00,96.39
2976.00,96.29
2975.00,96.17
2974.00,96.05
2973.00,95.93
2972.00,95.81
2971.00,95.68
2970.00,95.54
2969.00,95.39
2968.00,95.24
2967.00,95.09
2966.00,94.94
2965.00,94.78
2964.00,94.62
2963.00,94.46
2962.00,94.29
2961.00,94.12
2960.00,93.95
2959.00,93.75
2958.00,93.51
2957.00,93.24
2956.00,92.93
2955.00,92.59
2954.00,92.21
2953.00,91.80
2952.00,91.36
2951.00,90.90
2950.00,90.44
2949.00,89.96
2948.00,89.51
2947.00,89.09
2946.00,88.73
2945.00,88.44
2944.00,88.21
2943.00,88.03
2942.00,87.89
2941.00,87.76
2940.00,87.64
2939.00,87.52
2938.00,87.42
2937.00,87.33
2936.00,87.29
2935.00,87.29
2934.00,87.35
2933.00,87.46
2932.00,87.59
2931.00,87.76
2930.00,87.94
2929.00,88.12
2928.00,88.30
2927.00,88.48
2926.00,88.66
2925.00,88.84
2924.00,89.03
2923.00,89.22
2922.00,89.42
2921.00,89.63
2920.00,89.85
2919.00,90.07
2918.00,90.29
2917.00,90.51
2916.00,90.71
2915.00,90.90
2914.00,91.08
2913.00,91.26
2912.00,91.42
2911.00,91.57
2910.00,91.70
2909.00,91.80
2908.00,91.88
2907.00,91.95
2906.00,92.02
2905.00,92.06
2904.00,92.09
2903.00,92.10
2902.00,92.11
2901.00,92.14
2900.00,92.19
2899.00,92.26
2898.00,92.36
2897.00,92.49
2896.00,92.65
2895.00,92.82
2894.00,92.99
2893.00,93.16
2892.00,93.30
2891.00,93.43
2890.00,93.54
2889.00,93.62
2888.00,93.65
2887.00,93.65
2886.00,93.62
2885.00,93.56
2884.00,93.47
2883.00,93.35
2882.00,93.20
2881.00,93.03
2880.00,92.83
2879.00,92.60
2878.00,92.33
2877.00,92.05
2876.00,91.76
2875.00,91.48
2874.00,91.23
2873.00,91.00
2872.00,90.81
2871.00,90.66
2870.00,90.55
2869.00,90.47
2868.00,90.42
2867.00,90.39
2866.00,90.39
2865.00,90.43
2864.00,90.50
2863.00,90.59
2862.00,90.69
2861.00,90.79
2860.00,90.89
2859.00,90.99
2858.00,91.10
2857.00,91.22
2856.00,91.33
2855.00,91.45
2854.00,91.60
2853.00,91.79
2852.00,92.02
2851.00,92.28
2850.00,92.58
2849.00,92.91
2848.00,93.27
2847.00,93.64
2846.00,94.01
2845.00,94.35
2844.00,94.65
2843.00,94.91
2842.00,95.13
2841.00,95.33
2840.00,95.50
2839.00,95.65
2838.00,95.79
2837.00,95.90
2836.00,96.01
2835.00,96.10
2834.00,96.18
2833.00,96.24
2832.00,96.28
2831.00,96.32
2830.00,96.35
2829.00,96.39
2828.00,96.43
2827.00,96.46
2826.00,96.48
2825.00,96.49
2824.00,96.51
2823.00,96.53
2822.00,96.56
2821.00,96.59
2820.00,96.62
2819.00,96.65
2818.00,96.69
2817.00,96.72
2816.00,96.75
2815.00,96.78
2814.00,96.80
2813.00,96.83
2812.00,96.85
2811.00,96.87
2810.00,96.90
2809.00,96.94
2808.00,96.97
2807.00,97.00
2806.00,97.03
2805.00,97.06
2804.00,97.08
2803.00,97.09
2802.00,97.09
2801.00,97.09
2800.00,97.10
2799.00,97.12
2798.00,97.15
2797.00,97.17
2796.00,97.18
2795.00,97.19
2794.00,97.19
2793.00,97.20
2792.00,97.23
2791.00,97.25
2790.00,97.26
2789.00,97.26
2788.00,97.26
2787.00,97.26
2786.00,97.28
2785.00,97.30
2784.00,97.32
2783.00,97.33
2782.00,97.33
2781.00,97.34
2780.00,97.35
2779.00,97.36
2778.00,97.38
2777.00,97.39
2776.00,97.41
2775.00,97.43
2774.00,97.45
2773.00,97.46
2772.00,97.47
2771.00,97.47
2770.00,97.47
2769.00,97.47
2768.00,97.46
2767.00,97.46
2766.00,97.47
2765.00,97.48
2764.00,97.50
2763.00,97.51
2762.00,97.52
2761.00,97.53
2760.00,97.52
2759.00,97.52
2758.00,97.53
2757.00,97.54
2756.00,97.56
2755.00,97.56
2754.00,97.54
2753.00,97.53
2752.00,97.51
2751.00,97.51
2750.00,97.51
2749.00,97.51
2748.00,97.53
2747.00,97.53
2746.00,97.53
2745.00,97.52
2744.00,97.51
2743.00,97.50
2742.00,97.51
2741.00,97.53
2740.00,97.55
2739.00,97.56
2738.00,97.58
2737.00,97.59
2736.00,97.60
2735.00,97.62
2734.00,97.64
2733.00,97.65
2732.00,97.65
2731.00,97.65
2730.00,97.65
2729.00,97.66
2728.00,97.67
2727.00,97.68
2726.00,97.69
2725.00,97.72
2724.00,97.74
2723.00,97.76
2722.00,97.77
2721.00,97.77
2720.00,97.77
2719.00,97.78
2718.00,97.79
2717.00,97.80
2716.00,97.81
2715.00,97.81
2714.00,97.81
2713.00,97.80
2712.00,97.81
2711.00,97.81
2710.00,97.82
2709.00,97.83
2708.00,97.84
2707.00,97.86
2706.00,97.87
2705.00,97.87
2704.00,97.87
2703.00,97.86
2702.00,97.86
2701.00,97.86
2700.00,97.85
2699.00,97.85
2698.00,97.85
2697.00,97.85
2696.00,97.85
2695.00,97.85
2694.00,97.87
2693.00,97.88
2692.00,97.89
2691.00,97.89
2690.00,97.89
2689.00,97.89
2688.00,97.89
2687.00,97.90
2686.00,97.90
2685.00,97.91
2684.00,97.92
2683.00,97.92
2682.00,97.91
2681.00,97.89
2680.00,97.89
2679.00,97.90
2678.00,97.92
2677.00,97.94
2676.00,97.96
2675.00,97.97
2674.00,97.97
2673.00,97.96
2672.00,97.95
2671.00,97.96
2670.00,97.96
2669.00,97.96
2668.00,97.95
2667.00,97.95
2666.00,97.96
2665.00,97.97
2664.00,97.98
2663.00,97.98
2662.00,97.97
2661.00,97.95
2660.00,97.94
2659.00,97.94
2658.00,97.94
2657.00,97.94
2656.00,97.94
2655.00,97.96
2654.00,97.97
2653.00,97.98
2652.00,97.98
2651.00,97.97
2650.00,97.96
2649.00,97.95
2648.00,97.95
2647.00,97.95
2646.00,97.95
2645.00,97.93
2644.00,97.91
2643.00,97.90
2642.00,97.88
2641.00,97.88
2640.00,97.87
2639.00,97.87
2638.00,97.88
2637.00,97.88
2636.00,97.89
2635.00,97.90
2634.00,97.91
2633.00,97.92
2632.00,97.92
2631.00,97.90
2630.00,97.88
2629.00,97.87
2628.00,97.87
2627.00,97.87
2626.00,97.87
2625.00,97.86
2624.00,97.86
2623.00,97.85
2622.00,97.84
2621.00,97.82
2620.00,97.81
2619.00,97.81
2618.00,97.82
2617.00,97.83
2616.00,97.83
2615.00,97.84
2614.00,97.84
2613.00,97.85
2612.00,97.85
2611.00,97.85
2610.00,97.86
2609.00,97.87
2608.00,97.87
2607.00,97.88
2606.00,97.88
2605.00,97.88
2604.00,97.87
2603.00,97.87
2602.00,97.86
2601.00,97.85
2600.00,97.84
2599.00,97.83
2598.00,97.81
2597.00,97.79
2596.00,97.77
2595.00,97.77
2594.00,97.78
2593.00,97.80
2592.00,97.83
2591.00,97.85
2590.00,97.85
2589.00,97.84
2588.00,97.84
2587.00,97.83
2586.00,97.83
2585.00,97.83
2584.00,97.82
2583.00,97.82
2582.00,97.82
2581.00,97.82
2580.00,97.82
2579.00,97.83
2578.00,97.83
2577.00,97.84
2576.00,97.85
2575.00,97.86
2574.00,97.86
2573.00,97.84
2572.00,97.82
2571.00,97.80
2570.00,97.78
2569.00,97.77
2568.00,97.77
2567.00,97.78
2566.00,97.79
2565.00,97.81
2564.00,97.83
2563.00,97.84
2562.00,97.84
2561.00,97.82
2560.00,97.80
2559.00,97.80
2558.00,97.80
2557.00,97.80
2556.00,97.81
2555.00,97.82
2554.00,97.83
2553.00,97.82
2552.00,97.81
2551.00,97.80
2550.00,97.79
2549.00,97.78
2548.00,97.78
2547.00,97.77
2546.00,97.77
2545.00,97.78
2544.00,97.80
2543.00,97.82
2542.00,97.84
2541.00,97.85
2540.00,97.85
2539.00,97.85
2538.00,97.85
2537.00,97.85
2536.00,97.84
2535.00,97.84
2534.00,97.84
2533.00,97.86
2532.00,97.88
2531.00,97.89
2530.00,97.88
2529.00,97.86
2528.00,97.85
2527.00,97.85
2526.00,97.86
2525.00,97.89
2524.00,97.91
2523.00,97.93
2522.00,97.92
2521.00,97.90
2520.00,97.89
2519.00,97.88
2518.00,97.88
2517.00,97.90
2516.00,97.91
2515.00,97.92
2514.00,97.92
2513.00,97.92
2512.00,97.92
2511.00,97.91
2510.00,97.91
2509.00,97.91
2508.00,97.91
2507.00,97.90
2506.00,97.89
2505.00,97.87
2504.00,97.87
2503.00,97.89
2502.00,97.90
2501.00,97.91
2500.00,97.92
2499.00,97.94
2498.00,97.96
2497.00,97.98
2496.00,97.98
2495.00,97.98
2494.00,97.98
2493.00,97.98
2492.00,97.99
2491.00,97.99
2490.00,97.97
2489.00,97.94
2488.00,97.92
2487.00,97.91
2486.00,97.93
2485.00,97.96
2484.00,97.99
2483.00,97.99
2482.00,97.99
2481.00,97.98
2480.00,97.98
2479.00,97.97
2478.00,97.97
2477.00,97.98
2476.00,98.00
2475.00,98.03
2474.00,98.03
2473.00,98.02
2472.00,98.00
2471.00,97.98
2470.00,97.95
2469.00,97.94
2468.00,97.93
2467.00,97.95
2466.00,97.97
2465.00,98.00
2464.00,98.02
2463.00,98.02
2462.00,98.02
2461.00,98.02
2460.00,98.02
2459.00,98.00
2458.00,97.99
2457.00,97.97
2456.00,97.97
2455.00,97.98
2454.00,98.00
2453.00,98.02
