Created as New Dataset,13.4 Red Wool Shetland sheep
cm-1,%T
902.00,89.32
901.00,89.32
900.00,89.34
899.00,89.34
898.00,89.33
897.00,89.31
896.00,89.30
895.00,89.30
894.00,89.28
893.00,89.24
892.00,89.19
891.00,89.16
890.00,89.16
889.00,89.19
888.00,89.21
887.00,89.20
886.00,89.17
885.00,89.15
884.00,89.14
883.00,89.16
882.00,89.17
881.00,89.16
880.00,89.13
879.00,89.07
878.00,89.01
877.00,88.96
876.00,88.93
875.00,88.89
874.00,88.87
873.00,88.87
872.00,88.89
871.00,88.90
870.00,88.91
869.00,88.91
868.00,88.89
867.00,88.87
866.00,88.83
865.00,88.81
864.00,88.79
863.00,88.78
862.00,88.75
861.00,88.71
860.00,88.65
859.00,88.60
858.00,88.57
857.00,88.56
856.00,88.56
855.00,88.56
854.00,88.55
853.00,88.51
852.00,88.45
851.00,88.39
850.00,88.33
849.00,88.27
848.00,88.21
847.00,88.15
846.00,88.10
845.00,88.05
844.00,88.00
843.00,87.93
842.00,87.86
841.00,87.79
840.00,87.73
839.00,87.65
838.00,87.58
837.00,87.53
836.00,87.49
835.00,87.46
834.00,87.42
833.00,87.35
832.00,87.27
831.00,87.18
830.00,87.10
829.00,87.06
828.00,87.05
827.00,87.05
826.00,87.02
825.00,86.96
824.00,86.89
823.00,86.86
822.00,86.86
821.00,86.85
820.00,86.79
819.00,86.68
818.00,86.57
817.00,86.49
816.00,86.43
815.00,86.38
814.00,86.32
813.00,86.24
812.00,86.14
811.00,86.04
810.00,85.95
809.00,85.87
808.00,85.79
807.00,85.69
806.00,85.58
805.00,85.48
804.00,85.40
803.00,85.32
802.00,85.26
801.00,85.19
800.00,85.13
799.00,85.06
798.00,85.00
797.00,84.92
796.00,84.83
795.00,84.72
794.00,84.62
793.00,84.51
792.00,84.42
791.00,84.33
790.00,84.25
789.00,84.18
788.00,84.11
787.00,84.05
786.00,83.99
785.00,83.93
784.00,83.86
783.00,83.79
782.00,83.75
781.00,83.72
780.00,83.70
779.00,83.69
778.00,83.68
777.00,83.66
776.00,83.63
775.00,83.59
774.00,83.55
773.00,83.52
772.00,83.50
771.00,83.47
770.00,83.43
769.00,83.37
768.00,83.28
767.00,83.19
766.00,83.11
765.00,83.05
764.00,82.99
763.00,82.93
762.00,82.86
761.00,82.79
760.00,82.73
759.00,82.68
758.00,82.61
757.00,82.51
756.00,82.41
755.00,82.34
754.00,82.29
753.00,82.22
752.00,82.12
751.00,82.00
750.00,81.91
749.00,81.82
748.00,81.74
747.00,81.66
746.00,81.59
745.00,81.54
744.00,81.48
743.00,81.39
742.00,81.29
741.00,81.19
740.00,81.12
739.00,81.08
738.00,81.02
737.00,80.93
736.00,80.83
735.00,80.74
734.00,80.69
733.00,80.62
732.00,80.51
731.00,80.38
730.00,80.26
729.00,80.17
728.00,80.11
727.00,80.08
726.00,80.02
725.00,79.93
724.00,79.78
723.00,79.60
722.00,79.41
721.00,79.21
720.00,79.05
719.00,78.95
718.00,78.94
717.00,78.98
716.00,79.03
715.00,79.08
714.00,79.09
713.00,79.07
712.00,78.99
711.00,78.90
710.00,78.82
709.00,78.76
708.00,78.68
707.00,78.55
706.00,78.38
705.00,78.21
704.00,78.06
703.00,77.93
702.00,77.79
701.00,77.64
700.00,77.49
699.00,77.38
698.00,77.29
697.00,77.19
696.00,77.09
695.00,77.01
694.00,76.99
693.00,77.00
692.00,77.00
691.00,77.00
690.00,76.98
689.00,76.94
688.00,76.89
687.00,76.85
686.00,76.82
685.00,76.77
684.00,76.70
683.00,76.62
682.00,76.53
681.00,76.44
680.00,76.33
679.00,76.23
678.00,76.12
677.00,76.00
676.00,75.92
675.00,75.88
674.00,75.86
673.00,75.82
672.00,75.77
671.00,75.79
670.00,75.90
669.00,76.00
668.00,75.88
667.00,75.58
666.00,75.30
665.00,75.11
664.00,74.94
663.00,74.79
662.00,74.63
661.00,74.50
660.00,74.39
659.00,74.33
658.00,74.32
657.00,74.35
656.00,74.36
655.00,74.35
654.00,74.28
653.00,74.15
652.00,73.98
651.00,73.83
650.00,73.71
649.00,73.58
648.00,73.43
647.00,73.31
646.00,73.27
645.00,73.29
644.00,73.35
643.00,73.45
642.00,73.57
641.00,73.63
640.00,73.60
639.00,73.53
638.00,73.48
637.00,73.42
636.00,73.35
635.00,73.26
634.00,73.16
633.00,73.01
632.00,72.85
631.00,72.77
630.00,72.78
629.00,72.76
628.00,72.67
627.00,72.58
626.00,72.57
625.00,72.58
624.00,72.48
623.00,72.32
622.00,72.15
621.00,71.96
620.00,71.74
619.00,71.59
618.00,71.57
617.00,71.62
616.00,71.65
615.00,71.66
614.00,71.66
613.00,71.59
612.00,71.44
611.00,71.32
610.00,71.25
609.00,71.16
608.00,71.03
607.00,70.95
606.00,70.93
605.00,70.87
604.00,70.84
603.00,71.10
602.00,71.66
601.00,72.14
600.00,72.11
599.00,71.60
598.00,70.94
597.00,70.45
596.00,70.17
595.00,70.12
594.00,70.30
593.00,70.56
592.00,70.73
591.00,70.71
590.00,70.50
589.00,70.14
588.00,69.73
587.00,69.47
586.00,69.47
585.00,69.60
584.00,69.70
583.00,69.69
582.00,69.56
581.00,69.23
580.00,68.77
579.00,68.53
578.00,68.68
577.00,69.03
576.00,69.34
575.00,69.64
574.00,69.92
573.00,70.05
572.00,69.91
571.00,69.47
570.00,68.72
569.00,67.75
568.00,67.01
567.00,67.07
566.00,67.81
565.00,68.44
564.00,68.54
563.00,68.42
562.00,68.40
561.00,68.26
560.00,67.78
559.00,67.24
558.00,67.01
557.00,67.03
556.00,67.05
555.00,67.19
554.00,67.53
553.00,67.83
552.00,67.79
551.00,67.70
550.00,67.83
