Created as New Dataset,Shoemaker's thread
cm-1,%T
896.00,87.30
895.00,87.31
894.00,87.35
893.00,87.42
892.00,87.51
891.00,87.61
890.00,87.73
889.00,87.89
888.00,88.10
887.00,88.37
886.00,88.67
885.00,88.98
884.00,89.25
883.00,89.48
882.00,89.67
881.00,89.84
880.00,90.00
879.00,90.16
878.00,90.31
877.00,90.47
876.00,90.61
875.00,90.73
874.00,90.86
873.00,90.99
872.00,91.11
871.00,91.23
870.00,91.34
869.00,91.43
868.00,91.51
867.00,91.56
866.00,91.60
865.00,91.64
864.00,91.70
863.00,91.76
862.00,91.82
861.00,91.86
860.00,91.89
859.00,91.91
858.00,91.94
857.00,91.95
856.00,91.94
855.00,91.94
854.00,91.94
853.00,91.95
852.00,91.98
851.00,92.00
850.00,92.01
849.00,92.02
848.00,92.03
847.00,92.04
846.00,92.04
845.00,92.03
844.00,92.02
843.00,92.02
842.00,92.03
841.00,92.02
840.00,92.02
839.00,92.02
838.00,92.02
837.00,92.00
836.00,91.99
835.00,91.98
834.00,91.97
833.00,91.95
832.00,91.91
831.00,91.86
830.00,91.81
829.00,91.78
828.00,91.76
827.00,91.76
826.00,91.75
825.00,91.74
824.00,91.71
823.00,91.67
822.00,91.63
821.00,91.59
820.00,91.57
819.00,91.55
818.00,91.53
817.00,91.49
816.00,91.46
815.00,91.45
814.00,91.45
813.00,91.43
812.00,91.39
811.00,91.35
810.00,91.31
809.00,91.27
808.00,91.24
807.00,91.22
806.00,91.20
805.00,91.16
804.00,91.12
803.00,91.09
802.00,91.06
801.00,91.02
800.00,90.99
799.00,90.97
798.00,90.96
797.00,90.95
796.00,90.92
795.00,90.88
794.00,90.83
793.00,90.77
792.00,90.70
791.00,90.63
790.00,90.56
789.00,90.49
788.00,90.44
787.00,90.40
786.00,90.34
785.00,90.26
784.00,90.16
783.00,90.07
782.00,90.00
781.00,89.94
780.00,89.89
779.00,89.85
778.00,89.80
777.00,89.71
776.00,89.62
775.00,89.55
774.00,89.49
773.00,89.43
772.00,89.36
771.00,89.28
770.00,89.20
769.00,89.13
768.00,89.06
767.00,89.01
766.00,88.95
765.00,88.88
764.00,88.80
763.00,88.72
762.00,88.63
761.00,88.54
760.00,88.42
759.00,88.31
758.00,88.18
757.00,88.06
756.00,87.95
755.00,87.86
754.00,87.75
753.00,87.62
752.00,87.49
751.00,87.38
750.00,87.30
749.00,87.19
748.00,87.08
747.00,86.96
746.00,86.85
745.00,86.72
744.00,86.56
743.00,86.40
742.00,86.23
741.00,86.01
740.00,85.77
739.00,85.52
738.00,85.21
737.00,84.79
736.00,84.17
735.00,83.16
734.00,81.46
733.00,78.93
732.00,76.04
731.00,73.73
730.00,72.84
729.00,73.44
728.00,74.82
727.00,76.14
726.00,76.89
725.00,76.95
724.00,76.31
723.00,74.87
722.00,72.54
721.00,69.70
720.00,67.39
719.00,66.73
718.00,67.97
717.00,70.29
716.00,72.62
715.00,74.28
714.00,75.26
713.00,75.79
712.00,76.08
711.00,76.24
710.00,76.34
709.00,76.40
708.00,76.42
707.00,76.42
706.00,76.40
705.00,76.38
704.00,76.35
703.00,76.34
702.00,76.36
701.00,76.39
700.00,76.41
699.00,76.42
698.00,76.47
697.00,76.55
696.00,76.64
695.00,76.71
694.00,76.76
693.00,76.79
692.00,76.79
691.00,76.80
690.00,76.83
689.00,76.86
688.00,76.84
687.00,76.81
686.00,76.79
685.00,76.75
684.00,76.66
683.00,76.53
682.00,76.38
681.00,76.21
680.00,75.98
679.00,75.69
678.00,75.35
677.00,74.98
676.00,74.57
675.00,74.16
674.00,73.77
673.00,73.39
672.00,73.04
671.00,72.71
670.00,72.39
669.00,71.96
668.00,71.34
667.00,70.77
666.00,70.45
665.00,70.25
664.00,70.06
663.00,69.91
662.00,69.85
661.00,69.88
660.00,69.99
659.00,70.16
658.00,70.40
657.00,70.67
656.00,70.94
655.00,71.23
654.00,71.53
653.00,71.81
652.00,72.01
651.00,72.16
650.00,72.24
649.00,72.23
648.00,72.14
647.00,72.05
646.00,72.00
645.00,71.91
644.00,71.73
643.00,71.49
642.00,71.29
641.00,71.12
640.00,70.98
639.00,70.87
638.00,70.81
637.00,70.73
636.00,70.57
635.00,70.39
634.00,70.23
633.00,70.04
632.00,69.80
631.00,69.54
630.00,69.35
629.00,69.21
628.00,69.05
627.00,68.92
626.00,68.82
625.00,68.71
624.00,68.49
623.00,68.23
622.00,67.96
621.00,67.66
620.00,67.26
619.00,66.86
618.00,66.53
617.00,66.24
616.00,66.01
615.00,65.92
614.00,65.91
613.00,65.77
612.00,65.45
611.00,65.16
610.00,65.04
609.00,64.99
608.00,64.92
607.00,64.94
606.00,65.10
605.00,65.23
604.00,65.20
603.00,65.05
602.00,64.85
601.00,64.60
600.00,64.34
599.00,64.27
598.00,64.45
597.00,64.64
596.00,64.66
595.00,64.55
594.00,64.41
593.00,64.22
592.00,64.00
591.00,63.90
590.00,63.97
589.00,63.99
588.00,63.85
587.00,63.77
586.00,63.88
585.00,64.04
584.00,64.05
583.00,63.98
582.00,63.91
581.00,63.65
580.00,63.10
579.00,62.54
578.00,62.27
577.00,62.22
576.00,62.29
575.00,62.66
574.00,63.22
573.00,63.44
572.00,63.08
571.00,62.53
570.00,62.19
569.00,61.96
568.00,61.71
567.00,61.65
566.00,61.84
565.00,61.79
564.00,61.15
563.00,60.15
562.00,59.18
561.00,58.29
560.00,57.56
559.00,57.31
558.00,57.58
557.00,57.86
556.00,57.90
555.00,57.98
554.00,58.27
553.00,58.42
552.00,58.24
551.00,58.11
550.00,58.20
