Created as New Dataset,67. Modacrylic Waxman Dyed
cm-1,%T
902.00,96.41
901.00,96.42
900.00,96.42
899.00,96.44
898.00,96.48
897.00,96.52
896.00,96.53
895.00,96.50
894.00,96.46
893.00,96.43
892.00,96.43
891.00,96.45
890.00,96.47
889.00,96.48
888.00,96.48
887.00,96.49
886.00,96.50
885.00,96.51
884.00,96.52
883.00,96.52
882.00,96.52
881.00,96.51
880.00,96.50
879.00,96.51
878.00,96.53
877.00,96.53
876.00,96.51
875.00,96.48
874.00,96.45
873.00,96.46
872.00,96.49
871.00,96.53
870.00,96.55
869.00,96.56
868.00,96.55
867.00,96.53
866.00,96.52
865.00,96.53
864.00,96.54
863.00,96.55
862.00,96.56
861.00,96.58
860.00,96.61
859.00,96.64
858.00,96.64
857.00,96.62
856.00,96.58
855.00,96.54
854.00,96.52
853.00,96.51
852.00,96.51
851.00,96.52
850.00,96.51
849.00,96.51
848.00,96.52
847.00,96.54
846.00,96.58
845.00,96.61
844.00,96.65
843.00,96.68
842.00,96.70
841.00,96.73
840.00,96.74
839.00,96.75
838.00,96.75
837.00,96.76
836.00,96.78
835.00,96.81
834.00,96.82
833.00,96.81
832.00,96.79
831.00,96.80
830.00,96.83
829.00,96.86
828.00,96.88
827.00,96.86
826.00,96.84
825.00,96.81
824.00,96.80
823.00,96.80
822.00,96.79
821.00,96.76
820.00,96.73
819.00,96.71
818.00,96.68
817.00,96.67
816.00,96.66
815.00,96.65
814.00,96.67
813.00,96.68
812.00,96.70
811.00,96.71
810.00,96.72
809.00,96.73
808.00,96.72
807.00,96.70
806.00,96.67
805.00,96.63
804.00,96.60
803.00,96.57
802.00,96.54
801.00,96.52
800.00,96.53
799.00,96.55
798.00,96.58
797.00,96.59
796.00,96.58
795.00,96.55
794.00,96.52
793.00,96.48
792.00,96.45
791.00,96.44
790.00,96.45
789.00,96.48
788.00,96.51
787.00,96.52
786.00,96.52
785.00,96.51
784.00,96.51
783.00,96.49
782.00,96.46
781.00,96.41
780.00,96.38
779.00,96.37
778.00,96.37
777.00,96.38
776.00,96.39
775.00,96.42
774.00,96.46
773.00,96.47
772.00,96.46
771.00,96.43
770.00,96.42
769.00,96.43
768.00,96.46
767.00,96.47
766.00,96.48
765.00,96.47
764.00,96.46
763.00,96.48
762.00,96.52
761.00,96.58
760.00,96.63
759.00,96.64
758.00,96.64
757.00,96.65
756.00,96.70
755.00,96.77
754.00,96.80
753.00,96.79
752.00,96.74
751.00,96.69
750.00,96.64
749.00,96.62
748.00,96.64
747.00,96.72
746.00,96.81
745.00,96.86
744.00,96.86
743.00,96.84
742.00,96.87
741.00,96.93
740.00,96.97
739.00,96.96
738.00,96.92
737.00,96.88
736.00,96.83
735.00,96.80
734.00,96.80
733.00,96.82
732.00,96.85
731.00,96.87
730.00,96.88
729.00,96.86
728.00,96.84
727.00,96.84
726.00,96.87
725.00,96.92
724.00,96.97
723.00,96.98
722.00,96.96
721.00,96.93
720.00,96.90
719.00,96.89
718.00,96.90
717.00,96.89
716.00,96.82
715.00,96.72
714.00,96.62
713.00,96.56
712.00,96.52
711.00,96.48
710.00,96.44
709.00,96.38
708.00,96.29
707.00,96.19
706.00,96.10
705.00,96.04
704.00,96.02
703.00,96.01
702.00,95.97
701.00,95.88
700.00,95.75
699.00,95.60
698.00,95.50
697.00,95.47
696.00,95.51
695.00,95.58
694.00,95.64
693.00,95.68
692.00,95.69
691.00,95.68
690.00,95.65
689.00,95.62
688.00,95.61
687.00,95.61
686.00,95.61
685.00,95.60
684.00,95.59
683.00,95.57
682.00,95.55
681.00,95.54
680.00,95.56
679.00,95.60
678.00,95.63
677.00,95.64
676.00,95.66
675.00,95.68
674.00,95.73
673.00,95.78
672.00,95.82
671.00,95.85
670.00,95.87
669.00,95.84
668.00,95.74
667.00,95.63
666.00,95.60
665.00,95.62
664.00,95.61
663.00,95.55
662.00,95.48
661.00,95.44
660.00,95.44
659.00,95.44
658.00,95.42
657.00,95.38
656.00,95.35
655.00,95.30
654.00,95.23
653.00,95.16
652.00,95.10
651.00,95.09
650.00,95.09
649.00,95.03
648.00,94.85
647.00,94.60
646.00,94.40
645.00,94.26
644.00,94.17
643.00,94.06
642.00,93.91
641.00,93.75
640.00,93.61
639.00,93.52
638.00,93.45
637.00,93.37
636.00,93.23
635.00,93.06
634.00,92.92
633.00,92.81
632.00,92.71
631.00,92.66
630.00,92.65
629.00,92.65
628.00,92.56
627.00,92.41
626.00,92.30
625.00,92.27
624.00,92.24
623.00,92.14
622.00,92.05
621.00,92.09
620.00,92.26
619.00,92.41
618.00,92.41
617.00,92.26
616.00,92.02
615.00,91.81
614.00,91.71
613.00,91.74
612.00,91.80
611.00,91.81
610.00,91.82
609.00,91.90
608.00,92.02
607.00,92.09
606.00,92.19
605.00,92.29
604.00,91.93
603.00,90.42
602.00,87.91
601.00,85.79
600.00,85.59
599.00,87.61
598.00,90.47
597.00,92.51
596.00,93.34
595.00,93.60
594.00,93.82
593.00,93.93
592.00,93.83
591.00,93.71
590.00,93.82
589.00,94.06
588.00,94.19
587.00,94.08
586.00,93.76
585.00,93.43
584.00,93.36
583.00,93.74
582.00,94.32
581.00,94.49
580.00,93.97
579.00,93.17
578.00,92.71
577.00,92.73
576.00,93.06
575.00,93.63
574.00,94.42
573.00,95.18
572.00,95.55
571.00,95.46
570.00,95.25
569.00,95.22
568.00,95.39
567.00,95.59
566.00,95.70
565.00,95.66
564.00,95.42
563.00,95.05
562.00,94.74
561.00,94.72
560.00,95.02
559.00,95.47
558.00,95.79
557.00,95.71
556.00,95.19
555.00,94.46
554.00,93.92
553.00,93.79
552.00,93.89
551.00,93.90
550.00,93.69
