Created as New Dataset,187 Cortaulds
cm-1,%T
899.00,91.50
898.00,91.32
897.00,91.15
896.00,90.99
895.00,90.88
894.00,90.83
893.00,90.84
892.00,90.90
891.00,90.99
890.00,91.13
889.00,91.32
888.00,91.56
887.00,91.83
886.00,92.08
885.00,92.30
884.00,92.48
883.00,92.65
882.00,92.81
881.00,92.96
880.00,93.09
879.00,93.19
878.00,93.29
877.00,93.39
876.00,93.49
875.00,93.58
874.00,93.67
873.00,93.76
872.00,93.86
871.00,93.96
870.00,94.06
869.00,94.15
868.00,94.25
867.00,94.34
866.00,94.39
865.00,94.41
864.00,94.40
863.00,94.39
862.00,94.40
861.00,94.41
860.00,94.44
859.00,94.48
858.00,94.54
857.00,94.58
856.00,94.61
855.00,94.63
854.00,94.66
853.00,94.69
852.00,94.71
851.00,94.73
850.00,94.75
849.00,94.78
848.00,94.80
847.00,94.82
846.00,94.84
845.00,94.84
844.00,94.83
843.00,94.82
842.00,94.81
841.00,94.81
840.00,94.80
839.00,94.79
838.00,94.79
837.00,94.81
836.00,94.84
835.00,94.85
834.00,94.85
833.00,94.84
832.00,94.83
831.00,94.83
830.00,94.82
829.00,94.82
828.00,94.81
827.00,94.79
826.00,94.77
825.00,94.75
824.00,94.75
823.00,94.77
822.00,94.80
821.00,94.82
820.00,94.83
819.00,94.81
818.00,94.78
817.00,94.75
816.00,94.72
815.00,94.69
814.00,94.69
813.00,94.71
812.00,94.73
811.00,94.75
810.00,94.75
809.00,94.73
808.00,94.70
807.00,94.71
806.00,94.72
805.00,94.73
804.00,94.72
803.00,94.70
802.00,94.69
801.00,94.69
800.00,94.67
799.00,94.64
798.00,94.63
797.00,94.65
796.00,94.67
795.00,94.68
794.00,94.68
793.00,94.67
792.00,94.66
791.00,94.65
790.00,94.63
789.00,94.60
788.00,94.56
787.00,94.52
786.00,94.49
785.00,94.47
784.00,94.47
783.00,94.48
782.00,94.50
781.00,94.49
780.00,94.46
779.00,94.42
778.00,94.40
777.00,94.38
776.00,94.36
775.00,94.33
774.00,94.29
773.00,94.24
772.00,94.21
771.00,94.19
770.00,94.19
769.00,94.20
768.00,94.21
767.00,94.19
766.00,94.17
765.00,94.14
764.00,94.11
763.00,94.09
762.00,94.08
761.00,94.07
760.00,94.03
759.00,93.98
758.00,93.92
757.00,93.89
756.00,93.87
755.00,93.87
754.00,93.87
753.00,93.85
752.00,93.84
751.00,93.82
750.00,93.80
749.00,93.76
748.00,93.71
747.00,93.65
746.00,93.59
745.00,93.54
744.00,93.50
743.00,93.46
742.00,93.45
741.00,93.44
740.00,93.44
739.00,93.42
738.00,93.41
737.00,93.41
736.00,93.39
735.00,93.38
734.00,93.37
733.00,93.38
732.00,93.36
731.00,93.29
730.00,93.17
729.00,93.02
728.00,92.91
727.00,92.83
726.00,92.79
725.00,92.74
724.00,92.71
723.00,92.69
722.00,92.69
721.00,92.69
720.00,92.68
719.00,92.66
718.00,92.63
717.00,92.59
716.00,92.53
715.00,92.49
714.00,92.47
713.00,92.45
712.00,92.41
711.00,92.36
710.00,92.33
709.00,92.32
708.00,92.31
707.00,92.30
706.00,92.28
705.00,92.22
704.00,92.15
703.00,92.10
702.00,92.10
701.00,92.13
700.00,92.16
699.00,92.18
698.00,92.18
697.00,92.16
696.00,92.12
695.00,92.11
694.00,92.15
693.00,92.21
692.00,92.25
691.00,92.23
690.00,92.17
689.00,92.09
688.00,92.05
687.00,92.07
686.00,92.11
685.00,92.11
684.00,92.03
683.00,91.87
682.00,91.64
681.00,91.36
680.00,91.01
679.00,90.64
678.00,90.27
677.00,89.90
676.00,89.50
675.00,89.10
674.00,88.69
673.00,88.30
672.00,87.96
671.00,87.69
670.00,87.47
669.00,87.38
668.00,87.43
667.00,87.53
666.00,87.55
665.00,87.55
664.00,87.53
663.00,87.52
662.00,87.53
661.00,87.57
660.00,87.63
659.00,87.70
658.00,87.78
657.00,87.83
656.00,87.87
655.00,87.92
654.00,87.98
653.00,88.01
652.00,87.99
651.00,87.94
650.00,87.91
649.00,87.90
648.00,87.89
647.00,87.91
646.00,87.94
645.00,87.98
644.00,88.03
643.00,88.08
642.00,88.09
641.00,88.05
640.00,87.97
639.00,87.89
638.00,87.81
637.00,87.71
636.00,87.59
635.00,87.53
634.00,87.57
633.00,87.65
632.00,87.73
631.00,87.78
630.00,87.81
629.00,87.80
628.00,87.77
627.00,87.78
626.00,87.82
625.00,87.83
624.00,87.72
623.00,87.52
622.00,87.26
621.00,86.96
620.00,86.64
619.00,86.45
618.00,86.41
617.00,86.41
616.00,86.31
615.00,86.14
614.00,85.92
613.00,85.61
612.00,85.19
611.00,84.84
610.00,84.72
609.00,84.81
608.00,84.96
607.00,85.09
606.00,85.20
605.00,85.29
604.00,85.36
603.00,85.42
602.00,85.45
601.00,85.33
600.00,85.04
599.00,84.69
598.00,84.46
597.00,84.46
596.00,84.70
595.00,85.13
594.00,85.54
593.00,85.63
592.00,85.33
591.00,84.97
590.00,84.95
589.00,85.30
588.00,85.75
587.00,86.06
586.00,86.16
585.00,86.05
584.00,85.73
583.00,85.26
582.00,84.75
581.00,84.29
580.00,83.92
579.00,83.77
578.00,83.93
577.00,84.31
576.00,84.76
575.00,85.17
574.00,85.42
573.00,85.36
572.00,84.93
571.00,84.36
570.00,84.10
569.00,84.39
568.00,85.06
567.00,85.65
566.00,85.70
565.00,85.20
564.00,84.53
563.00,84.09
562.00,83.96
561.00,83.92
560.00,83.84
559.00,83.74
558.00,83.66
557.00,83.57
556.00,83.57
555.00,83.82
554.00,84.25
553.00,84.56
552.00,84.44
551.00,83.81
550.00,82.94
