Created as New Dataset,15.3 Red Wool sheep very fine
cm-1,%T
901.00,92.45
900.00,92.45
899.00,92.45
898.00,92.44
897.00,92.44
896.00,92.43
895.00,92.42
894.00,92.39
893.00,92.36
892.00,92.34
891.00,92.33
890.00,92.32
889.00,92.33
888.00,92.36
887.00,92.37
886.00,92.37
885.00,92.35
884.00,92.34
883.00,92.32
882.00,92.29
881.00,92.24
880.00,92.21
879.00,92.20
878.00,92.21
877.00,92.21
876.00,92.20
875.00,92.20
874.00,92.20
873.00,92.22
872.00,92.22
871.00,92.20
870.00,92.16
869.00,92.12
868.00,92.11
867.00,92.13
866.00,92.17
865.00,92.19
864.00,92.18
863.00,92.13
862.00,92.07
861.00,92.03
860.00,92.02
859.00,92.03
858.00,92.02
857.00,91.98
856.00,91.92
855.00,91.85
854.00,91.81
853.00,91.81
852.00,91.82
851.00,91.82
850.00,91.79
849.00,91.73
848.00,91.65
847.00,91.60
846.00,91.57
845.00,91.56
844.00,91.54
843.00,91.51
842.00,91.49
841.00,91.47
840.00,91.45
839.00,91.41
838.00,91.36
837.00,91.32
836.00,91.28
835.00,91.25
834.00,91.21
833.00,91.18
832.00,91.14
831.00,91.09
830.00,91.03
829.00,90.98
828.00,90.96
827.00,90.96
826.00,90.98
825.00,91.01
824.00,91.02
823.00,91.02
822.00,90.99
821.00,90.94
820.00,90.88
819.00,90.83
818.00,90.79
817.00,90.77
816.00,90.75
815.00,90.75
814.00,90.76
813.00,90.74
812.00,90.68
811.00,90.60
810.00,90.52
809.00,90.46
808.00,90.42
807.00,90.39
806.00,90.35
805.00,90.32
804.00,90.29
803.00,90.28
802.00,90.26
801.00,90.22
800.00,90.17
799.00,90.10
798.00,90.03
797.00,89.97
796.00,89.93
795.00,89.89
794.00,89.85
793.00,89.83
792.00,89.83
791.00,89.84
790.00,89.83
789.00,89.80
788.00,89.74
787.00,89.68
786.00,89.64
785.00,89.60
784.00,89.54
783.00,89.46
782.00,89.38
781.00,89.33
780.00,89.33
779.00,89.33
778.00,89.32
777.00,89.28
776.00,89.24
775.00,89.20
774.00,89.16
773.00,89.11
772.00,89.06
771.00,89.01
770.00,88.98
769.00,88.95
768.00,88.93
767.00,88.90
766.00,88.85
765.00,88.79
764.00,88.73
763.00,88.68
762.00,88.63
761.00,88.57
760.00,88.51
759.00,88.48
758.00,88.46
757.00,88.43
756.00,88.36
755.00,88.27
754.00,88.17
753.00,88.08
752.00,88.00
751.00,87.93
750.00,87.88
749.00,87.84
748.00,87.81
747.00,87.78
746.00,87.76
745.00,87.75
744.00,87.73
743.00,87.71
742.00,87.69
741.00,87.65
740.00,87.59
739.00,87.52
738.00,87.47
737.00,87.47
736.00,87.48
735.00,87.49
734.00,87.46
733.00,87.39
732.00,87.31
731.00,87.23
730.00,87.17
729.00,87.12
728.00,87.08
727.00,87.03
726.00,86.98
725.00,86.91
724.00,86.83
723.00,86.77
722.00,86.72
721.00,86.67
720.00,86.61
719.00,86.52
718.00,86.45
717.00,86.39
716.00,86.36
715.00,86.33
714.00,86.28
713.00,86.21
712.00,86.15
711.00,86.11
710.00,86.06
709.00,85.97
708.00,85.86
707.00,85.75
706.00,85.67
705.00,85.58
704.00,85.49
703.00,85.43
702.00,85.40
701.00,85.38
700.00,85.32
699.00,85.24
698.00,85.14
697.00,85.07
696.00,85.02
695.00,84.97
694.00,84.92
693.00,84.87
692.00,84.84
691.00,84.85
690.00,84.90
689.00,84.92
688.00,84.87
687.00,84.78
686.00,84.68
685.00,84.61
684.00,84.56
683.00,84.52
682.00,84.46
681.00,84.40
680.00,84.36
679.00,84.33
678.00,84.28
677.00,84.18
676.00,84.07
675.00,83.99
674.00,83.96
673.00,83.94
672.00,83.91
671.00,83.84
670.00,83.75
669.00,83.59
668.00,83.41
667.00,83.34
666.00,83.42
665.00,83.51
664.00,83.54
663.00,83.52
662.00,83.46
661.00,83.38
660.00,83.31
659.00,83.26
658.00,83.23
657.00,83.19
656.00,83.15
655.00,83.14
654.00,83.16
653.00,83.15
652.00,83.05
651.00,82.86
650.00,82.67
649.00,82.56
648.00,82.57
647.00,82.68
646.00,82.81
645.00,82.87
644.00,82.87
643.00,82.83
642.00,82.80
641.00,82.77
640.00,82.69
639.00,82.57
638.00,82.42
637.00,82.27
636.00,82.17
635.00,82.13
634.00,82.11
633.00,82.03
632.00,81.89
631.00,81.78
630.00,81.75
629.00,81.78
628.00,81.81
627.00,81.84
626.00,81.88
625.00,81.91
624.00,81.90
623.00,81.83
622.00,81.67
621.00,81.41
620.00,81.12
619.00,80.92
618.00,80.84
617.00,80.72
616.00,80.48
615.00,80.21
614.00,80.03
613.00,80.00
612.00,80.10
611.00,80.35
610.00,80.69
609.00,81.01
608.00,81.26
607.00,81.54
606.00,81.87
605.00,82.12
604.00,82.12
603.00,81.82
602.00,81.36
601.00,80.87
600.00,80.47
599.00,80.23
598.00,80.16
597.00,80.20
596.00,80.35
595.00,80.64
594.00,81.07
593.00,81.53
592.00,81.91
591.00,82.09
590.00,81.93
589.00,81.38
588.00,80.61
587.00,79.99
586.00,79.79
585.00,79.96
584.00,80.27
583.00,80.52
582.00,80.61
581.00,80.57
580.00,80.55
579.00,80.72
578.00,81.02
577.00,81.16
576.00,80.91
575.00,80.28
574.00,79.48
573.00,78.86
572.00,78.78
571.00,79.41
570.00,80.26
569.00,80.52
568.00,80.00
567.00,79.22
566.00,78.68
565.00,78.39
564.00,78.21
563.00,78.21
562.00,78.44
561.00,78.71
560.00,78.91
559.00,79.09
558.00,79.24
557.00,79.18
556.00,78.89
555.00,78.66
554.00,78.71
553.00,78.92
552.00,79.06
551.00,79.04
550.00,78.88
