Created as New Dataset,Mercerised Cotton 5/2 (Light Green)
cm-1,%T
905.00,83.19
904.00,82.92
903.00,82.63
902.00,82.32
901.00,81.98
900.00,81.60
899.00,81.20
898.00,80.81
897.00,80.46
896.00,80.20
895.00,80.07
894.00,80.07
893.00,80.19
892.00,80.42
891.00,80.74
890.00,81.14
889.00,81.60
888.00,82.08
887.00,82.58
886.00,83.06
885.00,83.50
884.00,83.90
883.00,84.28
882.00,84.61
881.00,84.89
880.00,85.15
879.00,85.41
878.00,85.67
877.00,85.90
876.00,86.09
875.00,86.25
874.00,86.40
873.00,86.53
872.00,86.65
871.00,86.74
870.00,86.83
869.00,86.92
868.00,87.01
867.00,87.11
866.00,87.21
865.00,87.28
864.00,87.35
863.00,87.41
862.00,87.46
861.00,87.50
860.00,87.53
859.00,87.55
858.00,87.58
857.00,87.61
856.00,87.64
855.00,87.67
854.00,87.71
853.00,87.74
852.00,87.78
851.00,87.82
850.00,87.84
849.00,87.85
848.00,87.84
847.00,87.82
846.00,87.79
845.00,87.76
844.00,87.74
843.00,87.73
842.00,87.74
841.00,87.74
840.00,87.74
839.00,87.75
838.00,87.76
837.00,87.76
836.00,87.71
835.00,87.65
834.00,87.62
833.00,87.62
832.00,87.65
831.00,87.66
830.00,87.64
829.00,87.58
828.00,87.52
827.00,87.51
826.00,87.53
825.00,87.55
824.00,87.56
823.00,87.55
822.00,87.53
821.00,87.50
820.00,87.44
819.00,87.38
818.00,87.32
817.00,87.27
816.00,87.24
815.00,87.21
814.00,87.18
813.00,87.16
812.00,87.14
811.00,87.13
810.00,87.12
809.00,87.11
808.00,87.09
807.00,87.08
806.00,87.06
805.00,87.04
804.00,87.03
803.00,87.03
802.00,87.01
801.00,86.96
800.00,86.90
799.00,86.83
798.00,86.76
797.00,86.69
796.00,86.66
795.00,86.66
794.00,86.68
793.00,86.67
792.00,86.61
791.00,86.53
790.00,86.46
789.00,86.41
788.00,86.37
787.00,86.34
786.00,86.29
785.00,86.24
784.00,86.18
783.00,86.14
782.00,86.10
781.00,86.04
780.00,85.98
779.00,85.93
778.00,85.89
777.00,85.84
776.00,85.76
775.00,85.68
774.00,85.61
773.00,85.54
772.00,85.46
771.00,85.40
770.00,85.36
769.00,85.32
768.00,85.27
767.00,85.20
766.00,85.13
765.00,85.08
764.00,85.03
763.00,84.98
762.00,84.92
761.00,84.86
760.00,84.79
759.00,84.74
758.00,84.69
757.00,84.62
756.00,84.50
755.00,84.37
754.00,84.25
753.00,84.16
752.00,84.10
751.00,84.05
750.00,84.00
749.00,83.91
748.00,83.79
747.00,83.64
746.00,83.49
745.00,83.36
744.00,83.27
743.00,83.22
742.00,83.16
741.00,83.08
740.00,82.97
739.00,82.86
738.00,82.79
737.00,82.72
736.00,82.63
735.00,82.48
734.00,82.29
733.00,82.08
732.00,81.89
731.00,81.73
730.00,81.58
729.00,81.44
728.00,81.27
727.00,81.09
726.00,80.89
725.00,80.67
724.00,80.43
723.00,80.18
722.00,79.94
721.00,79.71
720.00,79.48
719.00,79.27
718.00,79.08
717.00,78.90
716.00,78.70
715.00,78.51
714.00,78.33
713.00,78.17
712.00,78.02
711.00,77.89
710.00,77.78
709.00,77.69
708.00,77.62
707.00,77.55
706.00,77.47
705.00,77.40
704.00,77.33
703.00,77.29
702.00,77.28
701.00,77.28
700.00,77.27
699.00,77.26
698.00,77.26
697.00,77.26
696.00,77.26
695.00,77.29
694.00,77.33
693.00,77.36
692.00,77.35
691.00,77.34
690.00,77.34
689.00,77.31
688.00,77.25
687.00,77.17
686.00,77.07
685.00,76.94
684.00,76.77
683.00,76.57
682.00,76.33
681.00,75.98
680.00,75.50
679.00,74.88
678.00,74.15
677.00,73.32
676.00,72.40
675.00,71.44
674.00,70.48
673.00,69.58
672.00,68.84
671.00,68.32
670.00,67.92
669.00,67.47
668.00,66.96
667.00,66.65
666.00,66.67
665.00,66.83
664.00,66.98
663.00,67.07
662.00,67.12
661.00,67.17
660.00,67.28
659.00,67.48
658.00,67.72
657.00,67.98
656.00,68.22
655.00,68.46
654.00,68.71
653.00,68.95
652.00,69.17
651.00,69.35
650.00,69.49
649.00,69.55
648.00,69.53
647.00,69.46
646.00,69.34
645.00,69.17
644.00,68.96
643.00,68.80
642.00,68.72
641.00,68.70
640.00,68.69
639.00,68.66
638.00,68.62
637.00,68.55
636.00,68.43
635.00,68.27
634.00,68.13
633.00,68.06
632.00,68.05
631.00,68.07
630.00,68.09
629.00,68.07
628.00,68.01
627.00,67.88
626.00,67.64
625.00,67.26
624.00,66.83
623.00,66.49
622.00,66.31
621.00,66.21
620.00,66.09
619.00,65.91
618.00,65.71
617.00,65.50
616.00,65.29
615.00,65.11
614.00,64.89
613.00,64.49
612.00,63.87
611.00,63.17
610.00,62.60
609.00,62.30
608.00,62.27
607.00,62.41
606.00,62.55
605.00,62.64
604.00,62.76
603.00,63.00
602.00,63.30
601.00,63.47
600.00,63.46
599.00,63.36
598.00,63.30
597.00,63.32
596.00,63.38
595.00,63.48
594.00,63.56
593.00,63.57
592.00,63.49
591.00,63.35
590.00,63.15
589.00,62.88
588.00,62.60
587.00,62.46
586.00,62.46
585.00,62.49
584.00,62.53
583.00,62.68
582.00,62.94
581.00,63.19
580.00,63.43
579.00,63.67
578.00,63.81
577.00,63.65
576.00,63.19
575.00,62.66
574.00,62.19
573.00,61.77
572.00,61.49
571.00,61.50
570.00,61.75
569.00,61.99
568.00,62.19
567.00,62.45
566.00,62.61
565.00,62.43
564.00,61.86
563.00,61.12
562.00,60.31
561.00,59.43
560.00,58.64
559.00,58.24
558.00,58.28
557.00,58.49
556.00,58.73
555.00,59.09
554.00,59.58
553.00,60.04
552.00,60.49
551.00,61.05
550.00,61.58
