Created as New Dataset,14.4 Red Wool Sheep felt handmade
cm-1,%T
908.00,92.39
907.00,92.40
906.00,92.41
905.00,92.41
904.00,92.40
903.00,92.37
902.00,92.35
901.00,92.34
900.00,92.33
899.00,92.31
898.00,92.29
897.00,92.25
896.00,92.23
895.00,92.23
894.00,92.24
893.00,92.23
892.00,92.21
891.00,92.18
890.00,92.16
889.00,92.15
888.00,92.16
887.00,92.17
886.00,92.19
885.00,92.21
884.00,92.21
883.00,92.21
882.00,92.19
881.00,92.17
880.00,92.15
879.00,92.13
878.00,92.11
877.00,92.10
876.00,92.08
875.00,92.04
874.00,91.98
873.00,91.94
872.00,91.92
871.00,91.91
870.00,91.92
869.00,91.95
868.00,91.98
867.00,91.99
866.00,91.98
865.00,91.94
864.00,91.91
863.00,91.88
862.00,91.86
861.00,91.84
860.00,91.81
859.00,91.76
858.00,91.69
857.00,91.63
856.00,91.61
855.00,91.60
854.00,91.60
853.00,91.58
852.00,91.55
851.00,91.51
850.00,91.47
849.00,91.42
848.00,91.39
847.00,91.37
846.00,91.35
845.00,91.32
844.00,91.28
843.00,91.23
842.00,91.20
841.00,91.16
840.00,91.12
839.00,91.07
838.00,91.03
837.00,91.01
836.00,91.00
835.00,90.97
834.00,90.92
833.00,90.87
832.00,90.83
831.00,90.79
830.00,90.76
829.00,90.71
828.00,90.66
827.00,90.61
826.00,90.58
825.00,90.59
824.00,90.62
823.00,90.66
822.00,90.66
821.00,90.61
820.00,90.53
819.00,90.45
818.00,90.39
817.00,90.33
816.00,90.28
815.00,90.22
814.00,90.17
813.00,90.14
812.00,90.11
811.00,90.09
810.00,90.06
809.00,90.01
808.00,89.96
807.00,89.92
806.00,89.90
805.00,89.89
804.00,89.88
803.00,89.87
802.00,89.83
801.00,89.75
800.00,89.65
799.00,89.54
798.00,89.45
797.00,89.39
796.00,89.37
795.00,89.34
794.00,89.30
793.00,89.24
792.00,89.19
791.00,89.17
790.00,89.17
789.00,89.15
788.00,89.11
787.00,89.05
786.00,88.98
785.00,88.90
784.00,88.83
783.00,88.76
782.00,88.72
781.00,88.69
780.00,88.67
779.00,88.63
778.00,88.57
777.00,88.50
776.00,88.44
775.00,88.39
774.00,88.36
773.00,88.33
772.00,88.31
771.00,88.29
770.00,88.26
769.00,88.21
768.00,88.15
767.00,88.10
766.00,88.07
765.00,88.05
764.00,88.02
763.00,87.97
762.00,87.91
761.00,87.85
760.00,87.79
759.00,87.73
758.00,87.67
757.00,87.60
756.00,87.50
755.00,87.41
754.00,87.32
753.00,87.26
752.00,87.20
751.00,87.15
750.00,87.10
749.00,87.05
748.00,87.01
747.00,86.98
746.00,86.94
745.00,86.90
744.00,86.84
743.00,86.77
742.00,86.70
741.00,86.64
740.00,86.61
739.00,86.61
738.00,86.65
737.00,86.69
736.00,86.71
735.00,86.68
734.00,86.60
733.00,86.49
732.00,86.40
731.00,86.34
730.00,86.29
729.00,86.25
728.00,86.20
727.00,86.14
726.00,86.07
725.00,85.98
724.00,85.87
723.00,85.76
722.00,85.68
721.00,85.61
720.00,85.56
719.00,85.49
718.00,85.43
717.00,85.37
716.00,85.34
715.00,85.33
714.00,85.33
713.00,85.31
712.00,85.24
711.00,85.14
710.00,85.04
709.00,84.92
708.00,84.81
707.00,84.70
706.00,84.62
705.00,84.56
704.00,84.50
703.00,84.42
702.00,84.30
701.00,84.18
700.00,84.07
699.00,84.00
698.00,83.96
697.00,83.92
696.00,83.88
695.00,83.83
694.00,83.80
693.00,83.78
692.00,83.79
691.00,83.78
690.00,83.73
689.00,83.65
688.00,83.56
687.00,83.50
686.00,83.48
685.00,83.46
684.00,83.41
683.00,83.31
682.00,83.20
681.00,83.09
680.00,83.03
679.00,83.00
678.00,82.96
677.00,82.88
676.00,82.81
675.00,82.78
674.00,82.78
673.00,82.74
672.00,82.66
671.00,82.55
670.00,82.40
669.00,82.18
668.00,81.99
667.00,82.00
666.00,82.10
665.00,82.16
664.00,82.15
663.00,82.10
662.00,82.04
661.00,81.95
660.00,81.83
659.00,81.71
658.00,81.64
657.00,81.59
656.00,81.52
655.00,81.47
654.00,81.47
653.00,81.47
652.00,81.42
651.00,81.30
650.00,81.20
649.00,81.17
648.00,81.19
647.00,81.19
646.00,81.13
645.00,81.03
644.00,80.93
643.00,80.86
642.00,80.81
641.00,80.77
640.00,80.75
639.00,80.75
638.00,80.76
637.00,80.76
636.00,80.75
635.00,80.74
634.00,80.72
633.00,80.69
632.00,80.66
631.00,80.70
630.00,80.80
629.00,80.89
628.00,80.89
627.00,80.78
626.00,80.61
625.00,80.44
624.00,80.34
623.00,80.35
622.00,80.44
621.00,80.57
620.00,80.69
619.00,80.76
618.00,80.64
617.00,80.34
616.00,80.05
615.00,80.00
614.00,80.19
613.00,80.38
612.00,80.42
611.00,80.28
610.00,80.01
609.00,79.73
608.00,79.58
607.00,79.63
606.00,79.75
605.00,79.72
604.00,79.47
603.00,79.09
602.00,78.68
601.00,78.28
600.00,78.01
599.00,77.96
598.00,78.11
597.00,78.28
596.00,78.40
595.00,78.56
594.00,78.74
593.00,78.84
592.00,78.84
591.00,78.89
590.00,79.11
589.00,79.38
588.00,79.52
587.00,79.48
586.00,79.23
585.00,78.86
584.00,78.50
583.00,78.36
582.00,78.38
581.00,78.31
580.00,78.02
579.00,77.69
578.00,77.53
577.00,77.57
576.00,77.83
575.00,78.32
574.00,78.79
573.00,78.88
572.00,78.56
571.00,78.21
570.00,78.07
569.00,78.01
568.00,77.89
567.00,77.76
566.00,77.70
565.00,77.56
564.00,77.34
563.00,77.23
562.00,77.29
561.00,77.33
560.00,77.28
559.00,77.37
558.00,77.71
557.00,78.06
556.00,78.14
555.00,78.07
554.00,78.23
553.00,78.67
552.00,79.19
551.00,79.22
550.00,78.64
