Created as New Dataset,Linen/SS (NC)
cm-1,%T
893.00,74.22
892.00,74.35
891.00,74.51
890.00,74.70
889.00,74.92
888.00,75.17
887.00,75.43
886.00,75.69
885.00,75.94
884.00,76.19
883.00,76.44
882.00,76.67
881.00,76.87
880.00,77.05
879.00,77.24
878.00,77.44
877.00,77.64
876.00,77.82
875.00,77.98
874.00,78.13
873.00,78.27
872.00,78.40
871.00,78.55
870.00,78.73
869.00,78.94
868.00,79.13
867.00,79.29
866.00,79.41
865.00,79.53
864.00,79.67
863.00,79.82
862.00,79.97
861.00,80.09
860.00,80.22
859.00,80.33
858.00,80.44
857.00,80.52
856.00,80.61
855.00,80.71
854.00,80.81
853.00,80.88
852.00,80.94
851.00,81.00
850.00,81.04
849.00,81.06
848.00,81.07
847.00,81.10
846.00,81.14
845.00,81.17
844.00,81.18
843.00,81.19
842.00,81.20
841.00,81.22
840.00,81.24
839.00,81.24
838.00,81.24
837.00,81.24
836.00,81.25
835.00,81.26
834.00,81.26
833.00,81.26
832.00,81.27
831.00,81.30
830.00,81.32
829.00,81.32
828.00,81.31
827.00,81.29
826.00,81.24
825.00,81.17
824.00,81.07
823.00,80.96
822.00,80.84
821.00,80.73
820.00,80.66
819.00,80.60
818.00,80.56
817.00,80.49
816.00,80.42
815.00,80.35
814.00,80.29
813.00,80.21
812.00,80.15
811.00,80.12
810.00,80.13
809.00,80.16
808.00,80.18
807.00,80.17
806.00,80.14
805.00,80.11
804.00,80.09
803.00,80.08
802.00,80.10
801.00,80.12
800.00,80.15
799.00,80.18
798.00,80.22
797.00,80.25
796.00,80.27
795.00,80.28
794.00,80.28
793.00,80.27
792.00,80.24
791.00,80.21
790.00,80.17
789.00,80.15
788.00,80.14
787.00,80.13
786.00,80.09
785.00,80.03
784.00,79.98
783.00,79.95
782.00,79.92
781.00,79.88
780.00,79.83
779.00,79.79
778.00,79.75
777.00,79.71
776.00,79.66
775.00,79.62
774.00,79.59
773.00,79.56
772.00,79.52
771.00,79.48
770.00,79.41
769.00,79.33
768.00,79.23
767.00,79.13
766.00,79.03
765.00,78.94
764.00,78.85
763.00,78.76
762.00,78.65
761.00,78.53
760.00,78.42
759.00,78.33
758.00,78.25
757.00,78.14
756.00,78.02
755.00,77.89
754.00,77.77
753.00,77.67
752.00,77.57
751.00,77.49
750.00,77.41
749.00,77.31
748.00,77.21
747.00,77.12
746.00,77.04
745.00,76.94
744.00,76.81
743.00,76.69
742.00,76.59
741.00,76.49
740.00,76.39
739.00,76.30
738.00,76.23
737.00,76.13
736.00,75.96
735.00,75.75
734.00,75.55
733.00,75.38
732.00,75.25
731.00,75.11
730.00,74.94
729.00,74.72
728.00,74.45
727.00,74.17
726.00,73.89
725.00,73.60
724.00,73.30
723.00,73.01
722.00,72.75
721.00,72.48
720.00,72.21
719.00,71.93
718.00,71.66
717.00,71.39
716.00,71.13
715.00,70.90
714.00,70.68
713.00,70.45
712.00,70.21
711.00,69.98
710.00,69.79
709.00,69.65
708.00,69.55
707.00,69.49
706.00,69.45
705.00,69.37
704.00,69.26
703.00,69.13
702.00,69.03
701.00,68.96
700.00,68.89
699.00,68.84
698.00,68.79
697.00,68.73
696.00,68.67
695.00,68.63
694.00,68.63
693.00,68.65
692.00,68.65
691.00,68.62
690.00,68.55
689.00,68.44
688.00,68.32
687.00,68.23
686.00,68.18
685.00,68.13
684.00,68.02
683.00,67.85
682.00,67.66
681.00,67.43
680.00,67.20
679.00,66.95
678.00,66.67
677.00,66.29
676.00,65.82
675.00,65.30
674.00,64.79
673.00,64.31
672.00,63.90
671.00,63.56
670.00,63.23
669.00,62.76
668.00,62.13
667.00,61.71
666.00,61.62
665.00,61.60
664.00,61.49
663.00,61.33
662.00,61.24
661.00,61.27
660.00,61.41
659.00,61.61
658.00,61.82
657.00,62.03
656.00,62.25
655.00,62.49
654.00,62.75
653.00,62.97
652.00,63.12
651.00,63.21
650.00,63.27
649.00,63.31
648.00,63.32
647.00,63.25
646.00,63.12
645.00,63.00
644.00,62.94
643.00,62.92
642.00,62.85
641.00,62.69
640.00,62.51
639.00,62.38
638.00,62.28
637.00,62.15
636.00,61.97
635.00,61.76
634.00,61.52
633.00,61.25
632.00,60.95
631.00,60.67
630.00,60.37
629.00,60.04
628.00,59.71
627.00,59.49
626.00,59.41
625.00,59.41
624.00,59.45
623.00,59.46
622.00,59.28
621.00,58.73
620.00,57.90
619.00,57.11
618.00,56.55
617.00,56.13
616.00,55.74
615.00,55.43
614.00,55.22
613.00,55.03
612.00,54.88
611.00,54.86
610.00,55.01
609.00,55.21
608.00,55.37
607.00,55.50
606.00,55.59
605.00,55.61
604.00,55.61
603.00,55.66
602.00,55.71
601.00,55.61
600.00,55.35
599.00,55.09
598.00,54.94
597.00,54.85
596.00,54.76
595.00,54.71
594.00,54.69
593.00,54.64
592.00,54.56
591.00,54.55
590.00,54.61
589.00,54.65
588.00,54.72
587.00,54.96
586.00,55.32
585.00,55.59
584.00,55.65
583.00,55.54
582.00,55.24
581.00,54.65
580.00,53.97
579.00,53.69
578.00,54.03
577.00,54.65
576.00,55.26
575.00,55.88
574.00,56.49
573.00,56.91
572.00,57.06
571.00,57.03
570.00,56.75
569.00,56.10
568.00,55.27
567.00,54.62
566.00,54.13
565.00,53.45
564.00,52.57
563.00,51.93
562.00,51.59
561.00,51.13
560.00,50.39
559.00,49.91
558.00,50.15
557.00,50.86
556.00,51.59
555.00,52.16
554.00,52.45
553.00,52.27
552.00,51.65
551.00,51.18
550.00,51.17
