Created as New Dataset,127 Shaw Industries
cm-1,%T
896.00,97.91
895.00,98.19
894.00,98.43
893.00,98.61
892.00,98.74
891.00,98.83
890.00,98.89
889.00,98.94
888.00,98.97
887.00,99.00
886.00,99.02
885.00,99.05
884.00,99.06
883.00,99.07
882.00,99.07
881.00,99.05
880.00,99.03
879.00,99.02
878.00,99.03
877.00,99.05
876.00,99.08
875.00,99.09
874.00,99.09
873.00,99.09
872.00,99.08
871.00,99.07
870.00,99.06
869.00,99.05
868.00,99.06
867.00,99.06
866.00,99.05
865.00,99.03
864.00,99.01
863.00,99.00
862.00,99.01
861.00,99.03
860.00,99.03
859.00,99.00
858.00,98.93
857.00,98.86
856.00,98.82
855.00,98.81
854.00,98.80
853.00,98.78
852.00,98.74
851.00,98.68
850.00,98.63
849.00,98.56
848.00,98.47
847.00,98.35
846.00,98.16
845.00,97.88
844.00,97.47
843.00,96.97
842.00,96.52
841.00,96.30
840.00,96.41
839.00,96.82
838.00,97.35
837.00,97.81
836.00,98.13
835.00,98.33
834.00,98.48
833.00,98.59
832.00,98.68
831.00,98.73
830.00,98.76
829.00,98.77
828.00,98.77
827.00,98.76
826.00,98.76
825.00,98.78
824.00,98.81
823.00,98.84
822.00,98.84
821.00,98.83
820.00,98.79
819.00,98.72
818.00,98.63
817.00,98.52
816.00,98.42
815.00,98.28
814.00,98.09
813.00,97.83
812.00,97.51
811.00,97.21
810.00,96.98
809.00,96.89
808.00,96.95
807.00,97.16
806.00,97.47
805.00,97.79
804.00,98.05
803.00,98.23
802.00,98.34
801.00,98.42
800.00,98.49
799.00,98.56
798.00,98.61
797.00,98.66
796.00,98.70
795.00,98.75
794.00,98.80
793.00,98.84
792.00,98.88
791.00,98.91
790.00,98.93
789.00,98.96
788.00,98.99
787.00,99.02
786.00,99.06
785.00,99.10
784.00,99.14
783.00,99.16
782.00,99.16
781.00,99.15
780.00,99.13
779.00,99.12
778.00,99.15
777.00,99.20
776.00,99.27
775.00,99.31
774.00,99.31
773.00,99.27
772.00,99.23
771.00,99.19
770.00,99.17
769.00,99.17
768.00,99.19
767.00,99.24
766.00,99.27
765.00,99.29
764.00,99.27
763.00,99.25
762.00,99.26
761.00,99.29
760.00,99.31
759.00,99.29
758.00,99.25
757.00,99.22
756.00,99.21
755.00,99.22
754.00,99.20
753.00,99.15
752.00,99.09
751.00,99.06
750.00,99.07
749.00,99.11
748.00,99.14
747.00,99.15
746.00,99.14
745.00,99.13
744.00,99.12
743.00,99.12
742.00,99.13
741.00,99.15
740.00,99.18
739.00,99.20
738.00,99.17
737.00,99.11
736.00,99.05
735.00,99.01
734.00,99.02
733.00,99.04
732.00,99.04
731.00,99.02
730.00,98.99
729.00,98.97
728.00,98.95
727.00,98.94
726.00,98.92
725.00,98.87
724.00,98.83
723.00,98.82
722.00,98.85
721.00,98.90
720.00,98.93
719.00,98.93
718.00,98.91
717.00,98.89
716.00,98.87
715.00,98.84
714.00,98.83
713.00,98.82
712.00,98.83
711.00,98.83
710.00,98.83
709.00,98.82
708.00,98.81
707.00,98.81
706.00,98.81
705.00,98.82
704.00,98.81
703.00,98.80
702.00,98.77
701.00,98.73
700.00,98.70
699.00,98.69
698.00,98.68
697.00,98.70
696.00,98.70
695.00,98.69
694.00,98.67
693.00,98.66
692.00,98.65
691.00,98.64
690.00,98.62
689.00,98.63
688.00,98.66
687.00,98.69
686.00,98.67
685.00,98.63
684.00,98.60
683.00,98.61
682.00,98.64
681.00,98.64
680.00,98.64
679.00,98.63
678.00,98.62
677.00,98.60
676.00,98.59
675.00,98.59
674.00,98.64
673.00,98.70
672.00,98.73
671.00,98.69
670.00,98.61
669.00,98.54
668.00,98.54
667.00,98.54
666.00,98.50
665.00,98.48
664.00,98.49
663.00,98.53
662.00,98.61
661.00,98.70
660.00,98.76
659.00,98.76
658.00,98.72
657.00,98.73
656.00,98.81
655.00,98.91
654.00,98.94
653.00,98.88
652.00,98.76
651.00,98.60
650.00,98.46
649.00,98.41
648.00,98.45
647.00,98.53
646.00,98.59
645.00,98.60
644.00,98.57
643.00,98.52
642.00,98.47
641.00,98.46
640.00,98.48
639.00,98.54
638.00,98.65
637.00,98.82
636.00,98.99
635.00,99.05
634.00,98.91
633.00,98.67
632.00,98.48
631.00,98.38
630.00,98.31
629.00,98.25
628.00,98.22
627.00,98.27
626.00,98.34
625.00,98.33
624.00,98.20
623.00,98.05
622.00,97.98
621.00,98.01
620.00,98.14
619.00,98.34
618.00,98.56
617.00,98.69
616.00,98.67
615.00,98.57
614.00,98.53
613.00,98.61
612.00,98.66
611.00,98.57
610.00,98.38
609.00,98.28
608.00,98.38
607.00,98.65
606.00,98.94
605.00,99.11
604.00,99.01
603.00,98.56
602.00,97.89
601.00,97.35
600.00,97.24
599.00,97.59
598.00,98.14
597.00,98.62
596.00,98.91
595.00,99.01
594.00,98.94
593.00,98.77
592.00,98.59
591.00,98.49
590.00,98.45
589.00,98.34
588.00,98.10
587.00,97.79
586.00,97.58
585.00,97.59
584.00,97.82
583.00,98.07
582.00,98.11
581.00,97.87
580.00,97.45
579.00,97.03
578.00,96.67
577.00,96.35
576.00,96.19
575.00,96.40
574.00,96.93
573.00,97.39
572.00,97.45
571.00,97.17
570.00,96.92
569.00,96.94
568.00,97.23
567.00,97.52
566.00,97.51
565.00,97.03
564.00,96.33
563.00,96.00
562.00,96.52
561.00,97.70
560.00,98.78
559.00,99.21
558.00,99.14
557.00,99.18
556.00,99.49
555.00,99.71
554.00,99.54
553.00,99.15
552.00,98.85
551.00,98.64
550.00,98.39
