Created as New Dataset,12.3 Lincoln Sheep
cm-1,%T
896.00,88.08
895.00,88.06
894.00,88.05
893.00,88.01
892.00,87.94
891.00,87.86
890.00,87.79
889.00,87.75
888.00,87.73
887.00,87.73
886.00,87.72
885.00,87.71
884.00,87.67
883.00,87.61
882.00,87.56
881.00,87.53
880.00,87.54
879.00,87.56
878.00,87.59
877.00,87.62
876.00,87.63
875.00,87.63
874.00,87.61
873.00,87.60
872.00,87.59
871.00,87.60
870.00,87.65
869.00,87.71
868.00,87.74
867.00,87.74
866.00,87.70
865.00,87.65
864.00,87.62
863.00,87.61
862.00,87.62
861.00,87.64
860.00,87.65
859.00,87.64
858.00,87.61
857.00,87.56
856.00,87.50
855.00,87.45
854.00,87.40
853.00,87.37
852.00,87.35
851.00,87.32
850.00,87.28
849.00,87.23
848.00,87.18
847.00,87.14
846.00,87.11
845.00,87.09
844.00,87.07
843.00,87.02
842.00,86.95
841.00,86.87
840.00,86.81
839.00,86.75
838.00,86.69
837.00,86.62
836.00,86.54
835.00,86.46
834.00,86.39
833.00,86.33
832.00,86.26
831.00,86.19
830.00,86.10
829.00,86.00
828.00,85.91
827.00,85.85
826.00,85.84
825.00,85.86
824.00,85.87
823.00,85.86
822.00,85.83
821.00,85.81
820.00,85.78
819.00,85.74
818.00,85.68
817.00,85.62
816.00,85.55
815.00,85.47
814.00,85.39
813.00,85.30
812.00,85.21
811.00,85.11
810.00,85.01
809.00,84.91
808.00,84.82
807.00,84.71
806.00,84.59
805.00,84.47
804.00,84.38
803.00,84.32
802.00,84.27
801.00,84.18
800.00,84.07
799.00,83.97
798.00,83.91
797.00,83.86
796.00,83.78
795.00,83.68
794.00,83.56
793.00,83.43
792.00,83.32
791.00,83.23
790.00,83.16
789.00,83.09
788.00,83.00
787.00,82.90
786.00,82.79
785.00,82.67
784.00,82.55
783.00,82.41
782.00,82.25
781.00,82.08
780.00,81.92
779.00,81.79
778.00,81.68
777.00,81.59
776.00,81.52
775.00,81.46
774.00,81.38
773.00,81.24
772.00,81.07
771.00,80.91
770.00,80.81
769.00,80.75
768.00,80.71
767.00,80.64
766.00,80.58
765.00,80.52
764.00,80.45
763.00,80.36
762.00,80.23
761.00,80.10
760.00,79.99
759.00,79.91
758.00,79.85
757.00,79.76
756.00,79.63
755.00,79.49
754.00,79.35
753.00,79.21
752.00,79.06
751.00,78.91
750.00,78.76
749.00,78.63
748.00,78.50
747.00,78.38
746.00,78.27
745.00,78.15
744.00,78.04
743.00,77.93
742.00,77.82
741.00,77.68
740.00,77.53
739.00,77.37
738.00,77.21
737.00,77.02
736.00,76.77
735.00,76.47
734.00,76.06
733.00,75.51
732.00,74.86
731.00,74.21
730.00,73.73
729.00,73.45
728.00,73.30
727.00,73.16
726.00,72.91
725.00,72.52
724.00,72.02
723.00,71.43
722.00,70.74
721.00,70.05
720.00,69.56
719.00,69.52
718.00,69.99
717.00,70.77
716.00,71.59
715.00,72.27
714.00,72.76
713.00,73.07
712.00,73.23
711.00,73.29
710.00,73.30
709.00,73.29
708.00,73.25
707.00,73.19
706.00,73.10
705.00,72.99
704.00,72.87
703.00,72.75
702.00,72.64
701.00,72.53
700.00,72.42
699.00,72.32
698.00,72.24
697.00,72.17
696.00,72.12
695.00,72.13
694.00,72.19
693.00,72.25
692.00,72.26
691.00,72.21
690.00,72.14
689.00,72.07
688.00,71.98
687.00,71.88
686.00,71.76
685.00,71.64
684.00,71.54
683.00,71.46
682.00,71.40
681.00,71.30
680.00,71.15
679.00,70.99
678.00,70.85
677.00,70.70
676.00,70.53
675.00,70.37
674.00,70.24
673.00,70.15
672.00,70.08
671.00,69.98
670.00,69.87
669.00,69.70
668.00,69.44
667.00,69.22
666.00,69.16
665.00,69.15
664.00,69.13
663.00,69.10
662.00,69.05
661.00,68.94
660.00,68.79
659.00,68.65
658.00,68.53
657.00,68.35
656.00,68.10
655.00,67.88
654.00,67.79
653.00,67.80
652.00,67.81
651.00,67.77
650.00,67.72
649.00,67.68
648.00,67.64
647.00,67.61
646.00,67.60
645.00,67.59
644.00,67.56
643.00,67.49
642.00,67.41
641.00,67.33
640.00,67.24
639.00,67.14
638.00,66.99
637.00,66.78
636.00,66.57
635.00,66.48
634.00,66.51
633.00,66.50
632.00,66.35
631.00,66.08
630.00,65.77
629.00,65.45
628.00,65.18
627.00,65.08
626.00,65.17
625.00,65.31
624.00,65.34
623.00,65.29
622.00,65.23
621.00,65.11
620.00,64.91
619.00,64.73
618.00,64.69
617.00,64.79
616.00,64.92
615.00,65.03
614.00,65.04
613.00,64.88
612.00,64.65
611.00,64.57
610.00,64.69
609.00,64.81
608.00,64.71
607.00,64.44
606.00,64.18
605.00,63.97
604.00,63.75
603.00,63.40
602.00,62.92
601.00,62.46
600.00,62.31
599.00,62.60
598.00,63.08
597.00,63.30
596.00,63.11
595.00,62.76
594.00,62.47
593.00,62.21
592.00,62.02
591.00,62.13
590.00,62.54
589.00,62.96
588.00,63.17
587.00,63.28
586.00,63.40
585.00,63.41
584.00,63.22
583.00,63.02
582.00,62.95
581.00,62.83
580.00,62.49
579.00,62.18
578.00,62.21
577.00,62.45
576.00,62.60
575.00,62.52
574.00,62.12
573.00,61.28
572.00,60.21
571.00,59.63
570.00,59.89
569.00,60.55
568.00,61.04
567.00,61.26
566.00,61.27
565.00,60.93
564.00,60.29
563.00,59.85
562.00,59.97
561.00,60.39
560.00,60.68
559.00,60.85
558.00,61.13
557.00,61.45
556.00,61.58
555.00,61.40
554.00,60.90
553.00,60.13
552.00,59.33
551.00,59.05
550.00,59.30
