Created as New Dataset,15.4 Red Wool sheep with much darker fibres natural
cm-1,%T
900.00,99.43
899.00,99.43
898.00,99.43
897.00,99.41
896.00,99.37
895.00,99.34
894.00,99.34
893.00,99.35
892.00,99.36
891.00,99.36
890.00,99.35
889.00,99.36
888.00,99.38
887.00,99.39
886.00,99.38
885.00,99.36
884.00,99.33
883.00,99.31
882.00,99.30
881.00,99.29
880.00,99.28
879.00,99.28
878.00,99.30
877.00,99.34
876.00,99.38
875.00,99.38
874.00,99.35
873.00,99.33
872.00,99.33
871.00,99.32
870.00,99.28
869.00,99.23
868.00,99.20
867.00,99.21
866.00,99.23
865.00,99.25
864.00,99.23
863.00,99.19
862.00,99.16
861.00,99.15
860.00,99.17
859.00,99.18
858.00,99.17
857.00,99.13
856.00,99.10
855.00,99.08
854.00,99.08
853.00,99.07
852.00,99.06
851.00,99.03
850.00,99.00
849.00,98.96
848.00,98.93
847.00,98.89
846.00,98.82
845.00,98.75
844.00,98.70
843.00,98.68
842.00,98.66
841.00,98.64
840.00,98.62
839.00,98.62
838.00,98.63
837.00,98.64
836.00,98.64
835.00,98.61
834.00,98.56
833.00,98.49
832.00,98.45
831.00,98.42
830.00,98.38
829.00,98.34
828.00,98.32
827.00,98.35
826.00,98.43
825.00,98.48
824.00,98.46
823.00,98.41
822.00,98.34
821.00,98.30
820.00,98.27
819.00,98.25
818.00,98.23
817.00,98.22
816.00,98.22
815.00,98.22
814.00,98.21
813.00,98.17
812.00,98.12
811.00,98.09
810.00,98.08
809.00,98.07
808.00,98.04
807.00,97.99
806.00,97.95
805.00,97.92
804.00,97.92
803.00,97.93
802.00,97.95
801.00,97.94
800.00,97.90
799.00,97.85
798.00,97.83
797.00,97.82
796.00,97.77
795.00,97.70
794.00,97.64
793.00,97.60
792.00,97.58
791.00,97.55
790.00,97.53
789.00,97.52
788.00,97.51
787.00,97.50
786.00,97.49
785.00,97.49
784.00,97.47
783.00,97.44
782.00,97.41
781.00,97.38
780.00,97.32
779.00,97.24
778.00,97.15
777.00,97.09
776.00,97.04
775.00,97.01
774.00,96.98
773.00,96.97
772.00,96.94
771.00,96.90
770.00,96.88
769.00,96.88
768.00,96.90
767.00,96.89
766.00,96.85
765.00,96.82
764.00,96.80
763.00,96.77
762.00,96.72
761.00,96.67
760.00,96.62
759.00,96.56
758.00,96.52
757.00,96.52
756.00,96.52
755.00,96.48
754.00,96.39
753.00,96.31
752.00,96.28
751.00,96.28
750.00,96.25
749.00,96.19
748.00,96.14
747.00,96.13
746.00,96.15
745.00,96.18
744.00,96.19
743.00,96.18
742.00,96.12
741.00,96.04
740.00,95.98
739.00,95.94
738.00,95.88
737.00,95.82
736.00,95.77
735.00,95.76
734.00,95.77
733.00,95.77
732.00,95.76
731.00,95.77
730.00,95.80
729.00,95.82
728.00,95.80
727.00,95.73
726.00,95.64
725.00,95.58
724.00,95.57
723.00,95.56
722.00,95.50
721.00,95.38
720.00,95.27
719.00,95.24
718.00,95.26
717.00,95.25
716.00,95.20
715.00,95.13
714.00,95.08
713.00,95.05
712.00,95.03
711.00,95.00
710.00,94.96
709.00,94.90
708.00,94.82
707.00,94.74
706.00,94.65
705.00,94.55
704.00,94.45
703.00,94.41
702.00,94.42
701.00,94.41
700.00,94.35
699.00,94.24
698.00,94.17
697.00,94.17
696.00,94.22
695.00,94.27
694.00,94.27
693.00,94.24
692.00,94.22
691.00,94.23
690.00,94.29
689.00,94.31
688.00,94.24
687.00,94.09
686.00,93.94
685.00,93.86
684.00,93.84
683.00,93.83
682.00,93.81
681.00,93.80
680.00,93.81
679.00,93.84
678.00,93.86
677.00,93.83
676.00,93.75
675.00,93.67
674.00,93.64
673.00,93.61
672.00,93.53
671.00,93.39
670.00,93.26
669.00,93.24
668.00,93.34
667.00,93.34
666.00,93.22
665.00,93.14
664.00,93.11
663.00,93.09
662.00,93.05
661.00,93.01
660.00,92.96
659.00,92.92
658.00,92.89
657.00,92.92
656.00,92.99
655.00,93.04
654.00,93.02
653.00,92.97
652.00,92.94
651.00,92.93
650.00,92.88
649.00,92.78
648.00,92.65
647.00,92.56
646.00,92.57
645.00,92.68
644.00,92.85
643.00,92.96
642.00,92.93
641.00,92.79
640.00,92.59
639.00,92.38
638.00,92.16
637.00,92.00
636.00,91.96
635.00,92.03
634.00,92.09
633.00,92.08
632.00,92.03
631.00,91.98
630.00,91.94
629.00,91.98
628.00,92.19
627.00,92.52
626.00,92.77
625.00,92.74
624.00,92.47
623.00,92.16
622.00,91.91
621.00,91.74
620.00,91.70
619.00,91.84
618.00,92.10
617.00,92.28
616.00,92.23
615.00,91.98
614.00,91.66
613.00,91.42
612.00,91.44
611.00,91.68
610.00,91.93
609.00,92.02
608.00,92.04
607.00,92.12
606.00,92.19
605.00,92.05
604.00,91.70
603.00,91.44
602.00,91.48
601.00,91.78
600.00,92.14
599.00,92.42
598.00,92.55
597.00,92.49
596.00,92.35
595.00,92.20
594.00,92.03
593.00,91.76
592.00,91.46
591.00,91.37
590.00,91.48
589.00,91.49
588.00,91.13
587.00,90.61
586.00,90.37
585.00,90.68
584.00,91.42
583.00,92.14
582.00,92.35
581.00,91.87
580.00,91.11
579.00,90.77
578.00,91.12
577.00,91.63
576.00,91.75
575.00,91.50
574.00,91.31
573.00,91.26
572.00,91.22
571.00,91.25
570.00,91.43
569.00,91.59
568.00,91.41
567.00,90.95
566.00,90.54
565.00,90.29
564.00,90.06
563.00,89.83
562.00,89.68
561.00,89.51
560.00,89.21
559.00,89.00
558.00,89.21
557.00,89.75
556.00,90.17
555.00,90.24
554.00,90.16
553.00,90.14
552.00,90.06
551.00,89.85
550.00,89.70
