Created as New Dataset,16.2 Bombyx mori
cm-1,%T
898.00,90.44
897.00,90.43
896.00,90.43
895.00,90.43
894.00,90.44
893.00,90.45
892.00,90.48
891.00,90.50
890.00,90.52
889.00,90.54
888.00,90.56
887.00,90.56
886.00,90.56
885.00,90.57
884.00,90.59
883.00,90.61
882.00,90.62
881.00,90.62
880.00,90.62
879.00,90.62
878.00,90.63
877.00,90.64
876.00,90.64
875.00,90.63
874.00,90.63
873.00,90.65
872.00,90.68
871.00,90.71
870.00,90.74
869.00,90.76
868.00,90.77
867.00,90.79
866.00,90.80
865.00,90.80
864.00,90.79
863.00,90.74
862.00,90.65
861.00,90.54
860.00,90.43
859.00,90.32
858.00,90.23
857.00,90.17
856.00,90.11
855.00,90.06
854.00,90.01
853.00,89.96
852.00,89.93
851.00,89.92
850.00,89.92
849.00,89.94
848.00,89.97
847.00,89.99
846.00,90.01
845.00,90.02
844.00,90.03
843.00,90.02
842.00,89.99
841.00,89.94
840.00,89.86
839.00,89.77
838.00,89.70
837.00,89.66
836.00,89.61
835.00,89.54
834.00,89.45
833.00,89.36
832.00,89.29
831.00,89.24
830.00,89.20
829.00,89.16
828.00,89.14
827.00,89.14
826.00,89.13
825.00,89.12
824.00,89.12
823.00,89.13
822.00,89.17
821.00,89.21
820.00,89.23
819.00,89.21
818.00,89.18
817.00,89.15
816.00,89.11
815.00,89.07
814.00,89.04
813.00,89.02
812.00,89.00
811.00,89.00
810.00,88.99
809.00,88.99
808.00,88.99
807.00,89.00
806.00,89.02
805.00,89.03
804.00,89.02
803.00,88.99
802.00,88.96
801.00,88.92
800.00,88.86
799.00,88.79
798.00,88.75
797.00,88.75
796.00,88.74
795.00,88.72
794.00,88.67
793.00,88.62
792.00,88.57
791.00,88.51
790.00,88.45
789.00,88.36
788.00,88.26
787.00,88.14
786.00,88.01
785.00,87.90
784.00,87.81
783.00,87.76
782.00,87.73
781.00,87.69
780.00,87.62
779.00,87.53
778.00,87.44
777.00,87.37
776.00,87.31
775.00,87.24
774.00,87.15
773.00,87.02
772.00,86.86
771.00,86.70
770.00,86.57
769.00,86.47
768.00,86.38
767.00,86.28
766.00,86.18
765.00,86.08
764.00,86.01
763.00,85.96
762.00,85.92
761.00,85.89
760.00,85.83
759.00,85.75
758.00,85.67
757.00,85.58
756.00,85.50
755.00,85.40
754.00,85.28
753.00,85.15
752.00,85.03
751.00,84.93
750.00,84.83
749.00,84.71
748.00,84.57
747.00,84.43
746.00,84.29
745.00,84.15
744.00,84.01
743.00,83.85
742.00,83.66
741.00,83.45
740.00,83.24
739.00,83.03
738.00,82.84
737.00,82.66
736.00,82.49
735.00,82.32
734.00,82.13
733.00,81.94
732.00,81.73
731.00,81.52
730.00,81.32
729.00,81.11
728.00,80.91
727.00,80.70
726.00,80.51
725.00,80.32
724.00,80.13
723.00,79.96
722.00,79.78
721.00,79.61
720.00,79.43
719.00,79.27
718.00,79.12
717.00,78.99
716.00,78.86
715.00,78.72
714.00,78.56
713.00,78.39
712.00,78.21
711.00,78.03
710.00,77.86
709.00,77.72
708.00,77.60
707.00,77.49
706.00,77.35
705.00,77.18
704.00,77.00
703.00,76.83
702.00,76.68
701.00,76.53
700.00,76.39
699.00,76.25
698.00,76.11
697.00,75.95
696.00,75.79
695.00,75.66
694.00,75.57
693.00,75.51
692.00,75.44
691.00,75.37
690.00,75.32
689.00,75.27
688.00,75.19
687.00,75.10
686.00,74.99
685.00,74.89
684.00,74.82
683.00,74.80
682.00,74.82
681.00,74.83
680.00,74.78
679.00,74.67
678.00,74.58
677.00,74.54
676.00,74.55
675.00,74.54
674.00,74.51
673.00,74.50
672.00,74.55
671.00,74.64
670.00,74.70
669.00,74.60
668.00,74.30
667.00,74.10
666.00,74.13
665.00,74.25
664.00,74.31
663.00,74.26
662.00,74.11
661.00,73.93
660.00,73.75
659.00,73.60
658.00,73.49
657.00,73.41
656.00,73.35
655.00,73.31
654.00,73.28
653.00,73.23
652.00,73.14
651.00,73.02
650.00,72.90
649.00,72.77
648.00,72.62
647.00,72.46
646.00,72.31
645.00,72.14
644.00,71.93
643.00,71.70
642.00,71.49
641.00,71.34
640.00,71.28
639.00,71.29
638.00,71.32
637.00,71.32
636.00,71.25
635.00,71.14
634.00,70.97
633.00,70.71
632.00,70.42
631.00,70.22
630.00,70.15
629.00,70.14
628.00,70.11
627.00,70.08
626.00,70.10
625.00,70.17
624.00,70.22
623.00,70.27
622.00,70.33
621.00,70.41
620.00,70.47
619.00,70.48
618.00,70.46
617.00,70.36
616.00,70.20
615.00,70.03
614.00,69.92
613.00,69.85
612.00,69.85
611.00,69.96
610.00,70.13
609.00,70.17
608.00,70.03
607.00,69.89
606.00,69.95
605.00,70.22
604.00,70.56
603.00,70.93
602.00,71.31
601.00,71.64
600.00,71.74
599.00,71.59
598.00,71.34
597.00,71.18
596.00,71.18
595.00,71.29
594.00,71.37
593.00,71.28
592.00,71.01
591.00,70.78
590.00,70.82
589.00,71.14
588.00,71.53
587.00,71.74
586.00,71.76
585.00,71.71
584.00,71.68
583.00,71.71
582.00,71.79
581.00,71.83
580.00,71.74
579.00,71.59
578.00,71.52
577.00,71.55
576.00,71.62
575.00,71.74
574.00,72.01
573.00,72.29
572.00,72.30
571.00,72.02
570.00,71.82
569.00,71.90
568.00,71.99
567.00,71.73
566.00,71.10
565.00,70.41
564.00,69.82
563.00,69.34
562.00,69.08
561.00,69.14
560.00,69.34
559.00,69.29
558.00,68.76
557.00,67.92
556.00,67.07
555.00,66.38
554.00,65.81
553.00,65.26
552.00,64.72
551.00,64.26
550.00,63.88
