Created as New Dataset,103. Du Pont (Red thread)
cm-1,%T
899.00,93.05
898.00,93.01
897.00,93.12
896.00,93.40
895.00,93.79
894.00,94.22
893.00,94.61
892.00,94.93
891.00,95.19
890.00,95.41
889.00,95.60
888.00,95.75
887.00,95.87
886.00,95.98
885.00,96.07
884.00,96.15
883.00,96.20
882.00,96.24
881.00,96.30
880.00,96.37
879.00,96.42
878.00,96.45
877.00,96.46
876.00,96.46
875.00,96.48
874.00,96.51
873.00,96.56
872.00,96.62
871.00,96.68
870.00,96.73
869.00,96.77
868.00,96.79
867.00,96.81
866.00,96.84
865.00,96.89
864.00,96.94
863.00,96.96
862.00,96.96
861.00,96.97
860.00,97.01
859.00,97.06
858.00,97.09
857.00,97.11
856.00,97.11
855.00,97.10
854.00,97.10
853.00,97.10
852.00,97.10
851.00,97.10
850.00,97.11
849.00,97.13
848.00,97.15
847.00,97.15
846.00,97.14
845.00,97.13
844.00,97.14
843.00,97.15
842.00,97.16
841.00,97.14
840.00,97.13
839.00,97.12
838.00,97.11
837.00,97.10
836.00,97.08
835.00,97.06
834.00,97.05
833.00,97.05
832.00,97.08
831.00,97.10
830.00,97.09
829.00,97.07
828.00,97.04
827.00,97.03
826.00,97.02
825.00,97.01
824.00,97.00
823.00,96.98
822.00,96.95
821.00,96.94
820.00,96.94
819.00,96.94
818.00,96.94
817.00,96.94
816.00,96.96
815.00,97.00
814.00,97.02
813.00,97.03
812.00,97.03
811.00,97.04
810.00,97.05
809.00,97.05
808.00,97.03
807.00,97.03
806.00,97.04
805.00,97.04
804.00,96.99
803.00,96.91
802.00,96.82
801.00,96.77
800.00,96.77
799.00,96.77
798.00,96.75
797.00,96.69
796.00,96.61
795.00,96.53
794.00,96.48
793.00,96.43
792.00,96.40
791.00,96.39
790.00,96.39
789.00,96.41
788.00,96.43
787.00,96.43
786.00,96.40
785.00,96.35
784.00,96.31
783.00,96.30
782.00,96.31
781.00,96.32
780.00,96.29
779.00,96.24
778.00,96.19
777.00,96.17
776.00,96.18
775.00,96.20
774.00,96.20
773.00,96.18
772.00,96.11
771.00,96.00
770.00,95.90
769.00,95.85
768.00,95.83
767.00,95.82
766.00,95.78
765.00,95.71
764.00,95.63
763.00,95.56
762.00,95.49
761.00,95.42
760.00,95.34
759.00,95.26
758.00,95.20
757.00,95.12
756.00,95.02
755.00,94.93
754.00,94.89
753.00,94.90
752.00,94.92
751.00,94.92
750.00,94.88
749.00,94.80
748.00,94.70
747.00,94.62
746.00,94.57
745.00,94.56
744.00,94.53
743.00,94.46
742.00,94.36
741.00,94.25
740.00,94.15
739.00,94.05
738.00,93.95
737.00,93.85
736.00,93.72
735.00,93.57
734.00,93.46
733.00,93.38
732.00,93.31
731.00,93.20
730.00,93.01
729.00,92.78
728.00,92.54
727.00,92.31
726.00,92.07
725.00,91.80
724.00,91.51
723.00,91.25
722.00,91.07
721.00,90.98
720.00,90.99
719.00,91.04
718.00,91.09
717.00,91.13
716.00,91.17
715.00,91.21
714.00,91.25
713.00,91.30
712.00,91.32
711.00,91.31
710.00,91.28
709.00,91.23
708.00,91.17
707.00,91.11
706.00,91.05
705.00,90.97
704.00,90.90
703.00,90.85
702.00,90.82
701.00,90.78
700.00,90.74
699.00,90.68
698.00,90.63
697.00,90.58
696.00,90.54
695.00,90.50
694.00,90.47
693.00,90.45
692.00,90.45
691.00,90.48
690.00,90.52
689.00,90.57
688.00,90.63
687.00,90.70
686.00,90.79
685.00,90.89
684.00,90.97
683.00,91.05
682.00,91.13
681.00,91.22
680.00,91.32
679.00,91.42
678.00,91.51
677.00,91.58
676.00,91.62
675.00,91.67
674.00,91.73
673.00,91.78
672.00,91.79
671.00,91.74
670.00,91.67
669.00,91.65
668.00,91.79
667.00,92.00
666.00,92.12
665.00,92.12
664.00,92.09
663.00,92.11
662.00,92.19
661.00,92.27
660.00,92.30
659.00,92.26
658.00,92.20
657.00,92.17
656.00,92.17
655.00,92.19
654.00,92.21
653.00,92.21
652.00,92.18
651.00,92.12
650.00,92.02
649.00,91.90
648.00,91.81
647.00,91.78
646.00,91.82
645.00,91.86
644.00,91.85
643.00,91.79
642.00,91.71
641.00,91.64
640.00,91.60
639.00,91.61
638.00,91.66
637.00,91.67
636.00,91.59
635.00,91.46
634.00,91.40
633.00,91.48
632.00,91.67
631.00,91.84
630.00,91.92
629.00,91.88
628.00,91.85
627.00,91.92
626.00,92.10
625.00,92.32
624.00,92.54
623.00,92.74
622.00,92.89
621.00,92.88
620.00,92.67
619.00,92.38
618.00,92.17
617.00,92.16
616.00,92.37
615.00,92.76
614.00,93.13
613.00,93.17
612.00,92.81
611.00,92.30
610.00,91.98
609.00,91.96
608.00,92.11
607.00,92.29
606.00,92.43
605.00,92.47
604.00,92.44
603.00,92.52
602.00,92.83
601.00,93.24
600.00,93.37
599.00,93.08
598.00,92.64
597.00,92.35
596.00,92.17
595.00,91.91
594.00,91.58
593.00,91.37
592.00,91.40
591.00,91.58
590.00,91.75
589.00,91.87
588.00,91.98
587.00,92.03
586.00,91.90
585.00,91.54
584.00,91.09
583.00,90.80
582.00,90.81
581.00,91.00
580.00,91.23
579.00,91.47
578.00,91.82
577.00,92.23
576.00,92.55
575.00,92.67
574.00,92.58
573.00,92.28
572.00,91.82
571.00,91.41
570.00,91.31
569.00,91.52
568.00,91.83
567.00,92.17
566.00,92.57
565.00,92.89
564.00,92.79
563.00,92.22
562.00,91.61
561.00,91.40
560.00,91.50
559.00,91.42
558.00,90.90
557.00,90.21
556.00,89.87
555.00,90.23
554.00,91.07
553.00,91.85
552.00,92.19
551.00,92.06
550.00,91.67
