Created as New Dataset,65. Modacrylic Toray
cm-1,%T
894.00,94.52
893.00,94.52
892.00,94.53
891.00,94.54
890.00,94.54
889.00,94.55
888.00,94.57
887.00,94.60
886.00,94.64
885.00,94.66
884.00,94.67
883.00,94.68
882.00,94.69
881.00,94.69
880.00,94.68
879.00,94.67
878.00,94.67
877.00,94.68
876.00,94.67
875.00,94.67
874.00,94.67
873.00,94.71
872.00,94.76
871.00,94.82
870.00,94.85
869.00,94.86
868.00,94.87
867.00,94.90
866.00,94.93
865.00,94.96
864.00,94.97
863.00,94.97
862.00,94.95
861.00,94.96
860.00,94.98
859.00,95.01
858.00,95.02
857.00,95.03
856.00,95.02
855.00,95.01
854.00,95.01
853.00,95.00
852.00,94.99
851.00,94.96
850.00,94.94
849.00,94.93
848.00,94.91
847.00,94.88
846.00,94.86
845.00,94.86
844.00,94.87
843.00,94.86
842.00,94.85
841.00,94.85
840.00,94.87
839.00,94.92
838.00,94.99
837.00,95.03
836.00,95.02
835.00,94.98
834.00,94.94
833.00,94.92
832.00,94.92
831.00,94.93
830.00,94.96
829.00,94.99
828.00,95.02
827.00,95.04
826.00,95.05
825.00,95.06
824.00,95.07
823.00,95.09
822.00,95.11
821.00,95.14
820.00,95.17
819.00,95.20
818.00,95.22
817.00,95.20
816.00,95.16
815.00,95.10
814.00,95.06
813.00,95.05
812.00,95.07
811.00,95.10
810.00,95.11
809.00,95.13
808.00,95.15
807.00,95.17
806.00,95.16
805.00,95.13
804.00,95.08
803.00,95.04
802.00,95.02
801.00,95.00
800.00,94.99
799.00,94.99
798.00,94.99
797.00,94.99
796.00,94.99
795.00,95.01
794.00,95.02
793.00,95.01
792.00,94.99
791.00,94.98
790.00,94.99
789.00,95.03
788.00,95.08
787.00,95.11
786.00,95.11
785.00,95.10
784.00,95.06
783.00,95.01
782.00,94.97
781.00,94.95
780.00,94.96
779.00,94.99
778.00,95.02
777.00,95.02
776.00,95.00
775.00,94.96
774.00,94.92
773.00,94.88
772.00,94.85
771.00,94.83
770.00,94.83
769.00,94.83
768.00,94.85
767.00,94.87
766.00,94.90
765.00,94.94
764.00,94.97
763.00,94.99
762.00,95.00
761.00,95.00
760.00,94.99
759.00,94.97
758.00,94.94
757.00,94.92
756.00,94.92
755.00,94.93
754.00,94.94
753.00,94.92
752.00,94.87
751.00,94.83
750.00,94.80
749.00,94.78
748.00,94.77
747.00,94.77
746.00,94.77
745.00,94.78
744.00,94.77
743.00,94.74
742.00,94.70
741.00,94.65
740.00,94.58
739.00,94.51
738.00,94.45
737.00,94.39
736.00,94.34
735.00,94.30
734.00,94.26
733.00,94.22
732.00,94.16
731.00,94.10
730.00,94.03
729.00,93.97
728.00,93.91
727.00,93.86
726.00,93.84
725.00,93.84
724.00,93.84
723.00,93.78
722.00,93.67
721.00,93.54
720.00,93.44
719.00,93.41
718.00,93.39
717.00,93.36
716.00,93.30
715.00,93.23
714.00,93.19
713.00,93.20
712.00,93.25
711.00,93.29
710.00,93.30
709.00,93.27
708.00,93.20
707.00,93.13
706.00,93.09
705.00,93.09
704.00,93.14
703.00,93.20
702.00,93.25
701.00,93.29
700.00,93.33
699.00,93.37
698.00,93.42
697.00,93.48
696.00,93.52
695.00,93.52
694.00,93.50
693.00,93.49
692.00,93.48
691.00,93.48
690.00,93.47
689.00,93.40
688.00,93.29
687.00,93.18
686.00,93.11
685.00,93.09
684.00,93.09
683.00,93.05
682.00,92.98
681.00,92.87
680.00,92.76
679.00,92.64
678.00,92.51
677.00,92.36
676.00,92.18
675.00,92.01
674.00,91.88
673.00,91.79
672.00,91.74
671.00,91.70
670.00,91.62
669.00,91.45
668.00,91.21
667.00,91.07
666.00,91.04
665.00,91.02
664.00,90.97
663.00,90.90
662.00,90.87
661.00,90.88
660.00,90.86
659.00,90.78
658.00,90.64
657.00,90.49
656.00,90.39
655.00,90.33
654.00,90.25
653.00,90.13
652.00,90.02
651.00,89.97
650.00,89.98
649.00,90.00
648.00,89.99
647.00,89.95
646.00,89.90
645.00,89.86
644.00,89.86
643.00,89.88
642.00,89.89
641.00,89.80
640.00,89.62
639.00,89.45
638.00,89.39
637.00,89.47
636.00,89.63
635.00,89.83
634.00,90.02
633.00,90.15
632.00,90.22
631.00,90.24
630.00,90.29
629.00,90.41
628.00,90.59
627.00,90.71
626.00,90.65
625.00,90.44
624.00,90.23
623.00,90.23
622.00,90.47
621.00,90.79
620.00,91.00
619.00,91.08
618.00,91.09
617.00,91.03
616.00,90.89
615.00,90.70
614.00,90.60
613.00,90.67
612.00,90.89
611.00,91.14
610.00,91.27
609.00,91.25
608.00,91.15
607.00,91.10
606.00,91.14
605.00,91.22
604.00,91.31
603.00,91.52
602.00,91.90
601.00,92.29
600.00,92.45
599.00,92.28
598.00,91.92
597.00,91.60
596.00,91.40
595.00,91.31
594.00,91.29
593.00,91.29
592.00,91.18
591.00,90.91
590.00,90.56
589.00,90.38
588.00,90.47
587.00,90.74
586.00,90.96
585.00,90.99
584.00,90.85
583.00,90.67
582.00,90.57
581.00,90.63
580.00,90.78
579.00,90.83
578.00,90.69
577.00,90.47
576.00,90.47
575.00,90.88
574.00,91.52
573.00,92.08
572.00,92.39
571.00,92.47
570.00,92.51
569.00,92.66
568.00,92.88
567.00,92.92
566.00,92.64
565.00,92.22
564.00,91.97
563.00,91.98
562.00,92.02
561.00,91.87
560.00,91.63
559.00,91.63
558.00,92.02
557.00,92.49
556.00,92.66
555.00,92.49
554.00,92.33
553.00,92.46
552.00,92.63
551.00,92.38
550.00,91.65
