Created as New Dataset,68 Waxman (Black)
cm-1,%T
901.00,90.90
900.00,90.92
899.00,90.92
898.00,90.91
897.00,90.90
896.00,90.89
895.00,90.89
894.00,90.89
893.00,90.88
892.00,90.88
891.00,90.90
890.00,90.92
889.00,90.94
888.00,90.95
887.00,90.96
886.00,90.97
885.00,90.97
884.00,90.98
883.00,90.98
882.00,90.98
881.00,90.97
880.00,90.96
879.00,90.95
878.00,90.94
877.00,90.91
876.00,90.88
875.00,90.86
874.00,90.87
873.00,90.88
872.00,90.90
871.00,90.93
870.00,90.96
869.00,90.99
868.00,91.00
867.00,91.01
866.00,91.02
865.00,91.02
864.00,91.01
863.00,91.00
862.00,91.01
861.00,91.05
860.00,91.08
859.00,91.08
858.00,91.06
857.00,91.05
856.00,91.04
855.00,91.02
854.00,90.99
853.00,90.98
852.00,90.98
851.00,90.99
850.00,91.00
849.00,91.03
848.00,91.05
847.00,91.07
846.00,91.07
845.00,91.04
844.00,91.02
843.00,91.02
842.00,91.05
841.00,91.10
840.00,91.14
839.00,91.16
838.00,91.17
837.00,91.20
836.00,91.24
835.00,91.28
834.00,91.34
833.00,91.39
832.00,91.45
831.00,91.50
830.00,91.52
829.00,91.50
828.00,91.47
827.00,91.43
826.00,91.41
825.00,91.40
824.00,91.40
823.00,91.41
822.00,91.43
821.00,91.46
820.00,91.49
819.00,91.50
818.00,91.50
817.00,91.47
816.00,91.44
815.00,91.41
814.00,91.40
813.00,91.41
812.00,91.42
811.00,91.42
810.00,91.41
809.00,91.37
808.00,91.34
807.00,91.32
806.00,91.33
805.00,91.34
804.00,91.35
803.00,91.35
802.00,91.35
801.00,91.34
800.00,91.33
799.00,91.31
798.00,91.30
797.00,91.28
796.00,91.25
795.00,91.23
794.00,91.21
793.00,91.20
792.00,91.20
791.00,91.21
790.00,91.20
789.00,91.17
788.00,91.13
787.00,91.10
786.00,91.08
785.00,91.05
784.00,91.01
783.00,90.97
782.00,90.95
781.00,90.96
780.00,90.97
779.00,90.97
778.00,90.96
777.00,90.93
776.00,90.90
775.00,90.88
774.00,90.90
773.00,90.93
772.00,90.95
771.00,90.96
770.00,90.96
769.00,90.96
768.00,90.97
767.00,90.98
766.00,91.00
765.00,91.03
764.00,91.06
763.00,91.10
762.00,91.11
761.00,91.11
760.00,91.10
759.00,91.11
758.00,91.13
757.00,91.16
756.00,91.21
755.00,91.27
754.00,91.33
753.00,91.38
752.00,91.43
751.00,91.47
750.00,91.49
749.00,91.49
748.00,91.49
747.00,91.48
746.00,91.47
745.00,91.47
744.00,91.50
743.00,91.55
742.00,91.63
741.00,91.71
740.00,91.76
739.00,91.78
738.00,91.78
737.00,91.78
736.00,91.78
735.00,91.77
734.00,91.76
733.00,91.77
732.00,91.78
731.00,91.78
730.00,91.75
729.00,91.71
728.00,91.69
727.00,91.68
726.00,91.67
725.00,91.65
724.00,91.62
723.00,91.59
722.00,91.59
721.00,91.60
720.00,91.63
719.00,91.65
718.00,91.64
717.00,91.61
716.00,91.55
715.00,91.47
714.00,91.37
713.00,91.26
712.00,91.16
711.00,91.06
710.00,90.95
709.00,90.84
708.00,90.70
707.00,90.54
706.00,90.38
705.00,90.27
704.00,90.19
703.00,90.12
702.00,90.01
701.00,89.86
700.00,89.69
699.00,89.54
698.00,89.42
697.00,89.33
696.00,89.28
695.00,89.27
694.00,89.29
693.00,89.34
692.00,89.38
691.00,89.40
690.00,89.37
689.00,89.34
688.00,89.32
687.00,89.34
686.00,89.37
685.00,89.40
684.00,89.40
683.00,89.38
682.00,89.34
681.00,89.30
680.00,89.31
679.00,89.39
678.00,89.49
677.00,89.54
676.00,89.54
675.00,89.52
674.00,89.52
673.00,89.55
672.00,89.59
671.00,89.63
670.00,89.66
669.00,89.64
668.00,89.64
667.00,89.68
666.00,89.70
665.00,89.66
664.00,89.61
663.00,89.54
662.00,89.50
661.00,89.48
660.00,89.50
659.00,89.53
658.00,89.50
657.00,89.32
656.00,89.02
655.00,88.72
654.00,88.52
653.00,88.43
652.00,88.40
651.00,88.37
650.00,88.34
649.00,88.28
648.00,88.18
647.00,88.02
646.00,87.81
645.00,87.55
644.00,87.29
643.00,87.08
642.00,86.94
641.00,86.78
640.00,86.58
639.00,86.39
638.00,86.24
637.00,86.09
636.00,85.89
635.00,85.68
634.00,85.55
633.00,85.49
632.00,85.45
631.00,85.35
630.00,85.18
629.00,84.91
628.00,84.58
627.00,84.25
626.00,84.02
625.00,83.91
624.00,83.87
623.00,83.89
622.00,83.87
621.00,83.70
620.00,83.41
619.00,83.17
618.00,83.15
617.00,83.27
616.00,83.31
615.00,83.20
614.00,83.03
613.00,82.90
612.00,82.88
611.00,82.96
610.00,83.12
609.00,83.29
608.00,83.45
607.00,83.63
606.00,83.79
605.00,83.80
604.00,83.62
603.00,83.36
602.00,83.18
601.00,83.16
600.00,83.39
599.00,83.84
598.00,84.38
597.00,84.70
596.00,84.67
595.00,84.42
594.00,84.25
593.00,84.33
592.00,84.65
591.00,85.02
590.00,85.29
589.00,85.42
588.00,85.55
587.00,85.87
586.00,86.27
585.00,86.45
584.00,86.25
583.00,85.93
582.00,85.82
581.00,85.98
580.00,86.22
579.00,86.49
578.00,86.88
577.00,87.38
576.00,87.77
575.00,87.79
574.00,87.52
573.00,87.28
572.00,87.30
571.00,87.54
570.00,87.72
569.00,87.66
568.00,87.45
567.00,87.36
566.00,87.52
565.00,87.84
564.00,88.19
563.00,88.48
562.00,88.62
561.00,88.48
560.00,88.05
559.00,87.45
558.00,86.84
557.00,86.25
556.00,85.72
555.00,85.44
554.00,85.58
553.00,86.01
552.00,86.43
551.00,86.46
550.00,86.06
