Created as New Dataset,Puma stretch viscose (Pink)
cm-1,%T
896.00,86.02
895.00,85.95
894.00,85.95
893.00,86.01
892.00,86.13
891.00,86.30
890.00,86.51
889.00,86.74
888.00,86.98
887.00,87.21
886.00,87.42
885.00,87.60
884.00,87.76
883.00,87.91
882.00,88.04
881.00,88.16
880.00,88.27
879.00,88.35
878.00,88.40
877.00,88.40
876.00,88.35
875.00,88.26
874.00,88.17
873.00,88.14
872.00,88.23
871.00,88.45
870.00,88.74
869.00,89.03
868.00,89.26
867.00,89.43
866.00,89.56
865.00,89.66
864.00,89.73
863.00,89.79
862.00,89.85
861.00,89.91
860.00,89.94
859.00,89.97
858.00,89.99
857.00,90.02
856.00,90.06
855.00,90.07
854.00,90.08
853.00,90.07
852.00,90.06
851.00,90.06
850.00,90.07
849.00,90.07
848.00,90.08
847.00,90.07
846.00,90.07
845.00,90.06
844.00,90.06
843.00,90.06
842.00,90.06
841.00,90.07
840.00,90.07
839.00,90.09
838.00,90.11
837.00,90.12
836.00,90.12
835.00,90.10
834.00,90.08
833.00,90.06
832.00,90.04
831.00,90.02
830.00,89.99
829.00,89.96
828.00,89.91
827.00,89.86
826.00,89.82
825.00,89.79
824.00,89.80
823.00,89.81
822.00,89.81
821.00,89.79
820.00,89.75
819.00,89.72
818.00,89.70
817.00,89.69
816.00,89.66
815.00,89.60
814.00,89.54
813.00,89.49
812.00,89.45
811.00,89.41
810.00,89.38
809.00,89.37
808.00,89.38
807.00,89.40
806.00,89.40
805.00,89.39
804.00,89.38
803.00,89.38
802.00,89.38
801.00,89.37
800.00,89.34
799.00,89.28
798.00,89.20
797.00,89.10
796.00,89.01
795.00,88.95
794.00,88.90
793.00,88.88
792.00,88.87
791.00,88.88
790.00,88.92
789.00,88.98
788.00,89.05
787.00,89.09
786.00,89.09
785.00,89.06
784.00,89.02
783.00,88.99
782.00,88.94
781.00,88.90
780.00,88.87
779.00,88.85
778.00,88.84
777.00,88.81
776.00,88.77
775.00,88.73
774.00,88.69
773.00,88.65
772.00,88.62
771.00,88.61
770.00,88.60
769.00,88.57
768.00,88.52
767.00,88.46
766.00,88.40
765.00,88.34
764.00,88.29
763.00,88.25
762.00,88.21
761.00,88.17
760.00,88.11
759.00,88.07
758.00,88.04
757.00,88.00
756.00,87.93
755.00,87.84
754.00,87.74
753.00,87.64
752.00,87.55
751.00,87.48
750.00,87.43
749.00,87.41
748.00,87.41
747.00,87.42
746.00,87.41
745.00,87.36
744.00,87.29
743.00,87.24
742.00,87.18
741.00,87.09
740.00,86.94
739.00,86.75
738.00,86.55
737.00,86.34
736.00,86.07
735.00,85.71
734.00,85.26
733.00,84.79
732.00,84.35
731.00,83.95
730.00,83.55
729.00,83.11
728.00,82.63
727.00,82.16
726.00,81.77
725.00,81.52
724.00,81.43
723.00,81.49
722.00,81.63
721.00,81.80
720.00,81.97
719.00,82.15
718.00,82.35
717.00,82.58
716.00,82.81
715.00,83.00
714.00,83.14
713.00,83.22
712.00,83.28
711.00,83.34
710.00,83.40
709.00,83.45
708.00,83.49
707.00,83.53
706.00,83.54
705.00,83.55
704.00,83.56
703.00,83.59
702.00,83.64
701.00,83.68
700.00,83.69
699.00,83.68
698.00,83.66
697.00,83.66
696.00,83.70
695.00,83.77
694.00,83.84
693.00,83.88
692.00,83.89
691.00,83.90
690.00,83.92
689.00,83.94
688.00,83.94
687.00,83.90
686.00,83.85
685.00,83.77
684.00,83.68
683.00,83.57
682.00,83.43
681.00,83.23
680.00,82.97
679.00,82.69
678.00,82.40
677.00,82.06
676.00,81.67
675.00,81.25
674.00,80.84
673.00,80.47
672.00,80.19
671.00,80.01
670.00,79.89
669.00,79.71
668.00,79.37
667.00,79.06
666.00,78.88
665.00,78.83
664.00,78.84
663.00,78.90
662.00,79.00
661.00,79.10
660.00,79.17
659.00,79.19
658.00,79.15
657.00,79.11
656.00,79.13
655.00,79.23
654.00,79.36
653.00,79.43
652.00,79.41
651.00,79.32
650.00,79.20
649.00,79.14
648.00,79.17
647.00,79.25
646.00,79.32
645.00,79.32
644.00,79.28
643.00,79.21
642.00,79.11
641.00,78.97
640.00,78.85
639.00,78.84
638.00,78.95
637.00,79.09
636.00,79.17
635.00,79.15
634.00,79.05
633.00,78.90
632.00,78.74
631.00,78.61
630.00,78.54
629.00,78.48
628.00,78.40
627.00,78.28
626.00,78.10
625.00,77.90
624.00,77.79
623.00,77.83
622.00,77.95
621.00,77.95
620.00,77.72
619.00,77.36
618.00,77.06
617.00,76.87
616.00,76.71
615.00,76.50
614.00,76.32
613.00,76.33
612.00,76.59
611.00,76.91
610.00,77.04
609.00,76.88
608.00,76.60
607.00,76.42
606.00,76.42
605.00,76.56
604.00,76.75
603.00,76.85
602.00,76.71
601.00,76.34
600.00,75.96
599.00,75.81
598.00,75.90
597.00,76.07
596.00,76.20
595.00,76.19
594.00,76.01
593.00,75.71
592.00,75.50
591.00,75.53
590.00,75.63
589.00,75.51
588.00,75.21
587.00,75.00
586.00,75.00
585.00,75.03
584.00,74.93
583.00,74.79
582.00,74.73
581.00,74.70
580.00,74.62
579.00,74.62
578.00,74.83
577.00,75.15
576.00,75.40
575.00,75.49
574.00,75.43
573.00,75.33
572.00,75.31
571.00,75.35
570.00,75.21
569.00,74.74
568.00,74.16
567.00,73.77
566.00,73.55
565.00,73.22
564.00,72.83
563.00,72.76
562.00,73.20
561.00,73.92
560.00,74.54
559.00,74.81
558.00,74.59
557.00,73.92
556.00,73.18
555.00,72.75
554.00,72.68
553.00,72.71
552.00,72.82
551.00,73.20
550.00,73.73
