Created as New Dataset,
cm-1,%T
885.00,91.50
884.00,91.58
883.00,91.65
882.00,91.73
881.00,91.82
880.00,91.91
879.00,92.02
878.00,92.12
877.00,92.20
876.00,92.26
875.00,92.29
874.00,92.32
873.00,92.35
872.00,92.39
871.00,92.44
870.00,92.50
869.00,92.56
868.00,92.61
867.00,92.66
866.00,92.70
865.00,92.72
864.00,92.74
863.00,92.78
862.00,92.83
861.00,92.89
860.00,92.92
859.00,92.92
858.00,92.93
857.00,92.96
856.00,93.01
855.00,93.04
854.00,93.05
853.00,93.04
852.00,93.03
851.00,93.03
850.00,93.04
849.00,93.05
848.00,93.07
847.00,93.10
846.00,93.13
845.00,93.15
844.00,93.15
843.00,93.15
842.00,93.16
841.00,93.17
840.00,93.18
839.00,93.18
838.00,93.17
837.00,93.18
836.00,93.21
835.00,93.24
834.00,93.26
833.00,93.27
832.00,93.25
831.00,93.23
830.00,93.22
829.00,93.22
828.00,93.23
827.00,93.23
826.00,93.23
825.00,93.25
824.00,93.27
823.00,93.28
822.00,93.29
821.00,93.28
820.00,93.28
819.00,93.30
818.00,93.34
817.00,93.36
816.00,93.34
815.00,93.31
814.00,93.27
813.00,93.24
812.00,93.23
811.00,93.24
810.00,93.29
809.00,93.35
808.00,93.38
807.00,93.37
806.00,93.33
805.00,93.27
804.00,93.23
803.00,93.23
802.00,93.27
801.00,93.33
800.00,93.37
799.00,93.37
798.00,93.34
797.00,93.30
796.00,93.27
795.00,93.24
794.00,93.21
793.00,93.19
792.00,93.19
791.00,93.20
790.00,93.20
789.00,93.17
788.00,93.13
787.00,93.10
786.00,93.13
785.00,93.18
784.00,93.22
783.00,93.23
782.00,93.22
781.00,93.19
780.00,93.16
779.00,93.15
778.00,93.13
777.00,93.11
776.00,93.09
775.00,93.05
774.00,93.01
773.00,92.98
772.00,92.95
771.00,92.95
770.00,92.96
769.00,92.95
768.00,92.94
767.00,92.93
766.00,92.92
765.00,92.89
764.00,92.85
763.00,92.81
762.00,92.79
761.00,92.75
760.00,92.71
759.00,92.66
758.00,92.63
757.00,92.62
756.00,92.60
755.00,92.60
754.00,92.60
753.00,92.62
752.00,92.63
751.00,92.60
750.00,92.55
749.00,92.47
748.00,92.38
747.00,92.32
746.00,92.29
745.00,92.28
744.00,92.26
743.00,92.23
742.00,92.18
741.00,92.12
740.00,92.08
739.00,92.04
738.00,92.01
737.00,91.96
736.00,91.90
735.00,91.83
734.00,91.78
733.00,91.75
732.00,91.73
731.00,91.70
730.00,91.62
729.00,91.49
728.00,91.33
727.00,91.18
726.00,91.06
725.00,90.97
724.00,90.88
723.00,90.79
722.00,90.67
721.00,90.50
720.00,90.32
719.00,90.15
718.00,90.04
717.00,89.97
716.00,89.91
715.00,89.83
714.00,89.74
713.00,89.62
712.00,89.47
711.00,89.31
710.00,89.20
709.00,89.14
708.00,89.11
707.00,89.10
706.00,89.08
705.00,89.08
704.00,89.06
703.00,89.01
702.00,88.94
701.00,88.86
700.00,88.80
699.00,88.77
698.00,88.77
697.00,88.77
696.00,88.75
695.00,88.72
694.00,88.67
693.00,88.63
692.00,88.61
691.00,88.59
690.00,88.58
689.00,88.56
688.00,88.54
687.00,88.51
686.00,88.47
685.00,88.42
684.00,88.37
683.00,88.32
682.00,88.23
681.00,88.09
680.00,87.93
679.00,87.79
678.00,87.68
677.00,87.54
676.00,87.33
675.00,87.07
674.00,86.80
673.00,86.56
672.00,86.36
671.00,86.20
670.00,86.08
669.00,85.96
668.00,85.77
667.00,85.55
666.00,85.36
665.00,85.22
664.00,85.11
663.00,85.01
662.00,84.93
661.00,84.89
660.00,84.93
659.00,85.06
658.00,85.24
657.00,85.45
656.00,85.64
655.00,85.80
654.00,85.89
653.00,85.91
652.00,85.91
651.00,85.95
650.00,86.03
649.00,86.08
648.00,86.05
647.00,86.00
646.00,85.97
645.00,85.94
644.00,85.91
643.00,85.88
642.00,85.84
641.00,85.78
640.00,85.70
639.00,85.63
638.00,85.57
637.00,85.49
636.00,85.36
635.00,85.23
634.00,85.14
633.00,85.10
632.00,85.10
631.00,85.15
630.00,85.16
629.00,85.07
628.00,84.91
627.00,84.75
626.00,84.60
625.00,84.36
624.00,84.03
623.00,83.76
622.00,83.70
621.00,83.72
620.00,83.60
619.00,83.29
618.00,82.85
617.00,82.41
616.00,82.06
615.00,81.89
614.00,81.86
613.00,81.84
612.00,81.76
611.00,81.73
610.00,81.85
609.00,82.04
608.00,82.19
607.00,82.32
606.00,82.47
605.00,82.66
604.00,82.78
603.00,82.79
602.00,82.66
601.00,82.45
600.00,82.27
599.00,82.24
598.00,82.35
597.00,82.52
596.00,82.72
595.00,82.95
594.00,83.13
593.00,83.18
592.00,83.07
591.00,82.87
590.00,82.57
589.00,82.19
588.00,81.99
587.00,82.20
586.00,82.73
585.00,83.06
584.00,82.89
583.00,82.38
582.00,81.80
581.00,81.27
580.00,80.88
579.00,80.88
578.00,81.30
577.00,81.78
576.00,82.00
575.00,82.03
574.00,82.15
573.00,82.36
572.00,82.52
571.00,82.46
570.00,81.97
569.00,81.03
568.00,80.09
567.00,79.76
566.00,80.04
565.00,80.26
564.00,80.04
563.00,79.68
562.00,79.44
561.00,79.19
560.00,78.79
559.00,78.56
558.00,78.65
557.00,78.79
556.00,78.72
555.00,78.67
554.00,78.71
553.00,78.58
552.00,77.99
551.00,77.68
550.00,77.85
