Created as New Dataset,17.3 Tussah wild blended with camel hair
cm-1,%T
902.00,87.62
901.00,87.60
900.00,87.60
899.00,87.62
898.00,87.65
897.00,87.69
896.00,87.72
895.00,87.74
894.00,87.75
893.00,87.76
892.00,87.76
891.00,87.77
890.00,87.79
889.00,87.80
888.00,87.81
887.00,87.80
886.00,87.78
885.00,87.76
884.00,87.77
883.00,87.77
882.00,87.76
881.00,87.72
880.00,87.67
879.00,87.64
878.00,87.63
877.00,87.64
876.00,87.64
875.00,87.63
874.00,87.60
873.00,87.58
872.00,87.58
871.00,87.58
870.00,87.59
869.00,87.62
868.00,87.65
867.00,87.67
866.00,87.69
865.00,87.70
864.00,87.69
863.00,87.66
862.00,87.60
861.00,87.52
860.00,87.43
859.00,87.36
858.00,87.29
857.00,87.22
856.00,87.13
855.00,87.02
854.00,86.91
853.00,86.83
852.00,86.77
851.00,86.74
850.00,86.73
849.00,86.72
848.00,86.71
847.00,86.67
846.00,86.62
845.00,86.55
844.00,86.48
843.00,86.41
842.00,86.34
841.00,86.25
840.00,86.15
839.00,86.05
838.00,85.96
837.00,85.89
836.00,85.83
835.00,85.76
834.00,85.66
833.00,85.56
832.00,85.46
831.00,85.38
830.00,85.29
829.00,85.23
828.00,85.22
827.00,85.24
826.00,85.28
825.00,85.28
824.00,85.26
823.00,85.21
822.00,85.17
821.00,85.15
820.00,85.14
819.00,85.12
818.00,85.07
817.00,85.01
816.00,84.95
815.00,84.90
814.00,84.85
813.00,84.81
812.00,84.76
811.00,84.71
810.00,84.63
809.00,84.54
808.00,84.43
807.00,84.34
806.00,84.27
805.00,84.23
804.00,84.21
803.00,84.20
802.00,84.16
801.00,84.10
800.00,84.01
799.00,83.91
798.00,83.83
797.00,83.75
796.00,83.69
795.00,83.65
794.00,83.61
793.00,83.56
792.00,83.47
791.00,83.35
790.00,83.19
789.00,83.03
788.00,82.89
787.00,82.76
786.00,82.63
785.00,82.49
784.00,82.32
783.00,82.14
782.00,81.96
781.00,81.82
780.00,81.72
779.00,81.65
778.00,81.60
777.00,81.56
776.00,81.51
775.00,81.47
774.00,81.42
773.00,81.37
772.00,81.30
771.00,81.24
770.00,81.16
769.00,81.07
768.00,80.98
767.00,80.90
766.00,80.83
765.00,80.75
764.00,80.65
763.00,80.55
762.00,80.46
761.00,80.37
760.00,80.29
759.00,80.23
758.00,80.15
757.00,80.06
756.00,79.94
755.00,79.83
754.00,79.71
753.00,79.60
752.00,79.48
751.00,79.37
750.00,79.28
749.00,79.22
748.00,79.18
747.00,79.15
746.00,79.14
745.00,79.12
744.00,79.10
743.00,79.04
742.00,78.95
741.00,78.83
740.00,78.73
739.00,78.67
738.00,78.64
737.00,78.59
736.00,78.50
735.00,78.39
734.00,78.27
733.00,78.12
732.00,77.94
731.00,77.77
730.00,77.65
729.00,77.55
728.00,77.44
727.00,77.32
726.00,77.17
725.00,77.00
724.00,76.81
723.00,76.61
722.00,76.40
721.00,76.17
720.00,75.93
719.00,75.68
718.00,75.42
717.00,75.15
716.00,74.88
715.00,74.62
714.00,74.37
713.00,74.11
712.00,73.83
711.00,73.56
710.00,73.30
709.00,73.05
708.00,72.78
707.00,72.51
706.00,72.27
705.00,72.04
704.00,71.81
703.00,71.57
702.00,71.36
701.00,71.18
700.00,71.03
699.00,70.91
698.00,70.80
697.00,70.69
696.00,70.59
695.00,70.52
694.00,70.48
693.00,70.43
692.00,70.37
691.00,70.29
690.00,70.22
689.00,70.14
688.00,70.07
687.00,70.02
686.00,70.00
685.00,69.97
684.00,69.91
683.00,69.82
682.00,69.72
681.00,69.63
680.00,69.55
679.00,69.48
678.00,69.43
677.00,69.38
676.00,69.35
675.00,69.37
674.00,69.41
673.00,69.40
672.00,69.32
671.00,69.21
670.00,69.11
669.00,69.01
668.00,68.93
667.00,68.88
666.00,68.88
665.00,68.87
664.00,68.82
663.00,68.72
662.00,68.61
661.00,68.51
660.00,68.43
659.00,68.43
658.00,68.48
657.00,68.52
656.00,68.50
655.00,68.47
654.00,68.45
653.00,68.40
652.00,68.30
651.00,68.21
650.00,68.19
649.00,68.22
648.00,68.27
647.00,68.31
646.00,68.32
645.00,68.24
644.00,68.07
643.00,67.93
642.00,67.92
641.00,68.02
640.00,68.08
639.00,68.04
638.00,67.93
637.00,67.79
636.00,67.66
635.00,67.59
634.00,67.58
633.00,67.57
632.00,67.49
631.00,67.34
630.00,67.12
629.00,66.82
628.00,66.48
627.00,66.23
626.00,66.14
625.00,66.11
624.00,66.06
623.00,66.03
622.00,66.06
621.00,65.99
620.00,65.70
619.00,65.29
618.00,64.98
617.00,64.85
616.00,64.83
615.00,64.84
614.00,64.79
613.00,64.62
612.00,64.47
611.00,64.58
610.00,65.00
609.00,65.51
608.00,65.85
607.00,65.95
606.00,65.88
605.00,65.69
604.00,65.36
603.00,64.83
602.00,64.15
601.00,63.62
600.00,63.61
599.00,64.24
598.00,65.08
597.00,65.59
596.00,65.67
595.00,65.66
594.00,65.78
593.00,65.85
592.00,65.67
591.00,65.33
590.00,65.05
589.00,64.85
588.00,64.68
587.00,64.63
586.00,64.78
585.00,65.03
584.00,65.26
583.00,65.41
582.00,65.39
581.00,65.18
580.00,64.97
579.00,65.02
578.00,65.17
577.00,64.99
576.00,64.52
575.00,64.21
574.00,64.07
573.00,63.57
572.00,62.63
571.00,61.97
570.00,62.15
569.00,62.85
568.00,63.55
567.00,64.13
566.00,64.56
565.00,64.61
564.00,64.28
563.00,63.93
562.00,63.85
561.00,63.79
560.00,63.51
559.00,63.07
558.00,62.58
557.00,61.98
556.00,61.44
555.00,61.44
554.00,62.03
553.00,62.58
552.00,62.53
551.00,62.12
550.00,61.80
