Created as New Dataset,Bio-Couture Worsted 48/2 White
cm-1,%T
899.00,92.75
898.00,92.76
897.00,92.76
896.00,92.77
895.00,92.77
894.00,92.76
893.00,92.75
892.00,92.73
891.00,92.73
890.00,92.72
889.00,92.69
888.00,92.66
887.00,92.63
886.00,92.63
885.00,92.66
884.00,92.69
883.00,92.70
882.00,92.67
881.00,92.63
880.00,92.60
879.00,92.58
878.00,92.59
877.00,92.60
876.00,92.61
875.00,92.61
874.00,92.58
873.00,92.56
872.00,92.53
871.00,92.52
870.00,92.53
869.00,92.54
868.00,92.55
867.00,92.57
866.00,92.59
865.00,92.59
864.00,92.57
863.00,92.54
862.00,92.51
861.00,92.49
860.00,92.49
859.00,92.47
858.00,92.43
857.00,92.39
856.00,92.35
855.00,92.34
854.00,92.33
853.00,92.32
852.00,92.28
851.00,92.23
850.00,92.19
849.00,92.18
848.00,92.19
847.00,92.19
846.00,92.17
845.00,92.13
844.00,92.09
843.00,92.06
842.00,92.03
841.00,92.00
840.00,91.97
839.00,91.92
838.00,91.88
837.00,91.85
836.00,91.83
835.00,91.82
834.00,91.79
833.00,91.74
832.00,91.68
831.00,91.61
830.00,91.56
829.00,91.54
828.00,91.54
827.00,91.56
826.00,91.59
825.00,91.58
824.00,91.54
823.00,91.50
822.00,91.48
821.00,91.49
820.00,91.51
819.00,91.51
818.00,91.48
817.00,91.43
816.00,91.39
815.00,91.37
814.00,91.37
813.00,91.36
812.00,91.34
811.00,91.31
810.00,91.28
809.00,91.27
808.00,91.26
807.00,91.25
806.00,91.21
805.00,91.14
804.00,91.05
803.00,90.97
802.00,90.90
801.00,90.84
800.00,90.79
799.00,90.75
798.00,90.74
797.00,90.74
796.00,90.73
795.00,90.72
794.00,90.73
793.00,90.74
792.00,90.75
791.00,90.72
790.00,90.67
789.00,90.61
788.00,90.55
787.00,90.50
786.00,90.44
785.00,90.39
784.00,90.37
783.00,90.37
782.00,90.37
781.00,90.33
780.00,90.25
779.00,90.16
778.00,90.09
777.00,90.05
776.00,90.03
775.00,90.00
774.00,89.96
773.00,89.90
772.00,89.85
771.00,89.81
770.00,89.80
769.00,89.77
768.00,89.72
767.00,89.65
766.00,89.57
765.00,89.50
764.00,89.45
763.00,89.41
762.00,89.39
761.00,89.39
760.00,89.38
759.00,89.36
758.00,89.30
757.00,89.21
756.00,89.13
755.00,89.07
754.00,89.02
753.00,88.97
752.00,88.91
751.00,88.83
750.00,88.77
749.00,88.72
748.00,88.69
747.00,88.66
746.00,88.62
745.00,88.57
744.00,88.52
743.00,88.48
742.00,88.44
741.00,88.40
740.00,88.38
739.00,88.37
738.00,88.37
737.00,88.35
736.00,88.34
735.00,88.34
734.00,88.33
733.00,88.26
732.00,88.12
731.00,87.98
730.00,87.89
729.00,87.87
728.00,87.89
727.00,87.88
726.00,87.83
725.00,87.74
724.00,87.65
723.00,87.57
722.00,87.51
721.00,87.45
720.00,87.38
719.00,87.30
718.00,87.23
717.00,87.17
716.00,87.12
715.00,87.08
714.00,87.04
713.00,87.00
712.00,86.94
711.00,86.88
710.00,86.81
709.00,86.71
708.00,86.61
707.00,86.53
706.00,86.46
705.00,86.35
704.00,86.20
703.00,86.03
702.00,85.90
701.00,85.81
700.00,85.74
699.00,85.69
698.00,85.67
697.00,85.67
696.00,85.66
695.00,85.65
694.00,85.61
693.00,85.56
692.00,85.50
691.00,85.44
690.00,85.39
689.00,85.36
688.00,85.33
687.00,85.30
686.00,85.27
685.00,85.27
684.00,85.27
683.00,85.25
682.00,85.20
681.00,85.12
680.00,85.02
679.00,84.90
678.00,84.79
677.00,84.71
676.00,84.69
675.00,84.68
674.00,84.63
673.00,84.52
672.00,84.44
671.00,84.43
670.00,84.50
669.00,84.55
668.00,84.44
667.00,84.25
666.00,84.10
665.00,83.98
664.00,83.86
663.00,83.72
662.00,83.61
661.00,83.54
660.00,83.49
659.00,83.43
658.00,83.36
657.00,83.30
656.00,83.31
655.00,83.41
654.00,83.52
653.00,83.55
652.00,83.50
651.00,83.43
650.00,83.36
649.00,83.27
648.00,83.15
647.00,83.06
646.00,83.02
645.00,83.01
644.00,82.96
643.00,82.90
642.00,82.85
641.00,82.78
640.00,82.67
639.00,82.55
638.00,82.47
637.00,82.39
636.00,82.26
635.00,82.09
634.00,81.96
633.00,81.91
632.00,81.96
631.00,82.06
630.00,82.15
629.00,82.18
628.00,82.15
627.00,82.11
626.00,82.05
625.00,81.92
624.00,81.70
623.00,81.47
622.00,81.29
621.00,81.24
620.00,81.36
619.00,81.65
618.00,81.91
617.00,81.85
616.00,81.44
615.00,81.01
614.00,80.86
613.00,80.91
612.00,80.97
611.00,80.96
610.00,80.94
609.00,80.95
608.00,80.96
607.00,80.94
606.00,80.88
605.00,80.84
604.00,80.98
603.00,81.48
602.00,82.26
601.00,82.90
600.00,83.01
599.00,82.59
598.00,81.99
597.00,81.45
596.00,80.98
595.00,80.61
594.00,80.46
593.00,80.54
592.00,80.67
591.00,80.67
590.00,80.62
589.00,80.62
588.00,80.57
587.00,80.32
586.00,79.91
585.00,79.54
584.00,79.37
583.00,79.38
582.00,79.48
581.00,79.60
580.00,79.67
579.00,79.59
578.00,79.39
577.00,79.25
576.00,79.36
575.00,79.69
574.00,80.00
573.00,80.04
572.00,79.78
571.00,79.41
570.00,79.08
569.00,78.76
568.00,78.41
567.00,78.12
566.00,77.98
565.00,77.95
564.00,77.98
563.00,78.15
562.00,78.56
561.00,79.07
560.00,79.40
559.00,79.33
558.00,78.92
557.00,78.46
556.00,78.23
555.00,78.36
554.00,78.71
553.00,79.04
552.00,79.08
551.00,78.74
550.00,78.22
