Created as New Dataset,186 Acordis Fibres
cm-1,%T
904.00,77.51
903.00,77.29
902.00,77.09
901.00,76.90
900.00,76.71
899.00,76.53
898.00,76.35
897.00,76.18
896.00,76.02
895.00,75.89
894.00,75.84
893.00,75.85
892.00,75.93
891.00,76.05
890.00,76.19
889.00,76.36
888.00,76.56
887.00,76.80
886.00,77.06
885.00,77.32
884.00,77.56
883.00,77.78
882.00,78.01
881.00,78.26
880.00,78.48
879.00,78.66
878.00,78.80
877.00,78.93
876.00,79.08
875.00,79.26
874.00,79.44
873.00,79.60
872.00,79.73
871.00,79.85
870.00,79.96
869.00,80.06
868.00,80.16
867.00,80.26
866.00,80.36
865.00,80.46
864.00,80.55
863.00,80.62
862.00,80.66
861.00,80.69
860.00,80.74
859.00,80.80
858.00,80.86
857.00,80.90
856.00,80.92
855.00,80.97
854.00,81.02
853.00,81.07
852.00,81.11
851.00,81.13
850.00,81.14
849.00,81.15
848.00,81.16
847.00,81.18
846.00,81.21
845.00,81.24
844.00,81.24
843.00,81.23
842.00,81.22
841.00,81.23
840.00,81.25
839.00,81.27
838.00,81.29
837.00,81.28
836.00,81.26
835.00,81.24
834.00,81.22
833.00,81.21
832.00,81.21
831.00,81.24
830.00,81.28
829.00,81.30
828.00,81.29
827.00,81.27
826.00,81.24
825.00,81.23
824.00,81.23
823.00,81.22
822.00,81.21
821.00,81.21
820.00,81.21
819.00,81.21
818.00,81.21
817.00,81.19
816.00,81.14
815.00,81.09
814.00,81.07
813.00,81.09
812.00,81.12
811.00,81.15
810.00,81.15
809.00,81.14
808.00,81.12
807.00,81.09
806.00,81.06
805.00,81.04
804.00,81.02
803.00,81.01
802.00,80.99
801.00,80.97
800.00,80.97
799.00,80.99
798.00,81.01
797.00,81.00
796.00,80.97
795.00,80.95
794.00,80.93
793.00,80.92
792.00,80.92
791.00,80.91
790.00,80.87
789.00,80.81
788.00,80.75
787.00,80.70
786.00,80.68
785.00,80.66
784.00,80.64
783.00,80.61
782.00,80.56
781.00,80.50
780.00,80.44
779.00,80.40
778.00,80.38
777.00,80.39
776.00,80.41
775.00,80.41
774.00,80.39
773.00,80.32
772.00,80.24
771.00,80.16
770.00,80.09
769.00,80.04
768.00,80.00
767.00,79.98
766.00,79.96
765.00,79.92
764.00,79.86
763.00,79.81
762.00,79.78
761.00,79.76
760.00,79.75
759.00,79.75
758.00,79.73
757.00,79.68
756.00,79.61
755.00,79.54
754.00,79.48
753.00,79.42
752.00,79.35
751.00,79.30
750.00,79.25
749.00,79.22
748.00,79.18
747.00,79.14
746.00,79.11
745.00,79.07
744.00,79.03
743.00,78.99
742.00,78.95
741.00,78.91
740.00,78.85
739.00,78.79
738.00,78.71
737.00,78.63
736.00,78.56
735.00,78.53
734.00,78.53
733.00,78.53
732.00,78.49
731.00,78.42
730.00,78.35
729.00,78.29
728.00,78.20
727.00,78.10
726.00,78.00
725.00,77.91
724.00,77.85
723.00,77.80
722.00,77.76
721.00,77.71
720.00,77.65
719.00,77.58
718.00,77.49
717.00,77.37
716.00,77.26
715.00,77.19
714.00,77.16
713.00,77.15
712.00,77.13
711.00,77.08
710.00,77.02
709.00,76.96
708.00,76.91
707.00,76.87
706.00,76.86
705.00,76.85
704.00,76.86
703.00,76.87
702.00,76.85
701.00,76.81
700.00,76.75
699.00,76.72
698.00,76.70
697.00,76.65
696.00,76.57
695.00,76.49
694.00,76.44
693.00,76.42
692.00,76.42
691.00,76.45
690.00,76.49
689.00,76.49
688.00,76.46
687.00,76.40
686.00,76.35
685.00,76.26
684.00,76.14
683.00,76.01
682.00,75.89
681.00,75.76
680.00,75.57
679.00,75.29
678.00,74.94
677.00,74.52
676.00,74.06
675.00,73.60
674.00,73.15
673.00,72.73
672.00,72.38
671.00,72.16
670.00,72.05
669.00,71.93
668.00,71.65
667.00,71.32
666.00,71.15
665.00,71.09
664.00,71.07
663.00,71.07
662.00,71.05
661.00,70.99
660.00,70.88
659.00,70.76
658.00,70.69
657.00,70.67
656.00,70.69
655.00,70.74
654.00,70.80
653.00,70.85
652.00,70.87
651.00,70.88
650.00,70.90
649.00,70.91
648.00,70.90
647.00,70.86
646.00,70.80
645.00,70.70
644.00,70.55
643.00,70.40
642.00,70.30
641.00,70.26
640.00,70.22
639.00,70.21
638.00,70.24
637.00,70.34
636.00,70.48
635.00,70.61
634.00,70.66
633.00,70.56
632.00,70.37
631.00,70.16
630.00,69.96
629.00,69.79
628.00,69.67
627.00,69.62
626.00,69.62
625.00,69.55
624.00,69.37
623.00,69.19
622.00,69.11
621.00,69.13
620.00,69.16
619.00,69.13
618.00,68.98
617.00,68.67
616.00,68.28
615.00,67.95
614.00,67.69
613.00,67.46
612.00,67.25
611.00,67.13
610.00,67.04
609.00,66.84
608.00,66.56
607.00,66.42
606.00,66.53
605.00,66.75
604.00,66.94
603.00,67.09
602.00,67.20
601.00,67.19
600.00,67.08
599.00,66.99
598.00,66.99
597.00,66.97
596.00,66.81
595.00,66.61
594.00,66.51
593.00,66.52
592.00,66.54
591.00,66.53
590.00,66.46
589.00,66.25
588.00,65.90
587.00,65.50
586.00,65.18
585.00,64.90
584.00,64.62
583.00,64.48
582.00,64.62
581.00,64.92
580.00,65.14
579.00,65.21
578.00,65.22
577.00,65.25
576.00,65.28
575.00,65.30
574.00,65.26
573.00,65.21
572.00,65.31
571.00,65.66
570.00,65.95
569.00,65.72
568.00,64.99
567.00,64.26
566.00,63.91
565.00,63.81
564.00,63.84
563.00,64.14
562.00,64.78
561.00,65.38
560.00,65.57
559.00,65.38
558.00,65.13
557.00,64.93
556.00,64.66
555.00,64.35
554.00,64.05
553.00,63.73
552.00,63.40
551.00,63.37
550.00,63.71
