Created as New Dataset,195 FMC American Viscose (Blue)
cm-1,%T
905.00,87.44
904.00,87.23
903.00,87.00
902.00,86.78
901.00,86.60
900.00,86.45
899.00,86.31
898.00,86.18
897.00,86.04
896.00,85.93
895.00,85.85
894.00,85.83
893.00,85.86
892.00,85.94
891.00,86.08
890.00,86.26
889.00,86.46
888.00,86.67
887.00,86.88
886.00,87.11
885.00,87.37
884.00,87.63
883.00,87.88
882.00,88.12
881.00,88.32
880.00,88.52
879.00,88.71
878.00,88.88
877.00,89.02
876.00,89.13
875.00,89.23
874.00,89.32
873.00,89.44
872.00,89.57
871.00,89.71
870.00,89.84
869.00,89.93
868.00,89.97
867.00,90.00
866.00,90.02
865.00,90.04
864.00,90.07
863.00,90.13
862.00,90.21
861.00,90.29
860.00,90.35
859.00,90.37
858.00,90.37
857.00,90.36
856.00,90.36
855.00,90.39
854.00,90.43
853.00,90.46
852.00,90.48
851.00,90.50
850.00,90.52
849.00,90.55
848.00,90.57
847.00,90.59
846.00,90.60
845.00,90.60
844.00,90.59
843.00,90.59
842.00,90.60
841.00,90.63
840.00,90.66
839.00,90.68
838.00,90.68
837.00,90.65
836.00,90.59
835.00,90.51
834.00,90.45
833.00,90.42
832.00,90.42
831.00,90.44
830.00,90.46
829.00,90.48
828.00,90.49
827.00,90.49
826.00,90.48
825.00,90.47
824.00,90.45
823.00,90.43
822.00,90.39
821.00,90.34
820.00,90.27
819.00,90.20
818.00,90.14
817.00,90.10
816.00,90.08
815.00,90.05
814.00,90.02
813.00,90.00
812.00,90.00
811.00,90.02
810.00,90.04
809.00,90.03
808.00,90.01
807.00,89.98
806.00,89.95
805.00,89.93
804.00,89.91
803.00,89.88
802.00,89.86
801.00,89.86
800.00,89.88
799.00,89.90
798.00,89.89
797.00,89.86
796.00,89.82
795.00,89.80
794.00,89.77
793.00,89.74
792.00,89.70
791.00,89.70
790.00,89.70
789.00,89.70
788.00,89.68
787.00,89.65
786.00,89.63
785.00,89.59
784.00,89.54
783.00,89.48
782.00,89.42
781.00,89.37
780.00,89.33
779.00,89.31
778.00,89.28
777.00,89.23
776.00,89.18
775.00,89.14
774.00,89.10
773.00,89.06
772.00,89.00
771.00,88.95
770.00,88.94
769.00,88.96
768.00,88.97
767.00,88.94
766.00,88.86
765.00,88.76
764.00,88.67
763.00,88.63
762.00,88.61
761.00,88.61
760.00,88.60
759.00,88.58
758.00,88.53
757.00,88.43
756.00,88.30
755.00,88.18
754.00,88.13
753.00,88.12
752.00,88.13
751.00,88.11
750.00,88.08
749.00,88.05
748.00,88.02
747.00,88.00
746.00,87.98
745.00,87.97
744.00,87.97
743.00,87.96
742.00,87.93
741.00,87.85
740.00,87.75
739.00,87.65
738.00,87.61
737.00,87.61
736.00,87.63
735.00,87.62
734.00,87.57
733.00,87.49
732.00,87.41
731.00,87.34
730.00,87.28
729.00,87.22
728.00,87.15
727.00,87.06
726.00,86.92
725.00,86.75
724.00,86.54
723.00,86.28
722.00,86.01
721.00,85.76
720.00,85.62
719.00,85.63
718.00,85.74
717.00,85.87
716.00,85.96
715.00,86.00
714.00,86.00
713.00,85.98
712.00,85.92
711.00,85.86
710.00,85.80
709.00,85.77
708.00,85.77
707.00,85.78
706.00,85.76
705.00,85.72
704.00,85.69
703.00,85.70
702.00,85.74
701.00,85.79
700.00,85.82
699.00,85.82
698.00,85.80
697.00,85.76
696.00,85.71
695.00,85.67
694.00,85.64
693.00,85.61
692.00,85.61
691.00,85.61
690.00,85.60
689.00,85.55
688.00,85.47
687.00,85.40
686.00,85.35
685.00,85.32
684.00,85.26
683.00,85.17
682.00,85.03
681.00,84.85
680.00,84.62
679.00,84.33
678.00,84.01
677.00,83.66
676.00,83.30
675.00,82.95
674.00,82.59
673.00,82.21
672.00,81.83
671.00,81.46
670.00,81.10
669.00,80.69
668.00,80.28
667.00,80.09
666.00,80.17
665.00,80.34
664.00,80.47
663.00,80.56
662.00,80.58
661.00,80.57
660.00,80.56
659.00,80.59
658.00,80.63
657.00,80.61
656.00,80.55
655.00,80.52
654.00,80.58
653.00,80.70
652.00,80.79
651.00,80.82
650.00,80.81
649.00,80.76
648.00,80.69
647.00,80.59
646.00,80.47
645.00,80.38
644.00,80.37
643.00,80.46
642.00,80.57
641.00,80.57
640.00,80.45
639.00,80.27
638.00,80.15
637.00,80.17
636.00,80.28
635.00,80.40
634.00,80.44
633.00,80.34
632.00,80.14
631.00,79.94
630.00,79.84
629.00,79.88
628.00,80.02
627.00,80.10
626.00,80.01
625.00,79.79
624.00,79.59
623.00,79.47
622.00,79.35
621.00,79.07
620.00,78.69
619.00,78.42
618.00,78.39
617.00,78.57
616.00,78.77
615.00,78.85
614.00,78.74
613.00,78.50
612.00,78.21
611.00,77.97
610.00,77.77
609.00,77.56
608.00,77.41
607.00,77.33
606.00,77.27
605.00,77.17
604.00,77.12
603.00,77.24
602.00,77.48
601.00,77.67
600.00,77.68
599.00,77.54
598.00,77.32
597.00,77.07
596.00,76.84
595.00,76.65
594.00,76.50
593.00,76.37
592.00,76.31
591.00,76.38
590.00,76.52
589.00,76.57
588.00,76.51
587.00,76.49
586.00,76.57
585.00,76.67
584.00,76.64
583.00,76.45
582.00,76.17
581.00,75.98
580.00,76.15
579.00,76.78
578.00,77.53
577.00,77.91
576.00,77.74
575.00,77.30
574.00,76.81
573.00,76.34
572.00,75.97
571.00,75.96
570.00,76.34
569.00,76.77
568.00,76.95
567.00,76.88
566.00,76.70
565.00,76.44
564.00,76.14
563.00,75.96
562.00,75.90
561.00,75.73
560.00,75.30
559.00,74.83
558.00,74.56
557.00,74.49
556.00,74.43
555.00,74.30
554.00,74.14
553.00,74.04
552.00,74.17
551.00,74.70
550.00,75.49
