Created as New Dataset,122 Hoechst Celanese
cm-1,%T
891.00,94.46
890.00,94.45
889.00,94.43
888.00,94.42
887.00,94.40
886.00,94.38
885.00,94.37
884.00,94.37
883.00,94.39
882.00,94.41
881.00,94.42
880.00,94.41
879.00,94.39
878.00,94.39
877.00,94.40
876.00,94.43
875.00,94.46
874.00,94.48
873.00,94.48
872.00,94.46
871.00,94.44
870.00,94.43
869.00,94.45
868.00,94.47
867.00,94.48
866.00,94.49
865.00,94.50
864.00,94.49
863.00,94.48
862.00,94.45
861.00,94.44
860.00,94.44
859.00,94.46
858.00,94.48
857.00,94.49
856.00,94.48
855.00,94.45
854.00,94.42
853.00,94.40
852.00,94.40
851.00,94.41
850.00,94.43
849.00,94.44
848.00,94.42
847.00,94.39
846.00,94.37
845.00,94.36
844.00,94.38
843.00,94.41
842.00,94.45
841.00,94.49
840.00,94.50
839.00,94.49
838.00,94.46
837.00,94.45
836.00,94.46
835.00,94.47
834.00,94.47
833.00,94.46
832.00,94.46
831.00,94.47
830.00,94.49
829.00,94.52
828.00,94.54
827.00,94.54
826.00,94.54
825.00,94.53
824.00,94.54
823.00,94.56
822.00,94.57
821.00,94.58
820.00,94.58
819.00,94.58
818.00,94.60
817.00,94.63
816.00,94.68
815.00,94.71
814.00,94.73
813.00,94.73
812.00,94.71
811.00,94.67
810.00,94.63
809.00,94.59
808.00,94.57
807.00,94.56
806.00,94.57
805.00,94.58
804.00,94.60
803.00,94.62
802.00,94.65
801.00,94.68
800.00,94.70
799.00,94.70
798.00,94.69
797.00,94.67
796.00,94.65
795.00,94.63
794.00,94.62
793.00,94.64
792.00,94.69
791.00,94.75
790.00,94.81
789.00,94.82
788.00,94.80
787.00,94.76
786.00,94.73
785.00,94.72
784.00,94.74
783.00,94.78
782.00,94.81
781.00,94.83
780.00,94.82
779.00,94.79
778.00,94.76
777.00,94.75
776.00,94.75
775.00,94.76
774.00,94.77
773.00,94.79
772.00,94.80
771.00,94.81
770.00,94.81
769.00,94.80
768.00,94.78
767.00,94.77
766.00,94.76
765.00,94.78
764.00,94.83
763.00,94.89
762.00,94.93
761.00,94.95
760.00,94.96
759.00,94.96
758.00,94.95
757.00,94.92
756.00,94.90
755.00,94.92
754.00,94.96
753.00,95.01
752.00,95.03
751.00,95.01
750.00,94.99
749.00,94.96
748.00,94.94
747.00,94.92
746.00,94.91
745.00,94.90
744.00,94.91
743.00,94.91
742.00,94.91
741.00,94.90
740.00,94.88
739.00,94.84
738.00,94.74
737.00,94.55
736.00,94.21
735.00,93.60
734.00,92.55
733.00,91.08
732.00,89.53
731.00,88.41
730.00,88.11
729.00,88.58
728.00,89.38
727.00,90.06
726.00,90.37
725.00,90.26
724.00,89.72
723.00,88.65
722.00,86.94
721.00,84.62
720.00,82.01
719.00,79.57
718.00,77.66
717.00,76.43
716.00,76.00
715.00,76.49
714.00,77.85
713.00,79.81
712.00,81.95
711.00,83.93
710.00,85.58
709.00,86.89
708.00,87.93
707.00,88.77
706.00,89.46
705.00,90.03
704.00,90.47
703.00,90.81
702.00,91.10
701.00,91.39
700.00,91.67
699.00,91.90
698.00,92.06
697.00,92.13
696.00,92.16
695.00,92.20
694.00,92.29
693.00,92.42
692.00,92.54
691.00,92.63
690.00,92.68
689.00,92.74
688.00,92.83
687.00,92.93
686.00,93.03
685.00,93.11
684.00,93.17
683.00,93.22
682.00,93.26
681.00,93.28
680.00,93.29
679.00,93.30
678.00,93.33
677.00,93.38
676.00,93.42
675.00,93.46
674.00,93.50
673.00,93.53
672.00,93.54
671.00,93.53
670.00,93.52
669.00,93.57
668.00,93.60
667.00,93.58
666.00,93.61
665.00,93.66
664.00,93.67
663.00,93.64
662.00,93.64
661.00,93.72
660.00,93.85
659.00,93.94
658.00,93.95
657.00,93.90
656.00,93.84
655.00,93.82
654.00,93.84
653.00,93.91
652.00,93.97
651.00,93.99
650.00,93.98
649.00,94.00
648.00,94.06
647.00,94.10
646.00,94.03
645.00,93.89
644.00,93.73
643.00,93.62
642.00,93.54
641.00,93.46
640.00,93.39
639.00,93.36
638.00,93.42
637.00,93.54
636.00,93.64
635.00,93.70
634.00,93.71
633.00,93.68
632.00,93.60
631.00,93.50
630.00,93.50
629.00,93.69
628.00,94.05
627.00,94.38
626.00,94.51
625.00,94.35
624.00,94.03
623.00,93.77
622.00,93.73
621.00,93.87
620.00,94.07
619.00,94.23
618.00,94.38
617.00,94.50
616.00,94.50
615.00,94.37
614.00,94.29
613.00,94.40
612.00,94.56
611.00,94.49
610.00,94.16
609.00,93.80
608.00,93.68
607.00,93.77
606.00,93.88
605.00,93.86
604.00,93.75
603.00,93.71
602.00,93.82
601.00,93.98
600.00,94.01
599.00,93.92
598.00,93.83
597.00,93.81
596.00,93.74
595.00,93.51
594.00,93.22
593.00,93.08
592.00,93.13
591.00,93.24
590.00,93.32
589.00,93.46
588.00,93.72
587.00,94.04
586.00,94.24
585.00,94.22
584.00,94.00
583.00,93.66
582.00,93.37
581.00,93.33
580.00,93.57
579.00,93.95
578.00,94.13
577.00,93.82
576.00,93.04
575.00,92.28
574.00,92.22
573.00,92.95
572.00,93.83
571.00,94.10
570.00,93.67
569.00,93.18
568.00,93.15
567.00,93.50
566.00,93.84
565.00,93.92
564.00,93.76
563.00,93.56
562.00,93.55
561.00,93.79
560.00,94.14
559.00,94.49
558.00,94.87
557.00,95.27
556.00,95.38
555.00,94.78
554.00,93.64
553.00,92.61
552.00,92.09
551.00,91.97
550.00,91.96
