Created as New Dataset,192 FMC American Viscose (Black)
cm-1,%T
940.00,87.26
939.00,87.36
938.00,87.45
937.00,87.53
936.00,87.58
935.00,87.63
934.00,87.70
933.00,87.77
932.00,87.85
931.00,87.93
930.00,87.99
929.00,88.05
928.00,88.12
927.00,88.20
926.00,88.28
925.00,88.36
924.00,88.42
923.00,88.47
922.00,88.53
921.00,88.60
920.00,88.67
919.00,88.74
918.00,88.81
917.00,88.86
916.00,88.90
915.00,88.92
914.00,88.93
913.00,88.91
912.00,88.88
911.00,88.85
910.00,88.82
909.00,88.77
908.00,88.70
907.00,88.62
906.00,88.52
905.00,88.42
904.00,88.32
903.00,88.20
902.00,88.09
901.00,87.96
900.00,87.83
899.00,87.70
898.00,87.59
897.00,87.49
896.00,87.42
895.00,87.37
894.00,87.35
893.00,87.35
892.00,87.38
891.00,87.42
890.00,87.49
889.00,87.60
888.00,87.73
887.00,87.86
886.00,87.99
885.00,88.10
884.00,88.22
883.00,88.35
882.00,88.48
881.00,88.61
880.00,88.72
879.00,88.85
878.00,89.00
877.00,89.14
876.00,89.25
875.00,89.32
874.00,89.37
873.00,89.43
872.00,89.50
871.00,89.57
870.00,89.64
869.00,89.70
868.00,89.75
867.00,89.80
866.00,89.86
865.00,89.92
864.00,89.97
863.00,90.01
862.00,90.04
861.00,90.08
860.00,90.10
859.00,90.12
858.00,90.13
857.00,90.15
856.00,90.19
855.00,90.23
854.00,90.25
853.00,90.25
852.00,90.24
851.00,90.24
850.00,90.26
849.00,90.30
848.00,90.35
847.00,90.40
846.00,90.43
845.00,90.46
844.00,90.49
843.00,90.50
842.00,90.49
841.00,90.50
840.00,90.51
839.00,90.52
838.00,90.51
837.00,90.47
836.00,90.44
835.00,90.43
834.00,90.44
833.00,90.46
832.00,90.48
831.00,90.51
830.00,90.55
829.00,90.58
828.00,90.58
827.00,90.54
826.00,90.47
825.00,90.41
824.00,90.37
823.00,90.36
822.00,90.37
821.00,90.38
820.00,90.40
819.00,90.42
818.00,90.44
817.00,90.44
816.00,90.42
815.00,90.39
814.00,90.36
813.00,90.35
812.00,90.38
811.00,90.41
810.00,90.42
809.00,90.40
808.00,90.39
807.00,90.39
806.00,90.40
805.00,90.39
804.00,90.36
803.00,90.32
802.00,90.29
801.00,90.28
800.00,90.28
799.00,90.31
798.00,90.34
797.00,90.36
796.00,90.35
795.00,90.34
794.00,90.32
793.00,90.30
792.00,90.28
791.00,90.27
790.00,90.26
789.00,90.24
788.00,90.23
787.00,90.22
786.00,90.22
785.00,90.22
784.00,90.21
783.00,90.20
782.00,90.20
781.00,90.20
780.00,90.19
779.00,90.18
778.00,90.15
777.00,90.11
776.00,90.06
775.00,90.01
774.00,89.99
773.00,90.00
772.00,90.02
771.00,90.05
770.00,90.06
769.00,90.04
768.00,90.00
767.00,89.96
766.00,89.92
765.00,89.88
764.00,89.83
763.00,89.79
762.00,89.75
761.00,89.71
760.00,89.67
759.00,89.65
758.00,89.64
757.00,89.64
756.00,89.62
755.00,89.58
754.00,89.56
753.00,89.54
752.00,89.52
751.00,89.49
750.00,89.44
749.00,89.38
748.00,89.33
747.00,89.28
746.00,89.26
745.00,89.26
744.00,89.25
743.00,89.22
742.00,89.17
741.00,89.12
740.00,89.09
739.00,89.09
738.00,89.09
737.00,89.03
736.00,88.91
735.00,88.82
734.00,88.82
733.00,88.90
732.00,88.99
731.00,89.02
730.00,88.98
729.00,88.90
728.00,88.82
727.00,88.75
726.00,88.68
725.00,88.63
724.00,88.59
723.00,88.55
722.00,88.51
721.00,88.47
720.00,88.45
719.00,88.42
718.00,88.37
717.00,88.30
716.00,88.26
715.00,88.24
714.00,88.23
713.00,88.21
712.00,88.18
711.00,88.17
710.00,88.16
709.00,88.16
708.00,88.16
707.00,88.15
706.00,88.13
705.00,88.11
704.00,88.09
703.00,88.09
702.00,88.10
701.00,88.08
700.00,88.01
699.00,87.92
698.00,87.85
697.00,87.83
696.00,87.85
695.00,87.89
694.00,87.92
693.00,87.92
692.00,87.90
691.00,87.84
690.00,87.77
689.00,87.73
688.00,87.74
687.00,87.76
686.00,87.76
685.00,87.72
684.00,87.65
683.00,87.57
682.00,87.48
681.00,87.35
680.00,87.18
679.00,87.00
678.00,86.83
677.00,86.64
676.00,86.41
675.00,86.12
674.00,85.79
673.00,85.44
672.00,85.10
671.00,84.82
670.00,84.61
669.00,84.48
668.00,84.44
667.00,84.43
666.00,84.40
665.00,84.35
664.00,84.32
663.00,84.32
662.00,84.32
661.00,84.28
660.00,84.18
659.00,84.09
658.00,84.04
657.00,84.06
656.00,84.13
655.00,84.22
654.00,84.30
653.00,84.32
652.00,84.28
651.00,84.23
650.00,84.22
649.00,84.27
648.00,84.37
647.00,84.45
646.00,84.48
645.00,84.44
644.00,84.34
643.00,84.19
642.00,84.02
641.00,83.87
640.00,83.79
639.00,83.78
638.00,83.82
637.00,83.89
636.00,83.99
635.00,84.16
634.00,84.31
633.00,84.35
632.00,84.22
631.00,83.91
630.00,83.54
629.00,83.24
628.00,83.08
627.00,83.03
626.00,83.02
625.00,83.02
624.00,83.08
623.00,83.24
622.00,83.38
621.00,83.32
620.00,83.07
619.00,82.79
618.00,82.63
617.00,82.59
616.00,82.55
615.00,82.41
614.00,82.15
613.00,81.88
612.00,81.72
611.00,81.69
610.00,81.72
609.00,81.74
608.00,81.80
607.00,81.95
606.00,82.11
605.00,82.13
604.00,82.01
603.00,81.89
602.00,81.82
601.00,81.70
600.00,81.43
599.00,81.03
598.00,80.69
597.00,80.59
596.00,80.73
595.00,81.01
594.00,81.22
593.00,81.20
592.00,80.94
591.00,80.65
590.00,80.53
589.00,80.68
588.00,80.99
587.00,81.19
586.00,81.07
585.00,80.71
584.00,80.52
583.00,80.83
582.00,81.43
581.00,81.80
580.00,81.66
579.00,81.21
578.00,80.68
577.00,80.14
576.00,79.69
575.00,79.61
574.00,80.03
573.00,80.59
572.00,80.81
571.00,80.48
570.00,79.71
569.00,78.88
568.00,78.40
567.00,78.49
566.00,79.01
565.00,79.59
564.00,80.03
563.00,80.33
562.00,80.48
561.00,80.42
560.00,80.17
559.00,79.92
558.00,79.83
557.00,79.92
556.00,80.17
555.00,80.53
554.00,80.81
553.00,80.76
552.00,80.32
551.00,79.90
550.00,79.73
