Created as New Dataset,Bio-Couture 3x2/16 Cotton (Red)
cm-1,%T
896.00,76.53
895.00,76.38
894.00,76.36
893.00,76.48
892.00,76.71
891.00,77.07
890.00,77.55
889.00,78.09
888.00,78.64
887.00,79.16
886.00,79.64
885.00,80.09
884.00,80.51
883.00,80.90
882.00,81.27
881.00,81.61
880.00,81.94
879.00,82.26
878.00,82.58
877.00,82.88
876.00,83.13
875.00,83.34
874.00,83.53
873.00,83.72
872.00,83.91
871.00,84.09
870.00,84.24
869.00,84.36
868.00,84.44
867.00,84.52
866.00,84.60
865.00,84.68
864.00,84.75
863.00,84.82
862.00,84.91
861.00,84.99
860.00,85.05
859.00,85.09
858.00,85.12
857.00,85.14
856.00,85.18
855.00,85.23
854.00,85.28
853.00,85.30
852.00,85.30
851.00,85.30
850.00,85.32
849.00,85.34
848.00,85.36
847.00,85.37
846.00,85.38
845.00,85.38
844.00,85.36
843.00,85.36
842.00,85.36
841.00,85.36
840.00,85.33
839.00,85.30
838.00,85.28
837.00,85.28
836.00,85.26
835.00,85.23
834.00,85.20
833.00,85.17
832.00,85.14
831.00,85.10
830.00,85.03
829.00,84.93
828.00,84.83
827.00,84.74
826.00,84.67
825.00,84.62
824.00,84.56
823.00,84.49
822.00,84.42
821.00,84.34
820.00,84.25
819.00,84.16
818.00,84.08
817.00,84.00
816.00,83.92
815.00,83.85
814.00,83.80
813.00,83.77
812.00,83.74
811.00,83.70
810.00,83.65
809.00,83.59
808.00,83.50
807.00,83.41
806.00,83.33
805.00,83.27
804.00,83.21
803.00,83.15
802.00,83.12
801.00,83.12
800.00,83.13
799.00,83.13
798.00,83.12
797.00,83.11
796.00,83.10
795.00,83.13
794.00,83.18
793.00,83.23
792.00,83.28
791.00,83.34
790.00,83.38
789.00,83.38
788.00,83.36
787.00,83.34
786.00,83.35
785.00,83.38
784.00,83.38
783.00,83.36
782.00,83.33
781.00,83.31
780.00,83.30
779.00,83.29
778.00,83.27
777.00,83.22
776.00,83.15
775.00,83.07
774.00,82.98
773.00,82.91
772.00,82.87
771.00,82.86
770.00,82.85
769.00,82.80
768.00,82.72
767.00,82.64
766.00,82.56
765.00,82.47
764.00,82.38
763.00,82.29
762.00,82.21
761.00,82.11
760.00,81.97
759.00,81.82
758.00,81.71
757.00,81.63
756.00,81.56
755.00,81.47
754.00,81.36
753.00,81.23
752.00,81.08
751.00,80.97
750.00,80.89
749.00,80.81
748.00,80.70
747.00,80.57
746.00,80.44
745.00,80.32
744.00,80.20
743.00,80.09
742.00,79.97
741.00,79.83
740.00,79.66
739.00,79.51
738.00,79.39
737.00,79.25
736.00,79.04
735.00,78.78
734.00,78.53
733.00,78.35
732.00,78.19
731.00,78.01
730.00,77.81
729.00,77.59
728.00,77.36
727.00,77.12
726.00,76.85
725.00,76.57
724.00,76.28
723.00,75.99
722.00,75.67
721.00,75.29
720.00,74.90
719.00,74.54
718.00,74.22
717.00,73.94
716.00,73.69
715.00,73.48
714.00,73.30
713.00,73.12
712.00,72.93
711.00,72.76
710.00,72.60
709.00,72.45
708.00,72.31
707.00,72.21
706.00,72.15
705.00,72.09
704.00,72.05
703.00,72.03
702.00,72.04
701.00,72.05
700.00,72.04
699.00,72.02
698.00,71.98
697.00,71.91
696.00,71.83
695.00,71.79
694.00,71.81
693.00,71.83
692.00,71.82
691.00,71.82
690.00,71.84
689.00,71.84
688.00,71.78
687.00,71.70
686.00,71.63
685.00,71.54
684.00,71.40
683.00,71.21
682.00,70.94
681.00,70.53
680.00,69.95
679.00,69.28
678.00,68.55
677.00,67.74
676.00,66.82
675.00,65.80
674.00,64.75
673.00,63.71
672.00,62.81
671.00,62.12
670.00,61.63
669.00,61.24
668.00,60.89
667.00,60.66
666.00,60.55
665.00,60.47
664.00,60.40
663.00,60.35
662.00,60.37
661.00,60.42
660.00,60.51
659.00,60.71
658.00,61.03
657.00,61.41
656.00,61.79
655.00,62.14
654.00,62.41
653.00,62.55
652.00,62.60
651.00,62.65
650.00,62.76
649.00,62.90
648.00,63.02
647.00,63.16
646.00,63.32
645.00,63.40
644.00,63.33
643.00,63.13
642.00,62.90
641.00,62.71
640.00,62.59
639.00,62.56
638.00,62.55
637.00,62.42
636.00,62.16
635.00,61.85
634.00,61.61
633.00,61.45
632.00,61.40
631.00,61.47
630.00,61.58
629.00,61.59
628.00,61.46
627.00,61.29
626.00,61.14
625.00,60.98
624.00,60.83
623.00,60.76
622.00,60.64
621.00,60.26
620.00,59.66
619.00,59.15
618.00,58.93
617.00,58.82
616.00,58.74
615.00,58.72
614.00,58.63
613.00,58.20
612.00,57.41
611.00,56.57
610.00,55.91
609.00,55.42
608.00,55.17
607.00,55.38
606.00,55.96
605.00,56.55
604.00,57.01
603.00,57.52
602.00,58.10
601.00,58.43
600.00,58.30
599.00,57.88
598.00,57.43
597.00,57.00
596.00,56.66
595.00,56.64
594.00,56.93
593.00,57.15
592.00,56.99
591.00,56.72
590.00,56.65
589.00,56.66
588.00,56.49
587.00,56.20
586.00,56.02
585.00,55.99
584.00,56.03
583.00,56.26
582.00,56.64
581.00,56.92
580.00,56.96
579.00,56.99
578.00,57.13
577.00,57.08
576.00,56.65
575.00,56.17
574.00,56.02
573.00,56.14
572.00,56.39
571.00,56.70
570.00,56.84
569.00,56.58
568.00,56.16
567.00,56.01
566.00,55.94
565.00,55.31
564.00,54.17
563.00,53.27
562.00,52.86
561.00,52.32
560.00,51.46
559.00,51.03
558.00,51.48
557.00,52.09
556.00,52.11
555.00,51.74
554.00,51.46
553.00,51.27
552.00,50.97
551.00,50.72
550.00,50.61
