Created as New Dataset,13.3 Red Wool Romney sheep
cm-1,%T
901.00,87.42
900.00,87.34
899.00,87.27
898.00,87.19
897.00,87.11
896.00,87.02
895.00,86.92
894.00,86.82
893.00,86.72
892.00,86.62
891.00,86.50
890.00,86.38
889.00,86.28
888.00,86.18
887.00,86.08
886.00,85.96
885.00,85.82
884.00,85.67
883.00,85.52
882.00,85.40
881.00,85.30
880.00,85.24
879.00,85.18
878.00,85.11
877.00,85.02
876.00,84.94
875.00,84.87
874.00,84.85
873.00,84.86
872.00,84.88
871.00,84.91
870.00,84.93
869.00,84.94
868.00,84.92
867.00,84.89
866.00,84.84
865.00,84.80
864.00,84.75
863.00,84.72
862.00,84.69
861.00,84.65
860.00,84.59
859.00,84.51
858.00,84.42
857.00,84.33
856.00,84.24
855.00,84.15
854.00,84.04
853.00,83.93
852.00,83.82
851.00,83.72
850.00,83.63
849.00,83.52
848.00,83.41
847.00,83.30
846.00,83.19
845.00,83.06
844.00,82.93
843.00,82.80
842.00,82.70
841.00,82.60
840.00,82.47
839.00,82.33
838.00,82.20
837.00,82.09
836.00,82.01
835.00,81.94
834.00,81.85
833.00,81.70
832.00,81.53
831.00,81.36
830.00,81.24
829.00,81.17
828.00,81.10
827.00,81.02
826.00,80.93
825.00,80.83
824.00,80.72
823.00,80.61
822.00,80.51
821.00,80.40
820.00,80.30
819.00,80.20
818.00,80.10
817.00,80.00
816.00,79.89
815.00,79.78
814.00,79.68
813.00,79.58
812.00,79.46
811.00,79.33
810.00,79.21
809.00,79.10
808.00,79.00
807.00,78.91
806.00,78.80
805.00,78.66
804.00,78.49
803.00,78.33
802.00,78.19
801.00,78.09
800.00,77.98
799.00,77.87
798.00,77.77
797.00,77.68
796.00,77.59
795.00,77.50
794.00,77.41
793.00,77.30
792.00,77.17
791.00,77.03
790.00,76.93
789.00,76.86
788.00,76.80
787.00,76.73
786.00,76.63
785.00,76.50
784.00,76.36
783.00,76.22
782.00,76.10
781.00,76.00
780.00,75.90
779.00,75.80
778.00,75.67
777.00,75.50
776.00,75.32
775.00,75.17
774.00,75.06
773.00,74.96
772.00,74.85
771.00,74.74
770.00,74.64
769.00,74.56
768.00,74.45
767.00,74.32
766.00,74.18
765.00,74.06
764.00,73.98
763.00,73.92
762.00,73.86
761.00,73.76
760.00,73.62
759.00,73.49
758.00,73.37
757.00,73.27
756.00,73.17
755.00,73.07
754.00,72.95
753.00,72.78
752.00,72.59
751.00,72.40
750.00,72.26
749.00,72.11
748.00,71.95
747.00,71.79
746.00,71.65
745.00,71.53
744.00,71.41
743.00,71.28
742.00,71.15
741.00,71.00
740.00,70.83
739.00,70.67
738.00,70.53
737.00,70.40
736.00,70.28
735.00,70.18
734.00,70.09
733.00,69.97
732.00,69.81
731.00,69.64
730.00,69.48
729.00,69.34
728.00,69.21
727.00,69.08
726.00,68.94
725.00,68.79
724.00,68.60
723.00,68.39
722.00,68.15
721.00,67.89
720.00,67.66
719.00,67.51
718.00,67.46
717.00,67.48
716.00,67.49
715.00,67.46
714.00,67.38
713.00,67.27
712.00,67.14
711.00,67.00
710.00,66.84
709.00,66.65
708.00,66.45
707.00,66.25
706.00,66.07
705.00,65.92
704.00,65.81
703.00,65.73
702.00,65.63
701.00,65.51
700.00,65.37
699.00,65.28
698.00,65.27
697.00,65.26
696.00,65.23
695.00,65.19
694.00,65.20
693.00,65.22
692.00,65.23
691.00,65.20
690.00,65.16
689.00,65.11
688.00,65.04
687.00,64.97
686.00,64.87
685.00,64.74
684.00,64.58
683.00,64.42
682.00,64.25
681.00,64.06
680.00,63.84
679.00,63.62
678.00,63.41
677.00,63.15
676.00,62.81
675.00,62.47
674.00,62.19
673.00,61.96
672.00,61.76
671.00,61.58
670.00,61.34
669.00,60.94
668.00,60.51
667.00,60.35
666.00,60.37
665.00,60.36
664.00,60.27
663.00,60.16
662.00,60.11
661.00,60.10
660.00,60.09
659.00,60.08
658.00,60.09
657.00,60.10
656.00,60.11
655.00,60.15
654.00,60.22
653.00,60.25
652.00,60.24
651.00,60.20
650.00,60.17
649.00,60.10
648.00,59.99
647.00,59.91
646.00,59.88
645.00,59.80
644.00,59.62
643.00,59.40
642.00,59.22
641.00,59.01
640.00,58.71
639.00,58.37
638.00,58.11
637.00,57.90
636.00,57.69
635.00,57.48
634.00,57.31
633.00,57.19
632.00,57.15
631.00,57.23
630.00,57.32
629.00,57.26
628.00,57.05
627.00,56.90
626.00,56.94
625.00,57.01
624.00,56.98
623.00,56.94
622.00,57.09
621.00,57.40
620.00,57.75
619.00,58.10
618.00,58.41
617.00,58.53
616.00,58.45
615.00,58.33
614.00,58.23
613.00,57.99
612.00,57.56
611.00,57.10
610.00,56.77
609.00,56.43
608.00,55.98
607.00,55.53
606.00,55.20
605.00,54.90
604.00,54.39
603.00,53.62
602.00,52.76
601.00,52.03
600.00,51.69
599.00,51.83
598.00,52.17
597.00,52.26
596.00,52.05
595.00,51.87
594.00,51.97
593.00,52.22
592.00,52.46
591.00,52.79
590.00,53.29
589.00,53.83
588.00,54.37
587.00,55.04
586.00,55.80
585.00,56.38
584.00,56.73
583.00,57.05
582.00,57.44
581.00,57.72
580.00,57.99
579.00,58.59
578.00,59.39
577.00,59.70
576.00,59.21
575.00,58.36
574.00,57.56
573.00,56.70
572.00,55.74
571.00,54.98
570.00,54.44
569.00,53.66
568.00,52.49
567.00,51.44
566.00,50.77
565.00,50.13
564.00,49.48
563.00,49.37
562.00,49.93
561.00,50.48
560.00,50.56
559.00,50.52
558.00,50.70
557.00,50.82
556.00,50.75
555.00,50.98
554.00,51.79
553.00,52.74
552.00,53.47
551.00,54.21
550.00,55.09
