Created as New Dataset,14.3 Red Wool sheep crepe
cm-1,%T
905.00,88.62
904.00,88.59
903.00,88.59
902.00,88.61
901.00,88.64
900.00,88.66
899.00,88.67
898.00,88.66
897.00,88.65
896.00,88.64
895.00,88.62
894.00,88.62
893.00,88.62
892.00,88.62
891.00,88.61
890.00,88.60
889.00,88.59
888.00,88.58
887.00,88.58
886.00,88.59
885.00,88.59
884.00,88.58
883.00,88.56
882.00,88.55
881.00,88.54
880.00,88.54
879.00,88.55
878.00,88.54
877.00,88.53
876.00,88.53
875.00,88.55
874.00,88.59
873.00,88.64
872.00,88.66
871.00,88.67
870.00,88.66
869.00,88.65
868.00,88.65
867.00,88.65
866.00,88.63
865.00,88.61
864.00,88.59
863.00,88.57
862.00,88.57
861.00,88.57
860.00,88.57
859.00,88.56
858.00,88.55
857.00,88.52
856.00,88.48
855.00,88.44
854.00,88.39
853.00,88.34
852.00,88.29
851.00,88.25
850.00,88.24
849.00,88.22
848.00,88.18
847.00,88.13
846.00,88.07
845.00,88.03
844.00,87.99
843.00,87.96
842.00,87.91
841.00,87.85
840.00,87.78
839.00,87.70
838.00,87.62
837.00,87.57
836.00,87.53
835.00,87.48
834.00,87.43
833.00,87.38
832.00,87.34
831.00,87.31
830.00,87.31
829.00,87.30
828.00,87.28
827.00,87.25
826.00,87.22
825.00,87.20
824.00,87.18
823.00,87.17
822.00,87.17
821.00,87.17
820.00,87.16
819.00,87.15
818.00,87.12
817.00,87.10
816.00,87.07
815.00,87.05
814.00,87.02
813.00,86.99
812.00,86.95
811.00,86.91
810.00,86.86
809.00,86.83
808.00,86.83
807.00,86.82
806.00,86.79
805.00,86.72
804.00,86.62
803.00,86.53
802.00,86.47
801.00,86.44
800.00,86.43
799.00,86.41
798.00,86.36
797.00,86.31
796.00,86.25
795.00,86.21
794.00,86.18
793.00,86.13
792.00,86.08
791.00,86.02
790.00,85.96
789.00,85.91
788.00,85.88
787.00,85.85
786.00,85.81
785.00,85.75
784.00,85.68
783.00,85.63
782.00,85.62
781.00,85.62
780.00,85.60
779.00,85.54
778.00,85.47
777.00,85.39
776.00,85.31
775.00,85.23
774.00,85.16
773.00,85.09
772.00,85.02
771.00,84.94
770.00,84.88
769.00,84.84
768.00,84.82
767.00,84.78
766.00,84.72
765.00,84.64
764.00,84.54
763.00,84.44
762.00,84.35
761.00,84.28
760.00,84.21
759.00,84.14
758.00,84.06
757.00,84.00
756.00,83.96
755.00,83.93
754.00,83.89
753.00,83.85
752.00,83.80
751.00,83.73
750.00,83.65
749.00,83.56
748.00,83.46
747.00,83.37
746.00,83.30
745.00,83.22
744.00,83.14
743.00,83.06
742.00,83.02
741.00,82.99
740.00,82.97
739.00,82.93
738.00,82.87
737.00,82.79
736.00,82.71
735.00,82.66
734.00,82.66
733.00,82.69
732.00,82.69
731.00,82.64
730.00,82.55
729.00,82.46
728.00,82.40
727.00,82.36
726.00,82.32
725.00,82.25
724.00,82.15
723.00,82.06
722.00,81.98
721.00,81.91
720.00,81.83
719.00,81.75
718.00,81.67
717.00,81.61
716.00,81.56
715.00,81.49
714.00,81.40
713.00,81.29
712.00,81.15
711.00,80.99
710.00,80.83
709.00,80.68
708.00,80.54
707.00,80.42
706.00,80.32
705.00,80.20
704.00,80.05
703.00,79.91
702.00,79.77
701.00,79.64
700.00,79.52
699.00,79.43
698.00,79.40
697.00,79.40
696.00,79.40
695.00,79.40
694.00,79.39
693.00,79.37
692.00,79.33
691.00,79.29
690.00,79.25
689.00,79.20
688.00,79.10
687.00,78.98
686.00,78.87
685.00,78.80
684.00,78.74
683.00,78.67
682.00,78.61
681.00,78.57
680.00,78.55
679.00,78.56
678.00,78.54
677.00,78.47
676.00,78.33
675.00,78.17
674.00,78.02
673.00,77.90
672.00,77.82
671.00,77.78
670.00,77.74
669.00,77.64
668.00,77.44
667.00,77.28
666.00,77.22
665.00,77.20
664.00,77.14
663.00,77.08
662.00,77.07
661.00,77.09
660.00,77.09
659.00,77.03
658.00,76.92
657.00,76.84
656.00,76.82
655.00,76.81
654.00,76.80
653.00,76.74
652.00,76.64
651.00,76.55
650.00,76.49
649.00,76.46
648.00,76.42
647.00,76.34
646.00,76.25
645.00,76.17
644.00,76.10
643.00,76.06
642.00,76.05
641.00,76.07
640.00,76.09
639.00,76.10
638.00,76.10
637.00,76.10
636.00,76.09
635.00,76.07
634.00,76.01
633.00,75.92
632.00,75.80
631.00,75.67
630.00,75.49
629.00,75.26
628.00,75.06
627.00,74.94
626.00,74.87
625.00,74.71
624.00,74.40
623.00,74.09
622.00,73.99
621.00,74.13
620.00,74.36
619.00,74.49
618.00,74.42
617.00,74.22
616.00,74.02
615.00,73.86
614.00,73.69
613.00,73.45
612.00,73.23
611.00,73.15
610.00,73.23
609.00,73.34
608.00,73.35
607.00,73.26
606.00,73.07
605.00,72.86
604.00,72.75
603.00,72.84
602.00,73.07
601.00,73.28
600.00,73.38
599.00,73.38
598.00,73.29
597.00,73.08
596.00,72.81
595.00,72.65
594.00,72.67
593.00,72.81
592.00,73.02
591.00,73.33
590.00,73.60
589.00,73.62
588.00,73.42
587.00,73.26
586.00,73.30
585.00,73.34
584.00,73.15
583.00,72.82
582.00,72.62
581.00,72.70
580.00,73.07
579.00,73.68
578.00,74.27
577.00,74.40
576.00,73.89
575.00,73.14
574.00,72.71
573.00,72.66
572.00,72.72
571.00,72.69
570.00,72.53
569.00,72.27
568.00,72.00
567.00,71.88
566.00,71.84
565.00,71.66
564.00,71.39
563.00,71.42
562.00,71.90
561.00,72.49
560.00,72.86
559.00,73.05
558.00,73.20
557.00,73.23
556.00,73.06
555.00,72.84
554.00,72.85
553.00,73.03
552.00,73.15
551.00,72.92
550.00,72.33
