Created as New Dataset,12.2 Red Icelandic sheep
cm-1,%T
904.00,92.53
903.00,92.48
902.00,92.44
901.00,92.41
900.00,92.39
899.00,92.36
898.00,92.33
897.00,92.30
896.00,92.26
895.00,92.24
894.00,92.22
893.00,92.21
892.00,92.19
891.00,92.16
890.00,92.13
889.00,92.10
888.00,92.07
887.00,92.05
886.00,92.03
885.00,91.99
884.00,91.95
883.00,91.88
882.00,91.80
881.00,91.73
880.00,91.68
879.00,91.65
878.00,91.64
877.00,91.63
876.00,91.62
875.00,91.60
874.00,91.58
873.00,91.54
872.00,91.51
871.00,91.49
870.00,91.49
869.00,91.49
868.00,91.47
867.00,91.43
866.00,91.39
865.00,91.36
864.00,91.35
863.00,91.36
862.00,91.35
861.00,91.32
860.00,91.27
859.00,91.22
858.00,91.18
857.00,91.16
856.00,91.14
855.00,91.11
854.00,91.04
853.00,90.96
852.00,90.90
851.00,90.87
850.00,90.87
849.00,90.87
848.00,90.85
847.00,90.78
846.00,90.68
845.00,90.58
844.00,90.51
843.00,90.48
842.00,90.46
841.00,90.42
840.00,90.34
839.00,90.24
838.00,90.15
837.00,90.09
836.00,90.05
835.00,90.01
834.00,89.96
833.00,89.91
832.00,89.86
831.00,89.82
830.00,89.78
829.00,89.75
828.00,89.73
827.00,89.72
826.00,89.70
825.00,89.65
824.00,89.56
823.00,89.47
822.00,89.41
821.00,89.37
820.00,89.34
819.00,89.32
818.00,89.30
817.00,89.27
816.00,89.22
815.00,89.15
814.00,89.09
813.00,89.04
812.00,88.99
811.00,88.93
810.00,88.87
809.00,88.81
808.00,88.76
807.00,88.70
806.00,88.64
805.00,88.58
804.00,88.51
803.00,88.44
802.00,88.38
801.00,88.33
800.00,88.26
799.00,88.17
798.00,88.09
797.00,88.01
796.00,87.94
795.00,87.87
794.00,87.81
793.00,87.75
792.00,87.69
791.00,87.63
790.00,87.58
789.00,87.52
788.00,87.46
787.00,87.41
786.00,87.37
785.00,87.33
784.00,87.27
783.00,87.21
782.00,87.15
781.00,87.11
780.00,87.09
779.00,87.06
778.00,87.02
777.00,86.95
776.00,86.86
775.00,86.77
774.00,86.69
773.00,86.63
772.00,86.58
771.00,86.55
770.00,86.54
769.00,86.54
768.00,86.51
767.00,86.44
766.00,86.32
765.00,86.20
764.00,86.09
763.00,86.01
762.00,85.96
761.00,85.91
760.00,85.86
759.00,85.82
758.00,85.79
757.00,85.76
756.00,85.70
755.00,85.61
754.00,85.49
753.00,85.39
752.00,85.32
751.00,85.26
750.00,85.20
749.00,85.14
748.00,85.07
747.00,85.00
746.00,84.92
745.00,84.83
744.00,84.73
743.00,84.65
742.00,84.61
741.00,84.61
740.00,84.61
739.00,84.60
738.00,84.56
737.00,84.49
736.00,84.41
735.00,84.36
734.00,84.34
733.00,84.31
732.00,84.23
731.00,84.10
730.00,83.97
729.00,83.84
728.00,83.72
727.00,83.62
726.00,83.54
725.00,83.45
724.00,83.35
723.00,83.25
722.00,83.16
721.00,83.07
720.00,82.99
719.00,82.93
718.00,82.89
717.00,82.85
716.00,82.81
715.00,82.76
714.00,82.71
713.00,82.65
712.00,82.58
711.00,82.51
710.00,82.45
709.00,82.39
708.00,82.32
707.00,82.22
706.00,82.12
705.00,82.02
704.00,81.94
703.00,81.89
702.00,81.83
701.00,81.74
700.00,81.63
699.00,81.55
698.00,81.52
697.00,81.52
696.00,81.53
695.00,81.53
694.00,81.50
693.00,81.44
692.00,81.38
691.00,81.34
690.00,81.32
689.00,81.30
688.00,81.26
687.00,81.22
686.00,81.19
685.00,81.17
684.00,81.15
683.00,81.14
682.00,81.11
681.00,81.02
680.00,80.87
679.00,80.72
678.00,80.61
677.00,80.56
676.00,80.53
675.00,80.48
674.00,80.39
673.00,80.27
672.00,80.16
671.00,80.08
670.00,80.06
669.00,80.09
668.00,80.07
667.00,79.96
666.00,79.91
665.00,79.89
664.00,79.82
663.00,79.75
662.00,79.72
661.00,79.68
660.00,79.61
659.00,79.53
658.00,79.45
657.00,79.37
656.00,79.27
655.00,79.19
654.00,79.16
653.00,79.16
652.00,79.14
651.00,79.11
650.00,79.06
649.00,78.98
648.00,78.90
647.00,78.89
646.00,78.95
645.00,78.96
644.00,78.87
643.00,78.76
642.00,78.74
641.00,78.79
640.00,78.80
639.00,78.74
638.00,78.67
637.00,78.64
636.00,78.64
635.00,78.63
634.00,78.58
633.00,78.45
632.00,78.26
631.00,78.11
630.00,78.07
629.00,78.11
628.00,78.15
627.00,78.13
626.00,78.07
625.00,77.98
624.00,77.85
623.00,77.75
622.00,77.69
621.00,77.61
620.00,77.53
619.00,77.50
618.00,77.49
617.00,77.38
616.00,77.21
615.00,77.21
614.00,77.50
613.00,77.87
612.00,78.09
611.00,78.08
610.00,77.94
609.00,77.74
608.00,77.51
607.00,77.34
606.00,77.28
605.00,77.28
604.00,77.33
603.00,77.50
602.00,77.74
601.00,77.83
600.00,77.57
599.00,77.12
598.00,76.81
597.00,76.81
596.00,77.01
595.00,77.24
594.00,77.40
593.00,77.44
592.00,77.37
591.00,77.25
590.00,77.17
589.00,77.12
588.00,77.01
587.00,76.89
586.00,76.83
585.00,76.87
584.00,76.93
583.00,76.94
582.00,76.82
581.00,76.55
580.00,76.22
579.00,76.05
578.00,76.09
577.00,76.22
576.00,76.32
575.00,76.42
574.00,76.52
573.00,76.46
572.00,76.18
571.00,75.79
570.00,75.48
569.00,75.37
568.00,75.53
567.00,76.00
566.00,76.48
565.00,76.55
564.00,76.08
563.00,75.38
562.00,74.78
561.00,74.36
560.00,74.19
559.00,74.35
558.00,74.64
557.00,74.67
556.00,74.40
555.00,74.20
554.00,74.23
553.00,74.19
552.00,73.81
551.00,73.49
550.00,73.56
