Created as New Dataset,Bio-Couture 16/2 Mercerized Cotton
cm-1,%T
906.00,84.59
905.00,84.45
904.00,84.28
903.00,84.09
902.00,83.87
901.00,83.62
900.00,83.31
899.00,82.98
898.00,82.64
897.00,82.32
896.00,82.06
895.00,81.89
894.00,81.84
893.00,81.90
892.00,82.04
891.00,82.26
890.00,82.56
889.00,82.90
888.00,83.26
887.00,83.62
886.00,83.96
885.00,84.26
884.00,84.55
883.00,84.82
882.00,85.10
881.00,85.38
880.00,85.63
879.00,85.86
878.00,86.06
877.00,86.24
876.00,86.40
875.00,86.57
874.00,86.73
873.00,86.88
872.00,87.01
871.00,87.14
870.00,87.29
869.00,87.45
868.00,87.60
867.00,87.73
866.00,87.84
865.00,87.92
864.00,87.99
863.00,88.04
862.00,88.09
861.00,88.15
860.00,88.21
859.00,88.26
858.00,88.30
857.00,88.34
856.00,88.37
855.00,88.39
854.00,88.43
853.00,88.49
852.00,88.56
851.00,88.63
850.00,88.70
849.00,88.77
848.00,88.81
847.00,88.83
846.00,88.81
845.00,88.79
844.00,88.77
843.00,88.79
842.00,88.84
841.00,88.91
840.00,88.96
839.00,88.97
838.00,88.98
837.00,89.00
836.00,89.05
835.00,89.10
834.00,89.11
833.00,89.09
832.00,89.05
831.00,89.03
830.00,89.05
829.00,89.06
828.00,89.07
827.00,89.07
826.00,89.09
825.00,89.11
824.00,89.13
823.00,89.13
822.00,89.13
821.00,89.14
820.00,89.15
819.00,89.18
818.00,89.22
817.00,89.26
816.00,89.31
815.00,89.34
814.00,89.36
813.00,89.33
812.00,89.28
811.00,89.23
810.00,89.22
809.00,89.22
808.00,89.22
807.00,89.20
806.00,89.20
805.00,89.22
804.00,89.25
803.00,89.27
802.00,89.26
801.00,89.23
800.00,89.20
799.00,89.19
798.00,89.19
797.00,89.19
796.00,89.18
795.00,89.17
794.00,89.15
793.00,89.12
792.00,89.10
791.00,89.09
790.00,89.08
789.00,89.06
788.00,89.02
787.00,88.97
786.00,88.93
785.00,88.90
784.00,88.92
783.00,88.96
782.00,89.02
781.00,89.06
780.00,89.05
779.00,89.01
778.00,88.96
777.00,88.90
776.00,88.85
775.00,88.82
774.00,88.80
773.00,88.78
772.00,88.74
771.00,88.70
770.00,88.67
769.00,88.64
768.00,88.63
767.00,88.63
766.00,88.62
765.00,88.58
764.00,88.53
763.00,88.48
762.00,88.46
761.00,88.45
760.00,88.41
759.00,88.35
758.00,88.27
757.00,88.17
756.00,88.09
755.00,88.02
754.00,87.98
753.00,87.94
752.00,87.90
751.00,87.88
750.00,87.86
749.00,87.83
748.00,87.80
747.00,87.76
746.00,87.71
745.00,87.66
744.00,87.59
743.00,87.51
742.00,87.41
741.00,87.31
740.00,87.22
739.00,87.15
738.00,87.09
737.00,87.04
736.00,87.00
735.00,86.97
734.00,86.92
733.00,86.81
732.00,86.65
731.00,86.49
730.00,86.34
729.00,86.21
728.00,86.08
727.00,85.94
726.00,85.80
725.00,85.65
724.00,85.49
723.00,85.33
722.00,85.18
721.00,85.01
720.00,84.81
719.00,84.59
718.00,84.37
717.00,84.18
716.00,84.02
715.00,83.90
714.00,83.80
713.00,83.72
712.00,83.64
711.00,83.56
710.00,83.47
709.00,83.36
708.00,83.24
707.00,83.15
706.00,83.09
705.00,83.03
704.00,82.97
703.00,82.92
702.00,82.90
701.00,82.90
700.00,82.88
699.00,82.89
698.00,82.92
697.00,82.97
696.00,82.99
695.00,83.00
694.00,83.02
693.00,83.01
692.00,82.98
691.00,82.92
690.00,82.90
689.00,82.91
688.00,82.92
687.00,82.91
686.00,82.87
685.00,82.79
684.00,82.67
683.00,82.52
682.00,82.34
681.00,82.10
680.00,81.75
679.00,81.31
678.00,80.78
677.00,80.15
676.00,79.46
675.00,78.75
674.00,78.01
673.00,77.28
672.00,76.62
671.00,76.10
670.00,75.70
669.00,75.29
668.00,74.91
667.00,74.78
666.00,74.91
665.00,75.07
664.00,75.14
663.00,75.16
662.00,75.20
661.00,75.28
660.00,75.34
659.00,75.42
658.00,75.53
657.00,75.68
656.00,75.87
655.00,76.11
654.00,76.38
653.00,76.61
652.00,76.76
651.00,76.83
650.00,76.84
649.00,76.82
648.00,76.82
647.00,76.90
646.00,77.04
645.00,77.18
644.00,77.27
643.00,77.30
642.00,77.22
641.00,77.02
640.00,76.75
639.00,76.52
638.00,76.46
637.00,76.53
636.00,76.63
635.00,76.68
634.00,76.63
633.00,76.47
632.00,76.26
631.00,76.13
630.00,76.13
629.00,76.19
628.00,76.21
627.00,76.13
626.00,75.94
625.00,75.65
624.00,75.31
623.00,74.97
622.00,74.60
621.00,74.12
620.00,73.56
619.00,73.15
618.00,73.03
617.00,73.07
616.00,73.04
615.00,72.88
614.00,72.59
613.00,72.24
612.00,72.01
611.00,72.01
610.00,72.10
609.00,72.04
608.00,71.87
607.00,71.85
606.00,71.99
605.00,72.06
604.00,71.94
603.00,71.75
602.00,71.62
601.00,71.50
600.00,71.37
599.00,71.39
598.00,71.61
597.00,71.89
596.00,72.10
595.00,72.29
594.00,72.39
593.00,72.22
592.00,71.77
591.00,71.29
590.00,71.06
589.00,70.99
588.00,70.96
587.00,70.97
586.00,71.00
585.00,70.90
584.00,70.71
583.00,70.76
582.00,71.13
581.00,71.44
580.00,71.39
579.00,71.23
578.00,71.35
577.00,71.69
576.00,71.99
575.00,72.21
574.00,72.34
573.00,72.15
572.00,71.55
571.00,70.82
570.00,70.32
569.00,70.09
568.00,70.04
567.00,70.22
566.00,70.56
565.00,70.78
564.00,70.84
563.00,70.83
562.00,70.54
561.00,69.70
560.00,68.52
559.00,67.68
558.00,67.48
557.00,67.52
556.00,67.56
555.00,67.88
554.00,68.43
553.00,68.70
552.00,68.43
551.00,68.12
550.00,68.13
