Created as New Dataset,81. Nylon Allied Signal Fibers
cm-1,%T
893.00,96.72
892.00,96.72
891.00,96.70
890.00,96.67
889.00,96.65
888.00,96.66
887.00,96.68
886.00,96.71
885.00,96.74
884.00,96.76
883.00,96.77
882.00,96.77
881.00,96.78
880.00,96.80
879.00,96.83
878.00,96.84
877.00,96.83
876.00,96.82
875.00,96.82
874.00,96.84
873.00,96.87
872.00,96.90
871.00,96.91
870.00,96.91
869.00,96.90
868.00,96.90
867.00,96.89
866.00,96.88
865.00,96.86
864.00,96.84
863.00,96.82
862.00,96.82
861.00,96.83
860.00,96.85
859.00,96.87
858.00,96.86
857.00,96.84
856.00,96.83
855.00,96.83
854.00,96.84
853.00,96.84
852.00,96.82
851.00,96.81
850.00,96.79
849.00,96.75
848.00,96.70
847.00,96.64
846.00,96.60
845.00,96.57
844.00,96.53
843.00,96.49
842.00,96.46
841.00,96.44
840.00,96.40
839.00,96.34
838.00,96.28
837.00,96.21
836.00,96.14
835.00,96.06
834.00,96.00
833.00,95.97
832.00,95.98
831.00,96.02
830.00,96.07
829.00,96.11
828.00,96.16
827.00,96.22
826.00,96.26
825.00,96.29
824.00,96.30
823.00,96.29
822.00,96.29
821.00,96.29
820.00,96.30
819.00,96.31
818.00,96.30
817.00,96.26
816.00,96.21
815.00,96.16
814.00,96.12
813.00,96.08
812.00,96.07
811.00,96.06
810.00,96.05
809.00,96.02
808.00,95.97
807.00,95.91
806.00,95.86
805.00,95.80
804.00,95.75
803.00,95.70
802.00,95.65
801.00,95.59
800.00,95.54
799.00,95.49
798.00,95.46
797.00,95.43
796.00,95.39
795.00,95.34
794.00,95.30
793.00,95.27
792.00,95.23
791.00,95.17
790.00,95.11
789.00,95.05
788.00,94.99
787.00,94.96
786.00,94.94
785.00,94.92
784.00,94.87
783.00,94.78
782.00,94.68
781.00,94.61
780.00,94.56
779.00,94.51
778.00,94.46
777.00,94.39
776.00,94.32
775.00,94.26
774.00,94.20
773.00,94.15
772.00,94.12
771.00,94.11
770.00,94.11
769.00,94.07
768.00,94.00
767.00,93.92
766.00,93.86
765.00,93.81
764.00,93.77
763.00,93.73
762.00,93.69
761.00,93.64
760.00,93.58
759.00,93.50
758.00,93.42
757.00,93.35
756.00,93.30
755.00,93.25
754.00,93.17
753.00,93.06
752.00,92.94
751.00,92.83
750.00,92.74
749.00,92.65
748.00,92.55
747.00,92.43
746.00,92.30
745.00,92.15
744.00,92.02
743.00,91.90
742.00,91.79
741.00,91.66
740.00,91.49
739.00,91.32
738.00,91.14
737.00,90.93
736.00,90.68
735.00,90.40
734.00,90.09
733.00,89.77
732.00,89.46
731.00,89.20
730.00,89.00
729.00,88.85
728.00,88.77
727.00,88.75
726.00,88.80
725.00,88.87
724.00,88.93
723.00,88.97
722.00,89.00
721.00,89.01
720.00,89.02
719.00,89.00
718.00,88.96
717.00,88.90
716.00,88.82
715.00,88.74
714.00,88.66
713.00,88.59
712.00,88.52
711.00,88.47
710.00,88.45
709.00,88.42
708.00,88.38
707.00,88.32
706.00,88.27
705.00,88.20
704.00,88.11
703.00,87.99
702.00,87.85
701.00,87.71
700.00,87.57
699.00,87.46
698.00,87.35
697.00,87.23
696.00,87.07
695.00,86.90
694.00,86.75
693.00,86.62
692.00,86.51
691.00,86.41
690.00,86.32
689.00,86.25
688.00,86.18
687.00,86.11
686.00,86.04
685.00,85.97
684.00,85.91
683.00,85.88
682.00,85.88
681.00,85.91
680.00,85.95
679.00,86.00
678.00,86.06
677.00,86.11
676.00,86.14
675.00,86.18
674.00,86.28
673.00,86.41
672.00,86.54
671.00,86.67
670.00,86.80
669.00,86.95
668.00,87.09
667.00,87.11
666.00,87.10
665.00,87.13
664.00,87.17
663.00,87.18
662.00,87.22
661.00,87.32
660.00,87.47
659.00,87.64
658.00,87.79
657.00,87.90
656.00,87.96
655.00,87.99
654.00,88.06
653.00,88.16
652.00,88.27
651.00,88.34
650.00,88.39
649.00,88.46
648.00,88.54
647.00,88.61
646.00,88.69
645.00,88.77
644.00,88.86
643.00,88.90
642.00,88.89
641.00,88.83
640.00,88.80
639.00,88.84
638.00,88.94
637.00,89.03
636.00,89.06
635.00,89.08
634.00,89.15
633.00,89.29
632.00,89.41
631.00,89.45
630.00,89.43
629.00,89.43
628.00,89.46
627.00,89.46
626.00,89.34
625.00,89.13
624.00,88.93
623.00,88.86
622.00,88.93
621.00,89.09
620.00,89.26
619.00,89.39
618.00,89.41
617.00,89.25
616.00,88.94
615.00,88.62
614.00,88.44
613.00,88.42
612.00,88.49
611.00,88.61
610.00,88.77
609.00,88.94
608.00,89.08
607.00,89.16
606.00,89.13
605.00,88.91
604.00,88.49
603.00,87.99
602.00,87.65
601.00,87.60
600.00,87.80
599.00,88.09
598.00,88.28
597.00,88.29
596.00,88.19
595.00,88.09
594.00,88.02
593.00,87.93
592.00,87.84
591.00,87.87
590.00,87.99
589.00,87.96
588.00,87.66
587.00,87.32
586.00,87.26
585.00,87.48
584.00,87.62
583.00,87.46
582.00,87.14
581.00,86.87
580.00,86.59
579.00,86.18
578.00,85.66
577.00,85.19
576.00,84.87
575.00,84.71
574.00,84.64
573.00,84.51
572.00,84.28
571.00,84.08
570.00,84.14
569.00,84.46
568.00,84.87
567.00,85.25
566.00,85.53
565.00,85.67
564.00,85.79
563.00,86.08
562.00,86.62
561.00,87.25
560.00,87.81
559.00,88.27
558.00,88.59
557.00,88.59
556.00,88.07
555.00,87.15
554.00,86.35
553.00,86.08
552.00,86.31
551.00,86.71
550.00,87.03
